GSE50509,GSE91061,GSE50509|GSE91061
FAM153B,ACP2,GLIPR1
TSPAN18,ST8SIA4,COL5A2
CCN1,UCP2,ALOX5
HS3ST3A1,LAMP1,PCSK5
TCEAL7,ZNF385A,CLDN5
GPC6,GRN,ACKR1
LOC440910,SH3BGRL,SLCO2B1
MYCN,PBX3,VASH1
MS4A2,GGTA1,LINC01094
TMEM30B,ARL11,ARHGEF15
SLCO2A1,CYP1B1,ENG
AKR1C2,HLA-DPA1,HSPA12B
PRRT2,PTPN6,PLAU
SKIDA1,ABCG1,SULF1
ATP2B1-AS1,TLR7,ACKR3
TNFRSF1B,SNX29,SLC43A2
HILPDA,TNFAIP8L2,DPYSL3
IGDCC3,TFEC,MYCT1
PTH2R,APOBR,PODN
FLNC,WDFY4,LOXL1
ZNF385D,ADCY7,VCAN
SERTAD4,FFAR4,TEK
PCDH17,SLC66A3,HGF
DMP1,PLBD1,BGN
TRIL,TRPC2,COL6A2
HAPLN1,GRB2,MXRA5
AOX1,PLA2G7,S1PR3
PTGS2,DNAJC5B,MXRA8
NDNF,ARHGAP25,COL6A3
SOX11,GPNMB,CYTH4
CCL11,NLRC4,LFNG
TOX3,CTSZ,GIMAP6
ZCCHC12,MAN2B1,ANTXR2
CPED1,BLOC1S2,C1orf54
FAR2P1,C3orf62,TSHZ3
PCDH10,FEZ2,LRRC32
PNOC,RNF130,DSEL
KIF5C,SIGLEC1,NDUFA10
CLIC6,CREG1,ARPC2
DNM3,HLA-DRB1,ST6GALNAC6
TSPAN11,TNFAIP2,CD300C
TMEM176A,FLVCR2,PDGFC
GNG3,ADORA3,OMD
HAND2,HTRA4,FZD4
CFH,CDH23,THY1
SPHK1,GUSB,KCNMB1
EFNB2,AP1B1,IL4R
FLRT2,DNASE2,MFAP4
MARCHF11,DOK2,AXL
CAVIN1,VOPP1,GLRX
PTH1R,HACD4,TMEM200A
FZD8,OSBPL11,FILIP1L
HAND2-AS1,LACTB,HCK
ALDH1A2,BMF,ABCC3
ZNF330,TLR4,OLFML2B
FBLN5,MARCHF1,CCN4
SNORD114-3,FUCA1,SVEP1
C2CD4B,ABCA1,BCL6B
LRP1B,CD37,VGLL3
COL10A1,BLVRB,EBF1
CORIN,NBPF1,TCF4
LGALS1,NECAP2,RTL5
ANKRD35,OSTF1,ADAP2
TSHZ2,ANXA7,RFTN1
LINC00347,ITGAD,CYYR1
DACT3,ANXA11,AOC3
SMIM32,IL10RB,SH2D3C
PCDHB8,CAB39,CD86
MMP13,TMCC1,CD93
VASH2,SLC49A3,NTM
PID1,CPM,PECAM1
CDH2,CD300A,RBMS1
SNORD114-1,CYP27A1,FAP
PABPC4L,UNC93B1,NID2
RAC2,DHRS9,ADCY4
PRTFDC1,TMEM35B,CASP4LP
DACH1,MILR1,TMEM273
NDRG4,HLA-DOA,WAS
CEMIP2,DRAM2,LAYN
REV3L,SLAMF8,DSE
RFX2,LILRB4,RNF141
LAT,NTAN1,ADAMTS2
SLC16A3,SASH3,B4GALT1
SLIT3,ATP6AP2,ZYX
PALMD,CYRIA,CALHM2
ZFP42,TPST2,SLC31A2
CDR2L,CCNYL1,CMAHP
DKK1,ARHGAP10,TRIM8
FREM2,LGALS9,PRRX1
CT45A5,NCEH1,S1PR1
MMP3,CPVL,IGFBP4
UBE2C,HPGDS,TPM1
KHDC4,ARAP1,PDGFRB
PMEPA1,TENT2,MRC2
IL7R,CEBPA,MEDAG
CLIP3,SIRPD,MIR22HG
CYP2S1,NCOA4,CTSG
TOX,LRRC25,ACTA2
S1PR5,TNFSF12,FLI1
EDNRA,SLC46A3,SLA
SPOCK1,TCN2,TGFB3
ZFHX4-AS1,MFNG,HRH1
LINC01132,TDP2,NKX3-2
SLIT2,OTOA,CHST7
LY6H,NCF4,PLIN3
C2orf80,NR1H3,TBX15
GPR162,CSTB,ARHGAP9
CDH10,CCDC170,MYOF
BMP5,VWA5A,RCN3
PKDCC,ZDHHC7,LMO2
CRPPA,DAB2,RAB3IL1
ZNF200,DNAAF9,GNA15
STN1,PI4K2A,LGI2
GRIA3,TASL,MSX1
VMO1,APBB1IP,MCUB
DCT,IL10RB-DT,SPARC
MAGEA9B,DDHD1,CNN2
RSPO2,TTC7A,TSPAN2
SPANXN3,RASGEF1B,RASL12
RGS20,C1orf127,GAB1
KLRD1,MARCKS,MRGPRF
NRGN,WBP1L,PODNL1
RPS6KA3,B3GNT8,DPP4
MFAP2,CYTH1,SDS
SNORD12C,INPP4A,OSCAR
NGF,PITHD1,FHL5
ANGPTL2,LTA4H,C3AR1
EXOC3L2,SIGLEC8,SYNC
HEG1,RASSF4,TWIST2
SMS,AGO4,IL1R1
CKAP2L,DOCK8,GATA2
TUBB6,IKZF1,P3H3
CCM2L,PRAM1,GALNT16
CALCRL,ABHD12,PLAC9
TMEM47,TBC1D12,GGT5
KCNT2,GAA,RIN2
GJA4,GNGT2,ZNF469
NFIL3,HLA-DQA1,HPSE
LOC728392,UBE2E2,LDB2
MYL6,MGLL,LILRA2
PTGER2,ATP8B4,GJA1
COL11A1,ARHGAP27,TMEM176B
SUSD6,PCED1B-AS1,OTULINL
GRPR,DAZAP2,ALOX15B
SOD2,PINK1,FGD6
APLP1,AKR1A1,RARRES1
CHRDL2,LDLRAD4,CD84
STMN3,FGD2,GNAI2
ALPK2,RAB8A,HCLS1
SCG5,P2RX4,VSIR
FAM43B,NAAA,IQCG
DLX1,DOK1,CDH5
PMEL,IRF2,COL6A1
FPR1,B3GNT2,LINC00312
ACTG2,ATP6V0D2,CPZ
GAGE2B,COMMD9,ATL3
SEMA3A,SLC9A9,CD74
SNRPG,BMP2K,CHST15
KCNJ8,DHDH,ITGB2
SPNS2,C1QC,UNC5B
SNORA5C,LILRB5,UBE2F
KCNA5,MFRP,TLN1
MUC13,SLC2A9,CCR1
COX7A1,PIK3CG,CPNE8
BMP2,PPM1M,HLA-DMA
TGFBI,ARRB2,EML1
ATP7A,PTPN18,DCAF8
PCDH11Y,RHOG,CERCAM
NDUFB6,PTBP3,BCAT1
LIN28B,DEXI,CD34
MBL2,RAP2B,PTPRO
LRFN5,GPX1,ITGA11
CH25H,ARPIN,ARHGDIB
BATF3,ALKAL2,CDR2
NEDD8,PTPRN2-AS1,TMEM37
NFKBIA,KCTD12,ACVRL1
ADGRL4,CAPZB,NLGN2
ESAM,ACRBP,IRAG1
MMP23B,CREBL2,ASAP3
PLPP1,ARRDC2,PLPP3
PIK3C2G,NUPR1,ADCYAP1
CBLB,MANBA,NRBF2
MND1,AMPD3,FAM20A
SLITRK5,BABAM2,RREB1
PDIA4,RNF111,MS4A7
PTGER4,TFEB,ARHGAP22
FGL1,SUMO3,AAK1
SLC15A4,APOE,GAPT
CACNA1C,KCNJ5-AS1,ANTXR1
KLF12,GALNT1,EIF4E2
MAST4,CALM3,LRP1
PLAUR,SUMF1,FAM110A
EBF3,IFNGR1,NRP1
PHOX2B,RNF13,OLFML1
TMSB15A,CLEC7A,TENT5A
ICAM2,CLN8,FAM110B
TNFRSF10D,GABARAP,EHD2
CFAP97,THEMIS2,TBC1D2
PDLIM7,CD83,KANSL3
LRRC1,LY9,GBGT1
CARHSP1,APBA1,ARHGAP1
GMPPB,KLHDC8B,FOSL2
FMNL2,APH1B,TMEM18
VMA21,AOAH,PHETA1
RNU4ATAC,ACTR2,FXYD6
DUSP1,HLA-DRB6,PLXND1
POTEC,HLA-DQB1,ARL4C
GADD45B,SLC47A1,ZNF331
ANGPT1,ADPRH,SBF2
CSRNP1,TMEM19,MYO1G
SCN2A,C1QB,TNFAIP8L1
RPH3AL,TNFSF13,SPI1
SALL1,PRSS36,MMP19
SLC2A4RG,STX4,GPR34
CASP5,HEXB,ELK3
NME2,GLIS2,FHL1
SLC45A1,RBPJ,MMRN1
CDH24,TMEM50A,GIMAP1
DKC1,RAB20,GLIPR2
FAM225A,MYO1F,COPZ2
TFPI,AIF1,ALDH9A1
LRBA,ADAM12,CMIP
KAZALD1,TMEM144,DOCK2
HLA-DRB3,ISCU,MAP1A
PIMREG,DYRK4,TNFSF8
VCP,SLC26A11,PRDM1
DLG5,ZRSR2,COLEC12
NET1,EMILIN2,NLRP12
PTN,ARPC3,AKR1B1
CCDC3,APOC1,PTGIS
KDELR2,SGMS1,LYL1
ZNF467,ADGRE4P,CDK14
GAGE10,NCF1C,SH3BGRL3
DNAH3,SNX24,PTGFR
CATSPER1,SMPDL3A,FTL
JPH3,HLA-DQB2,VENTX
THBS2,KIAA0513,LAPTM5
ZNF616,RAB10,FAM118B
MMP9,FCGR2A,MAP3K5
NHS,GSTM5,INPP5D
METAP1D,FOLR2,CCDC80
FILIP1,SNAI3,F13A1
PARM1,MBD2,PGD
ST6GALNAC4,C1QA,FPR3
SAMD11,RHOA,HLA-DRA
MMP25,BIN2,TYROBP
MYH9,SPATA7,MS4A4A
ADAM8,KCNMA1,MS4A6A
CPXM1,CAPG,TRPS1
RERG,ITM2B,SPON1
SHD,CSGALNACT2,GAB3
TNFAIP8L3,STX11,HIC1
SEMA6C,TMEM9B,FGR
SLITRK1,RMDN3,RAI2
RBBP7,DPYD,LAT2
TNFSF10,CFD,TDRD6
RNASE2,GGA2,CYBB
PLXNA4,DENND4C,TNFRSF1A
SLC38A5,RUFY1,S100A11
CFAP300,HEBP1,HS6ST1
FRG2C,TRAF3IP3,LAPTM4A
AOPEP,FCER1G,PARP11
MLLT11,MKNK1,OAF
CHRNA3,TMEM106A,FCGR1BP
SNRPF,COQ2,PLAGL1
TMC5,TBC1D1,CCL18
FOXP1-IT1,MCOLN1,PSTPIP1
ASS1,BNIP2,MYADM
DCUN1D3,IQGAP2,CXCL16
FOSB,SUCNR1,LEPROT
TADA1,JAK1,FZD1
CDYL,SNX2,SLC7A7
FERMT2,FOXN3,CD14
TNFRSF6B,AP2A2,HERC1
EGR3,SLFN11,RHOU
PDE1A,BRI3,EPHB2
SMAD9,ACE,PSME4
FAM43A,SMAP2,PPP3R1
DAD1,SIGLEC17P,MORC3
IL6,PPT1,PILRA
ITGA5,FDX1,RCSD1
CTCFL,GADD45G,PHF21A
ANO1,CD28,PARVG
NPFFR2,CMTM3,FERMT3
ZNF407-AS1,FCGR1A,
CHST2,NFATC3,
C1S,FMO1,
AGTR1,FTH1,
FGF11,RAP1A,
SELE,MGAT4A,
NAP1L3,MAF,
CA2,RNASE1,
ADAMTS3,C3orf80,
TATDN3,SGPL1,
INA,ITSN2,
SPC25,DOK3,
GAGE12H,SCIMP,
CDIN1,SETD3,
GLI2,B2M,
CDC42EP2,SQOR,
SETD6,TMEM127,
CAVIN3,HIPK3,
HAS1,TPP1,
PCNX1,OTUD1,
C1R,TK2,
TMEM254,ZNF710,
GLIS3,PDE6G,
MXI1,ADPGK,
ZSCAN26,CAMK1D,
SLC41A2,CALML4,
F3,BORCS7,
MMP14,VAV1,
GLI3,CCDC69,
ELAPOR1,DEDD2,
TMEM88,PITX1-AS1,
ARMCX5,ABI3,
SEC61G,CNEP1R1,
CHRD,ERMAP,
RNPC3,MR1,
KCNK1,CCDC115,
CYP39A1,TBC1D2B,
NALF1,PLCL2,
RGS2,TRERF1,
TMEM114,FABP3,
SMCO4,EVI2B,
TFAM,ATP9B,
ARMC12,RHEX,
IGFBP7,RRN3P1,
GPC3,PLCG2,
GALNT5,KAT8,
C12orf76,CZIB,
IGBP1,RILP,
AQP1,CCL5,
EARS2,DDX6,
NPR3,JDP2,
PCDH12,CORO7,
NOS3,TMEM219,
ANKRD1,NINJ2,
SPINK6,HEXA,
LOC100130357,GCHFR,
GPC2,PSEN1,
GALNT15,CYP20A1,
GPR4,PCBP1-AS1,
IGFBP6,ZFP36L2,
FAN1,NHSL2,
DNAH14,LILRB1,
TMSB10,KDM2B,
OGT,CCRL2,
LIMCH1,ATP6V0E1,
DNAL1,GMIP,
TXLNG,LOC100129034,
SPOCD1,BLNK,
CSMD3,NOTCH2,
NXN,ZFHX3,
MAB21L1,ZNF438,
VWCE,PNMA8B,
RPL22L1,DRC12,
TBL1Y,TNFRSF8,
DIP2B,ALK,
MITF,DOCK11,
RXYLT1,CARD8-AS1,
TNFRSF12A,CTDNEP1,
STOX1,GSDME,
NPIPB13,ZC3H12D,
SH3BP1,ADAM9,
SNHG29,ASAH1,
SEC31B,PDCL,
SEC61B,LINC00900,
NCR3LG1,CAMKK1,
KANK3,EMB,
JPH4,MOB3C,
PPP1R14B,LPXN,
SMAD6,HNMT,
FOXC1,ARHGAP17,
NXT1,SOAT1,
SLC25A13,SCAMP2,
ST6GAL1,EVL,
MSI1,CYBA,
IFI30,CD244,
LRRC8A,TRIM14,
PABPC4,ARRDC4,
NPY5R,CD209,
STEAP2,ATP6V0D1,
CEBPB,ETV6,
GAS2,GALM,
FAM210A,IFNAR1,
TPPP3,SGPP1,
ARF4,RBMS2,
EDN2,C1QTNF7,
FAT4,PIAS1,
NKRF,ANGEL1,
SNORD114-4,CFLAR,
RNASE2CP,RNF166,
GAN,SLC8A1,
MRPS25,RABGAP1L,
NETO1,TMEM52B,
MALL,KLRF1,
TSPAN13,GAS6,
CLCF1,HEXA-AS1,
CDC26,BTBD7,
MOSPD1,SLC17A5,
CSMD2,SLC12A6,
RPL4,TMEM138,
CCDC144A,SH3RF3,
TUBGCP4,ZCCHC2,
COL15A1,MGAT1,
CLTRN,MMD,
RNF8,KCTD11,
PLXNB1,GINM1,
NEFM,ING2,
PTX3,SP3,
LPAR4,ARL5A,
LYVE1,VAMP8,
C5orf46,BLOC1S6,
MEIS3,TMEM156,
BIRC2,NCK1,
PGBD2,PLBD2,
HYAL2,ADRA2A,
TSPYL5,MGST2,
PRPH2,ZFYVE26,
GAGE6,APLP2,
RERGL,PLEKHM1,
LMOD1,GMFG,
MIR185,IQSEC2,
BEX2,FGFR1OP2,
TDO2,HSD17B4,
P4HA2,CD163L1,
ELN,STK40,
THRA,LINC01140,
AIRIM,WDR7,
SLC17A7,CYFIP1,
SEC24D,ACOT13,
ZNF333,ZBTB4,
NFIA,PPIC,
CISD3,LMBRD1,
C6orf136,NRBP1,
UTP25,SPOP,
PDLIM1,CARD8,
ZNF417,ORAI3,
CCDC134,MAP3K2,
POLH,PTPN22,
SEC13,DGLUCY,
SOCS3,USP30,
TPM2,USF2,
B4GALT6,ZNF18,
IFT56,M1AP,
TFAP2A,EGFL6,
CENPU,GSAP,
CCL2,CD52,
CSRNP3,KCTD18,
KRTAP10-12,MAPKAP1,
PER3,COL8A2,
GCLM,ANKRD29,
ISL1,CASP10,
HOXD11,CCDC93,
MIR192,RPS6KA1,
SIX1,TNFAIP8,
TSEN15,NAGLU,
ATXN3L,TALDO1,
ADAMTS9,DUSP28,
PLVAP,PLEKHB2,
FMO3,DCAF5,
HECW2,SNX18,
FRA10AC1,RPS6KA2,
SMAGP,MARCHF2,
DHRS4-AS1,HSPBAP1,
GFRA1,CXCR4,
PTPRK,LINC02035,
MEIS1,NINJ1,
TRIM6,TUBGCP2,
IER3,KLHL6,
RRN3P2,OGFRL1,
EVA1B,TRAF3,
DLL1,ZNF25,
TOMM20,SDHD,
RGS18,GLA,
ZBTB20,KIAA0930,
REEP4,CHRNA1,
MEST,SIRPA,
SAMD14,PDE1B,
PPFIA4,SLC46A2,
DYSF,MRC1,
ERH,PCED1B,
MIR100HG,MOB3A,
ISL2,PPARG,
ACO1,MS4A14,
CCL13,DCTD,
NCKAP5,VEGFB,
INAFM1,NCOA1,
RAMP3,EPB41L1,
IQCA1,GNS,
PTGES,HECA,
ZFP36,RIN3,
ADAMTS1,SLC6A6,
NT5DC2,PIK3R5,
PPP1R14A,SAMHD1,
DNAJC19,PPP3CB,
IRAK2,USP3,
ZKSCAN4,TXNIP,
HYCC1,PDXK,
ZNF197,SLC25A34,
GCLC,CD9,
TNFAIP6,NCF1,
CT83,NR3C1,
OSR1,FMNL1,
ATL2,FAM20C,
C11orf96,PLCB2,
FHL3,CXorf38,
ADGRL2,MOB1A,
NBPF14,ITSN1,
CPEB2,NFYB,
OLFML3,DUS2,
GNG8,HEIH,
ESCO1,PPP1R9B,
KCND2,MED11,
IL32,ATXN1,
CNIH2,ACTB,
ERRFI1,EPC1,
FBXL2,FMNL3,
BIRC5,NAPSB,
GPM6B,PCBP1,
TGFB1I1,MANSC4,
RIOX2,SCAF11,
KITLG,CCDC28A,
SERTAD4-AS1,PPP3CA,
CREB3,CIAO2A,
CDH13,CTDSP1,
GSTA4,KLRG1,
MCM3AP-AS1,PRKACA,
C4orf46,FAM78A,
CABLES1,APPL2,
EIF4B,PIK3AP1,
MRPL54,ELMO1,
COL18A1,RNASEH2B,
JUNB,ADAMTS10,
EEF1AKMT1,TPRA1,
POU2F1,CEP120,
GAS7,MBNL1,
GATA3,ARMH3,
TUBB4B,ZSCAN32,
MYDGF,ZFP36L1,
RCOR3,SERPINB6,
RNF24,PLEKHA1,
CA12,FECH,
MIR599,RALB,
COX11,IST1,
AFF3,RAPGEF1,
CCL26,C2orf74-DT,
CSAD,CLN6,
PCSK1,TMEM26,
EXOSC7,MTMR14,
CYTOR,CEBPA-DT,
CAVIN2,STX5,
FTSJ1,BCAP31,
MECP2,DNASE1L1,
LETMD1,CCR5,
ALX3,TBC1D9B,
LINC01960,TRAPPC12,
NUDT5,CORO1C,
ZNF812P,DAPP1,
SYT4,TRPM2,
RANBP10,PTCH2,
C8orf76,SLC46A1,
AGPAT4-IT1,RNH1,
RUNX1,LILRA4,
SLC25A27,OSR2,
GFPT1,TMEM39B,
BPNT2,TNS1,
NOTCH3,ABI1,
LAMP2,DRAM1,
CAMTA1,ZNF763,
PNP,ANXA4,
PABPC3,DEF6,
UVRAG,PRXL2C,
CPOX,DOP1B,
NUDT9P1,RAB8B,
RUNX2,RTN3,
FAM107A,ZMYM6,
KLK4,NSF,
TAF4B,TMEM150B,
ZNF221,GZMA,
PALB2,SNHG12,
VKORC1L1,NCF1B,
VDR,SH3BP2,
SPOUT1,SH3GLB1,
PPP1R3E,OS9,
RND3,CLECL1P,
CBR4,SYNJ1,
LAMA2,NABP1,
CLEC4GP1,CLEC10A,
APOBEC3F,SVBP,
ADRB1,STIM1,
PBX1,DHRS3,
LINC00652,WT1,
NAV3,ARNT,
SMIM8,GZMK,
KLF2,OAZ1,
ADAMTSL1,ZNF589,
PCDH19,RIC1,
TENM1,RGS19,
BTRC,TMEM150A,
EGR1,TMBIM6,
POLR3G,RAB9A,
MTMR4,CST3,
LMO4,CHST13,
BLTP3A,YWHAH,
CXCR2,DOCK4,
C14orf93,COL6A6,
IQCK,LAMTOR1,
IFT70B,SLC35F6,
MRPL33,STX18,
MGARP,PPP1R7,
ZNF286B,TRAPPC10,
HMGN4,ME1,
ADAMTS5,CTDSP2,
C1orf21,IQSEC1,
FGF20,DENND2D,
DNAJB5,PLIN2,
TMEM117,CCDC200,
MCCC2,RRAGD,
RNF14,CNRIP1,
ZNF337,GPX4,
RNF144B,SLC40A1,
HMGB3P1,CALM2,
MRGBP,EPAS1,
FPGT,SULF2,
FRG2B,SNX5,
BDKRB2,DMXL2,
SLC24A3,RAB1A,
CDC25B,MAN1A1,
TUBA1C,ACOT4,
OSM,STAB1,
GFM2,IL13RA1,
CCDC14,TGFBR2,
THSD1,LRRFIP1,
MXRA7,SAMD3,
AR,SYNGR2,
FAM107B,SAR1A,
RFX8,VPS8,
PRSS59P,ZMIZ1,
BZW1,LILRB2,
LINC01816,RAB21,
COPS6,FCHSD2,
CD300E,PGBD5,
MBNL3,RGS10,
ENGASE,CCDC32,
R3HCC1L,PDE4A,
LINC00515,HDAC3,
RFX5,UBE2J1,
NBEA,GTDC1,
BRD3,CYB5R4,
C1orf52,CDKN1B,
ZKSCAN8,ABHD15,
CHD7,DENND5A,
CHKA,CSF1,
CTSL3P,EVI2A,
DCHS1,GPCPD1,
SILC1,FGD3,
NAV2,ACVR2A,
TNFRSF11B,CD53,
ARNT2,NDST2,
PDLIM5,LRCH1,
MEG3,KERA,
BMERB1,PLEKHO2,
ADSS2,MAPK13,
DUSP3,GIMAP4,
RUSC2,ADGRA2,
LRRC58,USP25,
ACTN1,ZNF436,
RRAS,AHNAK,
GAL,MBD4,
TDG,CD81,
LDHB,CAPNS1,
CALCB,ARHGAP18,
F2RL2,POU2F2,
SCARF2,FDXACB1,
CSF3R,SPIN1,
STAG2,UBASH3A,
TMCO2,TMEM167B,
ALG10B,SLC48A1,
MRPL45,BEND6,
BEX4,KCNK6,
KIAA0232,OLR1,
SNAP29,CD200R1,
HSD17B12,SERTAD3,
HBA2,C5AR1,
FAM204A,DCANP1,
OR4K13,BICC1,
TXNDC17,ABI3BP,
INMT,HCFC2,
IQCF1,DAGLB,
LOC730101,GJA5,
FAM180A,CHMP4B,
NRM,RIPK3,
VGLL4,HHIPL1,
MAP3K7CL,CD99L2,
FGF18,ZDHHC3,
ZNF674,THUMPD1,
MANBAL,MPND,
CLK2,SLC10A7,
SNX10,CDC42,
HSD11B1,CREB1,
KLRA1P,ARHGAP27P1,
THBD,PHKG2,
GPR176,EFR3A,
NR1D2,RAB18,
TRIM2,PDE8A,
SSC5D,COL4A4,
TNFRSF9,PAPLN,
FAM9C,SIRPB1,
TMEM255B,SELENOP,
PODXL,RGL1,
HBB,HADHA,
EBPL,ADAMDEC1,
METRNL,RALA,
DCLK1,GNPTG,
MTUS1,SDCCAG8,
FBN2,WASHC3,
SCAND2P,RAP2C,
SEMA5A,MAP2K4,
POLE4,TOR3A,
CNBP,PAOX,
NOP53,EIF4E3,
BMP1,GPR183,
RCOR2,UBE2D1,
COL4A5,KLF10,
WDR75,PHF11,
DAP3,TP53I11,
AKAP8,ACOT2,
SEH1L,HCST,
NNT,TPK1,
TMC1,STAC3,
WDR33,TFE3,
NEPRO,SNORD99,
ATP2C1,JUN,
SRGAP3,ZNF624,
HOGA1,KCNK13,
IRF2BPL,ANKRD13A,
CCDC50,TAB2,
SNORD91A,C1QTNF6,
PTAR1,CTSB,
ARL14,KBTBD8,
GOLGA2,CCNG2,
EML3,ATP6V1A,
CCND2,ZBTB14,
HLA-DRB4,FOXP1,
LCA5L,PRKAG2,
KCNJ6,CMKLR2,
GON4L,NCF2,
FAM13C,TPCN1,
FBXO7,EXOC1,
UTS2B,CAMK2G,
GRB10,ACTR3,
VN1R5,PRR13,
ZFYVE21,ZFP90,
LINC01270,DHRS12,
CLDND1,UBE2R2,
ENO4,C2CD5,
APOD,TREML1,
GOLPH3L,PDPK1,
BMP7,NUBP1,
FGF7P6,SDHAP1,
LRIG1,NRIP2,
MEMO1,PDE4DIP,
MBOAT1,CYSLTR1,
MCC,LINC01547,
CRNKL1,TERF2,
ZNF782,VPS26B,
NTMT1,LAG3,
ZBTB32,ATP5PO,
ANGEL2,ALDH3B1,
ZBTB38,ATP10D,
UCHL1,LGALS3,
TMEM168,VPS13C,
PHYHIPL,TPRG1,
POLR2M,ZCCHC8,
TCF7L1,CPNE2,
PPP1R1C,RASGRP4,
ZNF106,FNBP1,
FAM133CP,EML4,
FBXL13,PPP1R21,
SOX6,LHFPL2,
RWDD4,ARSB,
UBL3,GABPA,
STK17B,MYCL,
MSX2,RBM43,
PFKFB3,CYB5D2,
ZNF311,ARL2BP,
LINC00518,FBXO36,
ARFRP1,IL18,
MRPL51,C9orf78,
TXNDC9,RBP1,
YIF1A,KCNE3,
SSR3,NEURL1B,
STX3,KLF11,
TWIST1,VEZT,
AP1S2,RAB5C,
PLP1,PLXDC1,
AGAP6,ZNF846,
TAF1C,SMARCA2,
DNLZ,ITGAL,
CRIM1-DT,SUFU,
ITM2A,UNC50,
SIRT5,JCAD,
CDKN2D,RAB35,
PABPC1,CEPT1,
STRBP,PIK3R1,
SEPSECS,SH3KBP1,
COL4A2,ALKBH8,
DHRS2,FZD2,
MTHFD2L,PRDM2,
SCN9A,MICU1,
LIN9,ZMIZ1-AS1,
HLF,CRY2,
OMA1,SLC2A8,
TNC,NMT2,
HLX,PLEKHM2,
TOP1P2,PYCARD,
FAM74A4,ETFBKMT,
EFL1P1,AKNA,
CHL1,LILRA1,
NBPF3,CCDC92,
SHC3,CCDC88A,
RBM11,VAC14,
GYG2,PCOLCE,
LDB3,WIPF1,
HSPB6,VTI1B,
ALDH1B1,DDAH2,
SOX17,UBXN4,
CENPO,CRYAA,
ERC1,LAMTOR3,
RIPOR3,MYD88,
CLDN20,KLF13,
MYO10,IFITM10,
POLR2D,SPOPL,
TGM2,PCBP2,
PRPF38B,EEF1AKMT2,
HIC2,FCGR3A,
NOA1,GNB4,
IL11,SNN,
RALY,CARD6,
XIST,EFHD2,
CYCSP52,RUNX1T1,
IKBIP,TMEM255A,
BORCS5,ELF2,
ETV5,IL18BP,
HFM1,TXNDC12,
STXBP6,PLD2,
NREP,UBE2D4,
MASP1,FAM149B1,
MVP,KIDINS220,
DOK4,PCF11,
RAB3GAP2,ITPRIPL2,
MED14,BLTP3B,
DNAJC3,NOD1,
KIAA0586,CRLF3,
