GSE50509,GSE91061,GSE50509|GSE91061
SLC2A9,PLSCR1,RPS29
FSTL3,CREM,AIRIM
LRPPRC,GSTO1,SRSF5
CRNDE,MED24,FBXO22
VOPP1,PI4K2A,AK2
FAM30A,TLR10,LAMTOR5
SIGLEC8,DHRS2,HNRNPR
SLC25A27,AQP4-AS1,LZIC
QSER1,ZNF648,KCNAB2
MGAM2,LINC00693,PTPN11
UBR3,EIF1,SYF2
GPR37L1,SNX9,DPH5
TESK1,HPS3,HELQ
H3C4,RETREG3,NUP54
LOC729737,SELENOT,ZYG11B
PHF24,MIR1286,DMAC2L
UBE4B,ZNF410,PRC1
SNHG1,BACE2,HSD17B11
SLC9A5,KLC1,GNL3
FAM120AOS,AQP6,YTHDF2
CASC15,PCSK9,RBBP6
EAF2,IREB2,TMEM41B
IL11RA,IQCE,NUDT6
KCNN3,SKA2,RFC1
PTGDS,SCAPER,TMEM69
MTHFD1L,UBE2Z,PSMA5
TYW1B,LINC01060,CSE1L
ADCY10P1,SAXO2,PKD2
SEMA4B,SPN,GNL2
S100PBP,SLC24A4,DDX55
RNF14,MRPS16,GTF2A1
BRD8,SOWAHC,ALG9
CTSW,ENOPH1,MRPS33
RPL18A,NPTN,CKAP2L
BICRAL,FBXL4,PARP6
EXD3,HEXIM2,PABPC4
NSMCE2,PSMD10,PDHX
F11R,CEP128,ANKRD13C
RPL11,CACUL1,CDK12
GSTM1,COPRS,MOB1B
SHF,MAGEA4,NOPCHAP1
TMEM236,BRAT1,ANKRD17
B3GAT1,MSI2,TCL1A
RAD1,MRPS22,MAX
CES4A,NMT1,FNBP1L
ZFP69B,PAPOLA,SLIRP
PDCD7,MIR211,MLH1
DDAH2,TMEM11,PKM
RPSA,RUFY3,KHDRBS1
H1-2,SRP54,KDSR
ATP7A,PSMC1,HNRNPM
GRTP1,C12orf43,PPP1R8
PDCD4-AS1,UNK,ZNF749
GEMIN5,TMEM184C,PAICS
KHDC1,EID2,ZCCHC8
ZNF292,MS4A1,PNOC
COPG2,GET3,EXOSC10
ADH5,CIT,SEC24B
INMT,LAMTOR3,PTPMT1
GARRE1,ULK4,USP33
POLH,ARL1,UXT
ALDH1B1,VEZF1,HPF1
RPS27A,MLX,MYO9A
H2BC6,EFCAB11,CD37
C5orf58,JKAMP,WDR43
ITPR1,GAA,METTL14
ST6GAL1,ATXN7L3,SCOC
SLC22A15,ANKRD9,WDR48
DAW1,EXOC5,DFFA
BCL2,LYRM2,PNRC2
GPRIN3,EIF5,NUP37
LOC100288069,MRPS7,SF3A3
WEE1,MED19,C11orf58
SNRPF,SLC25A36,THAP9
LINC00115,PIGH,TARDBP
NAE1,UTP11,PEX1
CRACD,CHCHD1,PEBP1
DMRT3,LCLAT1,SEC22C
MGST1,ZDHHC5,FBXO21
CD151,CDKN3,RPS6KC1
HP1BP3,PBDC1,NEMP1
RBM15,XPNPEP1,OMA1
ADA2,SHTN1,MFSD8
HYCC1,GNB5,MRPL36
DMTN,MYO1E,ZNHIT3
F2R,AMZ2,MND1
PARK7,DSCR9,FHIP2A
TUT4,PRKCZ,RAN
LOC100133920,ZBTB24,MRPL35
LZTS1,ALKBH1,SNX29
DENND5A,USE1,RPS6KA5
PGPEP1,SPACA3,NAA25
C6orf132,TMEM192,PRKAG2
NSUN5,EIF2A,HSH2D
LGI3,FEM1B,SNW1
PCGF2,TOB1,EXOSC9
KDM5A,PPM1A,CISD2
GMEB1,RNF13,GTF2H3
CASK,CHMP6,ADK
MRAP2,NDUFB8,RPL4
R3HCC1L,STPG1,ACTR10
PAG1,MORF4L1,FAM177A1
NARS2,CDH7,YTHDC1
GAB1,TERT,HEXA
GBA2,BAG5,MLLT10
ZNF767P,PTCD3,MRPL1
DIAPH1,UPK1A,USP54
SNORD30,LRRC45,DDX20
CSPP1,PWP1,RHEB
INSM2,LSM12,TIPIN
FAT1,H1-0,ZNF345
OR9G9,FCRL1,FNBP4
CACNA1I,CC2D1B,MFSD14A
IRX5,METTL23,MRPS30
ARCN1,VRK3,USP47
LTB,SUZ12,MICU1
NPIPB9,UTP3,NRAS
GOLGA6L1,CUEDC2,EEF1AKMT2
SLC25A42,CDKL2,ATAD3A
FBXO27,UTP18,COQ5
JCHAIN,CPSF2,NPHP4
TOR4A,BBS4,DDX50
F2,ACP1,ZNF234
TENT4A,POP4,OSBPL9
GCC2,KIFBP,ZNF227
CAMK2D,BCAT2,RPS27L
HORMAD1,LINC00958,CEP104
SNORA6,LACTB,SSU72
CTNNA1,NAA30,SNORA3B
PAQR6,MIR635,ZMPSTE24
SNORA70,MCMBP,ZNF766
ST13P4,EIF2AK1,PGRMC2
POM121C,TRMT44,NEK1
CREB3,FAM229B,KIF1B
XIRP1,SNF8,RBM28
FGF14-AS2,WBP2,CLCN3
TMTC2,TNFRSF13C,AHCYL1
UBAP1,SFR1,WHAMM
LINC00518,VPS13C,RRM1
GPATCH2L,DUSP3,SUPV3L1
BTG2,MIR4435-2HG,ADCK1
ACCS,MAN2C1,PRKCH
KCNMB4,PPCS,MRPL54
PRKX,HEATR6,TRIM35
MIXL1,ARHGAP5,ADIPOR2
DIXDC1,PSMD12,RAP1GDS1
GNA12,CHRNA5,FRA10AC1
NTF3,RAB21,SLIT1
ENTREP1,WDR45B,ADPGK
ETS1,NME6,ZFYVE9
TDRD6,SUPT5H,METTL3
PRELP,ABRAXAS2,BCCIP
MAP1LC3C,PALB2,MBP
RNY3,SRBD1,DNAJB12
ATP1A2,G3BP2,CDC42
GRM3,C2orf69,PSMA1
PRUNE2,ZNF672,MYO5A
SNORD25,NHSL1,DOCK7
SRPK1,SIAH2,RFC5
CIPC,TSPAN10,ILVBL
ALMS1,PSMC6,MPHOSPH9
TUBGCP4,MOAP1,EIF2S1
GAP43,DNAL1,NAP1L4
ZNF197,HIF1AN,TXNRD1
OR10K2,RWDD3,RUSC1
TMEM167B,CCDC43,DDX23
APIP,GOLGA5,TMEM209
NLN,KLHDC2,MAPK4
UTP25,ZNF620,PSMG1
RGP1,ATP6V1D,CUL4B
SIGLEC10,NRBF2,ANXA2
ACAT1,VPS33A,DDX1
XBP1,QPCT,DHX15
RIOK1,ARHGDIA,MRPS18C
SH3TC2,ZNF839,NHLRC2
KIF3A,CHST12,HELZ
HIVEP1,MICAL1,COA7
MACF1,TMEM128,EPG5
MCM4,DNAJB14,STIL
ASAP1-IT1,DGKQ,METAP1
CKAP5,KLHDC9,SMCO2
AGAP4,MRPL43,KLHL17
GLO1,EIF4G2,SPTY2D1
PFKFB2,MRFAP1,ANXA2P2
ADRB2,MAP4K3,SDHB
BRD7P3,VPS33B,CNOT10
RPL13A,EIF4E,UVSSA
CDC23,SELENOH,ZNF112
EFL1,AKAP8,WHRN
FGFRL1,CPEB2,MAIP1
SORL1,TMEM147,INTS9
SNORA61,P2RX5,USP1
RAB39B,KDELR1,ANAPC10
MFSD12,ERI2,SAAL1
ADAM19,RCN2,SNUPN
SNORA56,CNIH1,HNRNPDL
SH3D19,ISCA2,CDC14A
FBXO38,WDHD1,KIF23
AHCYL2,TIMM9,C4orf46
TMEM18,GIHCG,MAPKAPK5
HARS2,MILIP,INTS14
ATL3,ATP13A2,SKIC8
GRAP2,NUBPL,SNCA
LINC00473,USP32,DENR
FAM219A,ZC3H14,ZNF639
SLC2A12,COA3,DNAJC24
PRODH,LSM4,TTC33
RPS12,TIMM10,FPGT
PMS2P2,MRFAP1L1,GTF3C3
RPSAP9,ZDHHC6,SORT1
SSH1,GTF2A2,ZNF417
TAF4B,ESCO1,HMG20A
H2BC21,CLBA1,MNAT1
PRSS59P,KRT10-AS1,ZWINT
PNISR,RNF4,FAF1
ADIRF,FKBP3,WSB2
IRF4,AGFG1,PPP2R5E
LIME1,GOLGA1,TCP11L1
TMLHE,MRPL46,GPBP1L1
ATP2A3,SYNJ1,TMEM126A
RPL38,ADO,RTCA
LOC374443,PROSER3,COPS4
VXN,PDCD2L,COPB1
CLNS1A,PPP3CB,FCRL5
BAZ1B,MAEA,
NR2C2,SLC25A39,
CERK,DYNC1LI1,
IFIT2,PPP2R2D,
PSG4,DYNC2LI1,
RPS20,TACO1,
AMY2B,TEAD1,
PAQR3,GATB,
WDR81,PIGG,
PDPR2P,CHST9,
GUSBP4,ERBB2,
MDN1,PLCD3,
ASPH,PRPF31,
RNPC3,ZBTB45,
LINC01019,SERP1,
BTF3,CTLA4,
TGS1,OAT,
C22orf46P,TMX1,
UGGT1,PDE4DIP,
LIPG,ANKRD40,
ALK,ZNF784,
ANO10,FAHD1,
MSRA,MRPL20,
AIF1,MED25,
RRP7BP,ARF6,
CELSR2,CDC27,
CNTD1,DHX32,
HTN3,STRN4,
ALG8,EAPP,
MACROH2A1,PPP6R1,
PSG7,SNX17,
CDC42BPA,RAMAC,
GLIPR2,PNMA1,
LTA4H,TMEM199,
NSUN2,CLPTM1,
NAV2,OPTN,
IGKV1ORY-1,STARD3,
MIR155HG,ZBED5-AS1,
HNMT,FZR1,
FER1L4,PIP4K2B,
HMGXB3,PFN2,
HCLS1,POU2F2,
ZSCAN26,PSMD8,
PRDM2,HEXA-AS1,
XRN2,SUMO2,
RABGEF1P1,MRPL27,
DDX10,PAIP1,
RAB11FIP1,MRPL58,
HHIP-AS1,VRK1,
BUB1B,LINC00662,
NUP155,POLL,
RPL6,BECN1,
LCNL1,VAT1,
STX17,MED6,
LARS1,EPHA5,
OR9G1,MARK3,
ZNF451,LINC00589,
LIPJ,CSTF2T,
RAC2,TRAPPC11,
LAIR1,TLE6,
TRAF6,EGLN1,
MRPL22,ERAL1,
HPS5,SLC4A1AP,
SNORD14A,SMAD2,
ATOSB,ANAPC11,
MPP4,HNRNPLL,
TARDBPP3,PSEN1,
PSG6,SENP8,
IDI2-AS1,ZNF799,
LGI4,SAP30BP,
PTBP2,YY1,
CD44,PRPF18,
RPLP1,DTX1,
ALG1L1P,PARP2,
NUP153,SLC39A9,
TRIM61,PLCG2,
PSG2,AIMP1,
HINT1,MAP3K10,
ICA1L,CINP,
LEPR,PRMT9,
LRRC8C,KLHL11,
ELF2,LINC02693,
CCDC9B,CDCA4,
DHX29,CCNB2,
CYP2S1,TRAPPC6B,
CD52,RAF1,
CHADL,HSP90AA1,
SLC9A2,GNAI3,
SMAD3,AAGAB,
PTPRO,CHAF1B,
ZP4,LYSET,
MAPRE2,EXD2,
GJC2,GAK,
NRBP2,LRR1,
TMEM14B,MAP2K5,
TMEM225,API5,
VPS35,SLC16A7,
PPARG,ZNF17,
CAMTA1,POLE4,
B3GALNT2,RAB18,
TCERG1,UBR7,
UBE2D2,KC6,
BRIX1,RAD51B,
CLN8,MRFAP1L2,
CYP39A1,KLHL28,
GLRX3,XRCC3,
EXOSC7,MED29,
GATD1,SGSH,
MTMR9LP,CDC42BPB,
HFM1,SNX6,
ANKRD34A,BCDIN3D,
GCNT1,STXBP1,
HLF,ERG28,
MIR124-2HG,PSMA4,
MFAP3L,PRKCB,
RHOBTB3,DDX52,
NLRP7,TRPM1,
SCGB1D2,OGFOD3,
PSG5,RAB12,
PABPC1,NT5C3B,
PTPRCAP,ADGRL4,
ARL14EP,GPR150,
EZH2,ACTR8,
MRPL51,FIG4,
HSPB1,IDH3A,
SNORD100,ZNF324B,
DAPL1,TRA2B,
ITM2C,ZFP28,
SDHD,CD22,
MRPL50,PRDX3,
DOK5,GRSF1,
LINC00265,PNKP,
TXNDC11,HECTD3,
RNF145,MIGA1,
EFHD1,GOSR1,
PABPC3,AP3D1,
NCAPD2,UEVLD,
ARMCX1,PSMA3,
PM20D2,UBE2D3,
CENPH,BOLA3,
SLCO4A1-AS1,LIN52,
SLC30A5,MTX2,
CAT,FAM149B1,
CAMKMT,AP5M1,
SEC14L1P1,NAPG,
SEMA4D,MIF4GD,
ZBED3-AS1,ECD,
DCTN3,MAGEA6,
GABBR1,SNORD97,
ACTBL2,MSL1,
SLC6A11,NAXE,
VDAC1,SETD3,
SGSM2,EAF1,
ATOX1,PIK3CD,
SESN3,FUZ,
RYR3,HAUS3,
HOMER2,ZNF543,
OR5M8,HROB,
PSG9,RAD23A,
JADE3,LZTS2,
UQCRC2,IDH1,
ZNF280C,NELFA,
TCHP,NDUFV2,
HNRNPAB,ALG10,
HAR1A,PDK2,
IFI30,RTN4R,
RPS3A,TMED10,
SPEN,WASHC4,
TMC8,TBC1D2B,
MED27,DHX8,
SNORA26,CA8,
KLF11,DNAJC9,
PSG1,GRWD1,
RNF207,ZCRB1,
LINC01001,MRPL45,
HSPG2,CCDC174,
BOC,FBXO8,
MDC1,RER1,
REXO2,PPP4R3A,
HADH,TM4SF1,
SOX6,ACBD7,
CYCS,DBR1,
DYNC2H1,ZNF697,
CD81,IP6K1,
PSG11,COMMD9,
PATE2,UBE2M,
VPS29,AXIN1,
LINC00663,PDHB,
SUGCT,RNF34,
PTTG3P,SPHK2,
RNF144B,CCSER2,
SPATA13,SMARCE1,
MRPS10,TOX4,
FAM107A,PSMD3,
LINC00294,PITHD1,
HYLS1,ERP29,
SRRM2,ZBTB25,
PCBP4,LETM1,
ZKSCAN8,RPP30,
DOP1A,XKR8,
DNAJC21,GLRX5,
TBX2,STAP1,
UBE3D,VIPAS39,
HSPA9,GUSBP5,
SNORD73A,TMEM156,
ZSCAN9,VPS26A,
LINC02897,SNX4,
TALDO1,MAPK1IP1L,
BMS1,SMPD1,
CRY1,MRPL10,
PAPSS1,RANBP3,
NDUFAF1,C14orf28,
TES,OCIAD1,
LDHA,STX7,
SMIM13,IDH1-AS1,
RBM12B,HERC4,
GYG2,PCNX4,
ATG16L2,TMEM267,
EMC4,TCEAL4,
SMOC2,C3orf38,
TGM6,SACM1L,
RHOBTB1,STAG1,
SEL1L3,COQ3,
AAK1,MMS19,
ZNF704,DLST,
SNORA18,LARP7,
LINC01061,AKIRIN1,
HHEX,PIAS1,
PKIA,PPIE,
MRPL23,MAP2K7,
CNTN4,DR1,
LRRC8A,ZC3H12D,
PRKY,ANKRD39,
NBPF10,NANS,
ZFP90,CDK17,
DRGX,EDC3,
RSBN1,MANSC4,
ZNF548,IQSEC1,
ARMC3,ZRANB2-DT,
KDM5D,MRPL52,
NPM3,GSK3A,
VIRMA,SLC66A1,
ABCG1,SMNDC1,
PCSK2,YME1L1,
RPS6KA2,RPP14,
TYMS,HNRNPL,
APBB3,TMED2,
ARHGAP15,NAA15,
GNG4,TUBG1,
CD79B,NPLOC4,
MRPL40,CYP51A1,
TFF3,TM4SF18,
ZNF674,NECAP2,
LINC01128,CLP1,
RALGAPB,ATP6V0B,
FAM156A,AKAP10,
SLC35A1,FBXO25,
GSTK1,AREL1,
SRSF4,SCO1,
AGAP6,RGS11,
RPL3,GON7,
RPS15,CCNK,
DHCR7,TMUB2,
RPS19,FBXO42,
SRP14,CISD3,
SBDSP1,RAB32,
RPL32,PSMD9,
MXD3,TTC39A,
CNTN6,AP2A1,
SUSD3,STYX,
METTL21EP,ATG14,
IMMP2L,ANKRD36,
TRIM5,TM4SF19,
CYGB,ZNF576,
CLECL1P,ATXN3,
CHRNA7,COASY,
LIF,HEATR5A,
MLEC,JPT2,
MRE11,UBE2J2,
SLC26A10P,DCAF5,
AP4E1,MRPS23,
TNPO1,ACOX3,
FNIP1,BACH2,
CHD4,FIP1L1,
SGCB,ALMS1P1,
PSG8,BABAM1,
ABCC12,MESP1,
TOMM40L,EIPR1,
RBBP4,ALKBH6,
TBC1D10C,HIRIP3,
CCL11,ZNF546,
SAXO1,LIN7C,
FERMT3,KCNQ4,
TRMT6,RTN4IP1,
CDC25C,UBL7,
FAR2,VTI1A,
CLTA,CEP89,
HLA-DQB1,NUFIP2,
BCL2L1,ORC5,
PPP1R17,LOC440700,
RPS14,CNOT11,
C8orf76,ZNF446,
PRPF6,KTN1,
DTWD1,HERC5,
CPEB4,AICDA,
DDX17,PACS2,
CD247,PSMC4,
UBA52,ROBO2,
CD200R1,RETREG2,
ARHGAP32,MCPH1-DT,
WASHC5,LMBR1L,
ATP6V0A2,PDIK1L,
CEP192,L2HGDH,
CFDP1,ATAD1,
GFAP,MTIF2,
CDK18,CCDC103,
PUM1,ARMC5,
RPL13AP3,SDHAF1,
FBXL2,SLC19A2,
SNORD38A,PEX10,
PPFIBP2,TNIP2,
IFT81,TUBB2A,
NCKAP5,LARP4B,
DECR1,ACTR6,
GFPT1,WASH8P,
DCLK1,SP140,
CYLD,BTF3L4,
PATE3,RBSN,
DCAF4,C12orf56,
ENGASE,TUBA1B,
RAI14,TBK1,
RPL34,POLDIP2,
SNORA22,CFAP36,
KIF4A,NDUFAF8,
RUSC2,SCML4,
DMRT2,MTRF1L,
SPATS2L,ABHD8,
SNHG7,GOLGA4,
WAS,IFTAP,
TIMP4,ELOA,
IL17D,C19orf12,
CCDC138,WDR20,
SPATA2,ALKBH3,
EMC7,TEDC1,
BST2,MBIP,
IGSF3,IRAG2,
RPS13,SLX9,
SSR1,ZDHHC16,
ADAMTSL4,ZNF134,
MPP1,HSPBP1,
ATAD2B,ZNF8,
FOXJ3,GEMIN7,
SPIN3,COQ7,
MBNL3,MKS1,
CRACR2B,PSMD13,
ESRP1,COX11,
ZDHHC3,NAF1,
UBR5,TIAL1,
WFDC1,ERI3,
H2BC8,COA8,
EPPK1,RNF220,
CLSTN3,VTI1B,
ADAM12,DHX58,
ARSI,MORN2,
AKR1B1,RBM42,
SLC6A18,HNRNPF,
DNAJB5,KRR1,
MIR483,BRCC3,
TMCC1-DT,CWF19L1,
CEP83,PEX14,
SNRPG,ZDHHC2,
RPL5,USP13,
RRP36,XXYLT1,
LRRN4,XAB2,
STAG3L2,CENPI,
NCAPD3,CMC1,
PPIA,SLF2,
MTR,GNPTG,
NCBP3,TMX2,
TRIM23,BRF1,
MKRN2,SRP68,
CHI3L1,SLC25A33,
PTTG1,DPCD,
CD6,ZCCHC4,
CDKL3,MARCHF5,
AUH,FAM204A,
NMNAT1,PANK4,
PRRG1,ZNF268,
NFYA,CLN6,
CCDC61,SZRD1,
SCFD2,MRPL37,
HDAC10,NIF3L1,
DELE1,ZSCAN22,
MKRN1,TTC8,
MXI1,C1orf74,
THAP12,RAB28,
TRIM46,ELP6,
OGT,SEPTIN9,
CACNG4,FKRP,
NPM1,RWDD4,
NEO1,MGAT2,
HBG2,OXSM,
MYLK4,DDA1,
CTSD,GALE,
CREBRF,SMIM12,
NDUFB2,TBC1D16,
HERC1,NEK4,
PUS7,CNOT9,
ABCC2,POLR2B,
TIGD2,GFER,
MARCO,NSMCE1,
PDE6B,SPPL3,
SNORA10,MFSD4B,
DDX21,EFTUD2,
DDX41,FABP6,
CD38,PPID,
HBG1,NRDE2,
TBX3,HSPA14,
ZNF683,BBIP1,
RBM5,CORO1C,
GAS1,INTS12,
FLI1,RHNO1,
DNAJC25-GNG10,WDPCP,
CITED2,RUFY2,
RB1CC1,ZUP1,
SEC31A,PML,
MYO6,HAPSTR1,
MVB12B,LRRC41,
SNORA72,POLR2D,
GCSH,TRMT1L,
ARHGAP22,DMAC2,
DLGAP4,RTRAF,
TTC28,LARS2,
PPP3CA,USF2,
ADNP,DHX30,
DISP3,BLOC1S2,
YARS2,FHOD3,
RNF180,SLBP,
MKI67,KLC3,
NLRP12,AHSA1,
UTY,DEXI,
B3GNTL1,GEMIN8P4,
MAPK14,PODXL2,
PMPCB,GPN1,
RPP40,PIK3CB,
CCN5,TRAPPC6A,
PSORS1C1,SLC26A1,
ICE1,PARG,
KIAA1586,TRIM47,
RPL10A,ZNF180,
PLCB1,FGFBP3,
SNRK,SLC30A7,
TMEM14A,ZNF772,
SCD5,VMA21,
ACTN1,NKAP,
LINC02291,MRPS12,
DLX6-AS1,DENND6A,
RPP25,DUS1L,
LGALS1,CNR2,
HGC6.3,TICAM1,
ZNF219,LILRA3,
SRARP,ASPSCR1,
PLAG1,WAPL,
KRTAP12-3,BTG3,
ACSM3,BRAP,
FAM185A,RWDD2A,
CCDC112,RPTOR,
ZNF143,PPP1CC,
DERA,SNIP1,
EXOC2,SEMA6D,
TMEM230,KCTD13,
ADM2,KPNA6,
BCOR,ZNF530,
VGLL2,MCRIP1,
SLC50A1,ATP6AP1,
HOXB2,TRIM37,
MTMR10,REEP4,
LAMB1,TIMM29,
SHANK2,CENPX,
MCUR1,FAM32A,
TCAF1,LSM3,
PVRIG,GADD45GIP1,
SNORD59B,TRMT10A,
PBXIP1,MTMR4,
MALSU1,DENND2D,
TENT5C,LCOR,
ENDOD1,ZNF461,
MAT1A,NPEPPS,
H2BW4P,PSMD11,
NAV3,GCSAM,
PRP4K,TUBB4B,
UBE2C,LYPLA2,
IFT56,TSPAN4,
HYI,DUS3L,
KLHL8,IER3IP1,
ZBP1,DVL1,
ZC2HC1A,C2orf42,
XKR6,BRMS1L,
SYCP2,ZBTB42,
ZNF397,ZNF584,
SAP30L,TSG101,
ZFP91,ARHGAP10,
MED17,ALG14,
G3BP1,DAD1,
TGFBR2,CEP70,
C15orf32,ZNF213,
TPX2,GATC,
ABCB7,SNX14,
GRAMD4,GHITM,
CDH20,HDDC3,
DEPTOR,STRADA,
H2AC8,SLAMF1,
GLRX2,YRDC,
TPP1,RNF40,
LRRC1,CALM3,
SRFBP1,TRAF3,
PLEK,LTK,
EPB41L5,AP3M1,
IGFBP2,TBC1D12,
POGZ,NIBAN3,
MMAA,ZNF426,
CADPS2,EXOC7,
SNORD54,ACSF3,
FMO3,BTBD6,
AKR1D1,GNA13,
ZRANB2,C1QL4,
ALDH3A2,CYP11A1,
NDUFA6,PKN2,
SNORA33,KANSL1,
EFCAB14,SHLD2,
ALDH6A1,MED26,
IK,PPP2R3C,
CRSP8P,DCLRE1A,
CTPS1,ADPRS,
PHF2,IQCC,
TSPO,TMEM50A,
PRPS2,PIGF,
CMTM8,REPS1,
MTRR,VPS25,
TPTEP1,CERS5,
C1QBP,NPC1,
AP2A2,TMEM260,
NKAPL,UROD,
RSL24D1,REEP3,
MTFR1,LINC01013,
SMIM11,SNX11,
HECTD4,HSBP1L1,
IGLL1,THRAP3,
ATP5MF,KNSTRN,
WDR55,NARF,
ZMAT2,ELAC1,
KCNE1,ABHD14A,
IRGQ,TCEAL1,
SEC16A,ZNF45,
ARHGAP42,PRR22,
GOLPH3,TOGARAM1,
LIX1,CANT1,
CCDC121,ZNF567,
HDAC3,NEDD1,
KRTAP4-1,ZNF721,
SLCO4A1,NHERF1,
VCP,C6orf120,
MRAP,CC2D2A,
LY9,LOC554206,
LINC00977,ZNF419,
SNORD13,SNORD94,
ANAPC15,SNHG16,
LEPROT,MRPS11,
NDUFA1,LINC00323,
ZFAND1,GGA3,
ERCC8,LRRC8B,
SPC25,SMS,
MCM3,ZNF580,
RABGAP1,GGNBP2,
HMGXB4,ANAPC13,
ZNF195,TAOK1,
CAPRIN1,HNRNPD,
DROSHA,ZNF205,
AFAP1L2,WDFY4,
GSTT1,FADS1,
ABLIM1,CIB2,
ZNF841,ARHGEF18,
SALL2,SNAPC5,
ARMC9,SUPT16H,
OR10G8,HACE1,
SNX5,CEP55,
LOC100190986,HAUS5,
MAMLD1,ILKAP,
H2AC21,FOXK2,
SLC15A4,RBBP7,
PCLAF,MAP4K3-DT,
MIR335,PTP4A2,
F13B,ZNF25,
CTF1,ZBTB8A,
FMNL1,IAH1,
NKX3-2,FBXO33,
STX12,SAFB2,
LINC02433,BBS7,
GMNN,TM2D1,
RNF122,SMG8,
IFNW1,COA6,
SPOCK2,RBM23,
SNX24,TDP1,
BDP1,ULK2,
DHX9,TFPT,
ACAA1,PHB1,
CSNK1G1,FOXN3-AS1,
DHFR,CSNK1D,
INTS4,CCDC24,
ITGB1BP2,NBR1,
CLEC12A,BRD4,
NDUFS1,USP39,
RPS2P32,MBLAC1,
CDK14,RGS10,
NAA20,DDX54,
WEE2-AS1,PNPO,
GLIS3,KCNU1,
SNORA3A,GPN3,
EEF1E1,ITCH,
FCHSD1,OTUD5,
SCARNA9,FBXO4,
DOK3,SPTLC2,
LOXL4,WRAP73,
PRSS16,LINC00881,
NNT,IPO13,
DLAT,STRIP1,
ASXL2,LIN54,
GNG2,ATP5PD,
TFAP2A,LINC01531,
JARID2,WDR91,
MT1G,USP38,
NKRF,COQ2,
RBM7,ASAH1,
AFF2,PTBP1,
PCGF3,DNAAF2,
HIC1,MRPS15,
ZNF208,RRP1B,
SLC44A5,TTC27,
ZW10,CNOT3,
SLC13A2,ZNF776,
GPBP1,REXO1,
PCMTD2,TMEM60,
CNOT1,GINM1,
KLF3-AS1,BEX3,
CD2,NUP85,
HLA-DOB,PPP2R5C,
MEIS1,GSTT2,
UGT1A1,ZSWIM8,
BRD7,IFT140,
MIR3171HG,HTT,
CDIN1,CCDC71,
ZNF276,PDE12,
CFAP73,FBXO6,
LOC155060,MVK,
CNNM4,BCL2L12,
FOXF2,OSCP1,
IMPDH2,UHMK1,
BIRC6,C17orf75,
TAS1R2,AKAP8L,
SPCS2,NEMF,
CRABP1,GTF2F1,
MBD5,PEAK1,
KMT2A,LRRC47,
RAB6A,RNF123,
LINC03040,APEH,
