DESI1,GHRHR,FTHL17,CXCL14,SLCO5A1,COQ9,LAMTOR2,,VPS72,CDKN2D,,SOCS7,,ZFAND2A,ORC3,,,,CHTF8,,,KLHL11,,,,,,
IPO9,MAGEC3,LINC01664,TMEM170B,BNIP2,SAP130,SERPINE2,,FARSA,RAB6C,,CDK11B,,WDR43,DNAJC16,,,,SSU72,,,ZBTB11,,,,,,
LRPPRC,LPO,RPL23AP74,NREP,TSC22D2,UBE2T,RPL8,,NIBAN3,MYO7B,,GPN2,,GPR15,KDM2B,,,,IDH3G,,,NDUFB10,,,,,,
SMG7,OSBPL3,ANXA2P3,FCRLA,BTBD10,OR8U8,TXN2,,SPNS1,ATP5MF,,PIKFYVE,,NCBP2AS2,,,,,LSM3,,,PANK4,,,,,,
BAHD1,PTGER3,AMBP,SEMA3A,TIPIN,SPATA25,RNF113A,,PIP4K2C,LHX5,,TCL1A,,WDR53,,,,,TIMM44,,,COG7,,,,,,
ALG3,PPP4R2,SLC13A5,ECT2,CHRNA3,POLD2,DELE1,,EPG5,SMIM5,,KRTAP2-3,,PIGC,,,,,FHIP2A,,,UQCRFS1,,,,,,
GLE1,FAM24A,RPL23AP2,CFAP161,TSPAN3,ST3GAL3,TPRA1,,THOC6,PPIA,,DNAJC11,,ZBTB33,,,,,MMGT1,,,PAIP1,,,,,,
TAF4,PAFAH1B2,RPL38,CDKL3,EVA1C,NUTM2G,RPA3,,RBM42,TCL6,,FBXL4,,COX16,,,,,DDX28,,,METTL15,,,,,,
LSM11,ANXA8L1,VNN3P,MLF1,FCRL2,MSX2P1,EEFSEC,,RABIF,NDUFAF5,,LRRC47,,PNOC,,,,,NDUFS3,,,EIF2B2,,,,,,
PRRC2A,PPY2P,RPL23A,PPFIA4,VAPA,CDKN2A,DPP8,,TRIM28,TAC3,,RCAN3,,TSNAX,,,,,TIMM23,,,DAD1,,,,,,
MOS,MGAT5,RPL23AP42,CNOT1,PCCA,AP1S1,VWA3A,,TLR10,PLEKHG5,,CARD14,,TMEM223,,,,,TBCB,,,ELP6,,,,,,
UBQLN4,PAK5,RPL23AP65,MORC1,SNX33,TNFSF11,TRAPPC1,,INO80E,BBS9,,ADPRS,,KEL,,,,,UBE2N,,,ACSF3,,,,,,
ANAPC2,OR2A12,SNORA3A,DUXA,LINC00520,AIFM1,OAZ3,,MRPL12,GPRC5A,,FDXR,,SLC39A9,,,,,MANBAL,,,COX6B1,,,,,,
PARN,RLN3,SERPINF2,NFIL3,TLNRD1,SLC7A13,PRAME,,EXOSC5,COX20,,ZNF780A,,UBE2D3,,,,,TXNRD1,,,MRPL58,,,,,,
MRPL38,STMN3,LINC00656,TBX2,RDUR,FKBP9P1,CORO1B,,RPS6KA5,DENND1B,,ZBTB1,,WDR83,,,,,PIH1D1,,,MRPL35,,,,,,
CTSB,ENTHD1,INHA,ELSPBP1,ARMC8,SPR,AIRE,,MTMR14,SLC16A8,,XKR8,,LSM14A,,,,,FBXO6,,,SDHAF1,,,,,,
MCAT,USP35,CIMAP1C,PI4K2B,SLC39A11,GCC1,MYL5,,ZNF557,MRPS17,,SYDE2,,SLIRP,,,,,AXIN1,,,,,,,,,
ATP6V0C,PRR23A,EEF1A1P5,DNM3,CDCA2,OR51L1,SURF1,,TMEM219,SPAG16,,BRI3BP,,RNF141,,,,,COPE,,,,,,,,,
DNAJC14,CERS3,EEF1A1P6,HSPB3,PRKD3,LRWD1,NDUFS2,,ZNF768,NIPSNAP2,,DNAL1,,SNHG8,,,,,PITHD1,,,,,,,,,
RITA1,SH2B2,DIO2-AS1,LINC00921,ZWILCH,TMPPE,NFKB2,,KHSRP,OR51E2,,MRPS15,,POLR2I,,,,,PDCD2L,,,,,,,,,
ARMC9,NKX6-1,RPL10P17,CAMKK2,GMFB,LINC-PINT,DCTPP1,,TRA2B,CD6,,KCNQ4,,C18orf21,,,,,TMEM161A,,,,,,,,,
PDXP,OLMALINC,SLC22A8,MEF2C,CARS1,CFAP46,PCYT1A,,PAK4,SEM1,,NPHP1,,UQCR10,,,,,PODXL2,,,,,,,,,
HCFC1,HS6ST1,GPR88,PLIN2,MGC16275,ARID5A,CCDC22,,PNPT1,UBC,,PWP2,,ZMPSTE24,,,,,BET1,,,,,,,,,
NCS1,C2CD6,FFAR4,RNGTT,CREM,CTTNBP2,ADAR,,IDH3A,NDUFB2,,KDM4A,,ATP5MC1,,,,,COX6A1,,,,,,,,,
ATG9A,FRMPD1,LINC02207,ICOS,MED24,C1orf105,EIF4G1,,PIGG,SLC25A12,,NDUFS5,,NOTCH2NLA,,,,,MTX1,,,,,,,,,
BAMBI,ZIC4,EEF1A1P13,CAND2,DHRS2,BPIFB2,DRC7,,LRIG2,PAX8,,C21orf91-OT1,,SF3B5,,,,,ACP1,,,,,,,,,
SLC35B2,HNF1A,S1PR1-DT,H1-2,AQP4-AS1,ADGRF1,MYG1,,PLEKHB2,NBEAL1,,INTS3,,ERG28,,,,,TXNDC12,,,,,,,,,
MOGS,IKBIP,RPS25,SC5D,SNX9,TAFA4,FIS1,,COMMD9,GATA4,,EPHA4,,TRIAP1,,,,,ADGRG5,,,,,,,,,
ABCD1,LINC00710,TYRO3P,MTRNR2L1,HPS3,TTLL4,NDUFA9,,RTL8A,OCM2,,SEC22C,,TRAPPC6A,,,,,TMBIM6,,,,,,,,,
AKAP5,SUCNR1,PLCH1-AS1,SNAP23,RETREG3,POTEH,GPX1,,MLST8,CRLF2,,FSTL5,,PTRH2,,,,,PIN1,,,,,,,,,
SNRPC,TMEM217,PRDM6-AS1,NMNAT1,MIR1286,LRRC27,GHRL,,GTF2F1,IRGM,,ST6GALNAC3,,BRK1,,,,,NDUFA7,,,,,,,,,
ADAMTS15,ZNF705G,RPL32P16,CFAP96,KLC1,ZNF782,TMEM184B,,VMA21,ENHO,,ZNF568,,EIF2B4,,,,,KRTCAP2,,,,,,,,,
MARCKSL1,CAPZB,RPL32P18,RARRES1,AQP6,IMPDH1,NDUFB7,,SOX10,TANGO6,,EDN3,,UXT,,,,,BOLA1,,,,,,,,,
KAZN,PRPS1L1,SNORA7A,HLA-DQA1,IREB2,,FOXP3,,C6orf52,ADCYAP1,,BMPR1B,,POLR3GL,,,,,PCTP,,,,,,,,,
PCDHGB6,ABI2,DPPA5,SHROOM3,IQCE,,POLR2C,,YIPF6,NLRP14,,PMS2,,POLR2L,,,,,NOL11,,,,,,,,,
ZBTB34,SPMIP5,PPIAP22,C2orf78,SKA2,,LYRM4,,IRAG2,SAMM50,,ATG16L1,,TIMM10,,,,,TMEM147,,,,,,,,,
PPIH,SPANXC,PPIAP29,TTC32,SCAPER,,MAN2B1,,TARS2,PYDC1,,RFC2,,PSMC4,,,,,BCL2L12,,,,,,,,,
FAM90A27P,BEX1,PPIAP31,CSRP2,SLIT1,,TMEM183A,,TRAPPC12,GABRD,,ZNF174,,BRAP,,,,,ZNF775,,,,,,,,,
ZNF812P,CHRFAM7A,ZFHX2,RPL13AP3,UBE2Z,,MRPL53,,AMMECR1L,CPA5,,RGS13,,ZBED5,,,,,COX7A2,,,,,,,,,
TMEM163,ING5,CSTL1,DYM,LINC01060,,ELOB,,FCER2,CCDC65,,UQCC5,,CAPZA1,,,,,PPP1R8,,,,,,,,,
NFAM1,RBFA,RPS4X,CD1C,SPN,,SPATA2L,,MCRIP2,VDAC3,,MSL2,,NDUFV2,,,,,YWHAZ,,,,,,,,,
NUBP2,NMT2,WFDC10B,ACCS,MRPS16,,SEC11A,,RAB5C,FBXW10,,SERPINB9P1,,NSMCE1,,,,,ASCC1,,,,,,,,,
SLC35D2,LCE1D,DNAAF3,SEC61A2,SOWAHC,,NARS1,,ZNF787,CNMD,,MED8,,MPI,,,,,ATP6V1G1,,,,,,,,,
PHF5A,ELAVL4,TVP23A,HOXA13,ENOPH1,,GPR137,,GRWD1,GZMM,,BCAS2,,CLTC,,,,,ISCA1,,,,,,,,,
SLC6A17,RNASE7,LHX1,SH3D19,NPTN,,GRK6,,SMYD5,SHANK1,,CFAP263,,VPS25,,,,,PHB1,,,,,,,,,
SF3B4,SLC13A1,PPIAP11,ADGRB3,PSMD10,,APOO,,DHPS,PHF7,,ZNF383,,TMEM9B,,,,,NFYC,,,,,,,,,
SEH1L,PCDH15,LINC02355,GSAP,CEP128,,XRCC6,,CNPPD1,PSMB6,,MYO19,,ARL1,,,,,C1orf56,,,,,,,,,
ALDOA,PASD1,H2BW2,ZSCAN4,MAGEA4,,CALML6,,WDR24,MLH3,,ZNF268,,YJU2,,,,,ZNF574,,,,,,,,,
ZC3H18,TIGD1,TMSB15B-AS1,SLC36A1,BRAT1,,ATOX1,,GRSF1,S100A13,,PEX12,,SMIM7,,,,,SNRNP25,,,,,,,,,
APEX2,SNORD101,CPNE6,MCAM,MSI2,,ATP5F1B,,RUSF1,GARS1,,THAP3,,COX14,,,,,IMP3,,,,,,,,,
PTDSS2,CGB1,ARHGEF16,LRRC39,NMT1,,EMP3,,ZNF687,WFDC9,,MTERF2,,ZNF330,,,,,NDUFB11,,,,,,,,,
GLT1D1,GABRA4,CRYGEP,CDK6,MIR211,,TAF10,,SPSB1,PCDH11X,,PLSCR1,,MLX,,,,,CCDC43,,,,,,,,,
USP21,TRIM51EP,UGT2B17,FARP1,TMEM11,,KRAS,,RNMT,COPS6,,FAM50A,,NDUFA12,,,,,ABHD10,,,,,,,,,
PACSIN2,LCE2C,HNRNPKP4,MOCS2-DT,RUFY3,,YJEFN3,,SCAMP2,COX4I1,,ZNF619,,APBB1,,,,,SLC9A6,,,,,,,,,
POLDIP3,SLITRK1,LINC01677,RHOU,C12orf43,,CYP46A1,,LSM4,HIPK3,,CDC42EP3,,ATXN7L3B,,,,,SUMO2,,,,,,,,,
ZFAND3,LINC00670,TTC16,SELE,UNK,,SLAMF7,,GSTO1,LINC00313,,TERT,,OGFOD2,,,,,TMEM101,,,,,,,,,
EMD,OR6W1P,LINC00892,BMP4,EID2,,NHP2,,BBC3,TBC1D25,,LIN54,,COQ6,,,,,PEPD,,,,,,,,,
CIAO2B,OR8B3,EEF1A1P9,VAPB,GET3,,NIPA2,,TMEM115,SLC22A12,,FASTKD1,,SRSF3,,,,,AATF,,,,,,,,,
NOP14,CDH10,KRT18P38,ELAPOR2,CIT,,PAXX,,MCRIP1,GEMIN4,,ZNF180,,RPL26L1,,,,,SKIC8,,,,,,,,,
PPRC1,OR14C36,LINC00887,ACYP2,LAMTOR3,,UQCRQ,,NLE1,FAM228A,,OC90,,FAM32A,,,,,SEPTIN4,,,,,,,,,
NABP2,NXPH1,RASL11A,RND3,ULK4,,ATP6V1E1,,RENBP,VSX1,,ZNF396,,C11orf58,,,,,NUP37,,,,,,,,,
TJAP1,TEX35,P2RY2,FOXO3B,EFCAB11,,MRPL55,,LONP2,SEC61G,,CCDC103,,VCF1,,,,,API5,,,,,,,,,
MCM2,ZNF35,USP2-AS1,CYB5R4,ANKRD9,,MRPS18A,,TBC1D10B,STARD3NL,,LMAN2L,,ATP5MJ,,,,,JMJD4,,,,,,,,,
JADE3,NRSN1,KIF25,KATNIP,MAPK4,,NDUFB6,,IPO13,DNAJB6,,PRICKLE3,,STT3B,,,,,SELENOI,,,,,,,,,
INTS1,RNASE10,H1-4,ECHDC2,EXOC5,,GPX4,,PLXNA1,MUC5B,,ERCC3,,MRPL57,,,,,PIAS1,,,,,,,,,
TTC17,STAG3L5P-PVRIG2P-PILRB,PDE6B,ZSCAN12,EIF5,,ALG8,,AGTRAP,HEMGN,,FOXN3-AS1,,HNRNPK,,,,,SELENOH,,,,,,,,,
HDAC4,AMIGO2,KLF1,BNIP3,SLC25A36,,ABHD17B,,SSNA1,ACSL6,,RAPGEF2,,KBTBD4,,,,,PREB,,,,,,,,,
PPP1R10,QRFP,PRSS47P,KIF28P,PIGH,,DNAJB9,,RPAP1,TBC1D29P,,KANSL1,,LILRA3,,,,,TMX2,,,,,,,,,
ADAT1,LINC00919,TPM3P8,DMKN,UTP11,,PRUNE1,,GRB2,FOXI1,,TMEM237,,EIF1AX,,,,,EIF4H,,,,,,,,,
RNPEPL1,LCN1,PRMT8,SCG2,LCLAT1,,RPS26,,RTN4R,ARPC2,,ARHGAP35,,PPCDC,,,,,KIF22,,,,,,,,,
KCNJ5,LINC01128,BMP10,IFT57,ZDHHC5,,HUS1,,DUS1L,ESRRB,,ZFP28,,ERCC1,,,,,NAP1L4,,,,,,,,,
METTL26,SMPDL3B,SNORA31,GAS7,CDKN3,,TMEM14C,,DCP1A,ABHD11,,C8orf88,,UBE3B,,,,,IVNS1ABP,,,,,,,,,
SETD5,KCND3,LRRC52,AFF2,PBDC1,,ATP6V0D1,,FBXL19,ODF4,,RAP2B,,SUMO1,,,,,HDDC3,,,,,,,,,
URM1,OR5AK2,PSMB4,FAM178B,XPNPEP1,,COX8A,,PEX10,CDX4,,CR2,,GPR89A,,,,,WDR83OS,,,,,,,,,
MPV17,ZNF527,TRAV8-1,SCN1A,SHTN1,,XPC,,NIF3L1,NEUROG3,,GPR150,,THUMPD1,,,,,COPRS,,,,,,,,,
BBX,CCER2,GTSE1-DT,RPAIN,GNB5,,PRDX5,,BTRC,BROX,,ACBD7,,PPCS,,,,,POMT2,,,,,,,,,
ESYT1,HERC2P7,TRAV13-2,EAF2,MYO1E,,SLC26A7,,ANTKMT,FAM151A,,CNOT10,,BOLA3,,,,,KXD1,,,,,,,,,
HABP4,IL7R,GPR176-DT,LINC02433,ZBTB24,,NDUFS1,,CHCHD4,SDR9C7,,YY2,,MRPL46,,,,,PPOX,,,,,,,,,
CRKL,SLC52A1,SNORD65,H2BC9,ALKBH1,,MTCH2,,GALK1,PSMD1,,LAS1L,,ABCE1,,,,,UMPS,,,,,,,,,
TRIM43,MMP21,EEF1A1,LOC100133920,SPACA3,,SLC2A11,,CLPP,NBR2,,STX18,,SPAG7,,,,,SCYL3,,,,,,,,,
CELSR2,DHDDS,FAM230I,ASAP1-IT1,EIF2A,,SLC1A3,,FAM20B,LDHA,,GTF3C3,,DMAC2L,,,,,RIC8A,,,,,,,,,
STIM2,CYMP,RPS13,FGD5,FEM1B,,NHLRC4,,C15orf61,DRP2,,POC1A,,NUDT1,,,,,ZNF408,,,,,,,,,
ZBTB39,C10orf53,RPS13P2,C3,TOB1,,PFDN1,,GATAD2A,FGF22,,CCDC181,,ASIP,,,,,,,,,,,,,,
RPL23AP32,GLRX2,ELOA3BP,S1PR1,PPM1A,,RPL39,,USP37,TSPAN16,,LINC02693,,POP4,,,,,,,,,,,,,,
TPRN,PCDHGC3,ELOA3CP,FBN2,CHMP6,,CANX,,STUB1,AP3B2,,CEP76,,LINC00881,,,,,,,,,,,,,,
DHTKD1,KRT84,ELOA3DP,H3C4,STPG1,,TAF6L,,FBXW9,FLT4,,TMCO4,,CSTPP1,,,,,,,,,,,,,,
DUT,SLC66A1LP,SHANK2-AS3,ARMCX5,NUP54,,ATP5PF,,GTF3C1,BUD23,,USP31,,CYB561D2,,,,,,,,,,,,,,
TGM6,TRIM46,GDF5,CD1E,MORF4L1,,FEM1C,,STXBP1,NCR3,,ANKRD28,,NPC2,,,,,,,,,,,,,,
DCLRE1B,RNF224,TPT1,GLCCI1,ZWINT,,IMPA1,,GDI1,SFTPC,,KIF18B,,SEC22B,,,,,,,,,,,,,,
PELI2,SCGB2A2,DNAJC27-AS1,PENK,BAG5,,MRPL40,,NADK,CD8B,,SNPH,,NDUFA11,,,,,,,,,,,,,,
OGFR,LINC00640,C9orf43,LAMC1,PTCD3,,SPSB2,,PIK3CD,BCL2L15,,UACA,,NAA38,,,,,,,,,,,,,,
TAS2R3,ARL11,LINC01431,RRH,LRRC45,,NAA20,,ZSCAN25,FAM47C,,HAUS8,,VRK3,,,,,,,,,,,,,,
PSMB10,IL21,CPLX3,NINL,PWP1,,IMMP1L,,ARHGDIA,NHERF4,,RNF146,,IDH1,,,,,,,,,,,,,,
AP2A2,MDGA2,SLC45A1,CRYAB,LSM12,,SMIM26,,NMRAL1,NAA10,,DYNC1LI1,,MRPL36,,,,,,,,,,,,,,
TUBGCP4,PCDHA3,RPL4P2,DNAJB11,H1-0,,PCDH11Y,,BCKDK,ABCD2,,SCRN3,,NDUFA3,,,,,,,,,,,,,,
MEF2D,ETV7,RPL4P4,LAMA2,FCRL1,,NECAP1,,MRPS2,ZNF687-AS1,,SKA1,,ERAL1,,,,,,,,,,,,,,
SPDYE7P,KCNK7,RPL4P5,COL15A1,SUZ12,,TMEM14A,,C1orf43,RGS9,,SAXO2,,CHMP4A,,,,,,,,,,,,,,
MAF1,IL15,RPSA,RSRC1,HEXA,,PFKFB2,,SAMD4B,ANKRD13A,,CCDC144NL,,IDI1,,,,,,,,,,,,,,
UBALD1,KCNJ11,RPSAP12,CMSS1,UTP3,,UQCC4,,NPLOC4,RHEX,,DNAJC8,,NSDHL,,,,,,,,,,,,,,
PHOSPHO2,ANKRD34A,RPSAP15,GRM5P1,CDKL2,,NCOA4,,GRPEL1,MYH15,,PCSK9,,ATP6V1D,,,,,,,,,,,,,,
KIAA1958,ZNF585B,RPSAP19,SOBP,UTP18,,NFKBID,,HGS,RAB6D,,EOLA2,,NVL,,,,,,,,,,,,,,
BRI3,HORMAD1,RPSAP26,XPNPEP2,CPSF2,,DUSP28,,TRMT44,COX6B2,,ZMYM6,,TPGS1,,,,,,,,,,,,,,
SIGMAR1,LYSMD3,RPSAP54,FAM124B,BBS4,,FECH,,TICAM1,VPS16,,EBNA1BP2,,FBXO21,,,,,,,,,,,,,,
CHRNB3,ACVR1C,RPSAP9,H2AC20,KIFBP,,TTC1,,ARMC6,STX12,,PTOV1-AS1,,MYL12B,,,,,,,,,,,,,,
TSEN34,ABCA17P,SLC22A16,HLA-DQA2,LINC00958,,PTTG1,,IFT140,NTAN1,,LZIC,,DDX1,,,,,,,,,,,,,,
SLC6A8,SERHL,LINC00324,TFCP2L1,LACTB,,PEX11B,,PGAP6,CFAP206,,RUSC1,,PLRG1,,,,,,,,,,,,,,
NECAB3,HS3ST3B1,SNORA10,FABP3,MIR635,,TAS2R4,,PIP5K1C,HOATZ,,C1orf50,,GHITM,,,,,,,,,,,,,,
CTSA,VANGL1,TRAV17,LRRTM1,MCMBP,,H1-8,,VEZF1,NCR2,,IQCC,,KLHL18,,,,,,,,,,,,,,
CHST11,GABRA1,AIFM3,USP4,FAM229B,,KCNK17,,RHBDF2,SLC17A8,,ESYT3,,COX11,,,,,,,,,,,,,,
