IL18,PCDH20,HMGN2P41,LRRC49,SLC6A12,,SLC8A1,,,COL18A1,,,PRELID1,TXNDC5,ECE1,,CREBRF,ERAP2,,,,,,,ACAP1,,,,
ZDHHC23,MIR340,HMGN2P5,GUSBP2,CEACAM3,,TRAV21,,,TFAP2E,,,CTNNB1,HDLBP,PRAME,,STAT2,CDC42SE2,,,,,,,HCLS1,,,,
TNFSF18,CBLN1,HMGN2P6,PLEKHB1,TREM1,,CNOT6L,,,ITGB5,,,CARD9,UTP18,RPL13A,,KAT14,BTN3A1,,,,,,,CD160,,,,
RUNX2,CRABP2,HMGN2P7,OLFM3,LIFR,,VAMP5,,,GSN,,,C21orf58,TMEM131,VTI1B,,PURA,PSMB9,,,,,,,ADGRG5,,,,
DRAXIN,NAPSA,TPT1,ADAMTS19,MCEMP1,,P2RY12,,,NOA1,,,CELF5,TXNDC11,UPP1,,IFI6,TRIM22,,,,,,,PLCL2,,,,
LINC02067,OR8B4,MMP20,F2RL3,DAZL,,ITM2A,,,GMPR,,,MCM4,TBK1,ZNF586,,WRAP73,MS4A6A,,,,,,,CD5,,,,
COL13A1,TPBG,TMSB10,ATP6V1B1,PGA5,,B2M,,,PDE6D,,,PLCG1,MTDH,DMAC1,,IRAK4,ABI3,,,,,,,RPS29,,,,
BORCS6,BBS5,HMGN2P3,OR1A2,FOXA2,,SLC31A2,,,NCF1C,,,RBMS1,TMPRSS3,FBXO32,,OAS2,TIFAB,,,,,,,,,,,
RINL,SHOC1,RPL32P16,FOXQ1,STUM,,ST8SIA4,,,DCAF4,,,VPS16,AKR1A1,GLA,,FAM13B,PYHIN1,,,,,,,,,,,
PCYT2,DLX1,RPL32P18,ZNF137P,CLCN1,,PSTPIP1,,,USP4,,,ACSS1,UTP6,EEPD1,,,GPR18,,,,,,,,,,,
CNTNAP3,GPT,SNORA7A,COL6A5,CMTM2,,LILRB2,,,FAM50A,,,LPP,NSF,HLA-DQA1,,,SNX20,,,,,,,,,,,
EFCC1,ZFR2,PPIAP22,CRLF1,NUGGC,,NECAP2,,,TENM3-AS1,,,PSMC5,CTLA4,RPL10A,,,TNFRSF9,,,,,,,,,,,
DYRK1B,MEIG1,PPIAP29,KIF20A,TCF7L1,,MAX,,,CAND2,,,NOL11,LMAN1,ZNF410,,,IPCEF1,,,,,,,,,,,
ITPKA,SLC16A2,PPIAP31,ADGRL3,CIBAR2,,APOBEC3G,,,THBS2,,,SAFB,AMZ2,COLGALT2,,,AKNA,,,,,,,,,,,
LGALS2,TRPM4,EEF1A1P9,HJURP,CXCL5,,UNC93B1,,,RCN3,,,PIM2,GPX8,TLR1,,,CD6,,,,,,,,,,,
SREBF1,SYNDIG1,MIR7-1,CXADR,RPPH1,,EPSTI1,,,NARS2,,,CNP,ERLEC1,FLNB,,,ZNF101,,,,,,,,,,,
RSPO4,FOXR2,RPL39,SLC46A2,NDRG4,,TRIM14,,,EPS15L1,,,IGSF3,ADGRE3,ZBTB5,,,PSTPIP2,,,,,,,,,,,
GPR55,KLK4,RPL39P3,GALNT9,RASSF6,,DOK2,,,EPHA2,,,ALPK1,CRELD2,CD19,,,IKZF1,,,,,,,,,,,
LGR6,FBXL2,SNORA69,COL28A1,HBBP1,,TOX,,,HOXB4,,,NASP,UBE2J1,HLA-DMA,,,GNLY,,,,,,,,,,,
C16orf86,LITATS1,RPL21,OR56B4,NAT8B,,FCGR3A,,,CABLES1,,,BASP1,GTF2H1,,,,LAX1,,,,,,,,,,,
CLEC1A,UCN2,RPL21P1,TAC4,PRND,,CLEC2D,,,RNF144B,,,HOXC4,EP300,,,,EVL,,,,,,,,,,,
FAM135B,LRRC30,RPL21P11,HLA-DQB2,TREML3P,,SAMHD1,,,SMC1A,,,MRPL52,SPATS2,,,,LAP3,,,,,,,,,,,
TNFRSF18,RTL5,RPL21P119,SSTR4,PCOLCE2,,BTN3A3,,,MAPRE2,,,ARHGEF7,PRRC1,,,,RASGRP1,,,,,,,,,,,
SMIM20,CES5AP1,RPL21P16,GJB6,PRKG2,,P2RY14,,,ZNF333,,,TNF,RARS1,,,,IL21R,,,,,,,,,,,
GYG2P1,ZNF225,RPL21P28,LRRN3,NT5C1B,,TRAV13-1,,,GPR107,,,C1orf35,PPP3CC,,,,SMIM43,,,,,,,,,,,
ARIH2OS,UCHL1,RPL21P53,WFDC3,CEACAM8,,APOBEC3C,,,CBX6,,,DNAJC8,VAMP1,,,,GALM,,,,,,,,,,,
TCEANC2,NAA11,RPL21P75,GFRA3,DRD5,,TNFSF10,,,EIF4B,,,IQCC,EML4,,,,CD80,,,,,,,,,,,
CCR9,GABRE,RPL21P80,ZEB1-AS1,IL7,,EID2,,,CRNKL1,,,NDUFB10,DGLUCY,,,,SLAMF8,,,,,,,,,,,
FIBCD1,CNNM1,RPL21P93,BRICD5,HEATR9,,SEPTIN1,,,SLC8B1,,,CYP2R1,PLEK,,,,ZNF80,,,,,,,,,,,
ADGRG2,PTPN21,RPL21P97,,NXF3,,MARCHF1,,,TTC19,,,TIMELESS,FKBP11,,,,TAPBPL,,,,,,,,,,,
ABHD14A,LINC02203,SNORA27,,MIXL1,,TNFSF13B,,,TBC1D2,,,NEMP1,SCP2,,,,IL15,,,,,,,,,,,
CPN1,TP53TG3D,UBA52,,CLEC5A,,SH2D2A,,,HOXC10,,,CCSER2,CDC7,,,,JAK2,,,,,,,,,,,
SMCO2,RHOD,PPIAP11,,IQCF1,,FCGR1A,,,SYK,,,GMFG,TXNDC9,,,,NMI,,,,,,,,,,,
MMP12,SLC22A18AS,PATE1,,PGLYRP1,,CMKLR1,,,DHRS3,,,STYXL1,ERGIC2,,,,BATF,,,,,,,,,,,
CRYM,SLC17A7,HMGB1P10,,LOC606724,,IFI35,,,C2orf49,,,VPS33B,ARFGAP3,,,,MIAT,,,,,,,,,,,
DGCR5,LINC02433,LSM14A,,MMP23B,,GRK2,,,CNN2,,,BRD8,ZZEF1,,,,PSMB8,,,,,,,,,,,
ACSF3,GALK1,ZFAND6,,MCTP2,,TESPA1,,,DCT,,,GPR82,ATP2A3,,,,SEMA4D,,,,,,,,,,,
GON7,LINC00221,ZFAND6P1,,AK7,,APOL1,,,GXYLT2,,,BOC,DNAJC3,,,,TRIM69,,,,,,,,,,,
LRRCC1,ABCC11,RPL13AP20,,ANKRD18DP,,GIMAP8,,,DUSP22,,,ZNF544,COG1,,,,LY9,,,,,,,,,,,
NMRAL2P,SNORD14A,RPS13P2,,NOG,,IKBKE,,,HNRNPUL1,,,BBX,GPR182,,,,PIK3CG,,,,,,,,,,,
ZNF414,MRPL45P2,SNORA10,,NIPSNAP3B,,DTX1,,,TSPAN18,,,TMEM43,GLUL,,,,IGFLR1,,,,,,,,,,,
MT1L,C1QTNF12,PTMAP5,,STYK1,,DENND1B,,,PGF,,,DNAAF10,TMED2,,,,SASH3,,,,,,,,,,,
LOC100240735,HPSE2,KISS1,,LINC02363,,TYMP,,,EAPP,,,ATP2B4,LMO2,,,,ZBTB32,,,,,,,,,,,
ZBTB49,OR1S1,RPS27AP16,,HK3,,AIF1,,,NOCT,,,CHCHD4,CR1,,,,PAOX,,,,,,,,,,,
PLEKHG3,TENM3,HMGN1,,SLC24A3,,HLA-A,,,HSPBAP1,,,SAP30BP,MTMR12,,,,ADA2,,,,,,,,,,,
MMP7,OR14I1,HMGN1P36,,KIR3DL1,,VOPP1,,,CACNA2D4,,,MAPRE3,DRAM1,,,,SMCO4,,,,,,,,,,,
SLC28A3,SLC20A1-DT,TMBIM4,,CNTFR,,CR1L,,,HIRA,,,HCG27,LMTK2,,,,TFEC,,,,,,,,,,,
SFRP5,OLMALINC,RPL22P1,,OR2AG1,,HAPLN3,,,SLC30A5,,,SYNJ2BP,MFAP1,,,,DENND1A,,,,,,,,,,,
CBX3P2,TACR2,IL5,,ADRA1A,,FAM78A,,,C5orf58,,,WDR4,DOCK10,,,,S1PR4,,,,,,,,,,,
AP3B2,SNORA70C,YTHDF1,,KLHL26,,TSPAN17,,,LGALS1,,,UIMC1,HSPA4,,,,WAS,,,,,,,,,,,
CCDC71,H2BC18,HPCA,,NOL12,,MS4A7,,,MLLT11,,,PDK3,CEBPB,,,,HLA-DOA,,,,,,,,,,,
C5orf63,EFCAB7,DYRK1A,,AKR1C3,,ARHGDIB,,,APOBEC3B,,,DSN1,RMC1,,,,DOCK8,,,,,,,,,,,
WDR18,SLC25A21-AS1,SNORD65,,OR4C6,,SNX6,,,ARAP3,,,MED12,C1GALT1C1,,,,RFX5,,,,,,,,,,,
KLKP1,PKD2L1,PUM2,,GLT1D1,,CYBB,,,EIF4A2,,,SLC45A4,CGAS,,,,SLC7A7,,,,,,,,,,,
LRRTM4,C6orf118,NPM1P6,,PLA2G1B,,ITGAE,,,PANX2,,,AP3M2,MATK,,,,GPR174,,,,,,,,,,,
SIGLEC17P,SPAG6,NPM1P7,,NRXN1,,PIK3R6,,,MRPL37,,,TNFRSF21,OTULIN,,,,TRANK1,,,,,,,,,,,
LOC730183,PPP1R16A,PITHD1,,HHLA2,,SNAP47,,,GTF2E1,,,HEATR6,CST7,,,,LIMD2,,,,,,,,,,,
NOTUM,ZNF235,SMCO1,,RNA28SN5,,MTHFR,,,PLAUR,,,ARNT2,PLCG2,,,,FYB1,,,,,,,,,,,
TMEM163,FZD7,PTMA,,ADIRF,,SAMD9L,,,IRF4,,,B4GALT7,TASL,,,,PRDM1,,,,,,,,,,,
RPL23P8,TYRP1,PTMAP2,,UGT3A1,,RAB8A,,,PDPN,,,N6AMT1,ENTPD1,,,,SCPEP1,,,,,,,,,,,
PIEZO2,LOC646471,RPL5P34,,ADGRG3,,TAB1,,,GCHFR,,,ZNF93,SIGLEC9,,,,PSMA5,,,,,,,,,,,
IL27,GPRC5C,RPS12,,BMP15,,TRAV8-6,,,RHOU,,,RAD54L,GOLGA5,,,,MITD1,,,,,,,,,,,
MNX1,SHROOM2,RPL13P5,,CRIPTO3,,GPR132,,,DHDH,,,XAF1,TMEM208,,,,PPP2R5C,,,,,,,,,,,
APBA2,OR8G5,TSNAX,,,,MAT2B,,,PPIL1,,,MCM3,STRN,,,,MLKL,,,,,,,,,,,
LINC00892,SLC38A8,RPL36AP52,,,,NR1H3,,,SLC16A3,,,RTL10,ZNF296,,,,KCNA3,,,,,,,,,,,
NTMT2,ZFP69B,CS,,,,COL22A1,,,LTB,,,PDRG1,STRAP,,,,LINC00324,,,,,,,,,,,
LEFTY2,KDR,CCER1,,,,CHST12,,,TTC31,,,RBM43,PRKCQ,,,,ZBP1,,,,,,,,,,,
LOC554206,SPOCK1,GPR37L1,,,,APOL2,,,ALX3,,,WDR45,LYZ,,,,RASSF5,,,,,,,,,,,
ZBTB42,EGLN3,CLDN6,,,,ACRBP,,,FAM193B,,,SMYD4,MPHOSPH9,,,,ADCY7,,,,,,,,,,,
HCG26,OLFML2B,CCDC60,,,,IL15RA,,,BATF3,,,PIF1,SLC2A6,,,,TP53INP1,,,,,,,,,,,
WNK4,DNM3,HMGB1P5,,,,BICDL1,,,TMEM117,,,KIAA1217,SYAP1,,,,DOCK2,,,,,,,,,,,
H2AC25,RETNLB,CACNA2D2,,,,CHTF8,,,CREBL2,,,CFAP410,ING1,,,,ACSL5,,,,,,,,,,,
PDE6B,CSRNP3,MTPN,,,,GAB3,,,TBXA2R,,,DDX39A,C1orf54,,,,ARHGAP25,,,,,,,,,,,
MMP9,WNT5B,NCR2,,,,PARP10,,,IL17RA,,,HAUS8,ARHGAP18,,,,TRAM1,,,,,,,,,,,
ZNF737,GABRD,SHANK2-AS3,,,,SLFN5,,,MRPS5,,,FIG4,NIBAN3,,,,PDIK1L,,,,,,,,,,,
WFDC11,LOC100129931,PTMAP3,,,,GPBAR1,,,MAGED1,,,HOXA3,RIPK2,,,,IDO1,,,,,,,,,,,
CLDN11,LAMB4,EEF1A2,,,,PAX5,,,FABP3,,,CCND3,PMM2,,,,PTPRC,,,,,,,,,,,
SPAG1,NEUROD4,CDK2AP1,,,,SPTLC2,,,DPH6,,,TACC3,DHX30,,,,CD74,,,,,,,,,,,
MPZ,MIR548E,CDH20,,,,XRN1,,,PPP1R3F,,,DDX23,ODF2L,,,,TAP2,,,,,,,,,,,
KCNN4,SPMIP8,HMGN1P3,,,,LGALS9,,,SH3PXD2B,,,ATOH8,CARD11,,,,BIRC3,,,,,,,,,,,
TPGS1,CRSP8P,HMGN1P37,,,,ABCD2,,,ZNF345,,,SWI5,ZFYVE26,,,,DNAJA1,,,,,,,,,,,
GPR15,SPON2,HMGN1P38,,,,ADAP1,,,MTFP1,,,GDF11,ZNF266,,,,HLA-G,,,,,,,,,,,
IL11RA,NHSL1-AS1,RPLP2,,,,TIFA,,,LGR4,,,HIRIP3,ENOPH1,,,,LRRC25,,,,,,,,,,,
GSG1L,CDKL3,RPL22,,,,FCGR1BP,,,MDM4,,,CTBS,CASP4,,,,NAGK,,,,,,,,,,,
ATP6V0D2,CNKSR2,CAP1,,,,LBH,,,LINC02035,,,F11R,SAR1B,,,,DNAJC7,,,,,,,,,,,
SLC2A9,MC5R,RPL13AP5,,,,GPR65,,,CCR7,,,RAB24,PNOC,,,,RNF19B,,,,,,,,,,,
SLC7A11,CPS1,MSN,,,,ACP2,,,NGDN,,,IQCA1,DNAJB14,,,,RESF1,,,,,,,,,,,
ADCY2,ANKRD45,UBC,,,,HAVCR2,,,PAM,,,EME2,PIGK,,,,TLR7,,,,,,,,,,,
LOC283788,CLVS2,CHCHD3,,,,TRG-AS1,,,CDC42EP3,,,E2F2,CFB,,,,HMOX1,,,,,,,,,,,
LINC00499,LSP1P3,FPR2,,,,MYO7A,,,DNAJC16,,,INTS10,KLF11,,,,RNASEH2B,,,,,,,,,,,
KRTAP22-2,PROK1,SNORD33,,,,GSDMD,,,TADA1,,,ARHGAP19,AP1S3,,,,FNBP1,,,,,,,,,,,
TMEM44,TSGA10IP,MT-ATP6,,,,CALCOCO2,,,ERBB3,,,E2F7,S100PBP,,,,MRPS7,,,,,,,,,,,
CD109,KIT,PODNL1,,,,ZC3H12D,,,TMT1A,,,MX1,GMPPA,,,,SIPA1,,,,,,,,,,,
ZNF571,GPR162,LINC02139,,,,HEXD,,,CCNB1IP1,,,JAML,LINC00158,,,,LILRA3,,,,,,,,,,,
ANAPC2,BSND,LINC02250,,,,ZNF564,,,KMT5C,,,INKA2,SIDT1,,,,OMA1,,,,,,,,,,,
LINC02981,HES4,PPIA,,,,SHFL,,,IGSF11,,,MAP3K5,CD40,,,,HLA-DRA,,,,,,,,,,,
BEAN1,SELENOM,HIPK3,,,,PRR5L,,,TMEM191B,,,POLB,NMRK1,,,,IFIH1,,,,,,,,,,,
CBX8,CDH10,LINC02297,,,,TNFAIP8,,,PRKCZ,,,BLOC1S1,ASCC3,,,,ITGB2,,,,,,,,,,,
B4GALNT1,SLCO6A1,HMGB1,,,,HNRNPLL,,,CD52,,,GEMIN4,NCF1,,,,ARHGAP45,,,,,,,,,,,
DIPK1B,RAI2,RAB6C,,,,C2,,,WDR48,,,TCFL5,FCER2,,,,METTL23,,,,,,,,,,,
LINC01023,SEZ6,RAB6D,,,,GSTK1,,,UNC5B,,,GOLGA8T,SEPTIN6,,,,RACK1,,,,,,,,,,,
GLB1L3,,C5orf15,,,,GNG2,,,UBXN1,,,PGP,IDO2,,,,RPS27,,,,,,,,,,,
SEC31B,,HMGB4,,,,TRAV13-2,,,PLPP4,,,C3orf18,THOC2,,,,NKD1,,,,,,,,,,,
LOC100134868,,MT-ATP8,,,,RAB1B,,,ADIPOR2,,,DSCC1,CC2D1B,,,,MLLT3,,,,,,,,,,,
KCNA2,,MT-TK,,,,IL2RA,,,MAST2,,,CD82,LCP1,,,,SLC2A8,,,,,,,,,,,
CRISPLD1,,MTATP6P1,,,,FCGR1CP,,,GSTP1,,,CSPG5,SEC11C,,,,FGD3,,,,,,,,,,,
EDN3,,MTATP8P1,,,,TADA2B,,,TPCN1,,,SMAD6,GDPD1,,,,SLC25A46,,,,,,,,,,,
LINC03048,,MTCO2P12,,,,VPS25,,,TMEM38A,,,MRPS26,LACTB,,,,ISG20,,,,,,,,,,,
ADAMTS4,,LINC00161,,,,RNF213,,,PDGFA,,,ALX1,FAM98A,,,,ZBTB2,,,,,,,,,,,
LOC100289361,,LDHA,,,,SDHAF1,,,ATP1A1-AS1,,,ACKR1,CD79A,,,,HLA-DPB1,,,,,,,,,,,
MMP8,,PTDSS1,,,,ID2,,,SLC39A9,,,NDUFAF5,RRBP1,,,,CASP8,,,,,,,,,,,
NPPC,,SEC11A,,,,CARD8-AS1,,,ATP6V0B,,,IGLL3P,RANGAP1,,,,MMAA,,,,,,,,,,,
HESX1,,RPL7P32,,,,MRPS14,,,MRPS27,,,MYH10,AGA,,,,NBN,,,,,,,,,,,
LOC100130298,,RPL9,,,,SGPP1,,,ENO1,,,TMEM200A,COPB2,,,,COQ5,,,,,,,,,,,
TMC7,,RPL9P7,,,,MED11,,,CUL1,,,RHEBL1,DNAJC1,,,,RABGAP1L,,,,,,,,,,,
FDXR,,RPL36A,,,,CNOT10,,,CYP2U1,,,FAM107A,HDX,,,,MCOLN2,,,,,,,,,,,
LETM2,,RPL36A-HNRNPH2,,,,QDPR,,,TPK1,,,MGLL,DMTN,,,,CCDC117,,,,,,,,,,,
TM4SF19-DYNLT2B,,RPL36AP37,,,,ANXA2R,,,NSG1,,,RECQL4,IARS1,,,,CXorf65,,,,,,,,,,,
MMP13,,AP3S1,,,,MLX,,,LPAR1,,,ZKSCAN2,ABHD12,,,,SLF1,,,,,,,,,,,
SYT6,,EEF1G,,,,RBL2,,,RAB30,,,AURKB,LARP1B,,,,SRP72,,,,,,,,,,,
ZNF563,,MIR3654,,,,GAA,,,TMEM86A,,,CENPJ,GMPPB,,,,TBC1D31,,,,,,,,,,,
MIR4740,,GTF2IP1,,,,CYTH1,,,PLCH1,,,CASP4LP,PUM3,,,,VAV1,,,,,,,,,,,
NHLRC4,,GTF2IP4,,,,CASP3,,,RPL4,,,PEX6,MRPS31,,,,UTP3,,,,,,,,,,,
EXPH5,,UBE4A,,,,PLEKHF1,,,HCN1,,,REC8,SCLT1,,,,MAN2B1,,,,,,,,,,,
BRSK2,,STRIT1,,,,CRYL1,,,RPS13,,,CDT1,USO1,,,,SAMSN1,,,,,,,,,,,
PLCB2,,STAU1,,,,FAM32A,,,FOXJ1,,,TROAP,SLC38A10,,,,RPS3A,,,,,,,,,,,
H2AC20,,SDCBP,,,,TMEM106A,,,SLC49A4,,,OLFML1,C5AR1,,,,CARMIL2,,,,,,,,,,,
TMEM169,,GRID1,,,,TMEM171,,,ZNF90,,,CCNB2,ADM,,,,TIMM10B,,,,,,,,,,,
HS3ST2,,ZNF665,,,,ZBTB1,,,ZNF81,,,CRB1,DERL3,,,,,,,,,,,,,,,
CCNJL,,RPL4P2,,,,SHISA5,,,DAP,,,SOX8,EVI2B,,,,,,,,,,,,,,,
UBA6-DT,,RPL4P4,,,,CERS4,,,MYO5A,,,UBE2C,THRA,,,,,,,,,,,,,,,
HPN-AS1,,RPL4P5,,,,HMGN2,,,SMPD4,,,,TPD52,,,,,,,,,,,,,,,
ZFYVE28,,NUMBL,,,,GRB2,,,OSGEPL1,,,,TANK,,,,,,,,,,,,,,,
SLC12A8,,SLC2A1-DT,,,,FLVCR2,,,ZSCAN21,,,,FERMT2,,,,,,,,,,,,,,,
FBXL14,,TDG,,,,PRKX,,,LINC00294,,,,DBN1,,,,,,,,,,,,,,,
MYO1G,,RPS27P3,,,,OSTF1,,,DUSP16,,,,SQOR,,,,,,,,,,,,,,,
