GSE91061,GSE61992,GSE91061|GSE61992
C2orf69,,
SEMA4C,,
HBM,,
SPACA6,,
MCHR1,,
R3HDM1,,
AP4B1,,
NET1,,
AMH,,
HBD,,
YWHAH,,
MCF2L2,,
CLDN11,,
TCERG1L,,
LRRC8C,,
TIAM1,,
ZDHHC21,,
GFI1B,,
RNF144A,,
OSBP2,,
MACF1,,
AZU1,,
FYCO1,,
MIR4435-2HG,,
MIR144,,
EPB42,,
FAM111A,,
PRTN3,,
PHF13,,
CDK17,,
DTX1,,
WNK1,,
ELANE,,
SLC4A1,,
LRP11,,
FIBCD1,,
RHCE,,
DEFA8P,,
ETV6,,
VSIG10L,,
TBL1XR1,,
KLF1,,
AMIGO3,,
MIR4768,,
ATP23,,
TANC1,,
PSIP1,,
EXPH5,,
IDS,,
HEMGN,,
RNFT2,,
FUCA2,,
PPP1R14C,,
E2F7,,
TNFAIP8L1,,
MSL2,,
VAMP1,,
VLDLR-AS1,,
SLC7A11,,
AHSP,,
SLC24A4,,
CADPS,,
PRG3,,
GNB3,,
SP5,,
TMEM158,,
CRYGN,,
MPPED2,,
PGLYRP1,,
PKP4,,
CSRP2,,
TRIM10,,
FAM76A,,
TMEM44,,
RAB44,,
TEC,,
CNPY4,,
SIGLEC17P,,
BRSK2,,
CLDND1,,
RANBP2,,
CCDC93,,
DLEU2,,
MEX3D,,
SP7,,
IQSEC1,,
OIP5,,
ANOS1,,
TRAPPC2,,
PRG2,,
ADPRH,,
ADAM22,,
CDKAL1,,
RAB23,,
BAHD1,,
KIAA2013,,
SLC66A1LP,,
MPO,,
BICDL1,,
MOB2,,
RAB6B,,
SLAIN2,,
CHST14,,
MISP3,,
PAXBP1,,
LOC728743,,
ITPRIPL2,,
HSPBAP1,,
CA1,,
ASB13,,
SDC3,,
STRA6,,
MCOLN3,,
TTLL1,,
MAN2A2,,
GNB5,,
EML5,,
ENO2,,
RNF168,,
TALDO1,,
LPXN,,
IFIT1B,,
MIR1276,,
EHBP1-AS1,,
PIGX,,
WEE1,,
TOP2B,,
DCHS2,,
AP3B2,,
LHFPL6,,
UPF3B,,
CDC14A,,
ZFAND2B,,
GYPA,,
ITSN2,,
NEIL1,,
DEFA4,,
SH3BP5-AS1,,
LAYN,,
LINC00294,,
HOXC9,,
CRYM,,
GLS,,
CTTNBP2,,
PHLPP2,,
KIAA1656,,
NRBP1,,
CDK2AP1,,
FAM111B,,
ARHGAP21,,
NLRC3,,
ARHGAP29,,
PSMD2,,
CYTL1,,
VSNL1,,
STARD9,,
IRGQ,,
VPS13C,,
DGCR8,,
MYH9,,
BPI,,
CATSPER2,,
KRTAP20-4,,
CMAS,,
ANKDD1A,,
CSRNP2,,
SLC23A3,,
GABRG3,,
CCR2,,
EDN3,,
SERPINB10,,
DEFA1B,,
GK5,,
CPVL-AS2,,
CRISP3,,
STIMATE,,
IQCB1,,
RNASE3,,
KCTD7,,
DUSP18,,
AXIN2,,
CCDC150,,
MTERF4,,
UOX,,
BBS2,,
RHD,,
TBC1D24,,
FGFR1,,
KCNA2,,
SPAG1,,
NT5C1A,,
CEACAM8,,
SPTB,,
TMEM249,,
C10orf67,,
NGLY1,,
ABHD2,,
USP6NL,,
CNKSR3,,
SERINC2,,
SMG1P7,,
EHBP1,,
HERC2P9,,
SCAI,,
IBSP,,
ITGA6,,
UBXN4,,
ANK1,,
KRTAP19-7,,
KIF23,,
MREG,,
CAMP,,
AK5,,
TYW5,,
RAB21,,
WHAMMP1,,
ESYT1,,
PRKRA,,
AAK1,,
AHNAK,,
ASCL4,,
PFN2,,
LIX1,,
H1-10-AS1,,
C2CD2,,
ZNF217,,
KMT5A,,
ICA1L,,
ATP6V1C2,,
LRRC57,,
ELSPBP1,,
LOC100507472,,
SPIC,,
SNED1,,
RPS26,,
RTN3,,
DLL1,,
MMP8,,
SOX13,,
TBC1D30,,
ISM1,,
CD1B,,
CCNYL1,,
SH3GLB1,,
RNASE2,,
GAS2L1,,
LINC02981,,
RSRP1,,
EMILIN2,,
RGMB-AS1,,
NPHP4,,
JAK2,,
MSX1,,
RYK,,
THBD,,
KNTC1,,
LAMP5,,
EML3,,
NCK2,,
TIGIT,,
GCLM,,
PAK6-AS1,,
AKTIP,,
BOC,,
PPIP5K1,,
MTCL1,,
ADM,,
LDLRAD4,,
CROCCP2,,
TLN2,,
RBM6,,
COMMD2,,
C1QL4,,
RCBTB1,,
TMEM63A,,
MBNL1,,
SLC22A16,,
ILK,,
SYTL2,,
ACP7,,
FAM184B,,
ZRSR2,,
NPRL3,,
CWC22,,
ROCK1P1,,
TBK1,,
RHPN2,,
LOC100506730,,
PHRF1,,
DYDC2,,
NFATC2IP,,
NFIB,,
RRAGD,,
RTF2,,
CROCCP3,,
IRS1,,
RBMS1,,
SAP30L,,
BSPH1,,
KCTD5,,
CAMTA1,,
KCNK17,,
MTA2,,
SPICE1,,
CCDC9B,,
TPK1,,
LMCD1,,
TSPO2,,
RNASE2CP,,
HACE1,,
PLPPR4,,
RSKR,,
SLC1A5,,
KCTD1,,
PHC3,,
RASEF,,
MIR4321,,
APCDD1,,
PSEN2,,
CENPN,,
ZNRF3,,
PEX3,,
NXPH3,,
MRAS,,
MYB,,
MAP3K6,,
DKK3,,
STX2,,
SLC39A8,,
MAD2L2,,
PRR34-AS1,,
HRAS,,
CLC,,
APOL2,,
NKTR,,
POM121L9P,,
RASA4CP,,
POPDC2,,
PPP4R1,,
CAV2,,
FAM118A,,
AGAP3,,
ENTPD4,,
NTMT2,,
SNX9,,
HIGD1C,,
NUP93,,
LRRC55,,
TFCP2L1,,
TSPAN7,,
ACVR2B-AS1,,
SMARCC2,,
LPP,,
LTF,,
GP1BA,,
CD4,,
TXK,,
CEP43,,
CASK,,
MMRN1,,
ARMC8,,
APOLD1,,
HPCAL1,,
CHN1,,
GPR153,,
INPP1,,
RSPO1,,
C11orf21,,
MS4A3,,
CEP85L,,
COL16A1,,
TSHZ3,,
PRH1-PRR4,,
MRI1,,
B3GLCT,,
UBA1,,
TSC22D2,,
TMEM185A,,
EXOC6,,
NUDT4,,
DGKG,,
GNRH1,,
PTPN4,,
TOLLIP,,
NUDT15,,
LINC00861,,
PML,,
SIX1,,
ARHGEF25,,
VPS36,,
HMCES,,
MON2,,
ATF7,,
SEC61A2,,
CASP9,,
ZNF441,,
RUNX3,,
SLAIN1,,
JADE3,,
TASOR2,,
KATNAL1,,
NR2F1,,
CASP10,,
PLPP4,,
NUDT9P1,,
SF3B1,,
GYPC,,
RBSN,,
HAT1,,
FZD6,,
SMG1,,
FAM117A,,
ZNF774,,
WWC3,,
ITPR1,,
MYLIP,,
YPEL1,,
TMEM169,,
GYPE,,
PKN1,,
KLF7,,
EIF4G2,,
PRKD1,,
SPAG16,,
MIR3197,,
AACS,,
CBFA2T3,,
C18orf54,,
BRME1,,
TSSK3,,
NPS,,
NHSL1-AS1,,
CRLS1,,
WNT10A,,
APOL1,,
FRZB,,
DNTTIP1,,
ESYT3,,
ANKRD27,,
TVP23C,,
PRCP,,
RBBP8,,
MTFMT,,
HJURP,,
PDK3,,
NPTN,,
LINC00570,,
GPR3,,
DEFB136,,
ZBTB11,,
SMURF2,,
KATNIP,,
CSGALNACT1,,
PTGFRN,,
ELOVL7,,
F2RL3,,
SNAR-E,,
DGKA,,
MTCL3,,
SALL3,,
FEZ2,,
MYO6,,
PAK6,,
MAP3K20,,
VSIG10,,
REEP3,,
ANXA6,,
PAN2,,
FOXP3,,
NABP1,,
CCR8,,
CCL21,,
FPR3,,
LAMB3,,
HOXC8,,
SEMA5A,,
KLHL42,,
DBR1,,
SPRED2,,
HIPK3,,
NIPA1,,
UBE2G1,,
BMP4,,
PFKP,,
LRCH1,,
EIF2B4,,
RGS9BP,,
LOC646903,,
WIPF1,,
CD151,,
IRX5,,
KEL,,
PLOD1,,
USP31,,
MC1R,,
PSMD6-AS2,,
RSPO4,,
ZNF143,,
ANKLE2,,
ARHGAP11B,,
MMS22L,,
TUBB2A,,
DSTYK,,
C1orf216,,
SLC49A4,,
TTL,,
CD109,,
EZH1,,
HMOX1,,
DYNC1LI1,,
IGFBP7,,
MIAT,,
TWSG1,,
TJP1,,
CALML4,,
RRM2,,
GOLIM4,,
IGSF9B,,
PTCH2,,
UBASH3B,,
SAMD1,,
TMEM43,,
MSRB2,,
IKZF2,,
FOXF2,,
MALT1,,
ANKRD36BP2,,
OS9,,
POGLUT3,,
SCGB2B3P,,
AKR1E2,,
RPL39L,,
KIF7,,
CDKN2A,,
WDR33,,
ROR2,,
PINLYP,,
PSME4,,
TMEM19,,
CEP78,,
OXTR,,
HIPK1,,
BACE2,,
SPINT1,,
ZNF770,,
FAIM,,
AMOTL1,,
HERC1,,
BHLHE40,,
MFSD6,,
MAFF,,
MARCHF3,,
ACP3,,
LRRC2,,
RRM1,,
PKNOX1,,
PAQR4,,
CLK4,,
SCN3B,,
KLRC4,,
PMS1,,
MIR148A,,
ARHGAP32,,
SLC25A30,,
KIF3C,,
SLC25A14,,
TMEM109,,
FAXC,,
PIANP,,
AGO4,,
ISY1,,
NTAN1,,
TSC22D1,,
VMAC,,
PSMD1,,
FKBP1A,,
LETM2,,
RXYLT1,,
ZNF354B,,
UBR4,,
FYTTD1,,
CDK16,,
GXYLT2,,
REPS1,,
PRRX1,,
SLC28A3,,
GDF3,,
BORCS5,,
SLX4,,
TMOD3,,
NCOA1,,
MBOAT2,,
CYTOR,,
SS18L1,,
KLF12,,
ICOS,,
REXO2,,
SEC14L1P1,,
ALMS1P1,,
CALCOCO1,,
MOGS,,
AMPH,,
CDIPTOSP,,
HOXB-AS1,,
MIR4436A,,
CPA5,,
RIPOR3,,
SATB2,,
USP4,,
SMAD1,,
SLC17A9,,
CDC16,,
PLA1A,,
PPP3R1,,
MYO5C,,
WAKMAR2,,
INO80B,,
TRAF3IP3,,
CPEB1,,
AHSA2P,,
HDAC1,,
RASGRP1,,
SDHAP4,,
PPM1B,,
CAMK2N2,,
BAMBI,,
PPP1R2,,
CBY1,,
ARL6IP6,,
ZCCHC18,,
ARHGAP11A,,
JMJD7,,
RFC5,,
DOCK11,,
SYCP2,,
SMAD2,,
ZNF443,,
RFXAP,,
STIM2,,
IQSEC3,,
DNMT1,,
UCN2,,
MIR4804,,
TESPA1,,
SCAF11,,
CHPT1,,
CLIC2,,
ZHX3,,
EXT2,,
NCAPH2,,
POLE4,,
DOP1A,,
ACOT7,,
FOXO3,,
LOC100288637,,
BRICD5,,
HADHA,,
GDAP2,,
UGGT1,,
UBN1,,
SPECC1L,,
FGFR1OP2,,
CTHRC1,,
EXOG,,
CHST6,,
PAK2,,
NPFF,,
KANK1,,
VRK2,,
UBA3,,
RAB31,,
S100PBP,,
ARL13B,,
CTSB,,
SLC16A14,,
MRPS25,,
SLC26A6,,
MFHAS1,,
CNOT2,,
CCL19,,
SOX18,,
OR52N4,,
PCNT,,
KPNA1,,
MIR3682,,
PRC1,,
TSPAN5,,
ACTL6A,,
DIP2A,,
MPDZ,,
RILPL1,,
EPDR1,,
SUMO1,,
NAPG,,
ACTG2,,
ZFX,,
UBQLN2,,
ING5,,
ATL2,,
STAT4,,
FAM110D,,
CARMIL1,,
MYL4,,
LINC00920,,
SRSF4,,
CPA4,,
FN1,,
MIR4306,,
ANXA2R-AS1,,
SEMA3D,,
PDLIM3,,
WHAMMP2,,
ZNF366,,
TCHP,,
FLT4,,
ANAPC1P2,,
MIR631,,
ICMT,,
KCND1,,
SLC35E4,,
ASAP2,,
XYLB,,
FBXO9,,
CAPN7,,
RASSF8-AS1,,
ZNF514,,
TBX18,,
PMEPA1,,
UBE3C,,
ZDHHC4,,
MYO16,,
NDUFA1,,
ACOT9,,
C7orf25,,
DSTNP2,,
ACTN1,,
MAP3K13,,
PTGDR,,
HOMER3,,
VPS54,,
ZNF746,,
TRIP10,,
CHAC2,,
ASB1,,
ABCD1,,
TDRD3,,
FAM210A,,
RANBP10,,
LINC00640,,
SEPTIN4,,
ITGB2-AS1,,
RAPGEF3,,
NDP,,
PTGES3,,
CKAP2L,,
IL7,,
LRP8,,
ATXN2,,
PARP15,,
CKAP2,,
BCAP31,,
POLE,,
EFR3B,,
PFKFB4,,
TEP1,,
ATL3,,
CD47,,
SFMBT1,,
TFAP2C,,
SHROOM2,,
NEDD4,,
PARD3B,,
CCR4,,
FNDC3B,,
PIK3CD,,
IPCEF1,,
LOC100128993,,
LAMP2,,
NEMP1,,
EEA1,,
PIN4,,
SASH1,,
ANO4,,
TCL1A,,
PI4K2B,,
CAPS,,
DZIP1L,,
RBM17,,
DYNC1I2,,
PTMS,,
JOSD1,,
SPNS2,,
TCF7,,
LINC01128,,
MDM1,,
CEBPE,,
DDX11-AS1,,
GATA2,,
IFNAR2,,
AQR,,
FAM219B,,
GFOD1,,
PAQR3,,
TMX3,,
MTRFR,,
BTN3A2,,
CCDC149,,
ITIH6,,
VCL,,
NAV3,,
LUZP1,,
CEP63,,
POU6F1,,
KRCC1,,
ITPR3,,
SLC17A5,,
NUP107,,
RRAGC,,
PTK7,,
ZXDC,,
PARD6G,,
ZNF512,,
CCNT2,,
FBXO15,,
DCBLD1,,
RAB11FIP3,,
CXorf38,,
GABRE,,
SSPN,,
NFE2,,
CCSER2,,
MFN1,,
PER3,,
DCLRE1B,,
COPB2,,
DDX17,,
PNCK,,
FAM114A1,,
CDR2,,
PTGDS,,
SLC38A8,,
NABP2,,
RBMS2,,
PIM1,,
IFNLR1,,
NEURL1B,,
ZFC3H1,,
NUSAP1,,
PLCG2,,
KLRC2,,
SLC66A3,,
SCARB2,,
RHOQ,,
ANXA2R-OT1,,
TBX1,,
PKD1L2,,
FAM30A,,
LINC00926,,
SEPTIN3,,
SLCO4A1-AS1,,
CEP128,,
UTRN,,
RRN3P3,,
SECISBP2L,,
PARVA,,
ATF1,,
EPHA4,,
GMPS,,
DPPA4,,
STRN3,,
XCR1,,
ZNF132,,
SVIL,,
TM2D3,,
EN1,,
WDR37,,
LONRF3,,
ANO10,,
SEPTIN10,,
RASL11A,,
MT1A,,
FAH,,
TBX5-AS1,,
ZBTB38,,
ZMYND10,,
CHRM5,,
ARL11,,
RNF185,,
METAP1D,,
SWI5,,
ISL2,,
ATP6V0E2,,
CNBP,,
NPY1R,,
CRMA,,
CRAMP1,,
NAV1,,
COQ3,,
SLC1A4,,
FKBP11,,
RAD18,,
PIK3C2B,,
FANCL,,
TECR,,
ACOT4,,
MBD2,,
WDTC1,,
ZNF689,,
EIF2AK4,,
RACGAP1,,
FMR1,,
SUN2,,
MNX1-AS1,,
SLC12A6,,
ABHD5,,
MBD4,,
LLPH,,
RUBCN,,
ARL3,,
XRN1,,
MIR568,,
NR2F1-AS1,,
LINC01619,,
CDCA3,,
OTX1,,
ACAD9,,
SLC29A1,,
LOC100288069,,
FMO2,,
FNBP4,,
BTBD10,,
VAMP3,,
CDKN2B,,
MIR1-1HG,,
UBE2E2,,
AP4E1,,
INE1,,
LOC389834,,
ELOA-AS1,,
MIR30C2,,
SPN,,
JAM2,,
ARIH1,,
SRGAP2D,,
DYNLT2B,,
DMRTA1,,
FAM168B,,
LRRC34,,
SLFN5,,
SEMA6B,,
OR7C1,,
LEF1-AS1,,
TIMMDC1,,
RAD9B,,
CD1E,,
FAM222A,,
USP7,,
CELSR1,,
ARMC5,,
PLEKHA1,,
ZNF354A,,
SIAH2,,
NBAS,,
COPS7B,,
QRICH1,,
ACAP2,,
F2RL1,,
IWS1,,
PDLIM2,,
HOXA10,,
RORA,,
PDZRN3,,
RAB41,,
DMPK,,
RBM45,,
BMP7,,
SEMA4F,,
TMEM8B,,
PPP1R3D,,
WNT5B,,
WRNIP1,,
DEXI,,
FBXO17,,
OAZ3,,
LAX1,,
SLCO4A1,,
HUWE1,,
HTR1F,,
MIOX,,
SF3A1,,
LEF1,,
TBCCD1,,
NR2C2,,
ATF2,,
FANCD2,,
ZNF451,,
ERAP1,,
ELOVL5,,
LINC00339,,
MLH1,,
USP47,,
MYL12A,,
RAB7A,,
ZNF142,,
SPTA1,,
FKBP1B,,
RPL13P5,,
CD276,,
GRAMD4,,
SUSD2,,
CNOT9,,
ANKRD18B,,
RUBCNL,,
LAMP1,,
UBE2L3,,
XPO1,,
WAC-AS1,,
SMC4,,
TMEM17,,
TRNAU1AP,,
ANXA11,,
ASB3,,
PIK3CA,,
RFC4,,
TXLNGY,,
RSRC2,,
MCUR1,,
GMEB1,,
USP32P2,,
NCKAP1,,
EEF1AKMT3,,
ARAP2,,
USP45,,
CC2D1A,,
HSPE1,,
FGF7,,
DTX4,,
PTPN18,,
PTPRG,,
ATIC,,
CHI3L2,,
ZAP70,,
ITK,,
OSR2,,
BMP5,,
KDM2B,,
PHEX,,
HTATSF1,,
GRASLND,,
MCM3,,
ZWILCH,,
MIR570,,
PRDM13,,
AP4B1-AS1,,
FCRL5,,
FECH,,
C1QTNF1,,
KCNJ14,,
ZCCHC17,,
CXCL12,,
SNORD51,,
GPKOW,,
CAB39,,
TTC12,,
PCGF6,,
LINC00582,,
SYNJ1,,
SNORA81,,
TRMU,,
SUMF1,,
RAB22A,,
CROCC,,
GDPD3,,
GLA,,
TMEM129,,
SLC22A3,,
RTKN2,,
DAPK2,,
STRIT1,,
MIR133A1,,
KRTAP19-5,,
NAA50,,
ZNF767P,,
MIR3911,,
TMEM240,,
ROGDI,,
CASZ1,,
UBE2Q2,,
CLK1,,
USP39,,
CDKN1C,,
TRPV3,,
PA2G4,,
PLD1,,
CD63,,
SLC33A1,,
ZNG1F,,
GARRE1,,
BBS9,,
TMEM170A,,
CHST1,,
ZFP36L1,,
OR7A5,,
FAM219A,,
PNISR,,
SACM1L,,
GPSM2,,
MTMR7,,
TTC31,,
ARHGAP1,,
NFE2L3,,
RASSF8,,
BCL11B,,
LINC00881,,
CCNB2,,
TAF4,,
TMEM184B,,
SHISA3,,
TBC1D17,,
GINM1,,
VIM,,
CASP4LP,,
NR1D2,,
PHACTR2,,
STIM1,,
KNSTRN,,
FAM81A,,
CR1L,,
PUS10,,
EMB,,
TTC24,,
DOCK10,,
GANAB,,
FAM13A-AS1,,
MYL3,,
LETR1,,
FOXC1,,
ANKRD13C-DT,,
FLT3,,
USP9X,,
CEP68,,
NDUFB3,,
ELMOD3,,
USP33,,
LRCH3,,
PIAS3,,
FCMR,,
ZNF679,,
C2orf68,,
ZEB2-AS1,,
COLGALT2,,
ATG101,,
ARFGAP3,,
ARL8B,,
PKM,,
DDX1,,
IQGAP1,,
PHACTR4,,
PAX5,,
ABHD6,,
ANAPC4,,
ZNF674,,
CYB5R3,,
RAB5A,,
SNORA54,,
ZMAT1,,
LAPTM5,,
OSBPL3,,
GPR199P,,
NOL9,,
DIPK2B,,
SCARNA9,,
POLG,,
ATP2B1,,
LAMA4,,
B4GALNT3,,
DYNC1LI2,,
LMF2,,
CYS1,,
STAT6,,
SH3PXD2A-AS1,,
SLC48A1,,
TFDP2,,
RASSF1,,
TBL1X,,
DONSON,,
RHNO1,,
EPG5,,
RETSAT,,
CPNE2,,
IL12RB2,,
ADARB1,,
ACAD8,,
PTCH1,,
EIF4E2,,
RTN4,,
OFD1,,
DUT,,
HECTD4,,
ATXN1,,
CMC2,,
ATP2B4,,
ZFAND6,,
SH2D1A,,
PPP3CA,,
MSN,,
AURKA,,
DNAJC14,,
BNIP2,,
GOLGA3,,
GIHCG,,
SNORD11,,
TMEM200B,,
PDCL3,,
C15orf61,,
NFATC3,,
ZNF836,,
MAP4K2,,
FBXO45,,
NSUN5P1,,
XKR3,,
DSN1,,
CPOX,,
TMCC2,,
QRFPR,,
GFI1,,
ZXDB,,
MIR1250,,
CDCP1,,
CERK,,
TCTN2,,
TARDBP,,
RAB5B,,
USP37,,
RNH1,,
EOLA1,,
IQSEC2,,
ZNF385B,,
TPRG1L,,
GOLM1,,
NAA16,,
COMMD3,,
SPNS3,,
WDR44,,
FAM43A,,
NDST2,,
FTCDNL1,,
SELP,,
ASNSD1,,
MCM2,,
MRPS5,,
MIR4720,,
TPTEP2,,
SENP7,,
TGFB1I1,,
DISP2,,
KPNA3,,
PCBP1,,
TRIM38,,
PIP4K2C,,
LINC00839,,
DCLK2,,
MIR573,,
TLE3,,
TMEM87B,,
ATMIN,,
RAB3IL1,,
SRGAP2C,,
SLC25A12,,
ATR,,
LBX2-AS1,,
TPGS2,,
CALD1,,
HTATIP2,,
CTDSPL,,
RNF6,,
CDK4,,
BAALC-AS1,,
UBA7,,
EFL1,,
TPCN1,,
CAPN11,,
HOMER2,,
EDEM1,,
ADAMTS17,,
NOMO3,,
MIR4642,,
NR2C1,,
PIK3R3,,
INPP4A,,
EOGT,,
ADCY4,,
VCF2,,
RNF207,,
TRIM8,,
LURAP1,,
ZFYVE19,,
CASP8,,
IFIH1,,
KANK3,,
IRX3,,
ERLEC1,,
PPP1R7,,
SELENON,,
ZNF445,,
INA,,
ARHGEF4,,
RHOXF1,,
FOXJ2,,
PIEZO1,,
UNC93B1,,
NTM,,
EPHB1,,
MEAF6,,
RARS2,,
OPTN,,
LINC00997,,
CLEC4C,,
PTPDC1,,
XPOT,,
LPIN1,,
CCDC14,,
KDM5A,,
RASSF3,,
MFN2,,
FMR1NB,,
GNG12,,
PXYLP1,,
WHAMM,,
CYTH3,,
SCART1,,
MAGED2,,
TOPBP1,,
TMEM120A,,
GUCY1A1,,
GGT5,,
GLP2R,,
HSDL1,,
PSG9,,
CCM2L,,
ZNF367,,
AGO1,,
SPTBN1,,
CD82,,
LAP3,,
NAT8L,,
HOXC6,,
UACA,,
SUSD5,,
CECR7,,
TRIM58,,
RBBP7,,
FAM98B,,
E2F1,,
TNC,,
ACYP1,,
KLHL21,,
TRA2A,,
MBTPS1,,
MIR194-1,,
MIR155HG,,
LRRC8B,,
MRPL47,,
RNF128,,
GAL,,
RNF103,,
SMIM3,,
MAP6D1,,
HEATR5B,,
MKRN2,,
KDM5C,,
FRMD4A,,
RMC1,,
CENPS,,
CEP97,,
ZNF225-AS1,,
