GSE91061,GSE61992,GSE91061|GSE61992
RIPOR2,,
NUP58,,
BCL3,,
FRAT2,,
IVNS1ABP,,
TET2,,
SP140,,
ZNF438,,
CCL4,,
RALGDS,,
PIK3AP1,,
FAM107B,,
PADI4,,
ATG7,,
SHOC2,,
THEMIS2,,
PLEKHB2,,
HELB,,
NCF1,,
LOC100130357,,
BST1,,
ZBTB48,,
RALB,,
DDIT3,,
TET3,,
C15orf48,,
MCL1,,
SH3BP2,,
CHD2,,
ZBTB11,,
LRRC25,,
JMJD1C,,
USP3,,
FTH1,,
CYLD,,
IL2RG,,
PLK3,,
VSIR,,
IL18R1,,
CD274,,
PIM1,,
TMCC1,,
CFLAR,,
TFE3,,
DAZAP2,,
OSER1,,
PHF21A,,
RAC2,,
MLKL,,
IFRD1,,
PRKD2,,
SDE2,,
SPOPL,,
TMEM167B,,
PLEKHM1,,
STAT5B,,
TNFAIP2,,
DYNLT4,,
RNF13,,
RBM15,,
IFIT2,,
PTX3,,
FGD3,,
PTAFR,,
GBP5,,
GMFG,,
ABCA1,,
SEMA4D,,
CASP4,,
ZBTB34,,
IPCEF1,,
DENND5A,,
SERPINB1,,
TLE3,,
GRB2,,
ATG2A,,
STAT3,,
LBR,,
MOSPD2,,
RARA,,
PILRA,,
VPS9D1,,
SLC6A6,,
RELT,,
VNN3P,,
CDA,,
ADAMTSL4,,
UBE2B,,
TRAFD1,,
SP110,,
CARD16,,
FOLR3,,
RGS18,,
RNF19B,,
PCNX1,,
H2BC8,,
TLR4,,
JOSD1,,
CYTH1,,
NCOA1,,
UBC,,
MPHOSPH10P1,,
HSPA1A,,
RHOA,,
LILRA1,,
SMAP2,,
UIMC1,,
ATP6V0D1,,
LRRK2,,
ADGRE1,,
IRF2,,
MYD88,,
BTG2,,
CXorf38,,
HMOX1,,
CAB39,,
TREML2,,
ZNF107,,
USP32,,
DOCK5,,
DSE,,
RRAGC,,
NCF1C,,
CRTC2,,
SKAP2,,
TNFSF14,,
SNAPC1,,
ACTB,,
GLUL,,
GMIP,,
PICALM,,
C16orf54,,
RNF24,,
STX11,,
SNX20,,
CNN2,,
DOCK2,,
SECTM1,,
IL10RB-DT,,
SMTNL1,,
RAB8A,,
PLEKHM1P1,,
SETX,,
RTF1,,
CPEB4,,
FAM86B3P,,
RGS2,,
NFE2,,
FHIP1B,,
RAB21,,
CCR1,,
TPM3,,
OXSR1,,
EPS15L1,,
HIVEP2,,
MAP1LC3B,,
CFAP58,,
PLSCR1,,
MAP1LC3B2,,
PTENP1,,
MSRB1,,
PNPLA8,,
GYG1,,
PSTPIP2,,
TMEM131L,,
SNORD12B,,
ANKZF1,,
ARHGAP9,,
FKBP15,,
LINC03033,,
CYRIB,,
GNAI3,,
ARL11,,
OSTF1,,
MIR4521,,
LST1,,
ETS2,,
DNM2,,
ARHGDIB,,
PITPNA,,
FTH1P3,,
DOK3,,
IL4R,,
SIRPB1,,
C5orf58,,
PRKACA,,
CTDP1,,
PRR13,,
BOD1L1,,
PAF1,,
USPL1,,
CEP19,,
AMPD3,,
MAST3,,
PIM2,,
ABHD5,,
FBXW7,,
JAML,,
ZFP36L1,,
RNF10,,
GPBP1,,
DEDD2,,
BACH1,,
RNF213,,
CASC3,,
SNORD63,,
ALAS1,,
BAZ1A,,
ITGAM,,
GBP2,,
FBXL5,,
RAB20,,
AMN1,,
FNIP1,,
ETV6,,
MYL12A,,
OSBPL11,,
NCF1B,,
FGFR1OP2,,
RASSF2,,
IER5,,
SORL1,,
HECA,,
MIR222,,
SRPK1,,
LILRB2,,
MED28,,
ATP13A3,,
NT5C2,,
CD300A,,
LAT2,,
CST7,,
ST8SIA4,,
TNFRSF9,,
STK17B,,
LIN54,,
EML4,,
PLAGL2,,
RAB11FIP1,,
FNDC3B,,
LAPTM5,,
P2RY14,,
ITM2B,,
MOB1A,,
CARINH,,
TG,,
RP2,,
NLRP12,,
CDC42SE2,,
NFE2L2,,
MBOAT7,,
TECPR2,,
AOC2,,
GABARAPL2,,
IL17RA,,
CHD1,,
MAPK14,,
C19orf38,,
ZNF117,,
DDX21,,
HSPA1B,,
TMEM273,,
NFKB2,,
LMTK2,,
ZNF333,,
NCR1,,
CMTM1,,
MIR21,,
SIRT7,,
FGD4,,
PPP3R1,,
ZNF292,,
ZXDC,,
ELOVL5,,
GLYR1,,
YY1AP1,,
MIR4420,,
PCBP1,,
AFTPH,,
GNG2,,
TTC21A,,
NECAP1,,
DUSP1,,
MED13L,,
MEGF9,,
GPR108,,
P2RY13,,
FOSL2,,
PPTC7,,
SLC45A4,,
PXN,,
ANKRD12,,
CYBC1,,
ALOX5,,
FCGR1BP,,
CKLF,,
ACAP2,,
JAK1,,
SLC9A8,,
HK3,,
CXCR4,,
SBNO1,,
B2M,,
PTEN,,
RPS6KA1,,
LMNB1,,
NADK,,
CTBS,,
IGSF6,,
CD69,,
PDPK1,,
ABTB1,,
NR6A1,,
GLT1D1,,
TRIM38,,
LINC01093,,
GRPEL1,,
JAK3,,
ERN1,,
NRDC,,
TRIP10,,
BID,,
SNORA36A,,
CTC1,,
NIBAN1,,
KAT6A,,
HAPSTR1,,
GNAI2,,
CDC42SE1,,
BRAF,,
RIOK3,,
ARHGAP27,,
PER1,,
SLC25A44,,
CD300LB,,
VAMP3,,
AFF1,,
PGGHG,,
VDR,,
NFKB1,,
SNORA29,,
CRLF3,,
ZNF222,,
SIK3,,
F11R,,
SP100,,
CLP1,,
NEAT1,,
SUPT6H,,
SSH2,,
GORASP1,,
SNAP23,,
PLEKHO2,,
CAPZB,,
TMEM120A,,
SERPINB9,,
KPNA1,,
ERI1,,
ETV3,,
DDX3X,,
DOCK4,,
PPCDC,,
PTPN12,,
LYRM1,,
MIR4489,,
BRWD3,,
WBP2,,
ERV3-1,,
ANKRD13D,,
BLTP3B,,
RC3H1,,
MKNK2,,
RNF141,,
ARPC3,,
RAP1A,,
GRK6,,
ATP6V1B2,,
SERTAD3,,
PTPN6,,
MFSD14A,,
TAB2,,
MIR3605,,
PPP1R18,,
SYNJ1,,
MAPRE1,,
AKIRIN2,,
PIK3R6,,
PIP4P1,,
PDLIM7,,
PHF20,,
MAP3K2,,
TLR8,,
INPP5A,,
PADI2,,
HDAC3,,
SPI1,,
CCDC93,,
ARHGAP25,,
NLRP1,,
CREB1,,
CD48,,
GOLGA7,,
PPP4R2,,
CNBP,,
ATXN1,,
ALOX12-AS1,,
TRIM22,,
KLHL2,,
XRN1,,
CAMK1D,,
OAZ2,,
GABARAP,,
LINC00641,,
VPS8,,
RHOT1,,
EFHD2,,
TNFSF13B,,
LILRA3,,
STX6,,
ANXA3,,
BCL10,,
IGF2R,,
CLK3,,
FBXO34,,
KRT23,,
KIAA0513,,
GPSM3,,
SNX11,,
UBN1,,
HPSE,,
FLI1,,
DUSP2,,
STXBP2,,
MYLIP,,
HRH2,,
NLRC4,,
MME,,
SH3KBP1,,
SHKBP1,,
PAK2,,
ZC3H18,,
ATP6V1A,,
PDCD4-AS1,,
RICTOR,,
EIF4E3,,
GPR141,,
CD83,,
DGAT2,,
PANK2,,
RBM22,,
RALGAPA2,,
RBPJ,,
SLBP,,
NUAK2,,
LILRA6,,
IDI1,,
CDC42EP3,,
SF3A1,,
NTNG2,,
HMGCR,,
GPATCH2L,,
SLC35A2,,
AKNA,,
PRR7-AS1,,
PATL2,,
ANKRD33B,,
ZNF276,,
GATAD2B,,
NLRC5,,
CD37,,
BMT2,,
ARPC2,,
EIF1B,,
PHF13,,
ZBTB43,,
SP3,,
CALCOCO2,,
NEDD9,,
IL6R,,
TLR5,,
EGR3,,
PIM3,,
NOTCH1,,
KDM4B,,
PLCG2,,
ICAM3,,
PAFAH1B2,,
HNRNPC,,
VPS35,,
AIF1,,
PHF20L1,,
ITSN2,,
TIPARP,,
ALOX12,,
ACTR3,,
CISH,,
USP4,,
TOR1B,,
GNA13,,
TMEM88,,
GLA,,
UBE2R2,,
MX2,,
SBF2,,
GDAP2,,
JUNB,,
MAPKAPK2,,
MFSD13A,,
SNORA20,,
ARAP1,,
GTF2A1,,
IST1,,
PPP1R12A,,
LINC01366,,
CCT6P3,,
H3C4,,
SH2D3C,,
FBXO38,,
GSEC,,
LPAR2,,
RHOH,,
MORC3,,
ACOT9,,
EHBP1L1,,
KDM3A,,
OSBPL2,,
APBB3,,
FBXL13,,
USP25,,
KCNJ2,,
PARP14,,
SNX18,,
CXCL1,,
SIRPB2,,
SERPINB2,,
UBXN2B,,
CHUK,,
ARID4B,,
SLC15A4,,
USP10,,
LRRFIP1,,
PGD,,
DENND10P1,,
ICAM1,,
ZNF277,,
ST20,,
PTP4A2,,
ELF4,,
POU2F1,,
EMB,,
RAB31,,
HLA-C,,
TMEM11,,
STK38L,,
RAB5C,,
NAPA,,
RAB33B,,
INSIG1,,
RNF166,,
ADPGK,,
ZYX,,
NATD1,,
C3orf62,,
TMEM140,,
IQGAP1,,
PXK,,
BAZ2A,,
RAB7A,,
ANKDD1A,,
SNORD37,,
VMP1,,
CEP63,,
SIPA1,,
RFX2,,
RELA,,
HM13-AS1,,
GTDC1,,
RUBCNL,,
NAPA-AS1,,
CPPED1,,
WSB1,,
FAM151B,,
NCOA4,,
ELF2,,
DNAJA2,,
SUPT20H,,
SUPT4H1,,
SH3BP5,,
CHMP2A,,
KMT2C,,
RNF111,,
YIPF1,,
CRK,,
ZNFX1,,
IKBKG,,
RSRC2,,
ELMO2,,
CLASRP,,
SAMD4B,,
LSP1,,
ARID4A,,
TMOD3,,
GPR132,,
VHL,,
TRIM5,,
MIR4742,,
CDC42,,
SEC14L1,,
MARK3,,
TBC1D15,,
RAP2C,,
VAPA,,
PIK3CG,,
FCER1G,,
DBNL,,
MIDEAS,,
TMEM50A,,
CELF1,,
EXOC8,,
NOTCH2,,
SQSTM1,,
MYH9,,
HSPBAP1,,
MAP4K2,,
HIVEP1,,
HSPA6,,
CDK9,,
HSPA5,,
SCYL2,,
TSPAN2,,
LASP1,,
MIR22HG,,
EXOC6,,
PATL1,,
PHAF1,,
SAR1A,,
AGO4,,
AMPD2,,
ZNF487,,
PLAU,,
MAPK6,,
OGA,,
IL10RA,,
JAK2,,
BRD4,,
YTHDC1,,
MSL1,,
GGA3,,
ARIH1,,
PHF12,,
VPS37B,,
DCAF12,,
KLF6,,
PRCP,,
SRA1,,
CMIP,,
MSL3,,
STK10,,
DNTTIP2,,
CHMP4B,,
MITD1,,
ZFAND6,,
FCN1,,
LUZP6,,
ZDHHC3,,
FCHO1,,
NDST2,,
PCYT1A,,
PDE4B,,
TLR1,,
PKNOX1,,
TGFBR1,,
SP2,,
ADGRE5,,
BICD2,,
LILRA2,,
SNORD35B,,
TLN1,,
IFNAR1,,
RCOR1,,
RTN3,,
CYSLTR1,,
CORO1C,,
NIT1,,
ATP11B,,
KLHL21,,
INPP4A,,
ATXN7,,
PARP9,,
FAM131A,,
PTBP3,,
B3GNT2,,
PPP3CA,,
TMSB4X,,
IKZF1,,
H2BC20P,,
TNFAIP8,,
GAB3,,
FLCN,,
DAPK2,,
LPCAT2,,
ATG12,,
BCL2L11,,
PFN1,,
HIPK1,,
CSNK1D,,
NXF1,,
TUBA4A,,
CEBPB,,
BRI3,,
SP1,,
HERC3,,
TIFA,,
USP9X,,
HNRNPF,,
ARHGAP30,,
SCLT1,,
STXBP3,,
CRISPLD2,,
COP1,,
SH3GLB1,,
NFAM1,,
TCP11L2,,
HLA-E,,
CHSY1,,
INPP5D,,
MSN,,
HBP1,,
TBK1,,
RAB3A,,
ZNF319,,
MAP2K6,,
RMC1,,
KRAS,,
GLRX,,
LPCAT1,,
SYAP1,,
AP1G1,,
CARD8,,
FHL3,,
TMEM234,,
FOXO3,,
NFAT5,,
FBXO33,,
STX3,,
C9orf78,,
PSME3IP1,,
IFITM1,,
S100A11,,
ATP2B1,,
SMG7,,
PRELID1,,
MYL12B,,
PPP4R1L,,
ITGB2-AS1,,
MBD2,,
ADAR,,
FAM220A,,
MTFMT,,
PPP4R1,,
FAM76A,,
ZNF654,,
LAMP2,,
RAPGEF6,,
SIPA1L1,,
UBE2D3,,
CD46,,
SLU7,,
B3GNT8,,
GSKIP,,
DENND1A,,
PRKCB,,
ADAM17,,
ANKLE2,,
KMT5A,,
ADAT1,,
SNRNP27,,
TSC22D3,,
ARPC5,,
MAP3K3,,
ZNF429,,
SPG11,,
SMG1,,
TMEM170B,,
MTRNR2L8,,
ANP32A,,
TRAF3IP3,,
ABCA7,,
SESN2,,
RAB35,,
IL1RAP,,
NSFL1C,,
LPP,,
TDP2,,
NOP10,,
FBXO42,,
DYNLT1,,
GAPVD1,,
PHF11,,
MDM4,,
RAD23B,,
BTG1,,
NFATC3,,
KDM1B,,
SAMD8,,
ELF1,,
SH3BP5-AS1,,
AREL1,,
MARCHF8,,
KLHL28,,
NMI,,
ROCK1,,
NUB1,,
ARHGAP27P1,,
IFITM3,,
RNF41,,
MAML1,,
DEDD,,
VPS18,,
FBXW2,,
MORF4L2,,
SAP30BP,,
FRAT1,,
STX4,,
RBMS1,,
CREBRF,,
UBE2W,,
SRXN1,,
MAP2K4,,
CD82,,
RNASEL,,
IRAG1,,
SRSF3,,
TBC1D2,,
PJA2,,
YPEL3,,
STAT1,,
WDR47,,
UBR4,,
CNEP1R1,,
MAEA,,
IQSEC1,,
MIR548H4,,
ZSWIM8,,
ZC3H7A,,
DENND4A,,
PI3,,
OSBPL8,,
UBA3,,
DNAJC5,,
WDR1,,
ITPRIP,,
LINC-PINT,,
SAMD9,,
DOCK11,,
TPST2,,
LAMTOR3,,
QKI,,
PPP2R5C,,
TSEN34,,
EBLN2,,
THAP9-AS1,,
DIAPH1,,
SIN3A,,
SBNO2,,
ZMAT2,,
CREB5,,
FAM200B,,
ARFIP1,,
CLEC2B,,
MIR5685,,
CALML4,,
THRAP3,,
NIN,,
TMEM260,,
DMXL2,,
ZCCHC2,,
CTSS,,
RIGI,,
CNOT8,,
EIF4A3,,
ACCSL,,
FAR1,,
IFNAR2,,
TBXAS1,,
CFP,,
UBR1,,
HSDL2,,
HNRNPK,,
CHMP2B,,
MED11,,
MAPK13,,
MTMR14,,
STK38,,
SF3B1,,
RBL2,,
PPP1R3B,,
TRA2B,,
ATP2B1-AS1,,
BIRC3,,
OASL,,
SETD5,,
MAP3K13,,
PSMA3-AS1,,
TNFRSF1A,,
PPM1B,,
PAG1,,
MARCHF7,,
FAM193B,,
FAM13B,,
SHISA5,,
CCDC9,,
GUSBP11,,
HMGB2,,
GPN3,,
LRCH4,,
TXNIP,,
IDS,,
BMAL1,,
PLCL2,,
VAMP1,,
RNF144B,,
ZBTB49,,
MARK2,,
AKIRIN1,,
TASL,,
LENG1,,
ACTG1,,
RAB5A,,
SEC16A,,
VCL,,
CYP19A1,,
CHIC2,,
VCF1,,
PLEKHM3,,
GTF2B,,
NQO2,,
AK2,,
SH2B2,,
STAU1,,
APMAP,,
EIF4EBP2,,
HSD17B11,,
SDCCAG8,,
IER2,,
RAF1,,
KMT2B,,
HERPUD1,,
OGFRL1,,
ATG3,,
WIPF1,,
SENP7,,
WASHC4,,
TOPORS,,
MAFF,,
SPPL2A,,
CXorf65,,
ACAA1,,
NGLY1,,
PSTPIP1,,
AGO2,,
SPAG9,,
ZNF324,,
BNIP3L,,
EHD4,,
ATP6V1E1,,
BAZ2B,,
OGFR,,
SPACA6,,
RAD9A,,
STARD8,,
SNORA12,,
POLM,,
ARF1,,
ZNF592,,
YPEL5,,
C4orf3,,
FOXJ2,,
TENT4B,,
ATP6AP2,,
NINJ1,,
ACTR2,,
NRBF2,,
IER3,,
CLIC1,,
LOC100289473,,
PHF23,,
CHURC1,,
COTL1,,
LRP5L,,
CD300E,,
RTF2,,
RTN4,,
PML,,
IRAK4,,
MBOAT2,,
SLC25A28,,
ANKRD11,,
AKAP10,,
TALDO1,,
PPP2R3C,,
MXD3,,
SCAF11,,
LONRF3,,
RBM47,,
OTUD5,,
ZNF281,,
HBEGF,,
UBLCP1,,
TECPR1,,
TLR6,,
TRPC4AP,,
SELPLG,,
MAP3K8,,
DUSP18,,
ZNF770,,
MAPRE2,,
ZNF586,,
BZW1,,
CA4,,
TINF2,,
BTK,,
PPP4C,,
BLOC1S3,,
MOB3C,,
SF1,,
TOM1,,
PELI2,,
GRK2,,
NPEPPSP1,,
BSDC1,,
RHBDF2,,
SLC36A1,,
RSPRY1,,
PLB1,,
IMPDH1,,
ZNF641,,
CCNH,,
ERICH1,,
CLK2,,
ZNF791,,
NFYA,,
JARID2,,
MED20,,
VPS26A,,
PHOSPHO1,,
TTPAL,,
METTL22,,
PPP1R21,,
RBM8A,,
JMJD6,,
SAMD9L,,
SVIL,,
CASP8,,
ADM,,
GBP1,,
TOX4,,
DAGLB,,
IK,,
AGO3,,
TAF10,,
DDIT4,,
YWHAB,,
TXNDC11,,
WIPF2,,
ZFC3H1,,
USP38,,
USP39,,
RIC1,,
PIK3R1,,
PACSIN2,,
SQOR,,
LTA4H,,
MAX,,
SYK,,
SCARNA9,,
TBC1D14,,
HNRNPM,,
PSEN1,,
RNF114,,
ZFAND2B,,
FUS,,
GCH1,,
DEF6,,
RSBN1,,
ATP6V0E1,,
ZFAND5,,
HERC1,,
KDM5C,,
SETD3,,
AMOTL2,,
POLK,,
ADRB2,,
TMEM127,,
TERF2IP,,
ARMT1,,
DCTN4,,
TYK2,,
CCND3,,
HNRNPL,,
ORC2,,
MAFG,,
ZFAND3,,
NARF,,
ZNF18,,
STX12,,
APOBR,,
RCSD1,,
ARL8A,,
SH3BP5L,,
TMEM183A,,
INKA2,,
RAB1A,,
HNRNPA3,,
GLS,,
PGLYRP1,,
SULT1B1,,
SENP3-EIF4A1,,
UBE2H,,
MYNN,,
MMD,,
NKIRAS2,,
UBE2L6,,
TRAPPC14,,
PEF1,,
RBM17,,
CHMP1B,,
ING2,,
SAFB,,
ST3GAL2,,
LINS1,,
SLC25A40,,
FCHSD1,,
RNF40,,
RPUSD3,,
LIN37,,
SERTAD2,,
TUSC2,,
H2AC8,,
GALNT1,,
MARCHF5,,
CCDC88B,,
SLC12A9,,
CREM,,
PLIN5,,
ATP23,,
C2orf68,,
RABGAP1L,,
BET1L,,
MTX1,,
PLD2,,
ZNF552,,
UBR2,,
YOD1,,
BATF2,,
MARF1,,
DPYD,,
NPAT,,
STRN,,
RUNDC1,,
KLF7,,
TRANK1,,
DENND4B,,
CBX4,,
SLC22A4,,
LATS2,,
KCNIP2,,
SNIP1,,
IFIT3,,
PISD,,
TPK1,,
KDM2A,,
ARNT,,
NT5C3A,,
MBD6,,
P2RX1,,
ALDH9A1,,
LSM10,,
KDM7A,,
AZIN1,,
PNPLA2,,
DHRS12,,
TOP1,,
TPRG1L,,
PLAGL1,,
ZNF100,,
AP3S1,,
DPEP2,,
CGGBP1,,
PPP1R3D,,
SF3B4,,
ABI1,,
CWF19L1,,
USP49,,
TNFSF15,,
ACTN1,,
TPD52L2,,
ING3,,
H2AC6,,
ABHD3,,
ITSN1,,
WDR26,,
EIF2AK2,,
PRR14,,
ADD1,,
CMC2,,
UBQLN2,,
SEC62,,
TENT2,,
SCRN3,,
PUS10,,
RELB,,
NNAT,,
NPEPPS,,
MBNL1,,
WDR37,,
RALY,,
ANTXR2,,
LYST,,
AGFG1,,
HIPK3,,
MAP4K4,,
LINC02035,,
TM2D3,,
PMAIP1,,
LIMA1,,
SRBD1,,
RIMOC1,,
SDF2,,
YY1,,
ANXA11,,
CNOT11,,
MIR23AHG,,
USF1,,
HES4,,
TBL1XR1,,
INPP5K,,
CAPZA1,,
MIER1,,
NFRKB,,
SRRM1,,
TMEM167A,,
ZNF397,,
SERINC1,,
MAPK1IP1L,,
KDM6A,,
TRIM21,,
MARCKS,,
KMT2E,,
PSENEN,,
KLF3,,
ZNF516,,
WDFY2,,
ZC3HAV1,,
PBX2,,
SLC25A51,,
ZNF445,,
EPM2AIP1,,
AP3B1,,
PRRC2C,,
CHTF8,,
CCDC69,,
CAMKK1,,
ZDHHC17,,
RLIM,,
GNAQ,,
ZC3H11A,,
C1orf52,,
SCYL3,,
PLIN4,,
BTBD19,,
MIDN,,
ING1,,
DDX39B,,
VEZF1,,
SFT2D1,,
ZNF746,,
MSL2,,
ISY1,,
VRK3,,
DICER1,,
OAZ1,,
MED8,,
PLCB2,,
SIGLEC9,,
CD47,,
GRIPAP1,,
GNB2,,
COQ10B,,
GNG5,,
BMP2K,,
KDM3B,,
PSMD4,,
ASAH1,,
CASP3,,
PRPF38B,,
APPL2,,
DOT1L,,
ZNF687,,
CDK11B,,
SLC31A1,,
ZFYVE26,,
LYSMD2,,
MIR3153,,
SPG21,,
CCDC82,,
MIR4435-2HG,,
DCUN1D2,,
AHCTF1,,
EYA3,,
CNOT3,,
SERINC3,,
NUFIP2,,
RFT1,,
SDHAF3,,
IRF7,,
BAG5,,
LPGAT1,,
UBALD2,,
GAPT,,
BTLA,,
TMEM60,,
NINJ2,,
ZRSR2,,
CYB5R1,,
TCP1,,
AVL9,,
IL12RB1,,
PIGX,,
IRGQ,,
CTDSPL2,,
GDI1,,
ADNP2,,
USP8,,
RUFY1,,
TRAF6,,
SRF,,
MED29,,
STAMBP,,
CEP170,,
IFNGR2,,
TMF1,,
PRPF4,,
CASP10,,
MFAP1,,
H2BC11,,
CNTRL,,
PPP1CC,,
NUP153,,
GTPBP2,,
CALM2,,
GMCL1,,
UBXN4,,
NADSYN1,,
DTX2,,
HPCAL1,,
LINC01140,,
DNAJA1,,
MEF2A,,
FEZ2,,
RNF167,,
GIMAP4,,
LINC01270,,
HAUS4,,
PHKG2,,
KIAA0232,,
CHMP5,,
NDUFB3,,
TOMM40L,,
PPM1N,,
PPP2R2A,,
PLEKHA8P1,,
JPT1,,
RBM5,,
PLPPR2,,
ADCY4,,
ZNF217,,
USP33,,
SWT1,,
ASAP1,,
PPM1A,,
BCLAF3,,
ZNF207,,
RNF185,,
PLBD1,,
SNORD12,,
