Var1	Var2	Freq
cerebral cortex; neuronal cells[≥Medium]	GSE22155_47	1
cerebral cortex; neuropil[≥Low]	GSE22155_47	1
cervix	GSE22155_47	1
cervix; glandular cells[≥Low]	GSE22155_47	1
cervix; glandular cells[≥Medium]	GSE22155_47	1
cervix; squamous epithelial cells[≥Low]	GSE22155_47	1
cervix; squamous epithelial cells[≥Medium]	GSE22155_47	1
chitosome	GSE22155_47	1
colon	GSE22155_47	1
colon; endothelial cells[≥Low]	GSE22155_47	1
colon; endothelial cells[≥Medium]	GSE22155_47	1
colon; glandular cells[≥Low]	GSE22155_47	1
colon; glandular cells[≥Medium]	GSE22155_47	1
colon; glandular cells[High]	GSE22155_47	0
colon; peripheral nerve/ganglion[≥Low]	GSE22155_47	1
colon; peripheral nerve/ganglion[≥Medium]	GSE22155_47	1
cytoplasm	GSE22155_47	1
cytoplasmic vesicle	GSE22155_47	1
cytosol	GSE22155_47	1
DNA metabolic process	GSE22155_47	0
duodenum	GSE22155_47	1
duodenum; glandular cells[≥Low]	GSE22155_47	1
duodenum; glandular cells[≥Medium]	GSE22155_47	1
duodenum; glandular cells[High]	GSE22155_47	1
endomembrane system	GSE22155_47	1
endometrium 1	GSE22155_47	1
endometrium 1; cells in endometrial stroma[≥Low]	GSE22155_47	1
endometrium 1; glandular cells[≥Low]	GSE22155_47	1
endometrium 1; glandular cells[≥Medium]	GSE22155_47	1
endometrium 2	GSE22155_47	1
endometrium 2; cells in endometrial stroma[≥Low]	GSE22155_47	1
endometrium 2; glandular cells[≥Low]	GSE22155_47	1
endometrium 2; glandular cells[≥Medium]	GSE22155_47	1
endoplasmic reticulum	GSE22155_47	1
endoplasmic reticulum membrane	GSE22155_47	1
endoplasmic reticulum subcompartment	GSE22155_47	1
envelope	GSE22155_47	1
enzyme-directed rRNA pseudouridine synthesis	GSE22155_47	1
epididymis	GSE22155_47	1
epididymis; glandular cells[≥Low]	GSE22155_47	1
epididymis; glandular cells[≥Medium]	GSE22155_47	1
esophagus	GSE22155_47	1
esophagus; squamous epithelial cells[≥Low]	GSE22155_47	1
esophagus; squamous epithelial cells[≥Medium]	GSE22155_47	1
establishment of localization in cell	GSE22155_47	1
extracellular exosome	GSE22155_47	1
extracellular membrane-bounded organelle	GSE22155_47	1
extracellular organelle	GSE22155_47	1
extracellular vesicle	GSE22155_47	1
fallopian tube	GSE22155_47	1
fallopian tube; glandular cells[≥Low]	GSE22155_47	1
fallopian tube; glandular cells[≥Medium]	GSE22155_47	1
gallbladder	GSE22155_47	1
gallbladder; glandular cells[≥Low]	GSE22155_47	1
gallbladder; glandular cells[≥Medium]	GSE22155_47	1
gallbladder; glandular cells[High]	GSE22155_47	0
Glutathione conjugation	GSE22155_47	1
glutathione metabolic process	GSE22155_47	1
heart muscle	GSE22155_47	1
heart muscle; cardiomyocytes[≥Low]	GSE22155_47	1
heart muscle; cardiomyocytes[≥Medium]	GSE22155_47	1
hippocampus	GSE22155_47	1
hippocampus; glial cells[≥Low]	GSE22155_47	1
hippocampus; neuronal cells[≥Low]	GSE22155_47	1
hippocampus; neuronal cells[≥Medium]	GSE22155_47	1
hsa-miR-1-3p	GSE22155_47	1
hsa-miR-155-5p	GSE22155_47	1
hsa-miR-16-5p	GSE22155_47	1
hsa-miR-21-5p	GSE22155_47	1
hsa-miR-4752	GSE22155_47	1
intracellular anatomical structure	GSE22155_47	1
intracellular membrane-bounded organelle	GSE22155_47	1
intracellular organelle	GSE22155_47	1
intracellular organelle lumen	GSE22155_47	1
intracellular protein-containing complex	GSE22155_47	1
intracellular transport	GSE22155_47	1
intracellular vesicle	GSE22155_47	1
intramolecular transferase activity	GSE22155_47	1
ion binding	GSE22155_47	1
kidney	GSE22155_47	1
kidney; cells in glomeruli[≥Low]	GSE22155_47	1
kidney; cells in glomeruli[≥Medium]	GSE22155_47	1
kidney; cells in tubules[≥Low]	GSE22155_47	1
kidney; cells in tubules[≥Medium]	GSE22155_47	1
kidney; cells in tubules[High]	GSE22155_47	1
lipid metabolic process	GSE22155_47	1
lipoprotein metabolic process	GSE22155_47	1
liver	GSE22155_47	1
liver; cholangiocytes[≥Low]	GSE22155_47	1
liver; cholangiocytes[≥Medium]	GSE22155_47	1
liver; hepatocytes[≥Low]	GSE22155_47	1
liver; hepatocytes[≥Medium]	GSE22155_47	1
localization	GSE22155_47	1
lung	GSE22155_47	1
lung; alveolar cells type I[≥Low]	GSE22155_47	1
lung; alveolar cells type I[≥Medium]	GSE22155_47	1
lung; alveolar cells type II[≥Low]	GSE22155_47	1
lung; alveolar cells type II[≥Medium]	GSE22155_47	0
lung; alveolar cells type II[High]	GSE22155_47	0
lung; alveolar cells[≥Low]	GSE22155_47	1
lung; endothelial cells[≥Low]	GSE22155_47	1
lung; macrophages[≥Low]	GSE22155_47	1
lung; macrophages[≥Medium]	GSE22155_47	1
lymph node	GSE22155_47	1
lymph node; germinal center cells[≥Low]	GSE22155_47	1
lymph node; non-germinal center cells[≥Low]	GSE22155_47	1
lymph node; non-germinal center cells[≥Medium]	GSE22155_47	0
lysosomal membrane	GSE22155_47	1
lysosome	GSE22155_47	1
lytic vacuole	GSE22155_47	1
lytic vacuole membrane	GSE22155_47	1
macroautophagy	GSE22155_47	1
macromolecule catabolic process	GSE22155_47	1
macromolecule localization	GSE22155_47	0
macromolecule modification	GSE22155_47	1
melanosome membrane	GSE22155_47	1
membrane	GSE22155_47	1
membrane-bounded organelle	GSE22155_47	1
membrane-enclosed lumen	GSE22155_47	1
mitochondrial envelope	GSE22155_47	1
mitochondrial membrane	GSE22155_47	1
mitochondrion	GSE22155_47	1
mitochondrion organization	GSE22155_47	1
modification-dependent macromolecule catabolic process	GSE22155_47	1
modification-dependent protein catabolic process	GSE22155_47	1
nasopharynx	GSE22155_47	1
nasopharynx; basal cells[≥Low]	GSE22155_47	0
nasopharynx; respiratory epithelial cells[≥Low]	GSE22155_47	1
nasopharynx; respiratory epithelial cells[≥Medium]	GSE22155_47	1
nasopharynx; respiratory epithelial cells[High]	GSE22155_47	0
negative regulation of protein metabolic process	GSE22155_47	0
nuclear envelope	GSE22155_47	1
nuclear lumen	GSE22155_47	1
nuclear membrane	GSE22155_47	1
nuclear outer membrane-endoplasmic reticulum membrane network	GSE22155_47	1
nucleoplasm	GSE22155_47	1
oral mucosa	GSE22155_47	1
oral mucosa; squamous epithelial cells[≥Low]	GSE22155_47	1
oral mucosa; squamous epithelial cells[≥Medium]	GSE22155_47	1
organelle	GSE22155_47	1
organelle envelope	GSE22155_47	1
organelle lumen	GSE22155_47	1
organelle membrane	GSE22155_47	1
organelle organization	GSE22155_47	1
organelle subcompartment	GSE22155_47	1
organic cyclic compound catabolic process	GSE22155_47	1
organic substance catabolic process	GSE22155_47	1
organonitrogen compound biosynthetic process	GSE22155_47	1
organonitrogen compound catabolic process	GSE22155_47	1
organonitrogen compound metabolic process	GSE22155_47	1
ovary	GSE22155_47	1
ovary; follicle cells[≥Low]	GSE22155_47	1
ovary; follicle cells[≥Medium]	GSE22155_47	0
ovary; ovarian stroma cells[≥Low]	GSE22155_47	1
pancreas	GSE22155_47	1
pancreas; exocrine glandular cells[≥Low]	GSE22155_47	1
pancreas; exocrine glandular cells[≥Medium]	GSE22155_47	1
pancreas; pancreatic endocrine cells[≥Low]	GSE22155_47	1
pancreas; pancreatic endocrine cells[≥Medium]	GSE22155_47	1
parathyroid gland	GSE22155_47	1
parathyroid gland; glandular cells[≥Low]	GSE22155_47	1
parathyroid gland; glandular cells[≥Medium]	GSE22155_47	1
peptide biosynthetic process	GSE22155_47	1
peptide metabolic process	GSE22155_47	1
