Var1	Var2	Freq
hippocampus; glial cells[≥Medium]	GSE22155_02	0
hippocampus; glial cells[High]	GSE22155_02	0
hippocampus; neuronal cells[≥Low]	GSE22155_02	1
hippocampus; neuronal cells[≥Medium]	GSE22155_02	1
hippocampus; neuronal cells[High]	GSE22155_02	0
hsa-miR-1-3p	GSE22155_02	1
hsa-miR-16-5p	GSE22155_02	0
hsa-miR-218-5p	GSE22155_02	0
Influenza Infection	GSE22155_02	1
Influenza Viral RNA Transcription and Replication	GSE22155_02	1
intracellular anatomical structure	GSE22155_02	1
intracellular membrane-bounded organelle	GSE22155_02	1
intracellular non-membrane-bounded organelle	GSE22155_02	1
intracellular organelle	GSE22155_02	1
intracellular organelle lumen	GSE22155_02	1
intracellular protein-containing complex	GSE22155_02	1
intracellular transport	GSE22155_02	1
ion binding	GSE22155_02	1
kidney	GSE22155_02	1
kidney; cells in glomeruli[≥Low]	GSE22155_02	1
kidney; cells in glomeruli[≥Medium]	GSE22155_02	0
kidney; cells in tubules[≥Low]	GSE22155_02	1
kidney; cells in tubules[≥Medium]	GSE22155_02	1
kidney; cells in tubules[High]	GSE22155_02	0
L13a-mediated translational silencing of Ceruloplasmin expression	GSE22155_02	1
Large Drosha complex	GSE22155_02	1
large ribosomal subunit	GSE22155_02	1
liver	GSE22155_02	1
liver; cholangiocytes[≥Low]	GSE22155_02	1
liver; cholangiocytes[≥Medium]	GSE22155_02	1
liver; hepatocytes[≥Low]	GSE22155_02	1
liver; hepatocytes[≥Medium]	GSE22155_02	1
lung	GSE22155_02	1
lung; alveolar cells type I[≥Low]	GSE22155_02	1
lung; alveolar cells type I[≥Medium]	GSE22155_02	1
lung; alveolar cells type II[≥Low]	GSE22155_02	0
lung; alveolar cells[≥Low]	GSE22155_02	0
lung; endothelial cells[≥Low]	GSE22155_02	1
lung; macrophages[≥Low]	GSE22155_02	1
lung; macrophages[≥Medium]	GSE22155_02	1
lung; macrophages[High]	GSE22155_02	1
lymph node	GSE22155_02	1
lymph node; germinal center cells[≥Low]	GSE22155_02	1
lymph node; germinal center cells[≥Medium]	GSE22155_02	1
lymph node; germinal center cells[High]	GSE22155_02	0
lymph node; non-germinal center cells[≥Low]	GSE22155_02	1
lymph node; non-germinal center cells[≥Medium]	GSE22155_02	1
lymph node; non-germinal center cells[High]	GSE22155_02	0
Macrocytic anemia	GSE22155_02	1
macromolecule catabolic process	GSE22155_02	1
macromolecule modification	GSE22155_02	1
Major pathway of rRNA processing in the nucleolus and cytosol	GSE22155_02	1
membrane	GSE22155_02	0
membrane-bounded organelle	GSE22155_02	1
membrane-enclosed lumen	GSE22155_02	1
metabolic process	GSE22155_02	1
Metabolism of amino acids and derivatives	GSE22155_02	1
Metabolism of RNA	GSE22155_02	1
methyltransferase complex	GSE22155_02	1
mitochondrial envelope	GSE22155_02	1
mitochondrial inner membrane	GSE22155_02	1
mitochondrial large ribosomal subunit	GSE22155_02	0
mitochondrial matrix	GSE22155_02	1
mitochondrial membrane	GSE22155_02	0
mitochondrial protein-containing complex	GSE22155_02	0
mitochondrion	GSE22155_02	1
mitotic cell cycle	GSE22155_02	1
mitotic cell cycle phase transition	GSE22155_02	1
mitotic cell cycle process	GSE22155_02	1
mRNA binding	GSE22155_02	1
mRNA catabolic process	GSE22155_02	0
mRNA destabilization	GSE22155_02	1
mRNA processing	GSE22155_02	0
multicellular organism development	GSE22155_02	0
nasopharynx	GSE22155_02	1
nasopharynx; basal cells[≥Low]	GSE22155_02	0
nasopharynx; respiratory epithelial cells[≥Low]	GSE22155_02	1
nasopharynx; respiratory epithelial cells[≥Medium]	GSE22155_02	1
nasopharynx; respiratory epithelial cells[High]	GSE22155_02	1
ncRNA metabolic process	GSE22155_02	1
ncRNA processing	GSE22155_02	1
negative regulation of biological process	GSE22155_02	1
negative regulation of cell cycle	GSE22155_02	0
negative regulation of cell cycle phase transition	GSE22155_02	0
negative regulation of cell cycle process	GSE22155_02	0
negative regulation of cellular catabolic process	GSE22155_02	0
negative regulation of cellular process	GSE22155_02	1
negative regulation of nitrogen compound metabolic process	GSE22155_02	0
nervous system development	GSE22155_02	0
nitrogen compound metabolic process	GSE22155_02	1
non-membrane-bounded organelle	GSE22155_02	1
non-membrane-bounded organelle assembly	GSE22155_02	1
Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)	GSE22155_02	1
Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)	GSE22155_02	1
Nonsense-Mediated Decay (NMD)	GSE22155_02	1
Nop56p-associated pre-rRNA complex	GSE22155_02	1
nuclear body	GSE22155_02	1
nuclear envelope	GSE22155_02	0
nuclear lumen	GSE22155_02	1
nuclear membrane	GSE22155_02	0
nucleic acid binding	GSE22155_02	0
nucleobase metabolic process	GSE22155_02	0
nucleobase-containing compound biosynthetic process	GSE22155_02	1
nucleobase-containing compound catabolic process	GSE22155_02	0
nucleobase-containing small molecule metabolic process	GSE22155_02	0
nucleoplasm	GSE22155_02	1
nucleoside phosphate binding	GSE22155_02	1
nucleoside phosphate metabolic process	GSE22155_02	0
nucleotide binding	GSE22155_02	1
nucleotide metabolic process	GSE22155_02	0
nucleus	GSE22155_02	1
One carbon metabolism	GSE22155_02	0
oral mucosa	GSE22155_02	1
oral mucosa; squamous epithelial cells[≥Low]	GSE22155_02	1
oral mucosa; squamous epithelial cells[≥Medium]	GSE22155_02	1
oral mucosa; squamous epithelial cells[High]	GSE22155_02	1
organellar large ribosomal subunit	GSE22155_02	0
organelle	GSE22155_02	1
organelle envelope	GSE22155_02	1
organelle inner membrane	GSE22155_02	1
organelle lumen	GSE22155_02	1
organelle membrane	GSE22155_02	1
organelle organization	GSE22155_02	1
organic cyclic compound binding	GSE22155_02	1
organic cyclic compound biosynthetic process	GSE22155_02	1
organic cyclic compound catabolic process	GSE22155_02	1
organic substance catabolic process	GSE22155_02	1
organic substance metabolic process	GSE22155_02	0
organonitrogen compound biosynthetic process	GSE22155_02	1
organonitrogen compound metabolic process	GSE22155_02	1
ovary	GSE22155_02	1
ovary; follicle cells[≥Low]	GSE22155_02	0
ovary; follicle cells[≥Medium]	GSE22155_02	0
ovary; ovarian stroma cells[≥Low]	GSE22155_02	1
ovary; ovarian stroma cells[≥Medium]	GSE22155_02	1
ovary; ovarian stroma cells[High]	GSE22155_02	0
oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor	GSE22155_02	0
pancreas	GSE22155_02	1
pancreas; exocrine glandular cells[≥Low]	GSE22155_02	1
pancreas; exocrine glandular cells[≥Medium]	GSE22155_02	1
pancreas; exocrine glandular cells[High]	GSE22155_02	1
pancreas; pancreatic endocrine cells[≥Low]	GSE22155_02	1
pancreas; pancreatic endocrine cells[≥Medium]	GSE22155_02	1
parathyroid gland	GSE22155_02	1
parathyroid gland; glandular cells[≥Low]	GSE22155_02	1
parathyroid gland; glandular cells[≥Medium]	GSE22155_02	1
parathyroid gland; glandular cells[High]	GSE22155_02	0
peptide biosynthetic process	GSE22155_02	1
Peptide chain elongation	GSE22155_02	1
peptide metabolic process	GSE22155_02	1
placenta	GSE22155_02	1
placenta; decidual cells[≥Low]	GSE22155_02	1
placenta; decidual cells[≥Medium]	GSE22155_02	1
placenta; decidual cells[High]	GSE22155_02	1
placenta; trophoblastic cells[≥Low]	GSE22155_02	1
placenta; trophoblastic cells[≥Medium]	GSE22155_02	1
placenta; trophoblastic cells[High]	GSE22155_02	1
positive regulation of biological process	GSE22155_02	1
positive regulation of biosynthetic process	GSE22155_02	0
positive regulation of cell communication	GSE22155_02	0
positive regulation of cellular biosynthetic process	GSE22155_02	0
positive regulation of cellular catabolic process	GSE22155_02	1
positive regulation of cellular metabolic process	GSE22155_02	1
positive regulation of cellular process	GSE22155_02	1
positive regulation of DNA-templated transcription	GSE22155_02	0
positive regulation of macromolecule biosynthetic process	GSE22155_02	0
positive regulation of macromolecule metabolic process	GSE22155_02	1
positive regulation of metabolic process	GSE22155_02	1
positive regulation of mRNA catabolic process	GSE22155_02	1
positive regulation of mRNA metabolic process	GSE22155_02	1
positive regulation of nitrogen compound metabolic process	GSE22155_02	1
positive regulation of nucleobase-containing compound metabolic process	GSE22155_02	1
positive regulation of RNA biosynthetic process	GSE22155_02	0
positive regulation of RNA metabolic process	GSE22155_02	1
positive regulation of signaling	GSE22155_02	0
positive regulation of transcription by RNA polymerase II	GSE22155_02	0
primary metabolic process	GSE22155_02	1
programmed cell death	GSE22155_02	1
prostate	GSE22155_02	1
prostate; glandular cells[≥Low]	GSE22155_02	1
prostate; glandular cells[≥Medium]	GSE22155_02	1
protein binding	GSE22155_02	1
protein metabolic process	GSE22155_02	1
protein modification process	GSE22155_02	1
protein-containing complex	GSE22155_02	0
protein-containing complex binding	GSE22155_02	1
purine nucleotide binding	GSE22155_02	1
purine nucleotide metabolic process	GSE22155_02	0
purine ribonucleoside triphosphate binding	GSE22155_02	1
purine ribonucleotide binding	GSE22155_02	1
purine-containing compound metabolic process	GSE22155_02	0
rectum	GSE22155_02	1
rectum; glandular cells[≥Low]	GSE22155_02	1
rectum; glandular cells[≥Medium]	GSE22155_02	1
rectum; glandular cells[High]	GSE22155_02	1
rectum; mucosal lymphoid cells[≥Medium]	GSE22155_02	0
regulation of amide metabolic process	GSE22155_02	1
regulation of biological process	GSE22155_02	1
regulation of biosynthetic process	GSE22155_02	0
regulation of catabolic process	GSE22155_02	1
regulation of cell communication	GSE22155_02	0
regulation of cell cycle	GSE22155_02	1
regulation of cell cycle phase transition	GSE22155_02	1
regulation of cell cycle process	GSE22155_02	1
regulation of cellular biosynthetic process	GSE22155_02	0
regulation of cellular catabolic process	GSE22155_02	1
regulation of cellular component organization	GSE22155_02	0
regulation of cellular localization	GSE22155_02	0
regulation of cellular metabolic process	GSE22155_02	1
regulation of cellular process	GSE22155_02	1
regulation of developmental process	GSE22155_02	0
regulation of DNA-templated transcription	GSE22155_02	0
Regulation of expression of SLITs and ROBOs	GSE22155_02	1
regulation of gene expression	GSE22155_02	0
regulation of intracellular protein transport	GSE22155_02	1
regulation of macromolecule biosynthetic process	GSE22155_02	0
regulation of macromolecule metabolic process	GSE22155_02	1
regulation of metabolic process	GSE22155_02	1
regulation of mitotic cell cycle	GSE22155_02	1
regulation of mitotic cell cycle phase transition	GSE22155_02	1
regulation of mRNA catabolic process	GSE22155_02	0
regulation of mRNA metabolic process	GSE22155_02	1
regulation of mRNA processing	GSE22155_02	0
regulation of mRNA stability	GSE22155_02	0
regulation of nitrogen compound metabolic process	GSE22155_02	1
regulation of nucleobase-containing compound metabolic process	GSE22155_02	1
regulation of primary metabolic process	GSE22155_02	1
regulation of protein localization	GSE22155_02	0
regulation of protein metabolic process	GSE22155_02	1
regulation of response to stimulus	GSE22155_02	1
regulation of RNA biosynthetic process	GSE22155_02	0
regulation of RNA metabolic process	GSE22155_02	1
regulation of RNA splicing	GSE22155_02	0
regulation of RNA stability	GSE22155_02	0
regulation of signal transduction	GSE22155_02	1
regulation of signaling	GSE22155_02	0
regulation of transcription by RNA polymerase II	GSE22155_02	0
regulation of translation	GSE22155_02	1
Response of EIF2AK4 (GCN2) to amino acid deficiency	GSE22155_02	1
ribonucleoprotein complex binding	GSE22155_02	1
ribonucleotide binding	GSE22155_02	1
ribose phosphate metabolic process	GSE22155_02	0
ribosomal large subunit biogenesis	GSE22155_02	1
Ribosomal scanning and start codon recognition	GSE22155_02	0
ribosomal small subunit biogenesis	GSE22155_02	1
ribosomal subunit	GSE22155_02	1
ribosome	GSE22155_02	1
ribosome assembly	GSE22155_02	1
ribosome biogenesis	GSE22155_02	1
Ribosome, cytoplasmic	GSE22155_02	1
RNA biosynthetic process	GSE22155_02	0
RNA catabolic process	GSE22155_02	0
RNA destabilization	GSE22155_02	1
RNA helicase activity	GSE22155_02	1
rRNA metabolic process	GSE22155_02	1
rRNA processing	GSE22155_02	2
rRNA processing in the nucleus and cytosol	GSE22155_02	1
salivary gland	GSE22155_02	1
salivary gland; glandular cells[≥Low]	GSE22155_02	1
salivary gland; glandular cells[≥Medium]	GSE22155_02	1
salivary gland; glandular cells[High]	GSE22155_02	1
SARS-CoV Infections	GSE22155_02	0
SARS-CoV-1 Infection	GSE22155_02	1
SARS-CoV-1 modulates host translation machinery	GSE22155_02	1
SARS-CoV-1-host interactions	GSE22155_02	1
SARS-CoV-2 modulates host translation machinery	GSE22155_02	1
SARS-CoV-2-host interactions	GSE22155_02	0
Selenoamino acid metabolism	GSE22155_02	1
Selenocysteine synthesis	GSE22155_02	1
seminal vesicle	GSE22155_02	1
seminal vesicle; glandular cells[≥Low]	GSE22155_02	1
seminal vesicle; glandular cells[≥Medium]	GSE22155_02	1
seminal vesicle; glandular cells[High]	GSE22155_02	1
Signaling by ROBO receptors	GSE22155_02	1
skeletal muscle	GSE22155_02	1
skeletal muscle; myocytes[≥Low]	GSE22155_02	1
skeletal muscle; myocytes[≥Medium]	GSE22155_02	1
skeletal muscle; myocytes[High]	GSE22155_02	0
skin 1	GSE22155_02	1
skin 1; cells in basal layer[≥Low]	GSE22155_02	0
skin 1; cells in basal layer[≥Medium]	GSE22155_02	0
skin 1; fibroblasts[≥Low]	GSE22155_02	1
skin 1; fibroblasts[≥Medium]	GSE22155_02	1
skin 1; keratinocytes[≥Low]	GSE22155_02	1
skin 1; keratinocytes[≥Medium]	GSE22155_02	1
skin 1; langerhans cells[≥Low]	GSE22155_02	0
skin 1; Langerhans[≥Low]	GSE22155_02	1
skin 1; Langerhans[≥Medium]	GSE22155_02	0
skin 1; lymphocytes[≥Low]	GSE22155_02	0
skin 1; lymphocytes[High]	GSE22155_02	1
skin 1; melanocytes[≥Low]	GSE22155_02	1
skin 1; melanocytes[≥Medium]	GSE22155_02	1
skin 1; melanocytes[High]	GSE22155_02	1
skin 2	GSE22155_02	1
skin 2; cells in basal layer[≥Low]	GSE22155_02	0
skin 2; cells in basal layer[≥Medium]	GSE22155_02	0
skin 2; epidermal cells[≥Low]	GSE22155_02	1
skin 2; epidermal cells[≥Medium]	GSE22155_02	1
skin 2; epidermal cells[High]	GSE22155_02	0
skin 2; melanocytes[≥Low]	GSE22155_02	0
skin 2; melanocytes[≥Medium]	GSE22155_02	0
small intestine	GSE22155_02	1
small intestine; glandular cells[≥Low]	GSE22155_02	1
small intestine; glandular cells[≥Medium]	GSE22155_02	1
small intestine; glandular cells[High]	GSE22155_02	1
small molecule binding	GSE22155_02	1
small molecule metabolic process	GSE22155_02	1
small ribosomal subunit	GSE22155_02	1
smooth muscle	GSE22155_02	1
smooth muscle; smooth muscle cells[≥Low]	GSE22155_02	1
smooth muscle; smooth muscle cells[≥Medium]	GSE22155_02	1
soft tissue 1	GSE22155_02	1
soft tissue 1; fibroblasts[≥Low]	GSE22155_02	1
soft tissue 1; fibroblasts[≥Medium]	GSE22155_02	1
soft tissue 1; peripheral nerve[≥Low]	GSE22155_02	1
soft tissue 1; peripheral nerve[≥Medium]	GSE22155_02	1
soft tissue 2	GSE22155_02	1
soft tissue 2; fibroblasts[≥Low]	GSE22155_02	1
soft tissue 2; fibroblasts[≥Medium]	GSE22155_02	0
soft tissue 2; peripheral nerve[≥Low]	GSE22155_02	1
spleen	GSE22155_02	1
spleen; cells in red pulp[≥Low]	GSE22155_02	1
spleen; cells in red pulp[≥Medium]	GSE22155_02	0
spleen; cells in white pulp[≥Low]	GSE22155_02	1
spleen; cells in white pulp[≥Medium]	GSE22155_02	1
spleen; cells in white pulp[High]	GSE22155_02	0
spliceosomal complex	GSE22155_02	1
SRP-dependent cotranslational protein targeting to membrane	GSE22155_02	1
stomach 1	GSE22155_02	1
stomach 1; glandular cells[≥Low]	GSE22155_02	1
stomach 1; glandular cells[≥Medium]	GSE22155_02	1
stomach 1; glandular cells[High]	GSE22155_02	1
stomach 2	GSE22155_02	1
stomach 2; glandular cells[≥Low]	GSE22155_02	1
stomach 2; glandular cells[≥Medium]	GSE22155_02	1
stomach 2; glandular cells[High]	GSE22155_02	1
system development	GSE22155_02	0
testis	GSE22155_02	1
testis; cells in seminiferous ducts[≥Low]	GSE22155_02	0
testis; cells in seminiferous ducts[≥Medium]	GSE22155_02	0
testis; Leydig cells[≥Low]	GSE22155_02	1
testis; Leydig cells[≥Medium]	GSE22155_02	1
testis; spermatogonia cells[≥Medium]	GSE22155_02	1
testis; spermatogonia cells[High]	GSE22155_02	0
thyroid gland	GSE22155_02	1
thyroid gland; glandular cells[≥Low]	GSE22155_02	1
thyroid gland; glandular cells[≥Medium]	GSE22155_02	1
thyroid gland; glandular cells[High]	GSE22155_02	1
tonsil	GSE22155_02	1
tonsil; germinal center cells[≥Low]	GSE22155_02	1
tonsil; germinal center cells[≥Medium]	GSE22155_02	1
tonsil; germinal center cells[High]	GSE22155_02	0
tonsil; non-germinal center cells[≥Low]	GSE22155_02	1
tonsil; non-germinal center cells[≥Medium]	GSE22155_02	1
tonsil; non-germinal center cells[High]	GSE22155_02	0
tonsil; squamous epithelial cells[≥Low]	GSE22155_02	1
tonsil; squamous epithelial cells[≥Medium]	GSE22155_02	1
tonsil; squamous epithelial cells[High]	GSE22155_02	1
transcription by RNA polymerase II	GSE22155_02	0
transferase activity	GSE22155_02	1
transferase complex	GSE22155_02	1
translation	GSE22155_02	1
Translation	GSE22155_02	1
Translation initiation complex formation	GSE22155_02	1
TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)	GSE22155_02	1
urinary bladder	GSE22155_02	1
urinary bladder; urothelial cells[≥Low]	GSE22155_02	1
urinary bladder; urothelial cells[≥Medium]	GSE22155_02	1
vagina	GSE22155_02	1
vagina; squamous epithelial cells[≥Low]	GSE22155_02	1
vagina; squamous epithelial cells[≥Medium]	GSE22155_02	1
vagina; squamous epithelial cells[High]	GSE22155_02	1
vesicle	GSE22155_02	1
Viral Infection Pathways	GSE22155_02	0
Viral mRNA Translation	GSE22155_02	1
40S ribosomal subunit, cytoplasmic	GSE22155_47	2
60S ribosomal subunit, cytoplasmic	GSE22155_47	1
Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S	GSE22155_47	1
adenyl nucleotide binding	GSE22155_47	1
adenyl ribonucleotide binding	GSE22155_47	1
adipose tissue	GSE22155_47	1
adipose tissue; adipocytes[≥Low]	GSE22155_47	1
adipose tissue; adipocytes[≥Medium]	GSE22155_47	1
adrenal gland	GSE22155_47	1
adrenal gland; glandular cells[≥Low]	GSE22155_47	1
adrenal gland; glandular cells[≥Medium]	GSE22155_47	1
adrenal gland; glandular cells[High]	GSE22155_47	1
amide biosynthetic process	GSE22155_47	1
amide metabolic process	GSE22155_47	1
anatomical structure development	GSE22155_47	1
anchoring junction	GSE22155_47	1
Anemia of inadequate production	GSE22155_47	0
anion binding	GSE22155_47	1
apoptotic process	GSE22155_47	1
appendix	GSE22155_47	1
appendix; glandular cells[≥Low]	GSE22155_47	1
appendix; glandular cells[≥Medium]	GSE22155_47	1
appendix; lymphoid tissue[≥Low]	GSE22155_47	1
