Var1	Var2	Freq
Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)	GSE22155_02	1
Nonsense-Mediated Decay (NMD)	GSE22155_02	1
Nop56p-associated pre-rRNA complex	GSE22155_02	0
nuclear lumen	GSE22155_02	1
nuclear outer membrane-endoplasmic reticulum membrane network	GSE22155_02	1
nucleobase-containing compound biosynthetic process	GSE22155_02	1
nucleobase-containing compound catabolic process	GSE22155_02	1
nucleobase-containing small molecule metabolic process	GSE22155_02	1
nucleoplasm	GSE22155_02	1
nucleoside phosphate binding	GSE22155_02	1
nucleoside phosphate metabolic process	GSE22155_02	1
nucleotide binding	GSE22155_02	1
nucleotide metabolic process	GSE22155_02	1
oral mucosa	GSE22155_02	1
oral mucosa; squamous epithelial cells[≥Low]	GSE22155_02	1
oral mucosa; squamous epithelial cells[≥Medium]	GSE22155_02	1
organelle	GSE22155_02	1
organelle envelope	GSE22155_02	1
organelle inner membrane	GSE22155_02	1
organelle localization	GSE22155_02	1
organelle lumen	GSE22155_02	1
organelle membrane	GSE22155_02	1
organelle organization	GSE22155_02	1
organelle outer membrane	GSE22155_02	1
organelle subcompartment	GSE22155_02	1
organic acid metabolic process	GSE22155_02	0
organic cyclic compound biosynthetic process	GSE22155_02	1
organic substance catabolic process	GSE22155_02	1
organic substance transport	GSE22155_02	0
organonitrogen compound biosynthetic process	GSE22155_02	1
organonitrogen compound catabolic process	GSE22155_02	1
organonitrogen compound metabolic process	GSE22155_02	1
organophosphate biosynthetic process	GSE22155_02	1
organophosphate metabolic process	GSE22155_02	1
outer membrane	GSE22155_02	1
ovary	GSE22155_02	1
ovary; follicle cells[≥Low]	GSE22155_02	1
ovary; follicle cells[≥Medium]	GSE22155_02	1
ovary; ovarian stroma cells[≥Low]	GSE22155_02	1
oxoacid metabolic process	GSE22155_02	1
pancreas	GSE22155_02	1
pancreas; exocrine glandular cells[≥Low]	GSE22155_02	1
pancreas; exocrine glandular cells[≥Medium]	GSE22155_02	1
pancreas; exocrine glandular cells[High]	GSE22155_02	1
pancreas; pancreatic endocrine cells[≥Low]	GSE22155_02	1
pancreas; pancreatic endocrine cells[≥Medium]	GSE22155_02	1
parathyroid gland	GSE22155_02	1
parathyroid gland; glandular cells[≥Low]	GSE22155_02	1
parathyroid gland; glandular cells[≥Medium]	GSE22155_02	1
pentose-phosphate shunt	GSE22155_02	1
peptide biosynthetic process	GSE22155_02	1
Peptide chain elongation	GSE22155_02	1
peptide metabolic process	GSE22155_02	1
perinuclear region of cytoplasm	GSE22155_02	1
phosphate-containing compound metabolic process	GSE22155_02	1
phospholipid biosynthetic process	GSE22155_02	1
phosphorus metabolic process	GSE22155_02	1
pigment biosynthetic process	GSE22155_02	1
placenta	GSE22155_02	1
placenta; decidual cells[≥Low]	GSE22155_02	1
placenta; decidual cells[≥Medium]	GSE22155_02	1
placenta; trophoblastic cells[≥Low]	GSE22155_02	1
placenta; trophoblastic cells[≥Medium]	GSE22155_02	1
placenta; trophoblastic cells[High]	GSE22155_02	1
porphyrin-containing compound biosynthetic process	GSE22155_02	0
positive regulation of biological process	GSE22155_02	1
positive regulation of biosynthetic process	GSE22155_02	0
positive regulation of cellular biosynthetic process	GSE22155_02	0
positive regulation of cellular metabolic process	GSE22155_02	0
positive regulation of cellular process	GSE22155_02	1
positive regulation of macromolecule metabolic process	GSE22155_02	0
positive regulation of metabolic process	GSE22155_02	1
positive regulation of nitrogen compound metabolic process	GSE22155_02	0
process utilizing autophagic mechanism	GSE22155_02	1
prostate	GSE22155_02	1
prostate; glandular cells[≥Low]	GSE22155_02	1
prostate; glandular cells[≥Medium]	GSE22155_02	1
protein binding	GSE22155_02	1
protein catabolic process	GSE22155_02	1
protein metabolic process	GSE22155_02	1
protein modification process	GSE22155_02	1
proteolysis involved in protein catabolic process	GSE22155_02	1
purine nucleotide binding	GSE22155_02	1
purine nucleotide metabolic process	GSE22155_02	1
purine ribonucleoside triphosphate binding	GSE22155_02	1
purine ribonucleotide binding	GSE22155_02	1
purine-containing compound metabolic process	GSE22155_02	1
pyridine nucleotide metabolic process	GSE22155_02	1
pyridine-containing compound metabolic process	GSE22155_02	1
RAB GEFs exchange GTP for GDP on RABs	GSE22155_02	0
rectum	GSE22155_02	1
rectum; glandular cells[≥Low]	GSE22155_02	1
rectum; glandular cells[≥Medium]	GSE22155_02	1
rectum; glandular cells[High]	GSE22155_02	1
regulation of amide metabolic process	GSE22155_02	1
regulation of catabolic process	GSE22155_02	1
regulation of cell cycle	GSE22155_02	1
regulation of cellular catabolic process	GSE22155_02	0
regulation of cellular component organization	GSE22155_02	1
regulation of DNA metabolic process	GSE22155_02	1
Regulation of expression of SLITs and ROBOs	GSE22155_02	1
regulation of lysosomal lumen pH	GSE22155_02	1
regulation of metabolic process	GSE22155_02	0
regulation of mitotic cell cycle	GSE22155_02	0
regulation of nitrogen compound metabolic process	GSE22155_02	1
regulation of nucleobase-containing compound metabolic process	GSE22155_02	1
regulation of primary metabolic process	GSE22155_02	1
regulation of protein metabolic process	GSE22155_02	1
regulation of translation	GSE22155_02	1
Response of EIF2AK4 (GCN2) to amino acid deficiency	GSE22155_02	1
ribonucleoprotein complex binding	GSE22155_02	0
ribonucleotide binding	GSE22155_02	1
ribosomal small subunit biogenesis	GSE22155_02	0
ribosomal subunit	GSE22155_02	1
ribosome assembly	GSE22155_02	0
ribosome biogenesis	GSE22155_02	1
Ribosome, cytoplasmic	GSE22155_02	1
rRNA metabolic process	GSE22155_02	1
rRNA processing	GSE22155_02	2
rRNA processing in the nucleus and cytosol	GSE22155_02	1
salivary gland	GSE22155_02	1
salivary gland; glandular cells[≥Low]	GSE22155_02	1
salivary gland; glandular cells[≥Medium]	GSE22155_02	1
SARS-CoV-1 modulates host translation machinery	GSE22155_02	1
SARS-CoV-2 modulates host translation machinery	GSE22155_02	1
Selenoamino acid metabolism	GSE22155_02	1
Selenocysteine synthesis	GSE22155_02	1
seminal vesicle	GSE22155_02	1
seminal vesicle; glandular cells[≥Low]	GSE22155_02	1
seminal vesicle; glandular cells[≥Medium]	GSE22155_02	1
Signaling by ROBO receptors	GSE22155_02	1
skeletal muscle	GSE22155_02	1
skeletal muscle; myocytes[≥Low]	GSE22155_02	1
skeletal muscle; myocytes[≥Medium]	GSE22155_02	1
skin 1	GSE22155_02	1
skin 1; fibroblasts[≥Low]	GSE22155_02	1
skin 1; fibroblasts[≥Medium]	GSE22155_02	1
skin 1; keratinocytes[≥Low]	GSE22155_02	1
skin 1; keratinocytes[≥Medium]	GSE22155_02	1
skin 1; keratinocytes[High]	GSE22155_02	1
skin 1; Langerhans[≥Low]	GSE22155_02	1
skin 1; Langerhans[≥Medium]	GSE22155_02	1
skin 1; melanocytes[≥Low]	GSE22155_02	1
skin 1; melanocytes[≥Medium]	GSE22155_02	1
skin 2	GSE22155_02	1
skin 2; epidermal cells[≥Low]	GSE22155_02	1
skin 2; epidermal cells[≥Medium]	GSE22155_02	1
skin 2; epidermal cells[High]	GSE22155_02	1
small intestine	GSE22155_02	1
small intestine; glandular cells[≥Low]	GSE22155_02	1
small intestine; glandular cells[≥Medium]	GSE22155_02	1
small intestine; glandular cells[High]	GSE22155_02	1
small molecule binding	GSE22155_02	1
small molecule metabolic process	GSE22155_02	1
small ribosomal subunit	GSE22155_02	1
smooth muscle	GSE22155_02	1
smooth muscle; smooth muscle cells[≥Low]	GSE22155_02	1
smooth muscle; smooth muscle cells[≥Medium]	GSE22155_02	1
soft tissue 1	GSE22155_02	1
soft tissue 1; chondrocytes[≥Low]	GSE22155_02	1
soft tissue 1; chondrocytes[≥Medium]	GSE22155_02	1
soft tissue 1; fibroblasts[≥Low]	GSE22155_02	1
soft tissue 1; fibroblasts[≥Medium]	GSE22155_02	1
soft tissue 1; peripheral nerve[≥Low]	GSE22155_02	1
soft tissue 2	GSE22155_02	1
soft tissue 2; fibroblasts[≥Low]	GSE22155_02	1
soft tissue 2; fibroblasts[≥Medium]	GSE22155_02	1
spleen	GSE22155_02	1
spleen; cells in red pulp[≥Low]	GSE22155_02	1
spleen; cells in red pulp[≥Medium]	GSE22155_02	1
spleen; cells in white pulp[≥Low]	GSE22155_02	1
spleen; cells in white pulp[≥Medium]	GSE22155_02	1
SRP-dependent cotranslational protein targeting to membrane	GSE22155_02	1
stomach 1	GSE22155_02	1
stomach 1; glandular cells[≥Low]	GSE22155_02	1
stomach 1; glandular cells[≥Medium]	GSE22155_02	1
stomach 1; glandular cells[High]	GSE22155_02	1
stomach 2	GSE22155_02	1
stomach 2; glandular cells[≥Low]	GSE22155_02	1
stomach 2; glandular cells[≥Medium]	GSE22155_02	1
stomach 2; glandular cells[High]	GSE22155_02	1
testis	GSE22155_02	1
testis; cells in seminiferous ducts[≥Low]	GSE22155_02	1
testis; cells in seminiferous ducts[≥Medium]	GSE22155_02	1
testis; Leydig cells[≥Low]	GSE22155_02	1
testis; Leydig cells[≥Medium]	GSE22155_02	1
testis; Leydig cells[High]	GSE22155_02	1
tetrapyrrole biosynthetic process	GSE22155_02	0
thyroid gland	GSE22155_02	1
thyroid gland; glandular cells[≥Low]	GSE22155_02	1
thyroid gland; glandular cells[≥Medium]	GSE22155_02	1
thyroid gland; glandular cells[High]	GSE22155_02	1
tonsil	GSE22155_02	1
tonsil; germinal center cells[≥Low]	GSE22155_02	1
tonsil; germinal center cells[≥Medium]	GSE22155_02	1
tonsil; non-germinal center cells[≥Low]	GSE22155_02	1
tonsil; non-germinal center cells[≥Medium]	GSE22155_02	1
tonsil; squamous epithelial cells[≥Low]	GSE22155_02	1
tonsil; squamous epithelial cells[≥Medium]	GSE22155_02	1
transferase complex	GSE22155_02	1
translation	GSE22155_02	1
Translation	GSE22155_02	1
translation regulator activity	GSE22155_02	0
transport	GSE22155_02	1
TRAPP complex	GSE22155_02	1
TRAPPII protein complex	GSE22155_02	1
TRAPPIII protein complex	GSE22155_02	1
ubiquitin-dependent protein catabolic process	GSE22155_02	1
urinary bladder	GSE22155_02	1
urinary bladder; urothelial cells[≥Low]	GSE22155_02	1
urinary bladder; urothelial cells[≥Medium]	GSE22155_02	1
vacuolar acidification	GSE22155_02	0
vacuolar membrane	GSE22155_02	1
vacuole	GSE22155_02	1
vacuole organization	GSE22155_02	1
vagina	GSE22155_02	1
vagina; squamous epithelial cells[≥Low]	GSE22155_02	1
vagina; squamous epithelial cells[≥Medium]	GSE22155_02	1
vesicle	GSE22155_02	1
vesicle membrane	GSE22155_02	0
vesicle tethering complex	GSE22155_02	1
vesicle-mediated transport	GSE22155_02	0
Viral mRNA Translation	GSE22155_02	1
40S ribosomal subunit, cytoplasmic	GSE22155_47	0
Abnormal nervous system morphology	GSE22155_47	0
adipose tissue	GSE22155_47	1
adipose tissue; adipocytes[≥Low]	GSE22155_47	1
adipose tissue; adipocytes[≥Medium]	GSE22155_47	1
adrenal gland	GSE22155_47	1
adrenal gland; glandular cells[≥Low]	GSE22155_47	1
adrenal gland; glandular cells[≥Medium]	GSE22155_47	1
adrenal gland; glandular cells[High]	GSE22155_47	1
amide biosynthetic process	GSE22155_47	1
amide metabolic process	GSE22155_47	1
anion binding	GSE22155_47	1
apoptotic process	GSE22155_47	0
appendix	GSE22155_47	1
appendix; glandular cells[≥Low]	GSE22155_47	1
appendix; glandular cells[≥Medium]	GSE22155_47	1
appendix; lymphoid tissue[≥Low]	GSE22155_47	1
appendix; lymphoid tissue[≥Medium]	GSE22155_47	1
aromatic compound biosynthetic process	GSE22155_47	1
aromatic compound catabolic process	GSE22155_47	0
autophagy	GSE22155_47	1
binding	GSE22155_47	1
biological regulation	GSE22155_47	1
bone marrow	GSE22155_47	1
bone marrow; hematopoietic cells[≥Low]	GSE22155_47	1
bone marrow; hematopoietic cells[≥Medium]	GSE22155_47	1
bounding membrane of organelle	GSE22155_47	1
breast	GSE22155_47	1
breast; adipocytes[≥Low]	GSE22155_47	1
breast; adipocytes[≥Medium]	GSE22155_47	1
breast; glandular cells[≥Low]	GSE22155_47	1
breast; glandular cells[≥Medium]	GSE22155_47	1
breast; myoepithelial cells[≥Low]	GSE22155_47	1
breast; myoepithelial cells[≥Medium]	GSE22155_47	1
bronchus	GSE22155_47	1
bronchus; basal cells[≥Low]	GSE22155_47	0
bronchus; basal cells[≥Medium]	GSE22155_47	1
bronchus; respiratory epithelial cells[≥Low]	GSE22155_47	1
bronchus; respiratory epithelial cells[≥Medium]	GSE22155_47	1
Cap-dependent Translation Initiation	GSE22155_47	1
carbohydrate derivative binding	GSE22155_47	1
carbohydrate derivative metabolic process	GSE22155_47	1
carboxylic acid metabolic process	GSE22155_47	1
catabolic process	GSE22155_47	1
catalytic activity	GSE22155_47	1
catalytic activity, acting on a protein	GSE22155_47	1
catalytic complex	GSE22155_47	1
caudate	GSE22155_47	1
caudate; glial cells[≥Low]	GSE22155_47	1
caudate; neuronal cells[≥Low]	GSE22155_47	1
caudate; neuronal cells[≥Medium]	GSE22155_47	1
cell cycle	GSE22155_47	1
cell cycle phase transition	GSE22155_47	1
cell cycle process	GSE22155_47	1
cell-substrate junction	GSE22155_47	1
cellular catabolic process	GSE22155_47	1
cellular lipid metabolic process	GSE22155_47	1
cellular localization	GSE22155_47	1
cellular nitrogen compound biosynthetic process	GSE22155_47	1
Cellular response to starvation	GSE22155_47	1
cellular response to stress	GSE22155_47	1
Cellular responses to stimuli	GSE22155_47	1
Cellular responses to stress	GSE22155_47	1
cerebellum	GSE22155_47	1
cerebellum; cells in granular layer[≥Low]	GSE22155_47	1
cerebellum; cells in granular layer[≥Medium]	GSE22155_47	1
cerebellum; cells in molecular layer[≥Low]	GSE22155_47	1
cerebellum; cells in molecular layer[≥Medium]	GSE22155_47	1
cerebellum; Purkinje cells[≥Low]	GSE22155_47	1
cerebellum; Purkinje cells[≥Medium]	GSE22155_47	1
cerebellum; Purkinje cells[High]	GSE22155_47	1
cerebral cortex	GSE22155_47	1
cerebral cortex; endothelial cells[≥Low]	GSE22155_47	1
cerebral cortex; endothelial cells[≥Medium]	GSE22155_47	1
cerebral cortex; glial cells[≥Low]	GSE22155_47	1
cerebral cortex; glial cells[≥Medium]	GSE22155_47	1
cerebral cortex; neuronal cells[≥Low]	GSE22155_47	1
cerebral cortex; neuronal cells[≥Medium]	GSE22155_47	1
cerebral cortex; neuronal cells[High]	GSE22155_47	1
cerebral cortex; neuropil[≥Low]	GSE22155_47	1
cerebral cortex; neuropil[≥Medium]	GSE22155_47	1
cervix	GSE22155_47	1
cervix; glandular cells[≥Low]	GSE22155_47	1
cervix; glandular cells[≥Medium]	GSE22155_47	1
cervix; squamous epithelial cells[≥Low]	GSE22155_47	1
cervix; squamous epithelial cells[≥Medium]	GSE22155_47	1
colon	GSE22155_47	1
colon; endothelial cells[≥Low]	GSE22155_47	1
colon; endothelial cells[≥Medium]	GSE22155_47	1
colon; glandular cells[≥Low]	GSE22155_47	1
colon; glandular cells[≥Medium]	GSE22155_47	1
colon; glandular cells[High]	GSE22155_47	1
colon; peripheral nerve/ganglion[≥Low]	GSE22155_47	1
colon; peripheral nerve/ganglion[≥Medium]	GSE22155_47	1
cytoplasm	GSE22155_47	1
Cytoplasmic ribosomal proteins	GSE22155_47	1
cytoplasmic translation	GSE22155_47	1
cytoplasmic vesicle	GSE22155_47	1
cytoplasmic vesicle membrane	GSE22155_47	0
cytosol	GSE22155_47	1
cytosolic large ribosomal subunit	GSE22155_47	1
cytosolic ribosome	GSE22155_47	1
cytosolic small ribosomal subunit	GSE22155_47	1
DNA damage response	GSE22155_47	1
DNA metabolic process	GSE22155_47	1
DNA repair	GSE22155_47	1
duodenum	GSE22155_47	1
duodenum; glandular cells[≥Low]	GSE22155_47	1
duodenum; glandular cells[≥Medium]	GSE22155_47	1
duodenum; glandular cells[High]	GSE22155_47	1
endomembrane system	GSE22155_47	1
endometrium 1	GSE22155_47	1
