Var1	Var2	Freq
endometrium 1; glandular cells[High]	GSE22155_02	1
endometrium 2	GSE22155_02	1
endometrium 2; cells in endometrial stroma[≥Low]	GSE22155_02	1
endometrium 2; cells in endometrial stroma[≥Medium]	GSE22155_02	0
endometrium 2; glandular cells[≥Low]	GSE22155_02	1
endometrium 2; glandular cells[≥Medium]	GSE22155_02	1
endoplasmic reticulum	GSE22155_02	1
endoplasmic reticulum membrane	GSE22155_02	1
endoplasmic reticulum subcompartment	GSE22155_02	1
endosome	GSE22155_02	1
energy derivation by oxidation of organic compounds	GSE22155_02	1
envelope	GSE22155_02	1
epididymis	GSE22155_02	1
epididymis; glandular cells[≥Low]	GSE22155_02	1
epididymis; glandular cells[≥Medium]	GSE22155_02	1
esophagus	GSE22155_02	1
esophagus; squamous epithelial cells[≥Low]	GSE22155_02	1
esophagus; squamous epithelial cells[≥Medium]	GSE22155_02	1
establishment of localization	GSE22155_02	1
establishment of localization in cell	GSE22155_02	1
extracellular exosome	GSE22155_02	1
extracellular membrane-bounded organelle	GSE22155_02	1
extracellular organelle	GSE22155_02	1
extracellular vesicle	GSE22155_02	1
fallopian tube	GSE22155_02	1
fallopian tube; glandular cells[≥Low]	GSE22155_02	1
fallopian tube; glandular cells[≥Medium]	GSE22155_02	1
focal adhesion	GSE22155_02	1
gallbladder	GSE22155_02	1
gallbladder; glandular cells[≥Low]	GSE22155_02	1
gallbladder; glandular cells[≥Medium]	GSE22155_02	1
gallbladder; glandular cells[High]	GSE22155_02	1
generation of precursor metabolites and energy	GSE22155_02	1
glycerolipid biosynthetic process	GSE22155_02	1
Golgi apparatus	GSE22155_02	1
Golgi membrane	GSE22155_02	0
Golgi vesicle transport	GSE22155_02	1
heart muscle	GSE22155_02	1
heart muscle; cardiomyocytes[≥Low]	GSE22155_02	1
heart muscle; cardiomyocytes[≥Medium]	GSE22155_02	1
heterocycle biosynthetic process	GSE22155_02	1
hippocampus	GSE22155_02	1
hippocampus; glial cells[≥Low]	GSE22155_02	1
hippocampus; neuronal cells[≥Low]	GSE22155_02	1
hippocampus; neuronal cells[≥Medium]	GSE22155_02	1
hsa-miR-193b-3p	GSE22155_02	1
hsa-miR-320a	GSE22155_02	1
hsa-miR-324-5p	GSE22155_02	0
hsa-miR-331-3p	GSE22155_02	0
hsa-miR-4651	GSE22155_02	1
hsa-miR-484	GSE22155_02	1
hsa-miR-608	GSE22155_02	1
hsa-miR-615-3p	GSE22155_02	1
hydrolase activity	GSE22155_02	1
hydrolase activity, acting on ester bonds	GSE22155_02	1
Influenza Viral RNA Transcription and Replication	GSE22155_02	0
inner mitochondrial membrane protein complex	GSE22155_02	1
intracellular anatomical structure	GSE22155_02	1
intracellular membrane-bounded organelle	GSE22155_02	1
intracellular organelle	GSE22155_02	1
intracellular organelle lumen	GSE22155_02	1
intracellular transport	GSE22155_02	1
intracellular vesicle	GSE22155_02	1
kidney	GSE22155_02	1
kidney; cells in glomeruli[≥Low]	GSE22155_02	1
kidney; cells in glomeruli[≥Medium]	GSE22155_02	1
kidney; cells in tubules[≥Low]	GSE22155_02	1
kidney; cells in tubules[≥Medium]	GSE22155_02	1
kidney; cells in tubules[High]	GSE22155_02	1
Lactic acidosis	GSE22155_02	1
lamellipodium	GSE22155_02	0
large ribosomal subunit	GSE22155_02	1
late endosome	GSE22155_02	0
lipid biosynthetic process	GSE22155_02	1
liver	GSE22155_02	1
liver; cholangiocytes[≥Low]	GSE22155_02	1
liver; cholangiocytes[≥Medium]	GSE22155_02	1
liver; hepatocytes[≥Low]	GSE22155_02	1
liver; hepatocytes[≥Medium]	GSE22155_02	1
localization	GSE22155_02	1
lung	GSE22155_02	1
lung; alveolar cells type II[≥Low]	GSE22155_02	1
lung; alveolar cells type II[≥Medium]	GSE22155_02	1
lung; alveolar cells[≥Low]	GSE22155_02	1
lung; macrophages[≥Low]	GSE22155_02	1
lung; macrophages[≥Medium]	GSE22155_02	1
lung; macrophages[High]	GSE22155_02	1
lymph node	GSE22155_02	1
lymph node; germinal center cells[≥Low]	GSE22155_02	1
lymph node; germinal center cells[≥Medium]	GSE22155_02	1
lymph node; non-germinal center cells[≥Low]	GSE22155_02	1
lymph node; non-germinal center cells[≥Medium]	GSE22155_02	1
lysosomal membrane	GSE22155_02	1
lysosome	GSE22155_02	1
lysosome organization	GSE22155_02	1
lytic vacuole	GSE22155_02	1
lytic vacuole membrane	GSE22155_02	1
lytic vacuole organization	GSE22155_02	1
macroautophagy	GSE22155_02	1
macromolecule localization	GSE22155_02	1
macromolecule methylation	GSE22155_02	1
macromolecule modification	GSE22155_02	1
membrane	GSE22155_02	1
membrane-bounded organelle	GSE22155_02	1
membrane-enclosed lumen	GSE22155_02	1
Metabolic acidosis	GSE22155_02	0
Metabolism	GSE22155_02	1
Metabolism of proteins	GSE22155_02	1
Metabolism of RNA	GSE22155_02	1
methylation	GSE22155_02	1
methyltransferase activity	GSE22155_02	0
Mitochondrial complex IV assembly	GSE22155_02	1
mitochondrial envelope	GSE22155_02	1
mitochondrial gene expression	GSE22155_02	1
mitochondrial inner membrane	GSE22155_02	1
mitochondrial large ribosomal subunit	GSE22155_02	1
mitochondrial matrix	GSE22155_02	1
mitochondrial membrane	GSE22155_02	1
mitochondrial outer membrane	GSE22155_02	0
mitochondrial protein-containing complex	GSE22155_02	1
mitochondrial respiratory chain complex assembly	GSE22155_02	0
mitochondrial ribosome	GSE22155_02	1
mitochondrial translation	GSE22155_02	1
Mitochondrial translation	GSE22155_02	1
Mitochondrial translation elongation	GSE22155_02	1
Mitochondrial translation initiation	GSE22155_02	1
Mitochondrial translation termination	GSE22155_02	1
mitochondrion	GSE22155_02	1
mitochondrion organization	GSE22155_02	1
mitotic cell cycle	GSE22155_02	1
mitotic cell cycle phase transition	GSE22155_02	1
molecular carrier activity	GSE22155_02	0
nasopharynx	GSE22155_02	1
nasopharynx; basal cells[≥Low]	GSE22155_02	1
nasopharynx; basal cells[≥Medium]	GSE22155_02	1
nasopharynx; ciliated cells (cell body)[≥Low]	GSE22155_02	1
nasopharynx; goblet cells[≥Low]	GSE22155_02	1
nasopharynx; respiratory epithelial cells[≥Low]	GSE22155_02	1
nasopharynx; respiratory epithelial cells[≥Medium]	GSE22155_02	1
ncRNA metabolic process	GSE22155_02	1
ncRNA processing	GSE22155_02	1
negative regulation of cellular component organization	GSE22155_02	1
negative regulation of organelle organization	GSE22155_02	1
Neurodevelopmental abnormality	GSE22155_02	0
nitrogen compound transport	GSE22155_02	1
nuclear envelope	GSE22155_02	1
nuclear lumen	GSE22155_02	1
nuclear outer membrane-endoplasmic reticulum membrane network	GSE22155_02	1
nucleobase-containing small molecule metabolic process	GSE22155_02	1
nucleoplasm	GSE22155_02	1
nucleoside diphosphate kinase activity	GSE22155_02	0
nucleoside phosphate biosynthetic process	GSE22155_02	0
nucleoside phosphate metabolic process	GSE22155_02	1
nucleoside triphosphate biosynthetic process	GSE22155_02	1
nucleoside triphosphate metabolic process	GSE22155_02	1
nucleotide biosynthetic process	GSE22155_02	0
nucleotide metabolic process	GSE22155_02	1
oral mucosa	GSE22155_02	1
oral mucosa; squamous epithelial cells[≥Low]	GSE22155_02	1
oral mucosa; squamous epithelial cells[≥Medium]	GSE22155_02	1
organellar large ribosomal subunit	GSE22155_02	1
organellar ribosome	GSE22155_02	1
organelle	GSE22155_02	1
organelle assembly	GSE22155_02	0
organelle envelope	GSE22155_02	1
organelle inner membrane	GSE22155_02	1
organelle lumen	GSE22155_02	1
organelle membrane	GSE22155_02	1
organelle organization	GSE22155_02	1
organelle outer membrane	GSE22155_02	0
organelle subcompartment	GSE22155_02	1
organic cyclic compound biosynthetic process	GSE22155_02	1
organic substance catabolic process	GSE22155_02	1
organic substance transport	GSE22155_02	1
organonitrogen compound biosynthetic process	GSE22155_02	1
organonitrogen compound metabolic process	GSE22155_02	1
organophosphate biosynthetic process	GSE22155_02	1
organophosphate metabolic process	GSE22155_02	1
outer membrane	GSE22155_02	0
ovary	GSE22155_02	1
ovary; follicle cells[≥Low]	GSE22155_02	1
ovary; follicle cells[≥Medium]	GSE22155_02	0
ovary; ovarian stroma cells[≥Low]	GSE22155_02	1
pancreas	GSE22155_02	1
pancreas; exocrine glandular cells[≥Low]	GSE22155_02	1
pancreas; exocrine glandular cells[≥Medium]	GSE22155_02	1
pancreas; exocrine glandular cells[High]	GSE22155_02	1
pancreas; pancreatic endocrine cells[≥Low]	GSE22155_02	1
pancreas; pancreatic endocrine cells[≥Medium]	GSE22155_02	1
parathyroid gland	GSE22155_02	1
parathyroid gland; glandular cells[≥Low]	GSE22155_02	1
parathyroid gland; glandular cells[≥Medium]	GSE22155_02	1
peptide biosynthetic process	GSE22155_02	1
peptide metabolic process	GSE22155_02	1
perinuclear region of cytoplasm	GSE22155_02	0
phagocytic vesicle	GSE22155_02	0
phagocytic vesicle membrane	GSE22155_02	1
phosphate-containing compound metabolic process	GSE22155_02	1
phospholipid biosynthetic process	GSE22155_02	1
phosphorus metabolic process	GSE22155_02	1
pigment biosynthetic process	GSE22155_02	1
pigment metabolic process	GSE22155_02	1
placenta	GSE22155_02	1
placenta; decidual cells[≥Low]	GSE22155_02	1
placenta; decidual cells[≥Medium]	GSE22155_02	1
placenta; trophoblastic cells[≥Low]	GSE22155_02	1
placenta; trophoblastic cells[≥Medium]	GSE22155_02	1
plasma membrane bounded cell projection organization	GSE22155_02	0
positive regulation of biological process	GSE22155_02	1
positive regulation of cellular metabolic process	GSE22155_02	0
positive regulation of cellular process	GSE22155_02	1
positive regulation of metabolic process	GSE22155_02	1
positive regulation of reactive oxygen species metabolic process	GSE22155_02	1
process utilizing autophagic mechanism	GSE22155_02	1
prostate	GSE22155_02	1
prostate; glandular cells[≥Low]	GSE22155_02	1
prostate; glandular cells[≥Medium]	GSE22155_02	1
protein binding	GSE22155_02	1
protein metabolic process	GSE22155_02	1
protein modification process	GSE22155_02	1
protein transport	GSE22155_02	1
protein-containing complex binding	GSE22155_02	1
proton transmembrane transport	GSE22155_02	1
proton transmembrane transporter activity	GSE22155_02	1
proton-transporting ATP synthase complex	GSE22155_02	1
proton-transporting two-sector ATPase complex	GSE22155_02	1
purine nucleoside triphosphate biosynthetic process	GSE22155_02	1
purine nucleoside triphosphate metabolic process	GSE22155_02	1
purine nucleotide metabolic process	GSE22155_02	1
purine ribonucleoside triphosphate biosynthetic process	GSE22155_02	1
purine ribonucleoside triphosphate metabolic process	GSE22155_02	1
purine ribonucleotide metabolic process	GSE22155_02	1
purine-containing compound biosynthetic process	GSE22155_02	0
purine-containing compound metabolic process	GSE22155_02	1
rectum	GSE22155_02	1
rectum; glandular cells[≥Low]	GSE22155_02	1
rectum; glandular cells[≥Medium]	GSE22155_02	1
rectum; glandular cells[High]	GSE22155_02	1
regulation of amide metabolic process	GSE22155_02	1
regulation of biological quality	GSE22155_02	1
regulation of cell cycle	GSE22155_02	1
regulation of cell cycle phase transition	GSE22155_02	1
regulation of cell cycle process	GSE22155_02	1
regulation of cell shape	GSE22155_02	1
regulation of cellular component organization	GSE22155_02	1
regulation of nitrogen compound metabolic process	GSE22155_02	1
regulation of primary metabolic process	GSE22155_02	1
regulation of protein metabolic process	GSE22155_02	0
regulation of translation	GSE22155_02	1
Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.	GSE22155_02	1
ribonucleoside triphosphate biosynthetic process	GSE22155_02	1
ribonucleoside triphosphate metabolic process	GSE22155_02	1
ribonucleotide metabolic process	GSE22155_02	1
ribose phosphate metabolic process	GSE22155_02	1
ribosomal subunit	GSE22155_02	1
ribosome biogenesis	GSE22155_02	1
rRNA (guanine) methyltransferase activity	GSE22155_02	1
rRNA metabolic process	GSE22155_02	1
rRNA processing	GSE22155_02	2
salivary gland	GSE22155_02	1
salivary gland; glandular cells[≥Low]	GSE22155_02	1
salivary gland; glandular cells[≥Medium]	GSE22155_02	1
salivary gland; glandular cells[High]	GSE22155_02	0
seminal vesicle	GSE22155_02	1
seminal vesicle; glandular cells[≥Low]	GSE22155_02	1
seminal vesicle; glandular cells[≥Medium]	GSE22155_02	1
seminal vesicle; glandular cells[High]	GSE22155_02	1
skeletal muscle	GSE22155_02	1
skeletal muscle; myocytes[≥Low]	GSE22155_02	1
skeletal muscle; myocytes[≥Medium]	GSE22155_02	1
skin 1	GSE22155_02	1
skin 1; fibroblasts[≥Low]	GSE22155_02	1
skin 1; fibroblasts[≥Medium]	GSE22155_02	1
skin 1; keratinocytes[≥Low]	GSE22155_02	1
skin 1; keratinocytes[≥Medium]	GSE22155_02	1
skin 1; keratinocytes[High]	GSE22155_02	1
skin 1; Langerhans[≥Low]	GSE22155_02	1
skin 1; Langerhans[≥Medium]	GSE22155_02	1
skin 1; melanocytes[≥Low]	GSE22155_02	1
skin 1; melanocytes[≥Medium]	GSE22155_02	1
skin 2	GSE22155_02	1
skin 2; epidermal cells[≥Low]	GSE22155_02	1
skin 2; epidermal cells[≥Medium]	GSE22155_02	1
small intestine	GSE22155_02	1
small intestine; glandular cells[≥Low]	GSE22155_02	1
small intestine; glandular cells[≥Medium]	GSE22155_02	1
small intestine; glandular cells[High]	GSE22155_02	1
small molecule metabolic process	GSE22155_02	1
small ribosomal subunit	GSE22155_02	1
smooth muscle	GSE22155_02	1
smooth muscle; smooth muscle cells[≥Low]	GSE22155_02	1
smooth muscle; smooth muscle cells[≥Medium]	GSE22155_02	1
soft tissue 1	GSE22155_02	1
soft tissue 1; fibroblasts[≥Low]	GSE22155_02	1
soft tissue 1; fibroblasts[≥Medium]	GSE22155_02	1
soft tissue 1; peripheral nerve[≥Low]	GSE22155_02	1
soft tissue 2	GSE22155_02	1
soft tissue 2; fibroblasts[≥Low]	GSE22155_02	1
soft tissue 2; fibroblasts[≥Medium]	GSE22155_02	0
spleen	GSE22155_02	1
spleen; cells in red pulp[≥Low]	GSE22155_02	1
spleen; cells in red pulp[≥Medium]	GSE22155_02	1
spleen; cells in white pulp[≥Low]	GSE22155_02	1
spleen; cells in white pulp[≥Medium]	GSE22155_02	1
SRP-dependent cotranslational protein targeting to membrane	GSE22155_02	0
stomach 1	GSE22155_02	1
stomach 1; glandular cells[≥Low]	GSE22155_02	1
stomach 1; glandular cells[≥Medium]	GSE22155_02	1
stomach 2	GSE22155_02	1
stomach 2; glandular cells[≥Low]	GSE22155_02	1
stomach 2; glandular cells[≥Medium]	GSE22155_02	1
sulfur compound metabolic process	GSE22155_02	0
testis	GSE22155_02	1
testis; cells in seminiferous ducts[≥Low]	GSE22155_02	1
testis; cells in seminiferous ducts[≥Medium]	GSE22155_02	1
testis; Leydig cells[≥Low]	GSE22155_02	1
testis; Leydig cells[≥Medium]	GSE22155_02	1
testis; Leydig cells[High]	GSE22155_02	1
The citric acid (TCA) cycle and respiratory electron transport	GSE22155_02	0
thyroid gland	GSE22155_02	1
thyroid gland; glandular cells[≥Low]	GSE22155_02	1
thyroid gland; glandular cells[≥Medium]	GSE22155_02	1
thyroid gland; glandular cells[High]	GSE22155_02	1
tonsil	GSE22155_02	1
tonsil; germinal center cells[≥Low]	GSE22155_02	1
tonsil; germinal center cells[≥Medium]	GSE22155_02	1
tonsil; germinal center cells[High]	GSE22155_02	1
tonsil; non-germinal center cells[≥Low]	GSE22155_02	1
tonsil; non-germinal center cells[≥Medium]	GSE22155_02	1
tonsil; non-germinal center cells[High]	GSE22155_02	1
tonsil; squamous epithelial cells[≥Low]	GSE22155_02	1
tonsil; squamous epithelial cells[≥Medium]	GSE22155_02	1
trans-Golgi network	GSE22155_02	0
transferase activity	GSE22155_02	1
transferase activity, transferring one-carbon groups	GSE22155_02	0
translation	GSE22155_02	1
Translation	GSE22155_02	1
transport	GSE22155_02	1
urinary bladder	GSE22155_02	1
urinary bladder; urothelial cells[≥Low]	GSE22155_02	1
urinary bladder; urothelial cells[≥Medium]	GSE22155_02	1
UTP biosynthetic process	GSE22155_02	0
UTP metabolic process	GSE22155_02	0
vacuolar membrane	GSE22155_02	1
vacuole	GSE22155_02	1
vacuole organization	GSE22155_02	0
vagina	GSE22155_02	1
vagina; squamous epithelial cells[≥Low]	GSE22155_02	1
vagina; squamous epithelial cells[≥Medium]	GSE22155_02	1
vesicle	GSE22155_02	1
vesicle membrane	GSE22155_02	1
vesicle-mediated transport	GSE22155_02	1
39S ribosomal subunit, mitochondrial	GSE22155_47	0
55S ribosome, mitochondrial	GSE22155_47	1
Abnormal cerebral morphology	GSE22155_47	1
Abnormal forebrain morphology	GSE22155_47	1
Abnormal nervous system morphology	GSE22155_47	0
Abnormal nervous system physiology	GSE22155_47	1
Abnormality of the musculoskeletal system	GSE22155_47	1
Abnormality of the urinary system	GSE22155_47	1
adipose tissue	GSE22155_47	1
adipose tissue; adipocytes[≥Low]	GSE22155_47	1
adipose tissue; adipocytes[≥Medium]	GSE22155_47	1
adrenal gland	GSE22155_47	1
adrenal gland; glandular cells[≥Low]	GSE22155_47	1
adrenal gland; glandular cells[≥Medium]	GSE22155_47	1
adrenal gland; glandular cells[High]	GSE22155_47	1
amide biosynthetic process	GSE22155_47	1
amide metabolic process	GSE22155_47	1
anatomical structure morphogenesis	GSE22155_47	1
appendix	GSE22155_47	1
appendix; glandular cells[≥Low]	GSE22155_47	1
appendix; glandular cells[≥Medium]	GSE22155_47	1
appendix; lymphoid tissue[≥Low]	GSE22155_47	1
appendix; lymphoid tissue[≥Medium]	GSE22155_47	1
aromatic compound biosynthetic process	GSE22155_47	1
Asparagine N-linked glycosylation	GSE22155_47	1
autophagy	GSE22155_47	0
binding	GSE22155_47	1
bone marrow	GSE22155_47	1
bone marrow; hematopoietic cells[≥Low]	GSE22155_47	1
bone marrow; hematopoietic cells[≥Medium]	GSE22155_47	1
bounding membrane of organelle	GSE22155_47	1
breast	GSE22155_47	1
breast; adipocytes[≥Low]	GSE22155_47	1
breast; glandular cells[≥Low]	GSE22155_47	1
breast; glandular cells[≥Medium]	GSE22155_47	1
breast; myoepithelial cells[≥Low]	GSE22155_47	1
breast; myoepithelial cells[≥Medium]	GSE22155_47	1
bronchus	GSE22155_47	1
bronchus; respiratory epithelial cells[≥Low]	GSE22155_47	1
bronchus; respiratory epithelial cells[≥Medium]	GSE22155_47	1
carbohydrate derivative biosynthetic process	GSE22155_47	1
carbohydrate derivative metabolic process	GSE22155_47	1
catabolic process	GSE22155_47	1
catalytic activity	GSE22155_47	1
catalytic activity, acting on a nucleic acid	GSE22155_47	1
catalytic activity, acting on RNA	GSE22155_47	1
catalytic complex	GSE22155_47	1
caudate	GSE22155_47	1
caudate; glial cells[≥Low]	GSE22155_47	1
caudate; glial cells[≥Medium]	GSE22155_47	0
caudate; neuronal cells[≥Low]	GSE22155_47	1
caudate; neuronal cells[≥Medium]	GSE22155_47	1
cell cycle	GSE22155_47	1
cell cycle phase transition	GSE22155_47	1
cell cycle process	GSE22155_47	0
cell morphogenesis	GSE22155_47	1
cell-substrate junction	GSE22155_47	1
cellular anatomical entity	GSE22155_47	1
cellular catabolic process	GSE22155_47	1
cellular lipid metabolic process	GSE22155_47	1
cellular localization	GSE22155_47	1
cellular nitrogen compound biosynthetic process	GSE22155_47	1
cerebellum	GSE22155_47	1
cerebellum; cells in granular layer[≥Low]	GSE22155_47	1
cerebellum; cells in granular layer[≥Medium]	GSE22155_47	1
cerebellum; cells in molecular layer[≥Low]	GSE22155_47	1
cerebellum; cells in molecular layer[≥Medium]	GSE22155_47	1
cerebellum; Purkinje cells[≥Low]	GSE22155_47	1
cerebellum; Purkinje cells[≥Medium]	GSE22155_47	1
cerebellum; Purkinje cells[High]	GSE22155_47	1
cerebral cortex	GSE22155_47	1
cerebral cortex; endothelial cells[≥Low]	GSE22155_47	1
cerebral cortex; endothelial cells[≥Medium]	GSE22155_47	1
cerebral cortex; glial cells[≥Low]	GSE22155_47	1
cerebral cortex; glial cells[≥Medium]	GSE22155_47	1
cerebral cortex; neuronal cells[≥Low]	GSE22155_47	1
cerebral cortex; neuronal cells[≥Medium]	GSE22155_47	1
cerebral cortex; neuropil[≥Low]	GSE22155_47	1
cerebral cortex; neuropil[≥Medium]	GSE22155_47	1
cervix	GSE22155_47	1
cervix; glandular cells[≥Low]	GSE22155_47	1
cervix; glandular cells[≥Medium]	GSE22155_47	1
cervix; squamous epithelial cells[≥Low]	GSE22155_47	1
cervix; squamous epithelial cells[≥Medium]	GSE22155_47	1
colon	GSE22155_47	1
colon; endothelial cells[≥Low]	GSE22155_47	1
colon; endothelial cells[≥Medium]	GSE22155_47	1
colon; glandular cells[≥Low]	GSE22155_47	1
colon; glandular cells[≥Medium]	GSE22155_47	1
colon; glandular cells[High]	GSE22155_47	1
colon; peripheral nerve/ganglion[≥Low]	GSE22155_47	1
colon; peripheral nerve/ganglion[≥Medium]	GSE22155_47	1
cytochrome complex assembly	GSE22155_47	0
cytoplasm	GSE22155_47	1
cytoplasmic translation	GSE22155_47	0
cytoplasmic vesicle	GSE22155_47	1
cytoplasmic vesicle membrane	GSE22155_47	1
cytosol	GSE22155_47	1
DNA damage response	GSE22155_47	1
DNA metabolic process	GSE22155_47	1
DNA repair	GSE22155_47	0
duodenum	GSE22155_47	1
duodenum; glandular cells[≥Low]	GSE22155_47	1
duodenum; glandular cells[≥Medium]	GSE22155_47	1
duodenum; glandular cells[High]	GSE22155_47	1
endomembrane system	GSE22155_47	1
endometrium 1	GSE22155_47	1
endometrium 1; cells in endometrial stroma[≥Low]	GSE22155_47	1
endometrium 1; cells in endometrial stroma[≥Medium]	GSE22155_47	1
endometrium 1; glandular cells[≥Low]	GSE22155_47	1
endometrium 1; glandular cells[≥Medium]	GSE22155_47	1
endometrium 1; glandular cells[High]	GSE22155_47	1
endometrium 2	GSE22155_47	1
endometrium 2; cells in endometrial stroma[≥Low]	GSE22155_47	1
endometrium 2; cells in endometrial stroma[≥Medium]	GSE22155_47	1
endometrium 2; glandular cells[≥Low]	GSE22155_47	1
endometrium 2; glandular cells[≥Medium]	GSE22155_47	1
endoplasmic reticulum	GSE22155_47	1
endoplasmic reticulum membrane	GSE22155_47	1
endoplasmic reticulum subcompartment	GSE22155_47	1
endosome	GSE22155_47	1
energy derivation by oxidation of organic compounds	GSE22155_47	1
envelope	GSE22155_47	1
epididymis	GSE22155_47	1
epididymis; glandular cells[≥Low]	GSE22155_47	1
epididymis; glandular cells[≥Medium]	GSE22155_47	1
esophagus	GSE22155_47	1
