Var1	Var2	Freq
immune response-regulating cell surface receptor signaling pathway	GSE35640	1
immune response-regulating signaling pathway	GSE35640	1
immune system process	GSE35640	1
immunological synapse	GSE35640	1
inflammatory response	GSE35640	1
innate immune response	GSE35640	1
interleukin-2 production	GSE35640	1
intracellular signal transduction	GSE35640	1
intracellular signaling cassette	GSE35640	1
leukocyte activation	GSE35640	1
leukocyte activation involved in immune response	GSE35640	1
leukocyte cell-cell adhesion	GSE35640	1
leukocyte proliferation	GSE35640	1
lung; alveolar cells[≥Medium]	GSE35640	1
lymph node	GSE35640	1
lymph node; germinal center cells[≥Medium]	GSE35640	1
lymph node; non-germinal center cells[≥Low]	GSE35640	1
lymph node; non-germinal center cells[≥Medium]	GSE35640	1
lymphocyte activation	GSE35640	1
Meiosis	GSE35640	0
Meiotic recombination	GSE35640	0
Meiotic synapsis	GSE35640	1
membrane	GSE35640	1
Mitotic Prophase	GSE35640	0
multicellular organismal process	GSE35640	1
negative regulation of response to stimulus	GSE35640	0
NoRC negatively regulates rRNA expression	GSE35640	0
nucleobase-containing compound biosynthetic process	GSE35640	1
nucleosome	GSE35640	1
Nucleosome assembly	GSE35640	1
organic cyclic compound biosynthetic process	GSE35640	1
Packaging Of Telomere Ends	GSE35640	0
peptidyl-tyrosine modification	GSE35640	1
peptidyl-tyrosine phosphorylation	GSE35640	1
phosphatidylinositol 3-kinase/protein kinase B signal transduction	GSE35640	1
plasma membrane	GSE35640	1
Positive epigenetic regulation of rRNA expression	GSE35640	0
positive regulation of alpha-beta T cell activation	GSE35640	1
positive regulation of biological process	GSE35640	1
positive regulation of biosynthetic process	GSE35640	1
positive regulation of cell activation	GSE35640	1
positive regulation of cell adhesion	GSE35640	1
positive regulation of cell communication	GSE35640	1
positive regulation of cell-cell adhesion	GSE35640	1
positive regulation of cellular biosynthetic process	GSE35640	1
positive regulation of cellular metabolic process	GSE35640	1
positive regulation of cellular process	GSE35640	1
positive regulation of cytokine production	GSE35640	1
positive regulation of gene expression	GSE35640	1
positive regulation of immune effector process	GSE35640	1
positive regulation of immune response	GSE35640	1
positive regulation of immune system process	GSE35640	1
positive regulation of interleukin-2 production	GSE35640	1
positive regulation of intracellular signal transduction	GSE35640	0
positive regulation of leukocyte activation	GSE35640	1
positive regulation of leukocyte cell-cell adhesion	GSE35640	1
positive regulation of lymphocyte activation	GSE35640	1
positive regulation of macromolecule biosynthetic process	GSE35640	1
positive regulation of macromolecule metabolic process	GSE35640	1
positive regulation of metabolic process	GSE35640	1
positive regulation of multicellular organismal process	GSE35640	1
positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	GSE35640	1
positive regulation of protein localization to nucleus	GSE35640	1
positive regulation of response to external stimulus	GSE35640	1
positive regulation of response to stimulus	GSE35640	1
positive regulation of signal transduction	GSE35640	1
positive regulation of signaling	GSE35640	1
positive regulation of T cell activation	GSE35640	1
PRC2 methylates histones and DNA	GSE35640	1
Pre-NOTCH Expression and Processing	GSE35640	0
Pre-NOTCH Transcription and Translation	GSE35640	0
protein binding	GSE35640	1
protein dimerization activity	GSE35640	0
protein-DNA complex	GSE35640	0
Recognition and association of DNA glycosylase with site containing an affected purine	GSE35640	0
regulation of alpha-beta T cell activation	GSE35640	1
regulation of biological process	GSE35640	1
regulation of biosynthetic process	GSE35640	1
regulation of cell activation	GSE35640	1
regulation of cell adhesion	GSE35640	1
regulation of cell communication	GSE35640	1
regulation of cell population proliferation	GSE35640	1
regulation of cell-cell adhesion	GSE35640	1
regulation of cellular biosynthetic process	GSE35640	1
regulation of cellular metabolic process	GSE35640	1
regulation of cellular process	GSE35640	1
regulation of cytokine production	GSE35640	1
regulation of defense response	GSE35640	1
regulation of DNA-templated transcription	GSE35640	1
regulation of gene expression	GSE35640	1
regulation of immune effector process	GSE35640	1
regulation of immune response	GSE35640	1
regulation of immune system process	GSE35640	1
regulation of innate immune response	GSE35640	0
regulation of interleukin-2 production	GSE35640	1
regulation of intracellular signal transduction	GSE35640	0
regulation of leukocyte activation	GSE35640	1
regulation of leukocyte cell-cell adhesion	GSE35640	1
regulation of leukocyte mediated immunity	GSE35640	1
regulation of lymphocyte activation	GSE35640	1
regulation of macromolecule biosynthetic process	GSE35640	1
regulation of macromolecule metabolic process	GSE35640	1
regulation of metabolic process	GSE35640	1
regulation of multicellular organismal process	GSE35640	1
regulation of nitrogen compound metabolic process	GSE35640	1
regulation of nucleobase-containing compound metabolic process	GSE35640	1
regulation of peptidyl-tyrosine phosphorylation	GSE35640	1
regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	GSE35640	1
regulation of primary metabolic process	GSE35640	1
regulation of programmed cell death	GSE35640	0
regulation of response to biotic stimulus	GSE35640	0
regulation of response to external stimulus	GSE35640	1
regulation of response to stimulus	GSE35640	1
regulation of RNA biosynthetic process	GSE35640	1
regulation of RNA metabolic process	GSE35640	1
regulation of signal transduction	GSE35640	1
regulation of signaling	GSE35640	1
regulation of T cell activation	GSE35640	1
Reproduction	GSE35640	0
response to biotic stimulus	GSE35640	1
response to chemical	GSE35640	1
response to cytokine	GSE35640	1
response to external biotic stimulus	GSE35640	1
response to external stimulus	GSE35640	1
response to organic substance	GSE35640	1
response to other organism	GSE35640	1
response to stimulus	GSE35640	1
response to stress	GSE35640	1
RHO GTPases activate PKNs	GSE35640	0
RMTs methylate histone arginines	GSE35640	0
RNA biosynthetic process	GSE35640	1
RNA Polymerase I Promoter Clearance	GSE35640	0
RNA Polymerase I Promoter Escape	GSE35640	0
RNA Polymerase I Promoter Opening	GSE35640	1
RNA Polymerase I Transcription	GSE35640	1
RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function	GSE35640	0
Senescence-Associated Secretory Phenotype (SASP)	GSE35640	0
signal transduction	GSE35640	1
signaling	GSE35640	1
SIRT1 negatively regulates rRNA expression	GSE35640	1
spleen	GSE35640	1
spleen; cells in red pulp[≥Low]	GSE35640	1
spleen; cells in red pulp[≥Medium]	GSE35640	1
structural constituent of chromatin	GSE35640	1
T cell activation	GSE35640	1
T cell activation SARS CoV 2	GSE35640	1
tonsil; non-germinal center cells[≥Medium]	GSE35640	1
Transcriptional regulation by small RNAs	GSE35640	0
Transcriptional regulation of granulopoiesis	GSE35640	0
