query	GO.ID	Description	p.Val	Genes	FDR	Phenotype
GSE91061	GO:0019219	regulation of nucleobase-containing compound metabolic process	8.34418166673171e-29	842	8.34418166673171e-29	+1
GSE91061	GO:0018130	heterocycle biosynthetic process	8.43398890881151e-29	849	8.43398890881151e-29	+1
GSE91061	GO:0006259	DNA metabolic process	4.33068098747226e-28	294	4.33068098747226e-28	+1
GSE91061	GO:0044238	primary metabolic process	4.0045925661937e-27	2115	4.0045925661937e-27	+1
GSE91061	GO:0030163	protein catabolic process	7.82420227492209e-27	276	7.82420227492209e-27	+1
GSE91061	GO:0043632	modification-dependent macromolecule catabolic process	1.45283084356919e-26	201	1.45283084356919e-26	+1
GSE91061	GO:0034654	nucleobase-containing compound biosynthetic process	1.78039900042731e-26	826	1.78039900042731e-26	+1
GSE91061	GO:0006511	ubiquitin-dependent protein catabolic process	1.99904938257319e-26	196	1.99904938257319e-26	+1
GSE91061	GO:0019941	modification-dependent protein catabolic process	2.60256512381446e-26	198	2.60256512381446e-26	+1
GSE91061	GO:0051603	proteolysis involved in protein catabolic process	4.73189083724288e-26	224	4.73189083724288e-26	+1
GSE91061	GO:0006807	nitrogen compound metabolic process	1.14497551743976e-24	2031	1.14497551743976e-24	+1
GSE91061	GO:0033554	cellular response to stress	1.38904464132118e-24	425	1.38904464132118e-24	+1
GSE91061	GO:0000278	mitotic cell cycle	1.67651641718565e-24	255	1.67651641718565e-24	+1
GSE91061	GO:0051641	cellular localization	2.06875913888106e-24	749	2.06875913888106e-24	+1
GSE91061	GO:0022402	cell cycle process	8.70382298328971e-24	329	8.70382298328971e-24	+1
GSE91061	GO:0006281	DNA repair	1.05024598739636e-22	189	1.05024598739636e-22	+1
GSE91061	GO:0009894	regulation of catabolic process	1.93154244793429e-22	276	1.93154244793429e-22	+1
GSE91061	GO:0043687	post-translational protein modification	9.90925636163162e-22	273	9.90925636163162e-22	+1
GSE91061	GO:0051252	regulation of RNA metabolic process	1.37488746283318e-21	760	1.37488746283318e-21	+1
GSE91061	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	2.38643518657084e-21	140	2.38643518657084e-21	+1
GSE91061	GO:1901566	organonitrogen compound biosynthetic process	2.66990706677159e-21	412	2.66990706677159e-21	+1
GSE91061	GO:1903047	mitotic cell cycle process	1.31294115646655e-20	214	1.31294115646655e-20	+1
GSE91061	GO:0006412	translation	4.76257944795644e-20	208	4.76257944795644e-20	+1
GSE91061	GO:1901575	organic substance catabolic process	1.37148524263986e-19	462	1.37148524263986e-19	+1
GSE91061	GO:0010498	proteasomal protein catabolic process	1.79922181996395e-19	158	1.79922181996395e-19	+1
GSE91061	GO:0043043	peptide biosynthetic process	2.8072425249044e-19	212	2.8072425249044e-19	+1
GSE91061	GO:0140053	mitochondrial gene expression	3.53631647058293e-19	76	3.53631647058293e-19	+1
GSE91061	GO:0034660	ncRNA metabolic process	5.26435245070205e-19	188	5.26435245070205e-19	+1
GSE91061	GO:0070647	protein modification by small protein conjugation or removal	5.45764537009026e-19	255	5.45764537009026e-19	+1
GSE91061	GO:0032774	RNA biosynthetic process	7.61333457510076e-19	720	7.61333457510076e-19	+1
GSE91061	GO:0019222	regulation of metabolic process	8.17351933907944e-19	1285	8.17351933907944e-19	+1
GSE91061	GO:0034470	ncRNA processing	1.5634598991969e-18	143	1.5634598991969e-18	+1
GSE91061	GO:0051301	cell division	1.83750675957301e-18	190	1.83750675957301e-18	+1
GSE91061	GO:0061919	process utilizing autophagic mechanism	2.45479616404668e-18	173	2.45479616404668e-18	+1
GSE91061	GO:0006914	autophagy	2.45479616404668e-18	173	2.45479616404668e-18	+1
GSE91061	GO:0043604	amide biosynthetic process	4.23347691799727e-18	236	4.23347691799727e-18	+1
GSE91061	GO:0006351	DNA-templated transcription	4.29516908111101e-18	711	4.29516908111101e-18	+1
GSE91061	GO:0006518	peptide metabolic process	3.63252718164458e-17	238	3.63252718164458e-17	+1
GSE91061	GO:0051246	regulation of protein metabolic process	3.94072010211093e-17	457	3.94072010211093e-17	+1
GSE91061	GO:0016236	macroautophagy	4.50625433013083e-17	114	4.50625433013083e-17	+1
GSE91061	GO:0051173	positive regulation of nitrogen compound metabolic process	4.81491348360551e-17	611	4.81491348360551e-17	+1
GSE91061	GO:1901565	organonitrogen compound catabolic process	1.12145252930013e-16	329	1.12145252930013e-16	+1
GSE91061	GO:0060255	regulation of macromolecule metabolic process	1.16417853581986e-16	1191	1.16417853581986e-16	+1
GSE91061	GO:0032543	mitochondrial translation	1.19727601864496e-16	63	1.19727601864496e-16	+1
GSE91061	GO:0051726	regulation of cell cycle	2.20839445430308e-16	273	2.20839445430308e-16	+1
GSE91061	GO:0051640	organelle localization	2.57892006880189e-16	177	2.57892006880189e-16	+1
GSE91061	GO:0070727	cellular macromolecule localization	3.72458364407279e-16	563	3.72458364407279e-16	+1
GSE91061	GO:0008104	protein localization	3.97583270450308e-16	561	3.97583270450308e-16	+1
GSE91061	GO:0008152	metabolic process	4.20101247486098e-16	2299	4.20101247486098e-16	+1
GSE91061	GO:0007005	mitochondrion organization	4.51282569907483e-16	150	4.51282569907483e-16	+1
GSE91061	GO:0015031	protein transport	5.79562829349622e-16	331	5.79562829349622e-16	+1
GSE91061	GO:0061024	membrane organization	8.62927106594536e-16	215	8.62927106594536e-16	+1
GSE91061	GO:0032446	protein modification by small protein conjugation	1.2385039636943e-15	223	1.2385039636943e-15	+1
GSE91061	GO:0044248	cellular catabolic process	1.89572524588804e-15	361	1.89572524588804e-15	+1
GSE91061	GO:0033036	macromolecule localization	3.11570190998597e-15	637	3.11570190998597e-15	+1
GSE91061	GO:0006260	DNA replication	3.16105714551613e-15	100	3.16105714551613e-15	+1
GSE91061	GO:0016197	endosomal transport	3.95973657625431e-15	101	3.95973657625431e-15	+1
GSE91061	GO:0031323	regulation of cellular metabolic process	7.78074607425299e-15	1186	7.78074607425299e-15	+1
GSE91061	GO:2001141	regulation of RNA biosynthetic process	1.16376149695214e-14	676	1.16376149695214e-14	+1
GSE91061	GO:0006355	regulation of DNA-templated transcription	1.18256632993619e-14	673	1.18256632993619e-14	+1
GSE91061	GO:0031329	regulation of cellular catabolic process	1.37899466735311e-14	186	1.37899466735311e-14	+1
GSE91061	GO:0043603	amide metabolic process	2.01375812382057e-14	283	2.01375812382057e-14	+1
GSE91061	GO:0071824	protein-DNA complex organization	5.13277627690968e-14	229	5.13277627690968e-14	+1
GSE91061	GO:0051128	regulation of cellular component organization	8.01156220086434e-14	498	8.01156220086434e-14	+1
GSE91061	GO:0016050	vesicle organization	9.68963148076113e-14	116	9.68963148076113e-14	+1
GSE91061	GO:0006886	intracellular protein transport	1.30712724671779e-13	183	1.30712724671779e-13	+1
GSE91061	GO:0070925	organelle assembly	1.33261100393961e-13	244	1.33261100393961e-13	+1
GSE91061	GO:0006399	tRNA metabolic process	3.53441181989538e-13	78	3.53441181989538e-13	+1
GSE91061	GO:0009896	positive regulation of catabolic process	6.83494051317221e-13	150	6.83494051317221e-13	+1
GSE91061	GO:1903311	regulation of mRNA metabolic process	8.59031634328438e-13	100	8.59031634328438e-13	+1
GSE91061	GO:0045184	establishment of protein localization	8.83968033580344e-13	407	8.83968033580344e-13	+1
GSE91061	GO:0010604	positive regulation of macromolecule metabolic process	1.05911483177664e-12	658	1.05911483177664e-12	+1
GSE91061	GO:0051276	chromosome organization	1.22057980641965e-12	170	1.22057980641965e-12	+1
GSE91061	GO:0042254	ribosome biogenesis	1.5019800503797e-12	104	1.5019800503797e-12	+1
GSE91061	GO:0016567	protein ubiquitination	1.61989779362514e-12	197	1.61989779362514e-12	+1
GSE91061	GO:0009893	positive regulation of metabolic process	1.86500622086856e-12	704	1.86500622086856e-12	+1
GSE91061	GO:0016192	vesicle-mediated transport	2.31807558103438e-12	339	2.31807558103438e-12	+1
GSE91061	GO:0034248	regulation of amide metabolic process	5.82034320361395e-12	128	5.82034320361395e-12	+1
GSE91061	GO:0006354	DNA-templated transcription elongation	1.65098642144177e-11	57	1.65098642144177e-11	+1
GSE91061	GO:0033043	regulation of organelle organization	1.98853111851723e-11	268	1.98853111851723e-11	+1
GSE91061	GO:0071705	nitrogen compound transport	2.51069375864546e-11	398	2.51069375864546e-11	+1
GSE91061	GO:0006417	regulation of translation	3.88555884893514e-11	113	3.88555884893514e-11	+1
GSE91061	GO:0010256	endomembrane system organization	3.94269658884776e-11	159	3.94269658884776e-11	+1
GSE91061	GO:0006793	phosphorus metabolic process	4.1603603795651e-11	513	4.1603603795651e-11	+1
GSE91061	GO:0006325	chromatin organization	5.73792030338507e-11	200	5.73792030338507e-11	+1
GSE91061	GO:0051656	establishment of organelle localization	6.51939819467645e-11	135	6.51939819467645e-11	+1
GSE91061	GO:0071704	organic substance metabolic process	7.00128916190021e-11	2197	7.00128916190021e-11	+1
GSE91061	GO:0006796	phosphate-containing compound metabolic process	9.03886476398796e-11	507	9.03886476398796e-11	+1
GSE91061	GO:0045935	positive regulation of nucleobase-containing compound metabolic process	1.12316348555698e-10	419	1.12316348555698e-10	+1
GSE91061	GO:0051179	localization	1.30474554155839e-10	979	1.30474554155839e-10	+1
GSE91061	GO:0007059	chromosome segregation	2.20359171267569e-10	121	2.20359171267569e-10	+1
GSE91061	GO:0031325	positive regulation of cellular metabolic process	2.49769088510448e-10	632	2.49769088510448e-10	+1
GSE91061	GO:0051052	regulation of DNA metabolic process	3.63323217017163e-10	140	3.63323217017163e-10	+1
GSE91061	GO:0006401	RNA catabolic process	4.0387083101085e-10	95	4.0387083101085e-10	+1
GSE91061	GO:0008033	tRNA processing	6.13800598963156e-10	55	6.13800598963156e-10	+1
GSE91061	GO:0006368	transcription elongation by RNA polymerase II	6.25788206617023e-10	50	6.25788206617023e-10	+1
GSE91061	GO:0051172	negative regulation of nitrogen compound metabolic process	8.09980022884331e-10	440	8.09980022884331e-10	+1
GSE91061	GO:0048193	Golgi vesicle transport	9.92733317953058e-10	93	9.92733317953058e-10	+1
GSE91061	GO:0048522	positive regulation of cellular process	1.04961707659777e-09	1003	1.04961707659777e-09	+1
GSE91061	GO:0048518	positive regulation of biological process	1.10812705205886e-09	1085	1.10812705205886e-09	+1
GSE91061	GO:0042176	regulation of protein catabolic process	1.9470343219496e-09	106	1.9470343219496e-09	+1
GSE91061	GO:0010564	regulation of cell cycle process	4.66543013656806e-09	176	4.66543013656806e-09	+1
GSE91061	GO:0006508	proteolysis	6.66457339449464e-09	328	6.66457339449464e-09	+1
GSE91061	GO:0140014	mitotic nuclear division	8.6735884380271e-09	86	8.6735884380271e-09	+1
GSE91061	GO:0032784	regulation of DNA-templated transcription elongation	1.1886678564931e-08	44	1.1886678564931e-08	+1
GSE91061	GO:0071840	cellular component organization or biogenesis	1.28532565817296e-08	1396	1.28532565817296e-08	+1
GSE91061	GO:0065007	biological regulation	1.31701524063079e-08	2026	1.31701524063079e-08	+1
GSE91061	GO:0051054	positive regulation of DNA metabolic process	1.46856722205706e-08	90	1.46856722205706e-08	+1
GSE91061	GO:0006402	mRNA catabolic process	2.02988727650811e-08	79	2.02988727650811e-08	+1
GSE91061	GO:0034243	regulation of transcription elongation by RNA polymerase II	3.13662061654991e-08	39	3.13662061654991e-08	+1
GSE91061	GO:0071702	organic substance transport	3.44838200327728e-08	457	3.44838200327728e-08	+1
GSE91061	GO:0016072	rRNA metabolic process	3.82967893929976e-08	81	3.82967893929976e-08	+1
GSE91061	GO:0007346	regulation of mitotic cell cycle	3.86232647256374e-08	129	3.86232647256374e-08	+1
GSE91061	GO:0044237	cellular metabolic process	4.73307347655637e-08	2050	4.73307347655637e-08	+1
GSE91061	GO:0006366	transcription by RNA polymerase II	4.8671346188692e-08	511	4.8671346188692e-08	+1
GSE91061	GO:0051648	vesicle localization	5.64458702901017e-08	72	5.64458702901017e-08	+1
GSE91061	GO:0000070	mitotic sister chromatid segregation	5.88569511650684e-08	64	5.88569511650684e-08	+1
GSE91061	GO:0006275	regulation of DNA replication	6.60516896365102e-08	48	6.60516896365102e-08	+1
GSE91061	GO:0080135	regulation of cellular response to stress	8.98826816054471e-08	131	8.98826816054471e-08	+1
GSE91061	GO:0006338	chromatin remodeling	1.00095372903402e-07	160	1.00095372903402e-07	+1
GSE91061	GO:0061136	regulation of proteasomal protein catabolic process	1.26722669492539e-07	64	1.26722669492539e-07	+1
GSE91061	GO:1903050	regulation of proteolysis involved in protein catabolic process	1.57563086737275e-07	73	1.57563086737275e-07	+1
GSE91061	GO:0044770	cell cycle phase transition	1.66609145076774e-07	135	1.66609145076774e-07	+1
GSE91061	GO:0000910	cytokinesis	1.78714890855947e-07	63	1.78714890855947e-07	+1
GSE91061	GO:0006302	double-strand break repair	2.12057382003648e-07	89	2.12057382003648e-07	+1
GSE91061	GO:0000819	sister chromatid segregation	2.21636078043128e-07	72	2.21636078043128e-07	+1
GSE91061	GO:0061640	cytoskeleton-dependent cytokinesis	2.48133178753697e-07	46	2.48133178753697e-07	+1
GSE91061	GO:0061013	regulation of mRNA catabolic process	2.94129448372011e-07	63	2.94129448372011e-07	+1
GSE91061	GO:0043488	regulation of mRNA stability	3.2797199263974e-07	59	3.2797199263974e-07	+1
GSE91061	GO:0051650	establishment of vesicle localization	3.49558862553359e-07	66	3.49558862553359e-07	+1
GSE91061	GO:0006261	DNA-templated DNA replication	4.14483336707095e-07	56	4.14483336707095e-07	+1
GSE91061	GO:0034641	cellular nitrogen compound metabolic process	4.27454934762403e-07	1432	4.27454934762403e-07	+1
GSE91061	GO:0006364	rRNA processing	4.38418941006551e-07	70	4.38418941006551e-07	+1
GSE91061	GO:0051254	positive regulation of RNA metabolic process	4.65968586524145e-07	366	4.65968586524145e-07	+1
GSE91061	GO:0000281	mitotic cytokinesis	5.01975940787818e-07	38	5.01975940787818e-07	+1
GSE91061	GO:0043170	macromolecule metabolic process	5.70145304233683e-07	1939	5.70145304233683e-07	+1
GSE91061	GO:0007017	microtubule-based process	6.05354519060267e-07	210	6.05354519060267e-07	+1
GSE91061	GO:0048285	organelle fission	6.24217396998303e-07	125	6.24217396998303e-07	+1
GSE91061	GO:0048284	organelle fusion	8.22651364396568e-07	54	8.22651364396568e-07	+1
GSE91061	GO:0050794	regulation of cellular process	9.06422549336751e-07	1875	9.06422549336751e-07	+1
GSE91061	GO:1901800	positive regulation of proteasomal protein catabolic process	9.21704140319706e-07	43	9.21704140319706e-07	+1
GSE91061	GO:0043487	regulation of RNA stability	9.52425006798548e-07	61	9.52425006798548e-07	+1
GSE91061	GO:0033365	protein localization to organelle	9.52700322144029e-07	250	9.52700322144029e-07	+1
GSE91061	GO:0031331	positive regulation of cellular catabolic process	9.71611037870656e-07	92	9.71611037870656e-07	+1
GSE91061	GO:0000209	protein polyubiquitination	1.15015644862524e-06	77	1.15015644862524e-06	+1
GSE91061	GO:0034655	nucleobase-containing compound catabolic process	1.23327363142504e-06	130	1.23327363142504e-06	+1
GSE91061	GO:0007034	vacuolar transport	1.40609376488752e-06	57	1.40609376488752e-06	+1
GSE91061	GO:0050789	regulation of biological process	1.48345101528079e-06	1952	1.48345101528079e-06	+1
GSE91061	GO:0051247	positive regulation of protein metabolic process	1.55466851264619e-06	261	1.55466851264619e-06	+1
GSE91061	GO:1902115	regulation of organelle assembly	2.05915143678448e-06	68	2.05915143678448e-06	+1
GSE91061	GO:0010506	regulation of autophagy	2.33715530207105e-06	96	2.33715530207105e-06	+1
GSE91061	GO:0007033	vacuole organization	2.4158700595601e-06	70	2.4158700595601e-06	+1
GSE91061	GO:0090407	organophosphate biosynthetic process	2.43139214967872e-06	143	2.43139214967872e-06	+1
GSE91061	GO:0006810	transport	2.49959939557882e-06	764	2.49959939557882e-06	+1
GSE91061	GO:0043414	macromolecule methylation	2.66902287300806e-06	58	2.66902287300806e-06	+1
GSE91061	GO:0045934	negative regulation of nucleobase-containing compound metabolic process	2.92267351998754e-06	317	2.92267351998754e-06	+1
GSE91061	GO:0140694	non-membrane-bounded organelle assembly	3.0699061944516e-06	106	3.0699061944516e-06	+1
GSE91061	GO:0051234	establishment of localization	4.08942837901039e-06	845	4.08942837901039e-06	+1
GSE91061	GO:0007032	endosome organization	4.63696454679964e-06	38	4.63696454679964e-06	+1
GSE91061	GO:0033108	mitochondrial respiratory chain complex assembly	4.78442709481161e-06	40	4.78442709481161e-06	+1
GSE91061	GO:0009889	regulation of biosynthetic process	4.8899395930004e-06	988	4.8899395930004e-06	+1
GSE91061	GO:1903052	positive regulation of proteolysis involved in protein catabolic process	5.19393179915187e-06	47	5.19393179915187e-06	+1
GSE91061	GO:0006515	protein quality control for misfolded or incompletely synthesized proteins	5.23642211512295e-06	15	5.23642211512295e-06	+1
GSE91061	GO:0016310	phosphorylation	5.40248081361181e-06	314	5.40248081361181e-06	+1
GSE91061	GO:0051253	negative regulation of RNA metabolic process	6.17531124531629e-06	294	6.17531124531629e-06	+1
GSE91061	GO:0006906	vesicle fusion	6.26460822932901e-06	43	6.26460822932901e-06	+1
GSE91061	GO:0007006	mitochondrial membrane organization	6.44668004594561e-06	42	6.44668004594561e-06	+1
GSE91061	GO:0031328	positive regulation of cellular biosynthetic process	6.73646302874608e-06	496	6.73646302874608e-06	+1
GSE91061	GO:0050684	regulation of mRNA processing	6.87312543592328e-06	47	6.87312543592328e-06	+1
GSE91061	GO:0010556	regulation of macromolecule biosynthetic process	7.41773251128211e-06	962	7.41773251128211e-06	+1
GSE91061	GO:0009891	positive regulation of biosynthetic process	7.68590749040747e-06	499	7.68590749040747e-06	+1
GSE91061	GO:0033044	regulation of chromosome organization	8.92200514965204e-06	72	8.92200514965204e-06	+1
GSE91061	GO:0044772	mitotic cell cycle phase transition	9.11829237284586e-06	109	9.11829237284586e-06	+1
GSE91061	GO:0031399	regulation of protein modification process	9.1612248296984e-06	253	9.1612248296984e-06	+1
GSE91061	GO:0031326	regulation of cellular biosynthetic process	1.0767660153765e-05	980	1.0767660153765e-05	+1
GSE91061	GO:0090174	organelle membrane fusion	1.13970343936086e-05	43	1.13970343936086e-05	+1
GSE91061	GO:0022411	cellular component disassembly	1.2098913620417e-05	126	1.2098913620417e-05	+1
GSE91061	GO:0006400	tRNA modification	1.27421372576024e-05	37	1.27421372576024e-05	+1
GSE91061	GO:0000226	microtubule cytoskeleton organization	1.46940076909551e-05	151	1.46940076909551e-05	+1
GSE91061	GO:0010557	positive regulation of macromolecule biosynthetic process	1.65503684238814e-05	480	1.65503684238814e-05	+1
GSE91061	GO:0009451	RNA modification	1.89945927902272e-05	57	1.89945927902272e-05	+1
GSE91061	GO:0045732	positive regulation of protein catabolic process	2.37355991984081e-05	62	2.37355991984081e-05	+1
GSE91061	GO:1903313	positive regulation of mRNA metabolic process	2.4122248168705e-05	48	2.4122248168705e-05	+1
GSE91061	GO:0006357	regulation of transcription by RNA polymerase II	2.42876172382138e-05	473	2.42876172382138e-05	+1
GSE91061	GO:0098813	nuclear chromosome segregation	2.83992991814425e-05	85	2.83992991814425e-05	+1
GSE91061	GO:0031647	regulation of protein stability	3.32548571637064e-05	86	3.32548571637064e-05	+1
GSE91061	GO:0000280	nuclear division	3.37729085483896e-05	110	3.37729085483896e-05	+1
GSE91061	GO:0000725	recombinational repair	4.14349874745381e-05	56	4.14349874745381e-05	+1
GSE91061	GO:0006413	translational initiation	4.36174811195005e-05	44	4.36174811195005e-05	+1
GSE91061	GO:0016043	cellular component organization	4.4137356498807e-05	1332	4.4137356498807e-05	+1
GSE91061	GO:0043484	regulation of RNA splicing	4.53295977212331e-05	57	4.53295977212331e-05	+1
GSE91061	GO:0016241	regulation of macroautophagy	4.74395038665958e-05	51	4.74395038665958e-05	+1
GSE91061	GO:0044270	cellular nitrogen compound catabolic process	4.90109639627843e-05	132	4.90109639627843e-05	+1
GSE91061	GO:0006888	endoplasmic reticulum to Golgi vesicle-mediated transport	5.2375870080021e-05	45	5.2375870080021e-05	+1
GSE91061	GO:0046700	heterocycle catabolic process	5.4804919710573e-05	132	5.4804919710573e-05	+1
GSE91061	GO:0031123	RNA 3'-end processing	5.95077138283276e-05	39	5.95077138283276e-05	+1
GSE91061	GO:0010468	regulation of gene expression	6.00432849955402e-05	934	6.00432849955402e-05	+1
GSE91061	GO:0006310	DNA recombination	7.07698988276933e-05	87	7.07698988276933e-05	+1
GSE91061	GO:0008219	cell death	8.14669071453862e-05	375	8.14669071453862e-05	+1
GSE91061	GO:0034250	positive regulation of amide metabolic process	8.38194624539791e-05	52	8.38194624539791e-05	+1
GSE91061	GO:0000956	nuclear-transcribed mRNA catabolic process	9.56403408035405e-05	44	9.56403408035405e-05	+1
GSE91061	GO:0045727	positive regulation of translation	0.000101753391136795	46	0.000101753391136795	+1
GSE91061	GO:0006903	vesicle targeting	0.000103390953428797	28	0.000103390953428797	+1
GSE91061	GO:0032434	regulation of proteasomal ubiquitin-dependent protein catabolic process	0.000112199207224725	45	0.000112199207224725	+1
GSE91061	GO:0010638	positive regulation of organelle organization	0.000120084164462614	119	0.000120084164462614	+1
GSE91061	GO:0012501	programmed cell death	0.000129839936543421	373	0.000129839936543421	+1
GSE91061	GO:0032259	methylation	0.000130463974399791	73	0.000130463974399791	+1
GSE91061	GO:0019439	aromatic compound catabolic process	0.00013295757659933	134	0.00013295757659933	+1
GSE91061	GO:0009060	aerobic respiration	0.000135967155604273	58	0.000135967155604273	+1
GSE91061	GO:0042770	signal transduction in response to DNA damage	0.000165521105824968	58	0.000165521105824968	+1
GSE91061	GO:0000075	cell cycle checkpoint signaling	0.000165521105824968	58	0.000165521105824968	+1
GSE91061	GO:0006282	regulation of DNA repair	0.000166527415233381	62	0.000166527415233381	+1
GSE91061	GO:0006446	regulation of translational initiation	0.000178997010671452	32	0.000178997010671452	+1
GSE91061	GO:0007041	lysosomal transport	0.000202648583757733	44	0.000202648583757733	+1
GSE91061	GO:0061157	mRNA destabilization	0.000221569830419186	36	0.000221569830419186	+1
GSE91061	GO:0000724	double-strand break repair via homologous recombination	0.000266415927582353	53	0.000266415927582353	+1
GSE91061	GO:0007007	inner mitochondrial membrane organization	0.000266667456903145	21	0.000266667456903145	+1
GSE91061	GO:0061014	positive regulation of mRNA catabolic process	0.000279264674670451	37	0.000279264674670451	+1
GSE91061	GO:1902680	positive regulation of RNA biosynthetic process	0.00028040253193903	325	0.00028040253193903	+1
GSE91061	GO:1901987	regulation of cell cycle phase transition	0.000306128167154067	104	0.000306128167154067	+1
GSE91061	GO:0045893	positive regulation of DNA-templated transcription	0.000335705704971955	324	0.000335705704971955	+1
GSE91061	GO:2000058	regulation of ubiquitin-dependent protein catabolic process	0.000373253500279903	52	0.000373253500279903	+1
GSE91061	GO:0045324	late endosome to vacuole transport	0.000388130523027844	19	0.000388130523027844	+1
GSE91061	GO:0044087	regulation of cellular component biogenesis	0.000406262547580537	200	0.000406262547580537	+1
GSE91061	GO:0006915	apoptotic process	0.00040827999558183	358	0.00040827999558183	+1
GSE91061	GO:0045786	negative regulation of cell cycle	0.000413111149141552	95	0.000413111149141552	+1
GSE91061	GO:0038202	TORC1 signaling	0.000416854803393727	35	0.000416854803393727	+1
GSE91061	GO:0061025	membrane fusion	0.000425331268751951	54	0.000425331268751951	+1
GSE91061	GO:0009411	response to UV	0.000462216723767991	47	0.000462216723767991	+1
GSE91061	GO:1901361	organic cyclic compound catabolic process	0.000478671907294153	137	0.000478671907294153	+1
GSE91061	GO:0032509	endosome transport via multivesicular body sorting pathway	0.00054786401466576	20	0.00054786401466576	+1
GSE91061	GO:0048024	regulation of mRNA splicing, via spliceosome	0.000584853079009177	38	0.000584853079009177	+1
GSE91061	GO:0006839	mitochondrial transport	0.000627524772444505	54	0.000627524772444505	+1
GSE91061	GO:0000959	mitochondrial RNA metabolic process	0.000658147857701455	23	0.000658147857701455	+1
GSE91061	GO:0008333	endosome to lysosome transport	0.000661102520225895	28	0.000661102520225895	+1
GSE91061	GO:0050779	RNA destabilization	0.000684494593277405	36	0.000684494593277405	+1
GSE91061	GO:0045333	cellular respiration	0.000733481848554928	66	0.000733481848554928	+1
GSE91061	GO:0008654	phospholipid biosynthetic process	0.000742890941391094	68	0.000742890941391094	+1
GSE91061	GO:0031570	DNA integrity checkpoint signaling	0.000827053466919156	44	0.000827053466919156	+1
GSE91061	GO:0000077	DNA damage checkpoint signaling	0.000827108366131027	42	0.000827108366131027	+1
GSE91061	GO:0045739	positive regulation of DNA repair	0.000827108366131027	42	0.000827108366131027	+1
GSE91061	GO:1901137	carbohydrate derivative biosynthetic process	0.000854059396936637	144	0.000854059396936637	+1
GSE91061	GO:0033059	cellular pigmentation	0.000877474890600826	26	0.000877474890600826	+1
GSE91061	GO:0036258	multivesicular body assembly	0.000925363534793849	17	0.000925363534793849	+1
GSE91061	GO:1903312	negative regulation of mRNA metabolic process	0.000966220588539676	35	0.000966220588539676	+1
GSE91061	GO:0032786	positive regulation of DNA-templated transcription, elongation	0.00120089118132639	25	0.00120089118132639	+1
