query	GO.ID	Description	p.Val	Genes	FDR	Phenotype
GSE91061	GO:0051240	positive regulation of multicellular organismal process	1.27149094180771e-28	338	1.27149094180771e-28	+1
GSE91061	GO:0046649	lymphocyte activation	1.555506567583e-28	202	1.555506567583e-28	+1
GSE91061	GO:0050778	positive regulation of immune response	3.37417077027859e-28	190	3.37417077027859e-28	+1
GSE91061	GO:0006897	endocytosis	6.20936307528607e-28	187	6.20936307528607e-28	+1
GSE91061	GO:1902531	regulation of intracellular signal transduction	1.58259078278334e-27	354	1.58259078278334e-27	+1
GSE91061	GO:1901564	organonitrogen compound metabolic process	2.00892029369756e-27	906	2.00892029369756e-27	+1
GSE91061	GO:0070887	cellular response to chemical stimulus	1.09843468252385e-26	481	1.09843468252385e-26	+1
GSE91061	GO:0016477	cell migration	1.58408632160186e-26	311	1.58408632160186e-26	+1
GSE91061	GO:0009056	catabolic process	1.60505374181041e-26	463	1.60505374181041e-26	+1
GSE91061	GO:0031325	positive regulation of cellular metabolic process	2.21674872091385e-26	569	2.21674872091385e-26	+1
GSE91061	GO:0009967	positive regulation of signal transduction	2.91512760272131e-26	320	2.91512760272131e-26	+1
GSE91061	GO:0030334	regulation of cell migration	4.02867861562555e-26	222	4.02867861562555e-26	+1
GSE91061	GO:0002521	leukocyte differentiation	9.06064405662617e-26	169	9.06064405662617e-26	+1
GSE91061	GO:0006955	immune response	1.71246146290652e-25	380	1.71246146290652e-25	+1
GSE91061	GO:0050865	regulation of cell activation	2.98784041873025e-25	166	2.98784041873025e-25	+1
GSE91061	GO:0019538	protein metabolic process	4.90758747004014e-25	764	4.90758747004014e-25	+1
GSE91061	GO:0002764	immune response-regulating signaling pathway	5.0634009050133e-25	143	5.0634009050133e-25	+1
GSE91061	GO:0007155	cell adhesion	1.27586744228499e-24	308	1.27586744228499e-24	+1
GSE91061	GO:0032101	regulation of response to external stimulus	1.77433571097656e-24	241	1.77433571097656e-24	+1
GSE91061	GO:0006810	transport	3.38693414622785e-24	690	3.38693414622785e-24	+1
GSE91061	GO:0023056	positive regulation of signaling	6.01296153604615e-24	345	6.01296153604615e-24	+1
GSE91061	GO:0051179	localization	6.44409121400802e-24	834	6.44409121400802e-24	+1
GSE91061	GO:0040011	locomotion	1.50433243008267e-23	263	1.50433243008267e-23	+1
GSE91061	GO:2000145	regulation of cell motility	3.1453845670385e-23	225	3.1453845670385e-23	+1
GSE91061	GO:0042110	T cell activation	3.34908652913131e-23	151	3.34908652913131e-23	+1
GSE91061	GO:0002694	regulation of leukocyte activation	3.6402579003728e-23	152	3.6402579003728e-23	+1
GSE91061	GO:0010647	positive regulation of cell communication	4.94789152616921e-23	342	4.94789152616921e-23	+1
GSE91061	GO:0098657	import into cell	1.06563483840207e-22	212	1.06563483840207e-22	+1
GSE91061	GO:0051173	positive regulation of nitrogen compound metabolic process	1.38392710235679e-22	509	1.38392710235679e-22	+1
GSE91061	GO:0051249	regulation of lymphocyte activation	1.98552710466584e-22	139	1.98552710466584e-22	+1
GSE91061	GO:0048519	negative regulation of biological process	2.1223614990193e-22	870	2.1223614990193e-22	+1
GSE91061	GO:0048856	anatomical structure development	2.13754219323131e-22	873	2.13754219323131e-22	+1
GSE91061	GO:0002757	immune response-activating signaling pathway	2.30711397471781e-22	133	2.30711397471781e-22	+1
GSE91061	GO:0009607	response to biotic stimulus	2.74027148169949e-22	312	2.74027148169949e-22	+1
GSE91061	GO:0030155	regulation of cell adhesion	3.8674812788132e-22	187	3.8674812788132e-22	+1
GSE91061	GO:0032103	positive regulation of response to external stimulus	5.61345742783931e-22	158	5.61345742783931e-22	+1
GSE91061	GO:0040012	regulation of locomotion	8.18158223577341e-22	228	8.18158223577341e-22	+1
GSE91061	GO:0044419	biological process involved in interspecies interaction between organisms	1.19263815817251e-21	330	1.19263815817251e-21	+1
GSE91061	GO:0051707	response to other organism	1.72735232608174e-21	304	1.72735232608174e-21	+1
GSE91061	GO:0051251	positive regulation of lymphocyte activation	2.2792308882859e-21	104	2.2792308882859e-21	+1
GSE91061	GO:0043207	response to external biotic stimulus	2.39745548365706e-21	304	2.39745548365706e-21	+1
GSE91061	GO:0051171	regulation of nitrogen compound metabolic process	3.03351831233132e-21	812	3.03351831233132e-21	+1
GSE91061	GO:2000026	regulation of multicellular organismal development	3.3097642482216e-21	283	3.3097642482216e-21	+1
GSE91061	GO:0050867	positive regulation of cell activation	3.98371178526313e-21	113	3.98371178526313e-21	+1
GSE91061	GO:0098542	defense response to other organism	4.53480564345002e-21	254	4.53480564345002e-21	+1
GSE91061	GO:0071310	cellular response to organic substance	5.08259981001659e-21	363	5.08259981001659e-21	+1
GSE91061	GO:0080090	regulation of primary metabolic process	5.82549112322596e-21	829	5.82549112322596e-21	+1
GSE91061	GO:0002696	positive regulation of leukocyte activation	1.00974700174207e-20	109	1.00974700174207e-20	+1
GSE91061	GO:0032502	developmental process	1.11648998883685e-20	931	1.11648998883685e-20	+1
GSE91061	GO:0001944	vasculature development	1.46981753867524e-20	179	1.46981753867524e-20	+1
GSE91061	GO:0001819	positive regulation of cytokine production	1.55918054325238e-20	134	1.55918054325238e-20	+1
GSE91061	GO:0048870	cell motility	3.78658624586569e-20	323	3.78658624586569e-20	+1
GSE91061	GO:0007159	leukocyte cell-cell adhesion	5.49422214432364e-20	117	5.49422214432364e-20	+1
GSE91061	GO:0051094	positive regulation of developmental process	5.73298194306235e-20	267	5.73298194306235e-20	+1
GSE91061	GO:0048523	negative regulation of cellular process	6.22058434116423e-20	818	6.22058434116423e-20	+1
GSE91061	GO:0002253	activation of immune response	6.67886167533159e-20	140	6.67886167533159e-20	+1
GSE91061	GO:0010033	response to organic substance	7.29476490270538e-20	450	7.29476490270538e-20	+1
GSE91061	GO:0002697	regulation of immune effector process	7.94012643538912e-20	112	7.94012643538912e-20	+1
GSE91061	GO:0051246	regulation of protein metabolic process	8.48385305526549e-20	377	8.48385305526549e-20	+1
GSE91061	GO:0002768	immune response-regulating cell surface receptor signaling pathway	1.00247816904473e-19	102	1.00247816904473e-19	+1
GSE91061	GO:0019222	regulation of metabolic process	1.09576047173899e-19	1009	1.09576047173899e-19	+1
GSE91061	GO:0002252	immune effector process	1.11481345205327e-19	168	1.11481345205327e-19	+1
GSE91061	GO:0051641	cellular localization	1.12211041215323e-19	578	1.12211041215323e-19	+1
GSE91061	GO:0010557	positive regulation of macromolecule biosynthetic process	1.72549397540773e-19	444	1.72549397540773e-19	+1
GSE91061	GO:0080134	regulation of response to stress	2.23701469525631e-19	267	2.23701469525631e-19	+1
GSE91061	GO:0031328	positive regulation of cellular biosynthetic process	3.03364531879813e-19	454	3.03364531879813e-19	+1
GSE91061	GO:0045785	positive regulation of cell adhesion	3.30553770041892e-19	129	3.30553770041892e-19	+1
GSE91061	GO:0031347	regulation of defense response	4.67201327882929e-19	178	4.67201327882929e-19	+1
GSE91061	GO:0009891	positive regulation of biosynthetic process	4.8249597255889e-19	456	4.8249597255889e-19	+1
GSE91061	GO:0045087	innate immune response	6.00211016455727e-19	209	6.00211016455727e-19	+1
GSE91061	GO:0045595	regulation of cell differentiation	6.12459855800327e-19	300	6.12459855800327e-19	+1
GSE91061	GO:0001568	blood vessel development	6.39953412733805e-19	170	6.39953412733805e-19	+1
GSE91061	GO:0051247	positive regulation of protein metabolic process	1.11646811859439e-18	252	1.11646811859439e-18	+1
GSE91061	GO:0007275	multicellular organism development	1.14859478966343e-18	702	1.14859478966343e-18	+1
GSE91061	GO:1903131	mononuclear cell differentiation	1.34361905824845e-18	129	1.34361905824845e-18	+1
GSE91061	GO:0140546	defense response to symbiont	2.45089783232124e-18	230	2.45089783232124e-18	+1
GSE91061	GO:0030154	cell differentiation	2.51440813834753e-18	666	2.51440813834753e-18	+1
GSE91061	GO:0048869	cellular developmental process	2.67204910837677e-18	666	2.67204910837677e-18	+1
GSE91061	GO:0036211	protein modification process	4.15203452191562e-18	495	4.15203452191562e-18	+1
GSE91061	GO:0050900	leukocyte migration	4.90347393616025e-18	112	4.90347393616025e-18	+1
GSE91061	GO:1903037	regulation of leukocyte cell-cell adhesion	6.61697029387311e-18	106	6.61697029387311e-18	+1
GSE91061	GO:0048468	cell development	8.0773028694198e-18	466	8.0773028694198e-18	+1
GSE91061	GO:0030099	myeloid cell differentiation	8.32807647939846e-18	119	8.32807647939846e-18	+1
GSE91061	GO:0032879	regulation of localization	1.78004782683905e-17	357	1.78004782683905e-17	+1
GSE91061	GO:0051241	negative regulation of multicellular organismal process	1.84333230432636e-17	227	1.84333230432636e-17	+1
GSE91061	GO:0043412	macromolecule modification	2.04131608552239e-17	522	2.04131608552239e-17	+1
GSE91061	GO:0051128	regulation of cellular component organization	2.07507423741429e-17	412	2.07507423741429e-17	+1
GSE91061	GO:0042592	homeostatic process	2.36305074360422e-17	314	2.36305074360422e-17	+1
GSE91061	GO:0002429	immune response-activating cell surface receptor signaling pathway	4.01065338570256e-17	92	4.01065338570256e-17	+1
GSE91061	GO:0009653	anatomical structure morphogenesis	4.78399071239678e-17	445	4.78399071239678e-17	+1
GSE91061	GO:0050863	regulation of T cell activation	5.02657246837494e-17	106	5.02657246837494e-17	+1
GSE91061	GO:1903706	regulation of hemopoiesis	5.09456414815015e-17	114	5.09456414815015e-17	+1
GSE91061	GO:0030335	positive regulation of cell migration	7.28904141716768e-17	135	7.28904141716768e-17	+1
GSE91061	GO:0072359	circulatory system development	8.69117133189315e-17	228	8.69117133189315e-17	+1
GSE91061	GO:0051234	establishment of localization	8.93447303956627e-17	722	8.93447303956627e-17	+1
GSE91061	GO:0070661	leukocyte proliferation	1.22512412879766e-16	101	1.22512412879766e-16	+1
GSE91061	GO:0002274	myeloid leukocyte activation	1.29055797010331e-16	79	1.29055797010331e-16	+1
GSE91061	GO:0032943	mononuclear cell proliferation	1.60951898131268e-16	94	1.60951898131268e-16	+1
GSE91061	GO:0006793	phosphorus metabolic process	1.77975903220595e-16	431	1.77975903220595e-16	+1
GSE91061	GO:0044248	cellular catabolic process	1.97955767422479e-16	295	1.97955767422479e-16	+1
GSE91061	GO:0007264	small GTPase-mediated signal transduction	2.49061552246867e-16	128	2.49061552246867e-16	+1
GSE91061	GO:0006796	phosphate-containing compound metabolic process	2.61061755850143e-16	427	2.61061755850143e-16	+1
GSE91061	GO:1902105	regulation of leukocyte differentiation	3.08350855031833e-16	95	3.08350855031833e-16	+1
GSE91061	GO:0050870	positive regulation of T cell activation	4.08994683789459e-16	80	4.08994683789459e-16	+1
GSE91061	GO:0032501	multicellular organismal process	4.093707080731e-16	1049	4.093707080731e-16	+1
GSE91061	GO:0045597	positive regulation of cell differentiation	6.78910399102115e-16	185	6.78910399102115e-16	+1
GSE91061	GO:0022407	regulation of cell-cell adhesion	7.14750643768983e-16	122	7.14750643768983e-16	+1
GSE91061	GO:1903039	positive regulation of leukocyte cell-cell adhesion	8.75830993124736e-16	84	8.75830993124736e-16	+1
GSE91061	GO:0002699	positive regulation of immune effector process	9.3320063086977e-16	80	9.3320063086977e-16	+1
GSE91061	GO:0065009	regulation of molecular function	1.22137284044012e-15	320	1.22137284044012e-15	+1
GSE91061	GO:1902533	positive regulation of intracellular signal transduction	1.26174437115161e-15	210	1.26174437115161e-15	+1
GSE91061	GO:0048514	blood vessel morphogenesis	1.66813450512147e-15	146	1.66813450512147e-15	+1
GSE91061	GO:0000165	MAPK cascade	2.18227383193476e-15	165	2.18227383193476e-15	+1
GSE91061	GO:0002831	regulation of response to biotic stimulus	2.72672379212511e-15	125	2.72672379212511e-15	+1
GSE91061	GO:0008283	cell population proliferation	2.87019491585533e-15	347	2.87019491585533e-15	+1
GSE91061	GO:1901575	organic substance catabolic process	3.29285828541432e-15	356	3.29285828541432e-15	+1
GSE91061	GO:0031323	regulation of cellular metabolic process	3.33829506496291e-15	928	3.33829506496291e-15	+1
GSE91061	GO:0030098	lymphocyte differentiation	3.63464683740905e-15	113	3.63464683740905e-15	+1
GSE91061	GO:0022409	positive regulation of cell-cell adhesion	3.91656155278442e-15	92	3.91656155278442e-15	+1
GSE91061	GO:0070663	regulation of leukocyte proliferation	4.36027285919268e-15	82	4.36027285919268e-15	+1
GSE91061	GO:0032944	regulation of mononuclear cell proliferation	4.82244260801187e-15	77	4.82244260801187e-15	+1
GSE91061	GO:0060255	regulation of macromolecule metabolic process	5.14751807450258e-15	922	5.14751807450258e-15	+1
GSE91061	GO:0002263	cell activation involved in immune response	6.19240397191321e-15	89	6.19240397191321e-15	+1
GSE91061	GO:2000147	positive regulation of cell motility	7.84803704961078e-15	135	7.84803704961078e-15	+1
GSE91061	GO:0002703	regulation of leukocyte mediated immunity	8.26559901720449e-15	77	8.26559901720449e-15	+1
GSE91061	GO:0002366	leukocyte activation involved in immune response	8.39804754865827e-15	88	8.39804754865827e-15	+1
GSE91061	GO:0051649	establishment of localization in cell	1.1634559031253e-14	340	1.1634559031253e-14	+1
GSE91061	GO:0040017	positive regulation of locomotion	1.23151168461795e-14	137	1.23151168461795e-14	+1
GSE91061	GO:0046651	lymphocyte proliferation	1.55688942506395e-14	89	1.55688942506395e-14	+1
GSE91061	GO:0071706	tumor necrosis factor superfamily cytokine production	1.6830074211832e-14	61	1.6830074211832e-14	+1
GSE91061	GO:1903555	regulation of tumor necrosis factor superfamily cytokine production	1.6830074211832e-14	61	1.6830074211832e-14	+1
GSE91061	GO:0050670	regulation of lymphocyte proliferation	2.46547018993786e-14	75	2.46547018993786e-14	+1
GSE91061	GO:0007033	vacuole organization	2.48816820883869e-14	74	2.48816820883869e-14	+1
GSE91061	GO:0032675	regulation of interleukin-6 production	2.54742142057441e-14	57	2.54742142057441e-14	+1
GSE91061	GO:0032635	interleukin-6 production	2.54742142057441e-14	57	2.54742142057441e-14	+1
GSE91061	GO:0048646	anatomical structure formation involved in morphogenesis	2.77102660306957e-14	228	2.77102660306957e-14	+1
GSE91061	GO:0045088	regulation of innate immune response	6.477229368721e-14	107	6.477229368721e-14	+1
GSE91061	GO:0032680	regulation of tumor necrosis factor production	6.95400968621233e-14	59	6.95400968621233e-14	+1
GSE91061	GO:0032640	tumor necrosis factor production	6.95400968621233e-14	59	6.95400968621233e-14	+1
GSE91061	GO:0006508	proteolysis	7.53930232171648e-14	282	7.53930232171648e-14	+1
GSE91061	GO:0042221	response to chemical	7.67450707333858e-14	593	7.67450707333858e-14	+1
GSE91061	GO:0060627	regulation of vesicle-mediated transport	7.76727162619058e-14	125	7.76727162619058e-14	+1
GSE91061	GO:0010628	positive regulation of gene expression	1.03061631860736e-13	227	1.03061631860736e-13	+1
GSE91061	GO:0051130	positive regulation of cellular component organization	1.3446973277517e-13	216	1.3446973277517e-13	+1
GSE91061	GO:0009057	macromolecule catabolic process	1.34679455084941e-13	248	1.34679455084941e-13	+1
GSE91061	GO:0001525	angiogenesis	1.44798985504255e-13	127	1.44798985504255e-13	+1
GSE91061	GO:0002685	regulation of leukocyte migration	2.14975281276872e-13	72	2.14975281276872e-13	+1
GSE91061	GO:0008219	cell death	2.27090011417838e-13	337	2.27090011417838e-13	+1
GSE91061	GO:0012501	programmed cell death	2.94352388423051e-13	336	2.94352388423051e-13	+1
GSE91061	GO:0042127	regulation of cell population proliferation	2.9680942544286e-13	295	2.9680942544286e-13	+1
GSE91061	GO:0031349	positive regulation of defense response	3.28790528912035e-13	115	3.28790528912035e-13	+1
GSE91061	GO:0048585	negative regulation of response to stimulus	3.2993601195841e-13	290	3.2993601195841e-13	+1
GSE91061	GO:1901700	response to oxygen-containing compound	3.43845862051656e-13	292	3.43845862051656e-13	+1
GSE91061	GO:0070727	cellular macromolecule localization	4.95342144278354e-13	435	4.95342144278354e-13	+1
GSE91061	GO:0035239	tube morphogenesis	5.04207148270468e-13	178	5.04207148270468e-13	+1
GSE91061	GO:0006468	protein phosphorylation	5.45820359958816e-13	247	5.45820359958816e-13	+1
GSE91061	GO:0006909	phagocytosis	6.03239258496036e-13	72	6.03239258496036e-13	+1
GSE91061	GO:0048731	system development	6.91161304739118e-13	590	6.91161304739118e-13	+1
GSE91061	GO:0035295	tube development	7.08739864788436e-13	210	7.08739864788436e-13	+1
GSE91061	GO:0002683	negative regulation of immune system process	8.82998061464224e-13	118	8.82998061464224e-13	+1
GSE91061	GO:0048871	multicellular organismal-level homeostasis	1.09087667372974e-12	167	1.09087667372974e-12	+1
GSE91061	GO:0050790	regulation of catalytic activity	1.09690562656013e-12	229	1.09690562656013e-12	+1
GSE91061	GO:0071345	cellular response to cytokine stimulus	1.10205099135795e-12	172	1.10205099135795e-12	+1
GSE91061	GO:0061919	process utilizing autophagic mechanism	1.27911031783664e-12	131	1.27911031783664e-12	+1
GSE91061	GO:0006914	autophagy	1.27911031783664e-12	131	1.27911031783664e-12	+1
GSE91061	GO:1903708	positive regulation of hemopoiesis	1.43068247292795e-12	62	1.43068247292795e-12	+1
GSE91061	GO:1902107	positive regulation of leukocyte differentiation	1.43068247292795e-12	62	1.43068247292795e-12	+1
GSE91061	GO:0060284	regulation of cell development	1.63622753320506e-12	173	1.63622753320506e-12	+1
GSE91061	GO:0008104	protein localization	1.7574164294681e-12	431	1.7574164294681e-12	+1
GSE91061	GO:0030217	T cell differentiation	1.79491097739331e-12	85	1.79491097739331e-12	+1
GSE91061	GO:0006915	apoptotic process	2.00627331747649e-12	323	2.00627331747649e-12	+1
GSE91061	GO:0034097	response to cytokine	2.25457829446895e-12	185	2.25457829446895e-12	+1
GSE91061	GO:1901701	cellular response to oxygen-containing compound	2.32052208902455e-12	221	2.32052208902455e-12	+1
GSE91061	GO:0042098	T cell proliferation	2.51986450637659e-12	67	2.51986450637659e-12	+1
GSE91061	GO:0009719	response to endogenous stimulus	3.77376278427296e-12	290	3.77376278427296e-12	+1
GSE91061	GO:0098609	cell-cell adhesion	4.94624785946445e-12	186	4.94624785946445e-12	+1
GSE91061	GO:0033036	macromolecule localization	4.97679476527105e-12	490	4.97679476527105e-12	+1
GSE91061	GO:0031401	positive regulation of protein modification process	5.70323288753437e-12	162	5.70323288753437e-12	+1
GSE91061	GO:0030163	protein catabolic process	5.89949700953906e-12	189	5.89949700953906e-12	+1
GSE91061	GO:0065008	regulation of biological quality	6.71060027009316e-12	443	6.71060027009316e-12	+1
GSE91061	GO:0030100	regulation of endocytosis	9.57485160747583e-12	79	9.57485160747583e-12	+1
GSE91061	GO:0022603	regulation of anatomical structure morphogenesis	9.75727596155534e-12	169	9.75727596155534e-12	+1
GSE91061	GO:0043408	regulation of MAPK cascade	1.09860995064454e-11	139	1.09860995064454e-11	+1
GSE91061	GO:0002833	positive regulation of response to biotic stimulus	1.30032998058226e-11	94	1.30032998058226e-11	+1
GSE91061	GO:0043067	regulation of programmed cell death	1.51881656816307e-11	264	1.51881656816307e-11	+1
GSE91061	GO:0030036	actin cytoskeleton organization	1.60665739185242e-11	150	1.60665739185242e-11	+1
GSE91061	GO:0009894	regulation of catabolic process	1.67329813410137e-11	196	1.67329813410137e-11	+1
GSE91061	GO:0002443	leukocyte mediated immunity	1.89395210056557e-11	109	1.89395210056557e-11	+1
GSE91061	GO:0002573	myeloid leukocyte differentiation	2.04534466869206e-11	70	2.04534466869206e-11	+1
GSE91061	GO:1901565	organonitrogen compound catabolic process	3.07665609149056e-11	248	3.07665609149056e-11	+1
GSE91061	GO:0031399	regulation of protein modification process	3.42563433773253e-11	224	3.42563433773253e-11	+1
GSE91061	GO:0015031	protein transport	4.08079400961526e-11	251	4.08079400961526e-11	+1
GSE91061	GO:0030029	actin filament-based process	4.55835761944342e-11	162	4.55835761944342e-11	+1
GSE91061	GO:0016310	phosphorylation	4.94525361437738e-11	272	4.94525361437738e-11	+1
GSE91061	GO:0002758	innate immune response-activating signaling pathway	5.00544714327464e-11	73	5.00544714327464e-11	+1
GSE91061	GO:0046907	intracellular transport	6.00331775985322e-11	243	6.00331775985322e-11	+1
GSE91061	GO:0060326	cell chemotaxis	6.08708128757381e-11	84	6.08708128757381e-11	+1
GSE91061	GO:1901342	regulation of vasculature development	7.61509844545505e-11	79	7.61509844545505e-11	+1
GSE91061	GO:0019882	antigen processing and presentation	7.68616868727725e-11	44	7.68616868727725e-11	+1
GSE91061	GO:0071705	nitrogen compound transport	7.69659347231734e-11	316	7.69659347231734e-11	+1
GSE91061	GO:0071495	cellular response to endogenous stimulus	7.87783605884281e-11	251	7.87783605884281e-11	+1
GSE91061	GO:0051174	regulation of phosphorus metabolic process	8.29164503586846e-11	209	8.29164503586846e-11	+1
GSE91061	GO:0045619	regulation of lymphocyte differentiation	9.67450801781704e-11	64	9.67450801781704e-11	+1
GSE91061	GO:0051336	regulation of hydrolase activity	1.23875024280719e-10	130	1.23875024280719e-10	+1
GSE91061	GO:0019220	regulation of phosphate metabolic process	1.44242277504074e-10	208	1.44242277504074e-10	+1
GSE91061	GO:0043410	positive regulation of MAPK cascade	1.44573690382406e-10	107	1.44573690382406e-10	+1
GSE91061	GO:0002504	antigen processing and presentation of peptide or polysaccharide antigen via MHC class II	1.45087790867208e-10	23	1.45087790867208e-10	+1
GSE91061	GO:0071674	mononuclear cell migration	1.74380460564106e-10	62	1.74380460564106e-10	+1
GSE91061	GO:0097529	myeloid leukocyte migration	1.87746534655284e-10	68	1.87746534655284e-10	+1
GSE91061	GO:0009611	response to wounding	2.08590513742013e-10	122	2.08590513742013e-10	+1
GSE91061	GO:0045765	regulation of angiogenesis	2.615730437747e-10	77	2.615730437747e-10	+1
GSE91061	GO:0042129	regulation of T cell proliferation	2.64198042937483e-10	57	2.64198042937483e-10	+1
GSE91061	GO:0042981	regulation of apoptotic process	2.94953752777864e-10	253	2.94953752777864e-10	+1
GSE91061	GO:0032946	positive regulation of mononuclear cell proliferation	3.09771019820419e-10	50	3.09771019820419e-10	+1
GSE91061	GO:0007167	enzyme-linked receptor protein signaling pathway	3.47970601952511e-10	183	3.47970601952511e-10	+1
GSE91061	GO:0002221	pattern recognition receptor signaling pathway	4.55016734969641e-10	68	4.55016734969641e-10	+1
GSE91061	GO:0051049	regulation of transport	4.77929794556678e-10	270	4.77929794556678e-10	+1
GSE91061	GO:0006935	chemotaxis	4.87049646575866e-10	106	4.87049646575866e-10	+1
GSE91061	GO:0042113	B cell activation	6.02270102331058e-10	75	6.02270102331058e-10	+1
GSE91061	GO:0070665	positive regulation of leukocyte proliferation	6.0495265239969e-10	53	6.0495265239969e-10	+1
GSE91061	GO:0042330	taxis	6.52850627418593e-10	106	6.52850627418593e-10	+1
GSE91061	GO:0045089	positive regulation of innate immune response	7.08373115498797e-10	86	7.08373115498797e-10	+1
GSE91061	GO:0002495	antigen processing and presentation of peptide antigen via MHC class II	8.4139667369576e-10	21	8.4139667369576e-10	+1
GSE91061	GO:0044093	positive regulation of molecular function	9.96617570535785e-10	200	9.96617570535785e-10	+1
GSE91061	GO:0001818	negative regulation of cytokine production	1.15391921754128e-09	76	1.15391921754128e-09	+1
GSE91061	GO:0002218	activation of innate immune response	1.22563708804989e-09	74	1.22563708804989e-09	+1
GSE91061	GO:0002706	regulation of lymphocyte mediated immunity	1.28184336198779e-09	56	1.28184336198779e-09	+1
GSE91061	GO:1903557	positive regulation of tumor necrosis factor superfamily cytokine production	1.33770362659483e-09	40	1.33770362659483e-09	+1
GSE91061	GO:0006996	organelle organization	1.471214812686e-09	527	1.471214812686e-09	+1
GSE91061	GO:0002687	positive regulation of leukocyte migration	1.77954613632165e-09	50	1.77954613632165e-09	+1
GSE91061	GO:0030595	leukocyte chemotaxis	2.00814640483815e-09	66	2.00814640483815e-09	+1
GSE91061	GO:0050671	positive regulation of lymphocyte proliferation	2.24599676195532e-09	48	2.24599676195532e-09	+1
GSE91061	GO:0050921	positive regulation of chemotaxis	2.24599676195532e-09	48	2.24599676195532e-09	+1
GSE91061	GO:0002275	myeloid cell activation involved in immune response	2.66705451784598e-09	38	2.66705451784598e-09	+1
