query	GO.ID	Description	p.Val	Genes	FDR	Phenotype
GSE91061	GO:0007049	cell cycle	2.77927962414664e-21	461	2.77927962414664e-21	+1
GSE91061	GO:0002429	immune response-activating cell surface receptor signaling pathway	2.95487991532494e-21	123	2.95487991532494e-21	+1
GSE91061	GO:0009892	negative regulation of metabolic process	3.80467966199021e-21	776	3.80467966199021e-21	+1
GSE91061	GO:0002694	regulation of leukocyte activation	5.64363022813728e-21	189	5.64363022813728e-21	+1
GSE91061	GO:0009058	biosynthetic process	6.46419479414396e-21	2026	6.46419479414396e-21	+1
GSE91061	GO:1901564	organonitrogen compound metabolic process	6.71104368014743e-21	1231	6.71104368014743e-21	+1
GSE91061	GO:0043043	peptide biosynthetic process	1.02301599520044e-20	233	1.02301599520044e-20	+1
GSE91061	GO:0031324	negative regulation of cellular metabolic process	4.69832761274943e-20	728	4.69832761274943e-20	+1
GSE91061	GO:0030217	T cell differentiation	6.64473819715001e-20	123	6.64473819715001e-20	+1
GSE91061	GO:0034470	ncRNA processing	1.17523720545868e-19	156	1.17523720545868e-19	+1
GSE91061	GO:0043484	regulation of RNA splicing	1.47246457206061e-19	88	1.47246457206061e-19	+1
GSE91061	GO:0051052	regulation of DNA metabolic process	1.62193507755992e-19	176	1.62193507755992e-19	+1
GSE91061	GO:0042254	ribosome biogenesis	1.63354985366434e-19	126	1.63354985366434e-19	+1
GSE91061	GO:0051249	regulation of lymphocyte activation	1.97796908993293e-19	170	1.97796908993293e-19	+1
GSE91061	GO:0006281	DNA repair	3.18214056677461e-19	195	3.18214056677461e-19	+1
GSE91061	GO:1902531	regulation of intracellular signal transduction	4.39395669347377e-19	442	4.39395669347377e-19	+1
GSE91061	GO:0043687	post-translational protein modification	8.27463910811477e-19	287	8.27463910811477e-19	+1
GSE91061	GO:0033044	regulation of chromosome organization	2.07732527667927e-18	104	2.07732527667927e-18	+1
GSE91061	GO:0010558	negative regulation of macromolecule biosynthetic process	3.18930337234896e-18	634	3.18930337234896e-18	+1
GSE91061	GO:0050865	regulation of cell activation	4.09649767803653e-18	195	4.09649767803653e-18	+1
GSE91061	GO:0006401	RNA catabolic process	4.75354347912136e-18	119	4.75354347912136e-18	+1
GSE91061	GO:0070647	protein modification by small protein conjugation or removal	7.7352440075483e-18	273	7.7352440075483e-18	+1
GSE91061	GO:0032446	protein modification by small protein conjugation	2.79543524724495e-17	247	2.79543524724495e-17	+1
GSE91061	GO:0031327	negative regulation of cellular biosynthetic process	3.00256306684285e-17	639	3.00256306684285e-17	+1
GSE91061	GO:0009890	negative regulation of biosynthetic process	4.06440658128051e-17	641	4.06440658128051e-17	+1
GSE91061	GO:0006518	peptide metabolic process	1.8284868032371e-16	256	1.8284868032371e-16	+1
GSE91061	GO:0016567	protein ubiquitination	2.04847412618075e-16	226	2.04847412618075e-16	+1
GSE91061	GO:0043604	amide biosynthetic process	3.35579385442996e-16	250	3.35579385442996e-16	+1
GSE91061	GO:0050684	regulation of mRNA processing	4.88527886787739e-16	67	4.88527886787739e-16	+1
GSE91061	GO:0002696	positive regulation of leukocyte activation	6.6613441323429e-16	127	6.6613441323429e-16	+1
GSE91061	GO:0050867	positive regulation of cell activation	8.57954840042451e-16	131	8.57954840042451e-16	+1
GSE91061	GO:0002366	leukocyte activation involved in immune response	9.00614911928503e-16	113	9.00614911928503e-16	+1
GSE91061	GO:0002263	cell activation involved in immune response	9.34469061347257e-16	114	9.34469061347257e-16	+1
GSE91061	GO:0051246	regulation of protein metabolic process	4.87815595887431e-15	491	4.87815595887431e-15	+1
GSE91061	GO:0051251	positive regulation of lymphocyte activation	7.37271893300877e-15	117	7.37271893300877e-15	+1
GSE91061	GO:0006402	mRNA catabolic process	1.21128148176132e-14	98	1.21128148176132e-14	+1
GSE91061	GO:0051276	chromosome organization	1.22646932050936e-14	190	1.22646932050936e-14	+1
GSE91061	GO:0007159	leukocyte cell-cell adhesion	1.53744178044671e-14	136	1.53744178044671e-14	+1
GSE91061	GO:0009966	regulation of signal transduction	2.41591272640293e-14	659	2.41591272640293e-14	+1
GSE91061	GO:0030183	B cell differentiation	2.54385716915954e-14	72	2.54385716915954e-14	+1
GSE91061	GO:0080135	regulation of cellular response to stress	7.13733687400623e-14	160	7.13733687400623e-14	+1
GSE91061	GO:0141124	intracellular signaling cassette	7.34943451486639e-14	439	7.34943451486639e-14	+1
GSE91061	GO:0050852	T cell receptor signaling pathway	8.33200324886674e-14	65	8.33200324886674e-14	+1
GSE91061	GO:0006354	DNA-templated transcription elongation	9.70052324991783e-14	64	9.70052324991783e-14	+1
GSE91061	GO:1903039	positive regulation of leukocyte cell-cell adhesion	1.21276557391502e-13	101	1.21276557391502e-13	+1
GSE91061	GO:0006996	organelle organization	2.3883851667398e-13	764	2.3883851667398e-13	+1
GSE91061	GO:0050863	regulation of T cell activation	2.97994763390067e-13	126	2.97994763390067e-13	+1
GSE91061	GO:0000956	nuclear-transcribed mRNA catabolic process	3.32362128364387e-13	62	3.32362128364387e-13	+1
GSE91061	GO:0006952	defense response	4.14543645464158e-13	422	4.14543645464158e-13	+1
GSE91061	GO:0002181	cytoplasmic translation	5.51630311075838e-13	69	5.51630311075838e-13	+1
GSE91061	GO:1903037	regulation of leukocyte cell-cell adhesion	6.74352061381907e-13	123	6.74352061381907e-13	+1
GSE91061	GO:0002252	immune effector process	1.20628659413299e-12	198	1.20628659413299e-12	+1
GSE91061	GO:0016072	rRNA metabolic process	1.47421204020999e-12	97	1.47421204020999e-12	+1
GSE91061	GO:0030163	protein catabolic process	1.48181281480293e-12	255	1.48181281480293e-12	+1
GSE91061	GO:0051726	regulation of cell cycle	1.72192508647918e-12	283	1.72192508647918e-12	+1
GSE91061	GO:0006368	transcription elongation by RNA polymerase II	1.75077733286811e-12	57	1.75077733286811e-12	+1
GSE91061	GO:0009056	catabolic process	2.2199897380113e-12	564	2.2199897380113e-12	+1
GSE91061	GO:0043632	modification-dependent macromolecule catabolic process	2.44839524438754e-12	180	2.44839524438754e-12	+1
GSE91061	GO:0022402	cell cycle process	2.51115226004731e-12	317	2.51115226004731e-12	+1
GSE91061	GO:0140546	defense response to symbiont	2.52723500979628e-12	284	2.52723500979628e-12	+1
GSE91061	GO:0002285	lymphocyte activation involved in immune response	2.54908254788854e-12	83	2.54908254788854e-12	+1
GSE91061	GO:0031347	regulation of defense response	2.64143435860097e-12	212	2.64143435860097e-12	+1
GSE91061	GO:0045087	innate immune response	3.57818549153677e-12	253	3.57818549153677e-12	+1
GSE91061	GO:0045088	regulation of innate immune response	3.95848683313125e-12	133	3.95848683313125e-12	+1
GSE91061	GO:0002831	regulation of response to biotic stimulus	4.06864153274586e-12	153	4.06864153274586e-12	+1
GSE91061	GO:0000278	mitotic cell cycle	4.6976459743431e-12	238	4.6976459743431e-12	+1
GSE91061	GO:0045619	regulation of lymphocyte differentiation	4.85554543339997e-12	83	4.85554543339997e-12	+1
GSE91061	GO:0034248	regulation of amide metabolic process	6.66279550606007e-12	138	6.66279550606007e-12	+1
GSE91061	GO:0051169	nuclear transport	8.04941157049821e-12	113	8.04941157049821e-12	+1
GSE91061	GO:0006913	nucleocytoplasmic transport	8.04941157049821e-12	113	8.04941157049821e-12	+1
GSE91061	GO:0046631	alpha-beta T cell activation	1.02800711605712e-11	73	1.02800711605712e-11	+1
GSE91061	GO:0048024	regulation of mRNA splicing, via spliceosome	1.11529165896528e-11	54	1.11529165896528e-11	+1
GSE91061	GO:0044419	biological process involved in interspecies interaction between organisms	1.36962376853471e-11	402	1.36962376853471e-11	+1
GSE91061	GO:1901575	organic substance catabolic process	1.42653757751804e-11	469	1.42653757751804e-11	+1
GSE91061	GO:0032784	regulation of DNA-templated transcription elongation	1.62067909576206e-11	51	1.62067909576206e-11	+1
GSE91061	GO:0032786	positive regulation of DNA-templated transcription, elongation	1.790120967336e-11	37	1.790120967336e-11	+1
GSE91061	GO:0040029	epigenetic regulation of gene expression	1.86959400051226e-11	85	1.86959400051226e-11	+1
GSE91061	GO:0098542	defense response to other organism	2.10882401027315e-11	302	2.10882401027315e-11	+1
GSE91061	GO:0009894	regulation of catabolic process	3.23168800790471e-11	262	3.23168800790471e-11	+1
GSE91061	GO:0046651	lymphocyte proliferation	4.34911543805997e-11	105	4.34911543805997e-11	+1
GSE91061	GO:0006364	rRNA processing	4.39208981377104e-11	84	4.39208981377104e-11	+1
GSE91061	GO:0051054	positive regulation of DNA metabolic process	4.57974891400548e-11	103	4.57974891400548e-11	+1
GSE91061	GO:0031349	positive regulation of defense response	4.87276412991548e-11	143	4.87276412991548e-11	+1
GSE91061	GO:0006302	double-strand break repair	5.54066194619926e-11	105	5.54066194619926e-11	+1
GSE91061	GO:0009607	response to biotic stimulus	6.75420931414361e-11	372	6.75420931414361e-11	+1
GSE91061	GO:0061013	regulation of mRNA catabolic process	6.76763544566366e-11	75	6.76763544566366e-11	+1
GSE91061	GO:0051603	proteolysis involved in protein catabolic process	7.94948510668191e-11	199	7.94948510668191e-11	+1
GSE91061	GO:0034243	regulation of transcription elongation by RNA polymerase II	8.06339249318245e-11	45	8.06339249318245e-11	+1
GSE91061	GO:0001817	regulation of cytokine production	8.5108710832487e-11	208	8.5108710832487e-11	+1
GSE91061	GO:0051707	response to other organism	9.134626046393e-11	364	9.134626046393e-11	+1
GSE91061	GO:0050870	positive regulation of T cell activation	1.14185462269578e-10	89	1.14185462269578e-10	+1
GSE91061	GO:0043207	response to external biotic stimulus	1.22095860778807e-10	364	1.22095860778807e-10	+1
GSE91061	GO:0006282	regulation of DNA repair	1.28416892584319e-10	81	1.28416892584319e-10	+1
GSE91061	GO:0031929	TOR signaling	1.34733822950336e-10	68	1.34733822950336e-10	+1
GSE91061	GO:0034655	nucleobase-containing compound catabolic process	1.4144390726144e-10	154	1.4144390726144e-10	+1
GSE91061	GO:0032259	methylation	1.47077671852672e-10	94	1.47077671852672e-10	+1
GSE91061	GO:0001816	cytokine production	1.96428252969177e-10	208	1.96428252969177e-10	+1
GSE91061	GO:0006417	regulation of translation	2.03678504986709e-10	120	2.03678504986709e-10	+1
GSE91061	GO:0032943	mononuclear cell proliferation	2.28868481902734e-10	105	2.28868481902734e-10	+1
GSE91061	GO:0032006	regulation of TOR signaling	2.59058802087942e-10	62	2.59058802087942e-10	+1
GSE91061	GO:0045089	positive regulation of innate immune response	2.59897854763066e-10	112	2.59897854763066e-10	+1
GSE91061	GO:0033043	regulation of organelle organization	2.70766936277034e-10	288	2.70766936277034e-10	+1
GSE91061	GO:0019941	modification-dependent protein catabolic process	3.40607399811089e-10	171	3.40607399811089e-10	+1
GSE91061	GO:1903047	mitotic cell cycle process	3.44294406700324e-10	200	3.44294406700324e-10	+1
GSE91061	GO:0070661	leukocyte proliferation	3.79861702758368e-10	113	3.79861702758368e-10	+1
GSE91061	GO:0006352	DNA-templated transcription initiation	3.99277450756929e-10	73	3.99277450756929e-10	+1
GSE91061	GO:0010628	positive regulation of gene expression	5.18650918368151e-10	290	5.18650918368151e-10	+1
GSE91061	GO:0023051	regulation of signaling	6.31260066747182e-10	711	6.31260066747182e-10	+1
GSE91061	GO:0032103	positive regulation of response to external stimulus	6.99390671549573e-10	170	6.99390671549573e-10	+1
GSE91061	GO:0050864	regulation of B cell activation	7.61794043165852e-10	57	7.61794043165852e-10	+1
GSE91061	GO:0038202	TORC1 signaling	8.37989594409318e-10	47	8.37989594409318e-10	+1
GSE91061	GO:0010646	regulation of cell communication	9.23418957421181e-10	711	9.23418957421181e-10	+1
GSE91061	GO:0051168	nuclear export	9.32874476214836e-10	67	9.32874476214836e-10	+1
GSE91061	GO:1903432	regulation of TORC1 signaling	1.09269391697209e-09	45	1.09269391697209e-09	+1
GSE91061	GO:0022409	positive regulation of cell-cell adhesion	1.17072862306886e-09	104	1.17072862306886e-09	+1
GSE91061	GO:0032968	positive regulation of transcription elongation by RNA polymerase II	1.18664386441461e-09	31	1.18664386441461e-09	+1
GSE91061	GO:0006511	ubiquitin-dependent protein catabolic process	1.2784290697663e-09	167	1.2784290697663e-09	+1
GSE91061	GO:0006403	RNA localization	1.42034962513167e-09	74	1.42034962513167e-09	+1
GSE91061	GO:0043603	amide metabolic process	1.50864419000254e-09	289	1.50864419000254e-09	+1
GSE91061	GO:0050853	B cell receptor signaling pathway	1.94774119726917e-09	38	1.94774119726917e-09	+1
GSE91061	GO:0043487	regulation of RNA stability	2.27790001723584e-09	71	2.27790001723584e-09	+1
GSE91061	GO:0046907	intracellular transport	2.30389283421023e-09	323	2.30389283421023e-09	+1
GSE91061	GO:0006310	DNA recombination	2.37979447206260e-09	107	2.37979447206260e-09	+1
GSE91061	GO:0002833	positive regulation of response to biotic stimulus	2.66086190179523e-09	115	2.66086190179523e-09	+1
GSE91061	GO:0051236	establishment of RNA localization	2.70219034114634e-09	64	2.70219034114634e-09	+1
GSE91061	GO:0045814	negative regulation of gene expression, epigenetic	2.76733467974193e-09	58	2.76733467974193e-09	+1
GSE91061	GO:0044270	cellular nitrogen compound catabolic process	2.79623116648869e-09	159	2.79623116648869e-09	+1
GSE91061	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	2.8785874515218e-09	122	2.8785874515218e-09	+1
GSE91061	GO:0046700	heterocycle catabolic process	3.26674502917283e-09	159	3.26674502917283e-09	+1
GSE91061	GO:0009967	positive regulation of signal transduction	3.44191008762747e-09	359	3.44191008762747e-09	+1
GSE91061	GO:0050854	regulation of antigen receptor-mediated signaling pathway	3.66144543982983e-09	36	3.66144543982983e-09	+1
GSE91061	GO:0045580	regulation of T cell differentiation	3.79853190848989e-09	69	3.79853190848989e-09	+1
GSE91061	GO:0012501	programmed cell death	4.24689633239471e-09	439	4.24689633239471e-09	+1
GSE91061	GO:0032204	regulation of telomere maintenance	4.40538586103317e-09	48	4.40538586103317e-09	+1
GSE91061	GO:0043488	regulation of mRNA stability	4.6375325563926e-09	67	4.6375325563926e-09	+1
GSE91061	GO:0043414	macromolecule methylation	4.9016123979824e-09	68	4.9016123979824e-09	+1
GSE91061	GO:0009451	RNA modification	5.1467067655109e-09	69	5.1467067655109e-09	+1
GSE91061	GO:0008219	cell death	5.82745777815622e-09	439	5.82745777815622e-09	+1
GSE91061	GO:0000723	telomere maintenance	6.66465888382262e-09	63	6.66465888382262e-09	+1
GSE91061	GO:0065009	regulation of molecular function	6.67103080300852e-09	403	6.67103080300852e-09	+1
GSE91061	GO:0019439	aromatic compound catabolic process	7.06278490934177e-09	162	7.06278490934177e-09	+1
