query	GO.ID	Description	p.Val	Genes	FDR	Phenotype
GSE91061	GO:0032774	RNA biosynthetic process	3.90423760071282e-122	866	3.90423760071282e-122	+1
GSE91061	GO:0006351	DNA-templated transcription	1.34783514076785e-121	860	1.34783514076785e-121	+1
GSE91061	GO:2001141	regulation of RNA biosynthetic process	3.58180803248218e-118	837	3.58180803248218e-118	+1
GSE91061	GO:0006355	regulation of DNA-templated transcription	1.45968206586773e-117	833	1.45968206586773e-117	+1
GSE91061	GO:0006366	transcription by RNA polymerase II	1.57848664137609e-113	704	1.57848664137609e-113	+1
GSE91061	GO:0034654	nucleobase-containing compound biosynthetic process	4.96892854675959e-111	908	4.96892854675959e-111	+1
GSE91061	GO:0006357	regulation of transcription by RNA polymerase II	1.38071819487366e-109	676	1.38071819487366e-109	+1
GSE91061	GO:0018130	heterocycle biosynthetic process	2.05336653097767e-108	914	2.05336653097767e-108	+1
GSE91061	GO:0019438	aromatic compound biosynthetic process	3.4564346212687e-107	913	3.4564346212687e-107	+1
GSE91061	GO:1901362	organic cyclic compound biosynthetic process	2.10075509662177e-101	922	2.10075509662177e-101	+1
GSE91061	GO:0044271	cellular nitrogen compound biosynthetic process	7.41769198760321e-97	993	7.41769198760321e-97	+1
GSE91061	GO:0060255	regulation of macromolecule metabolic process	2.31353997078862e-95	1229	2.31353997078862e-95	+1
GSE91061	GO:0031323	regulation of cellular metabolic process	7.50472015756102e-89	1218	7.50472015756102e-89	+1
GSE91061	GO:0010468	regulation of gene expression	2.10433875623121e-88	1067	2.10433875623121e-88	+1
GSE91061	GO:0010556	regulation of macromolecule biosynthetic process	2.32685722100658e-88	1084	2.32685722100658e-88	+1
GSE91061	GO:0019222	regulation of metabolic process	1.06467861236427e-85	1271	1.06467861236427e-85	+1
GSE91061	GO:0031326	regulation of cellular biosynthetic process	1.79749102039079e-84	1091	1.79749102039079e-84	+1
GSE91061	GO:0009889	regulation of biosynthetic process	5.39070182928941e-84	1094	5.39070182928941e-84	+1
GSE91061	GO:0050789	regulation of biological process	2.75136990305119e-77	1831	2.75136990305119e-77	+1
GSE91061	GO:0050794	regulation of cellular process	4.32333251190757e-75	1768	4.32333251190757e-75	+1
GSE91061	GO:0065007	biological regulation	1.52891189800481e-72	1859	1.52891189800481e-72	+1
GSE91061	GO:0045935	positive regulation of nucleobase-containing compound metabolic process	6.00376721308109e-59	488	6.00376721308109e-59	+1
GSE91061	GO:0051254	positive regulation of RNA metabolic process	1.47290607112164e-56	450	1.47290607112164e-56	+1
GSE91061	GO:1902680	positive regulation of RNA biosynthetic process	5.08143062360055e-49	409	5.08143062360055e-49	+1
GSE91061	GO:0051173	positive regulation of nitrogen compound metabolic process	2.05735170198895e-48	607	2.05735170198895e-48	+1
GSE91061	GO:0045893	positive regulation of DNA-templated transcription	2.30378710356685e-48	407	2.30378710356685e-48	+1
GSE91061	GO:0090304	nucleic acid metabolic process	3.41117780091178e-48	1201	3.41117780091178e-48	+1
GSE91061	GO:0010604	positive regulation of macromolecule metabolic process	3.15470247656073e-42	649	3.15470247656073e-42	+1
GSE91061	GO:0006139	nucleobase-containing compound metabolic process	3.21819234973215e-41	1243	3.21819234973215e-41	+1
GSE91061	GO:0071824	protein-DNA complex organization	1.1705739852653e-40	255	1.1705739852653e-40	+1
GSE91061	GO:0016070	RNA metabolic process	1.17206901906863e-40	1106	1.17206901906863e-40	+1
GSE91061	GO:0045934	negative regulation of nucleobase-containing compound metabolic process	2.17525396925069e-39	367	2.17525396925069e-39	+1
GSE91061	GO:0046483	heterocycle metabolic process	1.09154283189359e-38	1254	1.09154283189359e-38	+1
GSE91061	GO:0006325	chromatin organization	1.12726067231655e-37	231	1.12726067231655e-37	+1
GSE91061	GO:0051253	negative regulation of RNA metabolic process	1.87935072503418e-37	342	1.87935072503418e-37	+1
GSE91061	GO:0006725	cellular aromatic compound metabolic process	2.31045783140424e-37	1255	2.31045783140424e-37	+1
GSE91061	GO:0031325	positive regulation of cellular metabolic process	2.26664037788654e-36	620	2.26664037788654e-36	+1
GSE91061	GO:0034641	cellular nitrogen compound metabolic process	6.46189844667395e-36	1298	6.46189844667395e-36	+1
GSE91061	GO:0009893	positive regulation of metabolic process	1.30897054468721e-35	668	1.30897054468721e-35	+1
GSE91061	GO:0010557	positive regulation of macromolecule biosynthetic process	2.08572364397022e-35	511	2.08572364397022e-35	+1
GSE91061	GO:0051172	negative regulation of nitrogen compound metabolic process	8.4780013829662e-35	450	8.4780013829662e-35	+1
GSE91061	GO:0031328	positive regulation of cellular biosynthetic process	7.89586090463537e-34	518	7.89586090463537e-34	+1
GSE91061	GO:1901360	organic cyclic compound metabolic process	2.08720068291991e-33	1268	2.08720068291991e-33	+1
GSE91061	GO:0009891	positive regulation of biosynthetic process	7.11633973420572e-33	518	7.11633973420572e-33	+1
GSE91061	GO:0045892	negative regulation of DNA-templated transcription	3.15671454963878e-32	308	3.15671454963878e-32	+1
GSE91061	GO:0006807	nitrogen compound metabolic process	3.41030034346362e-32	1657	3.41030034346362e-32	+1
GSE91061	GO:1902679	negative regulation of RNA biosynthetic process	4.05869409761157e-32	310	4.05869409761157e-32	+1
GSE91061	GO:0045944	positive regulation of transcription by RNA polymerase II	7.52954264205723e-32	294	7.52954264205723e-32	+1
GSE91061	GO:0044238	primary metabolic process	1.07095707571931e-29	1702	1.07095707571931e-29	+1
GSE91061	GO:0006338	chromatin remodeling	1.5062737292386e-29	187	1.5062737292386e-29	+1
GSE91061	GO:0048522	positive regulation of cellular process	2.00362486963307e-29	908	2.00362486963307e-29	+1
GSE91061	GO:0043170	macromolecule metabolic process	6.59627989696723e-28	1658	6.59627989696723e-28	+1
GSE91061	GO:0048518	positive regulation of biological process	6.6686037270376e-27	964	6.6686037270376e-27	+1
GSE91061	GO:0000122	negative regulation of transcription by RNA polymerase II	9.11328347678334e-26	235	9.11328347678334e-26	+1
GSE91061	GO:0048523	negative regulation of cellular process	2.67840018368459e-25	868	2.67840018368459e-25	+1
GSE91061	GO:0051276	chromosome organization	9.22234757808246e-25	172	9.22234757808246e-25	+1
GSE91061	GO:0048519	negative regulation of biological process	1.03425923668826e-22	898	1.03425923668826e-22	+1
GSE91061	GO:0010467	gene expression	9.51577563070297e-21	1290	9.51577563070297e-21	+1
GSE91061	GO:0031324	negative regulation of cellular metabolic process	1.31566791919629e-20	546	1.31566791919629e-20	+1
GSE91061	GO:0007049	cell cycle	2.95811301852765e-20	348	2.95811301852765e-20	+1
GSE91061	GO:0051028	mRNA transport	3.32100598924773e-20	60	3.32100598924773e-20	+1
GSE91061	GO:0010558	negative regulation of macromolecule biosynthetic process	4.95791510148432e-20	482	4.95791510148432e-20	+1
GSE91061	GO:0050657	nucleic acid transport	1.01411571629018e-19	67	1.01411571629018e-19	+1
GSE91061	GO:0050658	RNA transport	1.01411571629018e-19	67	1.01411571629018e-19	+1
GSE91061	GO:0010605	negative regulation of macromolecule metabolic process	1.12004439524371e-19	544	1.12004439524371e-19	+1
GSE91061	GO:0031327	negative regulation of cellular biosynthetic process	2.75460460113861e-19	486	2.75460460113861e-19	+1
GSE91061	GO:0051236	establishment of RNA localization	3.63522426587738e-19	67	3.63522426587738e-19	+1
GSE91061	GO:0009890	negative regulation of biosynthetic process	4.6138200660752e-19	487	4.6138200660752e-19	+1
GSE91061	GO:0009059	macromolecule biosynthetic process	1.20058251224793e-18	1334	1.20058251224793e-18	+1
GSE91061	GO:0006259	DNA metabolic process	1.37214687952618e-18	225	1.37214687952618e-18	+1
GSE91061	GO:0009892	negative regulation of metabolic process	1.39002931281688e-18	568	1.39002931281688e-18	+1
GSE91061	GO:0051169	nuclear transport	7.72160035703584e-18	102	7.72160035703584e-18	+1
GSE91061	GO:0006913	nucleocytoplasmic transport	7.72160035703584e-18	102	7.72160035703584e-18	+1
GSE91061	GO:0006996	organelle organization	2.7806804217126e-17	583	2.7806804217126e-17	+1
GSE91061	GO:0007399	nervous system development	4.003609026884e-17	437	4.003609026884e-17	+1
GSE91061	GO:0006403	RNA localization	7.73784216130021e-17	72	7.73784216130021e-17	+1
GSE91061	GO:0051052	regulation of DNA metabolic process	3.93628014894401e-16	133	3.93628014894401e-16	+1
GSE91061	GO:0007275	multicellular organism development	4.81444461091932e-16	710	4.81444461091932e-16	+1
GSE91061	GO:0044237	cellular metabolic process	6.24764052880669e-16	1677	6.24764052880669e-16	+1
GSE91061	GO:0006405	RNA export from nucleus	8.11868469341949e-16	45	8.11868469341949e-16	+1
GSE91061	GO:0022402	cell cycle process	1.50228040479289e-15	252	1.50228040479289e-15	+1
GSE91061	GO:1903311	regulation of mRNA metabolic process	2.91273599243703e-15	91	2.91273599243703e-15	+1
GSE91061	GO:0032502	developmental process	4.04636802439094e-15	930	4.04636802439094e-15	+1
GSE91061	GO:0071704	organic substance metabolic process	5.41043640220434e-15	1768	5.41043640220434e-15	+1
GSE91061	GO:0051168	nuclear export	5.52764866990885e-15	63	5.52764866990885e-15	+1
GSE91061	GO:0044249	cellular biosynthetic process	3.73863414809414e-14	1408	3.73863414809414e-14	+1
GSE91061	GO:0006974	DNA damage response	5.7198223042254e-14	189	5.7198223042254e-14	+1
GSE91061	GO:0015931	nucleobase-containing compound transport	7.10549566515702e-14	74	7.10549566515702e-14	+1
GSE91061	GO:0008152	metabolic process	3.12870077423097e-13	1811	3.12870077423097e-13	+1
GSE91061	GO:0048856	anatomical structure development	3.31093684976353e-13	851	3.31093684976353e-13	+1
GSE91061	GO:0048731	system development	4.18277638853934e-13	609	4.18277638853934e-13	+1
GSE91061	GO:1901576	organic substance biosynthetic process	5.25078754376946e-13	1410	5.25078754376946e-13	+1
GSE91061	GO:0043412	macromolecule modification	6.08665495811384e-13	516	6.08665495811384e-13	+1
GSE91061	GO:1903047	mitotic cell cycle process	7.14577803280547e-13	162	7.14577803280547e-13	+1
GSE91061	GO:0040029	epigenetic regulation of gene expression	1.27924540109385e-12	71	1.27924540109385e-12	+1
GSE91061	GO:0022008	neurogenesis	2.12394195644393e-12	308	2.12394195644393e-12	+1
GSE91061	GO:0009058	biosynthetic process	2.68665077131487e-12	1412	2.68665077131487e-12	+1
GSE91061	GO:0050684	regulation of mRNA processing	3.47870646389426e-12	51	3.47870646389426e-12	+1
GSE91061	GO:0009790	embryo development	5.22496296479971e-12	218	5.22496296479971e-12	+1
GSE91061	GO:0043687	post-translational protein modification	1.0429545442152e-11	201	1.0429545442152e-11	+1
GSE91061	GO:0006281	DNA repair	1.10526626351088e-11	136	1.10526626351088e-11	+1
GSE91061	GO:0070647	protein modification by small protein conjugation or removal	1.29765489932879e-11	193	1.29765489932879e-11	+1
GSE91061	GO:0033044	regulation of chromosome organization	2.96131944838363e-11	73	2.96131944838363e-11	+1
GSE91061	GO:0033554	cellular response to stress	3.26085003589457e-11	307	3.26085003589457e-11	+1
GSE91061	GO:0032446	protein modification by small protein conjugation	5.24560518818212e-11	174	5.24560518818212e-11	+1
GSE91061	GO:0098727	maintenance of cell number	5.91859400438914e-11	60	5.91859400438914e-11	+1
GSE91061	GO:0006406	mRNA export from nucleus	6.20048601805249e-11	34	6.20048601805249e-11	+1
GSE91061	GO:0036211	protein modification process	7.45649821535789e-11	475	7.45649821535789e-11	+1
GSE91061	GO:0019827	stem cell population maintenance	7.5538637679017e-11	59	7.5538637679017e-11	+1
GSE91061	GO:0048699	generation of neurons	1.03041850174731e-10	269	1.03041850174731e-10	+1
GSE91061	GO:0006354	DNA-templated transcription elongation	1.08392671568809e-10	49	1.08392671568809e-10	+1
GSE91061	GO:0000278	mitotic cell cycle	1.66307693291697e-10	178	1.66307693291697e-10	+1
GSE91061	GO:0050793	regulation of developmental process	1.72429491046961e-10	397	1.72429491046961e-10	+1
GSE91061	GO:0048869	cellular developmental process	1.86419166157332e-10	644	1.86419166157332e-10	+1
GSE91061	GO:0000819	sister chromatid segregation	1.89041065035822e-10	68	1.89041065035822e-10	+1
GSE91061	GO:0030154	cell differentiation	2.59852157746489e-10	643	2.59852157746489e-10	+1
GSE91061	GO:0006302	double-strand break repair	4.07924979184455e-10	82	4.07924979184455e-10	+1
GSE91061	GO:2000819	regulation of nucleotide-excision repair	4.55929525405912e-10	20	4.55929525405912e-10	+1
GSE91061	GO:0007059	chromosome segregation	5.05688648752528e-10	102	5.05688648752528e-10	+1
GSE91061	GO:0000380	alternative mRNA splicing, via spliceosome	7.17893469976453e-10	33	7.17893469976453e-10	+1
GSE91061	GO:0006282	regulation of DNA repair	9.11920568062856e-10	64	9.11920568062856e-10	+1
GSE91061	GO:0048513	animal organ development	9.9142532508805e-10	470	9.9142532508805e-10	+1
GSE91061	GO:0016567	protein ubiquitination	1.02801399970191e-09	157	1.02801399970191e-09	+1
GSE91061	GO:0043484	regulation of RNA splicing	1.06186158916001e-09	58	1.06186158916001e-09	+1
GSE91061	GO:0051726	regulation of cell cycle	1.3235752451368e-09	206	1.3235752451368e-09	+1
GSE91061	GO:0051128	regulation of cellular component organization	1.70915463251184e-09	388	1.70915463251184e-09	+1
GSE91061	GO:0051054	positive regulation of DNA metabolic process	1.75225142742889e-09	79	1.75225142742889e-09	+1
GSE91061	GO:0051301	cell division	1.75980187969735e-09	138	1.75980187969735e-09	+1
GSE91061	GO:0080135	regulation of cellular response to stress	1.79984929873989e-09	115	1.79984929873989e-09	+1
GSE91061	GO:0048024	regulation of mRNA splicing, via spliceosome	1.96035535472484e-09	42	1.96035535472484e-09	+1
GSE91061	GO:2000779	regulation of double-strand break repair	4.74674366336211e-09	46	4.74674366336211e-09	+1
GSE91061	GO:0045814	negative regulation of gene expression, epigenetic	6.94782203095158e-09	47	6.94782203095158e-09	+1
GSE91061	GO:0060322	head development	8.34731392355888e-09	156	8.34731392355888e-09	+1
GSE91061	GO:0032784	regulation of DNA-templated transcription elongation	8.97557023633486e-09	39	8.97557023633486e-09	+1
GSE91061	GO:0009057	macromolecule catabolic process	9.72474058657023e-09	236	9.72474058657023e-09	+1
GSE91061	GO:0030182	neuron differentiation	1.0177957446832e-08	249	1.0177957446832e-08	+1
GSE91061	GO:1902459	positive regulation of stem cell population maintenance	1.52364694971104e-08	25	1.52364694971104e-08	+1
GSE91061	GO:2000036	regulation of stem cell population maintenance	2.86753031135563e-08	31	2.86753031135563e-08	+1
GSE91061	GO:0043009	chordate embryonic development	3.82790816230407e-08	136	3.82790816230407e-08	+1
GSE91061	GO:0046907	intracellular transport	4.07678324207321e-08	238	4.07678324207321e-08	+1
GSE91061	GO:0031507	heterochromatin formation	4.11602667084939e-08	40	4.11602667084939e-08	+1
GSE91061	GO:0009792	embryo development ending in birth or egg hatching	4.46142656402121e-08	139	4.46142656402121e-08	+1
GSE91061	GO:0006402	mRNA catabolic process	5.03821797841882e-08	67	5.03821797841882e-08	+1
GSE91061	GO:2000781	positive regulation of double-strand break repair	5.26915034247458e-08	34	5.26915034247458e-08	+1
GSE91061	GO:0009653	anatomical structure morphogenesis	5.5198618480943e-08	414	5.5198618480943e-08	+1
GSE91061	GO:0007417	central nervous system development	8.25510760713694e-08	189	8.25510760713694e-08	+1
GSE91061	GO:0006310	DNA recombination	8.7873877941113e-08	81	8.7873877941113e-08	+1
GSE91061	GO:0048568	embryonic organ development	1.19691203680583e-07	102	1.19691203680583e-07	+1
GSE91061	GO:0033043	regulation of organelle organization	1.26737650081525e-07	208	1.26737650081525e-07	+1
GSE91061	GO:0000725	recombinational repair	1.54694098497234e-07	53	1.54694098497234e-07	+1
GSE91061	GO:0070828	heterochromatin organization	1.56232561534604e-07	41	1.56232561534604e-07	+1
GSE91061	GO:0000724	double-strand break repair via homologous recombination	1.62237365452373e-07	52	1.62237365452373e-07	+1
GSE91061	GO:0010564	regulation of cell cycle process	1.77300957586257e-07	142	1.77300957586257e-07	+1
GSE91061	GO:0006368	transcription elongation by RNA polymerase II	2.6251671148074e-07	40	2.6251671148074e-07	+1
GSE91061	GO:0006401	RNA catabolic process	2.74751684480534e-07	75	2.74751684480534e-07	+1
GSE91061	GO:0098813	nuclear chromosome segregation	2.89104666671856e-07	77	2.89104666671856e-07	+1
GSE91061	GO:0044770	cell cycle phase transition	4.63250837092751e-07	112	4.63250837092751e-07	+1
GSE91061	GO:0051649	establishment of localization in cell	4.65033848852051e-07	315	4.65033848852051e-07	+1
GSE91061	GO:0034728	nucleosome organization	5.18232447412075e-07	43	5.18232447412075e-07	+1
GSE91061	GO:0007420	brain development	5.83696875607514e-07	142	5.83696875607514e-07	+1
GSE91061	GO:0045595	regulation of cell differentiation	5.98963168316362e-07	261	5.98963168316362e-07	+1
GSE91061	GO:0045739	positive regulation of DNA repair	6.66152792015834e-07	42	6.66152792015834e-07	+1
GSE91061	GO:0034504	protein localization to nucleus	1.14842533954152e-06	75	1.14842533954152e-06	+1
GSE91061	GO:0044772	mitotic cell cycle phase transition	1.37060587247866e-06	94	1.37060587247866e-06	+1
GSE91061	GO:0009987	cellular process	2.04419538323718e-06	2326	2.04419538323718e-06	+1
GSE91061	GO:0048468	cell development	3.13653530364917e-06	421	3.13653530364917e-06	+1
GSE91061	GO:0007091	metaphase/anaphase transition of mitotic cell cycle	3.98395257546808e-06	33	3.98395257546808e-06	+1
GSE91061	GO:0051983	regulation of chromosome segregation	5.31494962565004e-06	40	5.31494962565004e-06	+1
GSE91061	GO:0048666	neuron development	5.75546769319844e-06	200	5.75546769319844e-06	+1
GSE91061	GO:0031175	neuron projection development	7.51986878096899e-06	178	7.51986878096899e-06	+1
GSE91061	GO:0006260	DNA replication	9.03198257645258e-06	67	9.03198257645258e-06	+1
GSE91061	GO:0044784	metaphase/anaphase transition of cell cycle	9.95728268946229e-06	33	9.95728268946229e-06	+1
GSE91061	GO:0045445	myoblast differentiation	1.14188957603084e-05	36	1.14188957603084e-05	+1
GSE91061	GO:0061013	regulation of mRNA catabolic process	1.21180286492057e-05	51	1.21180286492057e-05	+1
GSE91061	GO:0043632	modification-dependent macromolecule catabolic process	1.22356470450904e-05	120	1.22356470450904e-05	+1
GSE91061	GO:0010646	regulation of cell communication	1.38258813675717e-05	496	1.38258813675717e-05	+1
GSE91061	GO:0048706	embryonic skeletal system development	1.46421432339714e-05	39	1.46421432339714e-05	+1
GSE91061	GO:0023051	regulation of signaling	1.49764261458789e-05	495	1.49764261458789e-05	+1
GSE91061	GO:0033045	regulation of sister chromatid segregation	1.86720957358761e-05	34	1.86720957358761e-05	+1
GSE91061	GO:0006511	ubiquitin-dependent protein catabolic process	2.14000590492868e-05	116	2.14000590492868e-05	+1
GSE91061	GO:0000902	cell morphogenesis	2.24145863931703e-05	172	2.24145863931703e-05	+1
GSE91061	GO:0061014	positive regulation of mRNA catabolic process	2.45910774157025e-05	34	2.45910774157025e-05	+1
GSE91061	GO:0120036	plasma membrane bounded cell projection organization	2.50772730310403e-05	252	2.50772730310403e-05	+1
GSE91061	GO:0032989	cellular anatomical entity morphogenesis	2.65580273693072e-05	143	2.65580273693072e-05	+1
GSE91061	GO:0051170	import into nucleus	2.90194642909426e-05	46	2.90194642909426e-05	+1
GSE91061	GO:0019941	modification-dependent protein catabolic process	2.95018267831265e-05	117	2.95018267831265e-05	+1
GSE91061	GO:0048598	embryonic morphogenesis	3.33584042190264e-05	118	3.33584042190264e-05	+1
GSE91061	GO:0048583	regulation of response to stimulus	3.551261507434e-05	555	3.551261507434e-05	+1
GSE91061	GO:0045663	positive regulation of myoblast differentiation	4.14334404766754e-05	20	4.14334404766754e-05	+1
GSE91061	GO:1903313	positive regulation of mRNA metabolic process	4.27708272931645e-05	41	4.27708272931645e-05	+1
GSE91061	GO:0065004	protein-DNA complex assembly	4.3152830422606e-05	58	4.3152830422606e-05	+1
GSE91061	GO:0043487	regulation of RNA stability	4.66996442077318e-05	49	4.66996442077318e-05	+1
GSE91061	GO:0032786	positive regulation of DNA-templated transcription, elongation	5.15936715001476e-05	24	5.15936715001476e-05	+1
GSE91061	GO:0048562	embryonic organ morphogenesis	5.24335096752201e-05	69	5.24335096752201e-05	+1
GSE91061	GO:0120039	plasma membrane bounded cell projection morphogenesis	6.11023514994062e-05	125	6.11023514994062e-05	+1
GSE91061	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	6.28068669081755e-05	84	6.28068669081755e-05	+1
GSE91061	GO:0048667	cell morphogenesis involved in neuron differentiation	6.41473252274055e-05	114	6.41473252274055e-05	+1
GSE91061	GO:0050779	RNA destabilization	7.06949977156047e-05	33	7.06949977156047e-05	+1
GSE91061	GO:0030030	cell projection organization	8.13010734693906e-05	255	8.13010734693906e-05	+1
GSE91061	GO:0000082	G1/S transition of mitotic cell cycle	8.36133646594766e-05	53	8.36133646594766e-05	+1
GSE91061	GO:0030071	regulation of mitotic metaphase/anaphase transition	8.51648173147327e-05	30	8.51648173147327e-05	+1
GSE91061	GO:0009894	regulation of catabolic process	8.61558186569696e-05	175	8.61558186569696e-05	+1
GSE91061	GO:0060284	regulation of cell development	9.02667057189646e-05	150	9.02667057189646e-05	+1
GSE91061	GO:0048812	neuron projection morphogenesis	9.08808691814575e-05	122	9.08808691814575e-05	+1
GSE91061	GO:0061157	mRNA destabilization	9.10891437163727e-05	32	9.10891437163727e-05	+1
GSE91061	GO:0043488	regulation of mRNA stability	9.39682500177453e-05	46	9.39682500177453e-05	+1
GSE91061	GO:0006606	protein import into nucleus	9.48525725672838e-05	44	9.48525725672838e-05	+1
GSE91061	GO:0048858	cell projection morphogenesis	9.49010757346832e-05	125	9.49010757346832e-05	+1
GSE91061	GO:0046831	regulation of RNA export from nucleus	9.79225881226729e-05	11	9.79225881226729e-05	+1
GSE91061	GO:0000956	nuclear-transcribed mRNA catabolic process	9.99800574931968e-05	38	9.99800574931968e-05	+1
GSE91061	GO:0009966	regulation of signal transduction	0.000109856639122557	435	0.000109856639122557	+1
GSE91061	GO:0007346	regulation of mitotic cell cycle	0.000111385404625778	98	0.000111385404625778	+1
