query	GO.ID	Description	p.Val	Genes	FDR	Phenotype
GSE91061	GO:0030163	protein catabolic process	1.02014715844151e-11	206	1.02014715844151e-11	+1
GSE91061	GO:0006508	proteolysis	1.34554713020944e-11	301	1.34554713020944e-11	+1
GSE91061	GO:0006259	DNA metabolic process	1.6236671750438e-11	217	1.6236671750438e-11	+1
GSE91061	GO:0032446	protein modification by small protein conjugation	1.91075009848484e-11	187	1.91075009848484e-11	+1
GSE91061	GO:0006810	transport	2.91715328880744e-11	698	2.91715328880744e-11	+1
GSE91061	GO:0050789	regulation of biological process	3.6256587956839e-11	1719	3.6256587956839e-11	+1
GSE91061	GO:0071705	nitrogen compound transport	6.95462408662427e-11	349	6.95462408662427e-11	+1
GSE91061	GO:0051254	positive regulation of RNA metabolic process	7.62532964326437e-11	340	7.62532964326437e-11	+1
GSE91061	GO:0006913	nucleocytoplasmic transport	8.57923331768327e-11	93	8.57923331768327e-11	+1
GSE91061	GO:0051169	nuclear transport	8.57923331768327e-11	93	8.57923331768327e-11	+1
GSE91061	GO:0051649	establishment of localization in cell	1.19235929007238e-10	357	1.19235929007238e-10	+1
GSE91061	GO:0080134	regulation of response to stress	1.34521615666938e-10	261	1.34521615666938e-10	+1
GSE91061	GO:0060255	regulation of macromolecule metabolic process	1.67325972648491e-10	999	1.67325972648491e-10	+1
GSE91061	GO:0007049	cell cycle	2.17125670035447e-10	333	2.17125670035447e-10	+1
GSE91061	GO:0071704	organic substance metabolic process	4.34513003424083e-10	1890	4.34513003424083e-10	+1
GSE91061	GO:0034660	ncRNA metabolic process	4.77869124832276e-10	146	4.77869124832276e-10	+1
GSE91061	GO:2001141	regulation of RNA biosynthetic process	1.05201476801159e-09	566	1.05201476801159e-09	+1
GSE91061	GO:0045893	positive regulation of DNA-templated transcription	1.35664013133007e-09	312	1.35664013133007e-09	+1
GSE91061	GO:1902680	positive regulation of RNA biosynthetic process	1.69976745866728e-09	312	1.69976745866728e-09	+1
GSE91061	GO:0051234	establishment of localization	2.39841624393426e-09	758	2.39841624393426e-09	+1
GSE91061	GO:0006974	DNA damage response	2.54952885021396e-09	186	2.54952885021396e-09	+1
GSE91061	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	5.28526280425114e-09	101	5.28526280425114e-09	+1
GSE91061	GO:0051028	mRNA transport	5.45373818367468e-09	47	5.45373818367468e-09	+1
GSE91061	GO:0010498	proteasomal protein catabolic process	5.68352654112076e-09	118	5.68352654112076e-09	+1
GSE91061	GO:0006355	regulation of DNA-templated transcription	5.80874270940364e-09	559	5.80874270940364e-09	+1
GSE91061	GO:1902531	regulation of intracellular signal transduction	1.16505316151928e-08	317	1.16505316151928e-08	+1
GSE91061	GO:0051641	cellular localization	1.34491745541887e-08	581	1.34491745541887e-08	+1
GSE91061	GO:0051052	regulation of DNA metabolic process	1.66414051819438e-08	121	1.66414051819438e-08	+1
GSE91061	GO:0015031	protein transport	1.70900322461687e-08	265	1.70900322461687e-08	+1
GSE91061	GO:0009891	positive regulation of biosynthetic process	2.80348790488465e-08	451	2.80348790488465e-08	+1
GSE91061	GO:0031328	positive regulation of cellular biosynthetic process	2.82708031081405e-08	448	2.82708031081405e-08	+1
GSE91061	GO:0050794	regulation of cellular process	3.17219824256972e-08	1630	3.17219824256972e-08	+1
GSE91061	GO:0044270	cellular nitrogen compound catabolic process	3.242476354949e-08	128	3.242476354949e-08	+1
GSE91061	GO:0016567	protein ubiquitination	4.04276367124546e-08	162	4.04276367124546e-08	+1
GSE91061	GO:0019439	aromatic compound catabolic process	4.30655175875083e-08	131	4.30655175875083e-08	+1
GSE91061	GO:0080135	regulation of cellular response to stress	5.14828657201892e-08	118	5.14828657201892e-08	+1
GSE91061	GO:0044281	small molecule metabolic process	7.30573915511531e-08	320	7.30573915511531e-08	+1
GSE91061	GO:0051246	regulation of protein metabolic process	7.81251082967266e-08	362	7.81251082967266e-08	+1
GSE91061	GO:0019752	carboxylic acid metabolic process	7.90640476889446e-08	181	7.90640476889446e-08	+1
GSE91061	GO:0006366	transcription by RNA polymerase II	8.68416049923127e-08	446	8.68416049923127e-08	+1
GSE91061	GO:0022402	cell cycle process	1.0641065527786e-07	239	1.0641065527786e-07	+1
GSE91061	GO:0034470	ncRNA processing	1.3034023822595e-07	104	1.3034023822595e-07	+1
GSE91061	GO:0010557	positive regulation of macromolecule biosynthetic process	1.5819519684166e-07	432	1.5819519684166e-07	+1
GSE91061	GO:0006405	RNA export from nucleus	1.71296337502248e-07	36	1.71296337502248e-07	+1
GSE91061	GO:0006082	organic acid metabolic process	1.8570074427687e-07	184	1.8570074427687e-07	+1
GSE91061	GO:0051168	nuclear export	2.40578747883752e-07	53	2.40578747883752e-07	+1
GSE91061	GO:0031329	regulation of cellular catabolic process	2.60925543371744e-07	145	2.60925543371744e-07	+1
GSE91061	GO:0006796	phosphate-containing compound metabolic process	2.79402727518536e-07	426	2.79402727518536e-07	+1
GSE91061	GO:0070727	cellular macromolecule localization	2.95321223380255e-07	450	2.95321223380255e-07	+1
GSE91061	GO:1901361	organic cyclic compound catabolic process	3.25949894162705e-07	133	3.25949894162705e-07	+1
GSE91061	GO:0046700	heterocycle catabolic process	3.28752668002961e-07	125	3.28752668002961e-07	+1
GSE91061	GO:0043436	oxoacid metabolic process	3.44682597430731e-07	182	3.44682597430731e-07	+1
GSE91061	GO:0051236	establishment of RNA localization	3.60583263288211e-07	51	3.60583263288211e-07	+1
GSE91061	GO:0006793	phosphorus metabolic process	5.03233551875512e-07	428	5.03233551875512e-07	+1
GSE91061	GO:0008104	protein localization	5.08690691534972e-07	447	5.08690691534972e-07	+1
GSE91061	GO:0050658	RNA transport	5.66315493295508e-07	50	5.66315493295508e-07	+1
GSE91061	GO:0050657	nucleic acid transport	5.66315493295508e-07	50	5.66315493295508e-07	+1
GSE91061	GO:0006281	DNA repair	6.55772592992986e-07	130	6.55772592992986e-07	+1
GSE91061	GO:0006354	DNA-templated transcription elongation	6.67934213482697e-07	45	6.67934213482697e-07	+1
GSE91061	GO:0000209	protein polyubiquitination	7.69450061370153e-07	70	7.69450061370153e-07	+1
GSE91061	GO:0035556	intracellular signal transduction	7.76427861667289e-07	437	7.76427861667289e-07	+1
GSE91061	GO:0006282	regulation of DNA repair	1.15468288308664e-06	61	1.15468288308664e-06	+1
GSE91061	GO:1901566	organonitrogen compound biosynthetic process	1.24937945901294e-06	306	1.24937945901294e-06	+1
GSE91061	GO:0009966	regulation of signal transduction	1.51215278099202e-06	483	1.51215278099202e-06	+1
GSE91061	GO:0009889	regulation of biosynthetic process	1.73936233208875e-06	861	1.73936233208875e-06	+1
GSE91061	GO:0007005	mitochondrion organization	2.37034783460133e-06	110	2.37034783460133e-06	+1
GSE91061	GO:0006368	transcription elongation by RNA polymerase II	3.68910978383865e-06	40	3.68910978383865e-06	+1
GSE91061	GO:0031326	regulation of cellular biosynthetic process	3.77921681338003e-06	854	3.77921681338003e-06	+1
GSE91061	GO:0006403	RNA localization	4.51829975791242e-06	56	4.51829975791242e-06	+1
GSE91061	GO:0048585	negative regulation of response to stimulus	5.67145262286256e-06	286	5.67145262286256e-06	+1
GSE91061	GO:0050896	response to stimulus	6.09849410487906e-06	1265	6.09849410487906e-06	+1
GSE91061	GO:0016192	vesicle-mediated transport	6.21896662023178e-06	271	6.21896662023178e-06	+1
GSE91061	GO:1903047	mitotic cell cycle process	7.4278495260194e-06	149	7.4278495260194e-06	+1
GSE91061	GO:0051128	regulation of cellular component organization	9.39779819466696e-06	396	9.39779819466696e-06	+1
GSE91061	GO:0023051	regulation of signaling	1.08681629528867e-05	536	1.08681629528867e-05	+1
GSE91061	GO:0009896	positive regulation of catabolic process	1.21379485070807e-05	114	1.21379485070807e-05	+1
GSE91061	GO:0006357	regulation of transcription by RNA polymerase II	1.31900584768874e-05	415	1.31900584768874e-05	+1
GSE91061	GO:0015931	nucleobase-containing compound transport	1.38504013147439e-05	61	1.38504013147439e-05	+1
GSE91061	GO:0010646	regulation of cell communication	1.40923445951491e-05	536	1.40923445951491e-05	+1
GSE91061	GO:2000779	regulation of double-strand break repair	1.63376516502023e-05	42	1.63376516502023e-05	+1
GSE91061	GO:0032790	ribosome disassembly	1.75382333216023e-05	19	1.75382333216023e-05	+1
GSE91061	GO:0006629	lipid metabolic process	1.96263376454865e-05	245	1.96263376454865e-05	+1
GSE91061	GO:0034655	nucleobase-containing compound catabolic process	2.14879175232739e-05	112	2.14879175232739e-05	+1
GSE91061	GO:0006406	mRNA export from nucleus	2.37944085310566e-05	28	2.37944085310566e-05	+1
GSE91061	GO:0007059	chromosome segregation	2.41586664708419e-05	95	2.41586664708419e-05	+1
GSE91061	GO:0042254	ribosome biogenesis	2.94170417395823e-05	77	2.94170417395823e-05	+1
GSE91061	GO:0043603	amide metabolic process	3.39273658156148e-05	215	3.39273658156148e-05	+1
GSE91061	GO:0009451	RNA modification	3.97877266296383e-05	51	3.97877266296383e-05	+1
GSE91061	GO:0006520	amino acid metabolic process	4.77336864329094e-05	72	4.77336864329094e-05	+1
GSE91061	GO:0000278	mitotic cell cycle	4.9230999522496e-05	169	4.9230999522496e-05	+1
GSE91061	GO:0012501	programmed cell death	5.02782236119699e-05	329	5.02782236119699e-05	+1
GSE91061	GO:0006302	double-strand break repair	5.2743917545974e-05	74	5.2743917545974e-05	+1
GSE91061	GO:0010556	regulation of macromolecule biosynthetic process	5.88865284597001e-05	827	5.88865284597001e-05	+1
GSE91061	GO:0045184	establishment of protein localization	5.94971595640574e-05	320	5.94971595640574e-05	+1
GSE91061	GO:0051276	chromosome organization	6.08144637596862e-05	128	6.08144637596862e-05	+1
GSE91061	GO:0008219	cell death	6.22404328594419e-05	329	6.22404328594419e-05	+1
GSE91061	GO:0051726	regulation of cell cycle	7.49383440784962e-05	200	7.49383440784962e-05	+1
GSE91061	GO:0048519	negative regulation of biological process	9.50493291897873e-05	854	9.50493291897873e-05	+1
GSE91061	GO:0006886	intracellular protein transport	0.00011438038105638	135	0.00011438038105638	+1
GSE91061	GO:0044255	cellular lipid metabolic process	0.00011871294030631	184	0.00011871294030631	+1
GSE91061	GO:0051716	cellular response to stimulus	0.000134241445633489	1050	0.000134241445633489	+1
GSE91061	GO:0071824	protein-DNA complex organization	0.00014174547877698	170	0.00014174547877698	+1
GSE91061	GO:1903050	regulation of proteolysis involved in protein catabolic process	0.000176204731450212	59	0.000176204731450212	+1
GSE91061	GO:0048584	positive regulation of response to stimulus	0.000207762014184558	366	0.000207762014184558	+1
GSE91061	GO:0006915	apoptotic process	0.00021368249839006	315	0.00021368249839006	+1
GSE91061	GO:1903008	organelle disassembly	0.000272127676222634	47	0.000272127676222634	+1
GSE91061	GO:0044237	cellular metabolic process	0.000379577333330672	1734	0.000379577333330672	+1
GSE91061	GO:0051172	negative regulation of nitrogen compound metabolic process	0.000397795182649214	354	0.000397795182649214	+1
GSE91061	GO:0140053	mitochondrial gene expression	0.000437254995641341	45	0.000437254995641341	+1
GSE91061	GO:0033043	regulation of organelle organization	0.000486811328802677	206	0.000486811328802677	+1
GSE91061	GO:0043604	amide biosynthetic process	0.00055539900516854	163	0.00055539900516854	+1
GSE91061	GO:0016072	rRNA metabolic process	0.000570066947066389	63	0.000570066947066389	+1
GSE91061	GO:0006914	autophagy	0.000576809422810881	115	0.000576809422810881	+1
GSE91061	GO:0061919	process utilizing autophagic mechanism	0.000576809422810881	115	0.000576809422810881	+1
GSE91061	GO:0050684	regulation of mRNA processing	0.0006380342351973	39	0.0006380342351973	+1
GSE91061	GO:0022411	cellular component disassembly	0.000731786451755162	106	0.000731786451755162	+1
GSE91061	GO:0010468	regulation of gene expression	0.000739350039107011	800	0.000739350039107011	+1
GSE91061	GO:0030162	regulation of proteolysis	0.000778499959525994	111	0.000778499959525994	+1
GSE91061	GO:1901605	alpha-amino acid metabolic process	0.000823198231581216	54	0.000823198231581216	+1
GSE91061	GO:0048523	negative regulation of cellular process	0.000930751420238	801	0.000930751420238	+1
GSE91061	GO:0061024	membrane organization	0.000943224532848069	151	0.000943224532848069	+1
GSE91061	GO:0006325	chromatin organization	0.00101749537769137	151	0.00101749537769137	+1
GSE91061	GO:0045944	positive regulation of transcription by RNA polymerase II	0.00102205523352142	216	0.00102205523352142	+1
GSE91061	GO:1903311	regulation of mRNA metabolic process	0.00105170754014995	69	0.00105170754014995	+1
GSE91061	GO:2000058	regulation of ubiquitin-dependent protein catabolic process	0.00105656116956293	46	0.00105656116956293	+1
GSE91061	GO:0070072	vacuolar proton-transporting V-type ATPase complex assembly	0.00120645014711846	7	0.00120645014711846	+1
GSE91061	GO:0070070	proton-transporting V-type ATPase complex assembly	0.001206902046393	8	0.001206902046393	+1
GSE91061	GO:0044283	small molecule biosynthetic process	0.00126990315820379	116	0.00126990315820379	+1
GSE91061	GO:0009615	response to virus	0.00142050394878401	86	0.00142050394878401	+1
GSE91061	GO:0032784	regulation of DNA-templated transcription elongation	0.00150027980383437	32	0.00150027980383437	+1
GSE91061	GO:0043484	regulation of RNA splicing	0.00155878702328697	48	0.00155878702328697	+1
GSE91061	GO:0030195	negative regulation of blood coagulation	0.00158844630649163	20	0.00158844630649163	+1
GSE91061	GO:0071466	cellular response to xenobiotic stimulus	0.00170868220075846	49	0.00170868220075846	+1
GSE91061	GO:0048193	Golgi vesicle transport	0.00196399566055269	68	0.00196399566055269	+1
GSE91061	GO:0019637	organophosphate metabolic process	0.00221563065823181	182	0.00221563065823181	+1
GSE91061	GO:1900047	negative regulation of hemostasis	0.00233636733793999	20	0.00233636733793999	+1
GSE91061	GO:0032543	mitochondrial translation	0.00234587846535425	37	0.00234587846535425	+1
GSE91061	GO:0016053	organic acid biosynthetic process	0.0026217622552162	72	0.0026217622552162	+1
GSE91061	GO:1901135	carbohydrate derivative metabolic process	0.00263869341146578	190	0.00263869341146578	+1
GSE91061	GO:0044770	cell cycle phase transition	0.0027317714380091	106	0.0027317714380091	+1
GSE91061	GO:0034372	very-low-density lipoprotein particle remodeling	0.00290198906673601	9	0.00290198906673601	+1
GSE91061	GO:0034370	triglyceride-rich lipoprotein particle remodeling	0.00290198906673601	9	0.00290198906673601	+1
GSE91061	GO:1904478	regulation of intestinal absorption	0.00290198906673601	9	0.00290198906673601	+1
GSE91061	GO:0044772	mitotic cell cycle phase transition	0.00315558045648771	89	0.00315558045648771	+1
GSE91061	GO:0009410	response to xenobiotic stimulus	0.00315558045648771	89	0.00315558045648771	+1
GSE91061	GO:0006364	rRNA processing	0.00327791128736021	54	0.00327791128736021	+1
GSE91061	GO:0006952	defense response	0.00329855249799271	290	0.00329855249799271	+1
GSE91061	GO:0032787	monocarboxylic acid metabolic process	0.0033607307010382	120	0.0033607307010382	+1
GSE91061	GO:0034243	regulation of transcription elongation by RNA polymerase II	0.00338826714898882	28	0.00338826714898882	+1
GSE91061	GO:0000082	G1/S transition of mitotic cell cycle	0.00341186066196744	52	0.00341186066196744	+1
GSE91061	GO:0006956	complement activation	0.00342522124788648	23	0.00342522124788648	+1
GSE91061	GO:0000819	sister chromatid segregation	0.00344037097032591	55	0.00344037097032591	+1
GSE91061	GO:0045934	negative regulation of nucleobase-containing compound metabolic process	0.00359143339073257	261	0.00359143339073257	+1
GSE91061	GO:0009605	response to external stimulus	0.00367151894764064	419	0.00367151894764064	+1
GSE91061	GO:0046394	carboxylic acid biosynthetic process	0.00373176651749521	71	0.00373176651749521	+1
GSE91061	GO:0006414	translational elongation	0.00378930646597229	26	0.00378930646597229	+1
GSE91061	GO:0044419	biological process involved in interspecies interaction between organisms	0.00397095875228301	280	0.00397095875228301	+1
GSE91061	GO:0051917	regulation of fibrinolysis	0.00401005618956219	11	0.00401005618956219	+1
GSE91061	GO:0061136	regulation of proteasomal protein catabolic process	0.00417525364579712	48	0.00417525364579712	+1
GSE91061	GO:0000725	recombinational repair	0.00418951590055642	46	0.00418951590055642	+1
GSE91061	GO:0016032	viral process	0.00435819285791101	88	0.00435819285791101	+1
GSE91061	GO:0141124	intracellular signaling cassette	0.0043997609235334	299	0.0043997609235334	+1
GSE91061	GO:0010569	regulation of double-strand break repair via homologous recombination	0.00452929133807031	25	0.00452929133807031	+1
GSE91061	GO:0006518	peptide metabolic process	0.00481651981900571	162	0.00481651981900571	+1
GSE91061	GO:1904729	regulation of intestinal lipid absorption	0.00536499670682797	8	0.00536499670682797	+1
GSE91061	GO:0034367	protein-containing complex remodeling	0.00542814689070648	16	0.00542814689070648	+1
GSE91061	GO:0006997	nucleus organization	0.0057142446933391	39	0.0057142446933391	+1
GSE91061	GO:0009968	negative regulation of signal transduction	0.0058511168413395	217	0.0058511168413395	+1
GSE91061	GO:0006412	translation	0.00687935773449573	133	0.00687935773449573	+1
GSE91061	GO:0050819	negative regulation of coagulation	0.00689700684361589	20	0.00689700684361589	+1
GSE91061	GO:0070646	protein modification by small protein removal	0.00727073166056643	38	0.00727073166056643	+1
GSE91061	GO:0006383	transcription by RNA polymerase III	0.00738090232771219	22	0.00738090232771219	+1
GSE91061	GO:0010564	regulation of cell cycle process	0.00740847556217151	133	0.00740847556217151	+1
GSE91061	GO:0046486	glycerolipid metabolic process	0.00746338570935591	81	0.00746338570935591	+1
GSE91061	GO:0006401	RNA catabolic process	0.00749757577230069	67	0.00749757577230069	+1
GSE91061	GO:0034368	protein-lipid complex remodeling	0.00798810836361297	15	0.00798810836361297	+1
GSE91061	GO:0034369	plasma lipoprotein particle remodeling	0.00798810836361297	15	0.00798810836361297	+1
GSE91061	GO:0043043	peptide biosynthetic process	0.008300301321368	137	0.008300301321368	+1
GSE91061	GO:0051129	negative regulation of cellular component organization	0.00833578225338924	132	0.00833578225338924	+1
GSE91061	GO:0051918	negative regulation of fibrinolysis	0.00837474179360927	9	0.00837474179360927	+1
GSE91061	GO:0016236	macroautophagy	0.00840983957029098	70	0.00840983957029098	+1
GSE91061	GO:0010506	regulation of autophagy	0.0100638325327443	75	0.0100638325327443	+1
GSE91061	GO:0034504	protein localization to nucleus	0.0106288819854627	68	0.0106288819854627	+1
GSE91061	GO:0070988	demethylation	0.0108018410658908	19	0.0108018410658908	+1
GSE91061	GO:0000724	double-strand break repair via homologous recombination	0.0110998460742306	44	0.0110998460742306	+1
GSE91061	GO:0055086	nucleobase-containing small molecule metabolic process	0.0113146224626944	125	0.0113146224626944	+1
GSE91061	GO:0048024	regulation of mRNA splicing, via spliceosome	0.0113548687509547	32	0.0113548687509547	+1
GSE91061	GO:0032259	methylation	0.0115608847958744	60	0.0115608847958744	+1
GSE91061	GO:0007346	regulation of mitotic cell cycle	0.0116561228454855	97	0.0116561228454855	+1
GSE91061	GO:0042176	regulation of protein catabolic process	0.0122625445224252	76	0.0122625445224252	+1
GSE91061	GO:0006399	tRNA metabolic process	0.0147805790279237	49	0.0147805790279237	+1
GSE91061	GO:0051607	defense response to virus	0.0150013440853544	67	0.0150013440853544	+1
GSE91061	GO:0051054	positive regulation of DNA metabolic process	0.0150884173422827	65	0.0150884173422827	+1
GSE91061	GO:0002253	activation of immune response	0.0151115182301444	102	0.0151115182301444	+1
GSE91061	GO:0043414	macromolecule methylation	0.0152037664188612	44	0.0152037664188612	+1
GSE91061	GO:0044843	cell cycle G1/S phase transition	0.0155805947254516	55	0.0155805947254516	+1
GSE91061	GO:0170039	proteinogenic amino acid metabolic process	0.0165686971852082	39	0.0165686971852082	+1
GSE91061	GO:0051301	cell division	0.0168421912079375	121	0.0168421912079375	+1
GSE91061	GO:0005975	carbohydrate metabolic process	0.0174168878101147	107	0.0174168878101147	+1
GSE91061	GO:0001676	long-chain fatty acid metabolic process	0.0176394790694012	31	0.0176394790694012	+1
GSE91061	GO:0033045	regulation of sister chromatid segregation	0.0180592115157238	30	0.0180592115157238	+1
GSE91061	GO:0033044	regulation of chromosome organization	0.0180617404649675	56	0.0180617404649675	+1
GSE91061	GO:0031331	positive regulation of cellular catabolic process	0.0182677607339941	70	0.0182677607339941	+1
GSE91061	GO:1901990	regulation of mitotic cell cycle phase transition	0.0182677607339941	70	0.0182677607339941	+1
GSE91061	GO:0007091	metaphase/anaphase transition of mitotic cell cycle	0.0184018037505543	28	0.0184018037505543	+1
GSE91061	GO:0045931	positive regulation of mitotic cell cycle	0.0199917091287551	33	0.0199917091287551	+1
GSE91061	GO:0032434	regulation of proteasomal ubiquitin-dependent protein catabolic process	0.0203872447246702	36	0.0203872447246702	+1
GSE91061	GO:0034248	regulation of amide metabolic process	0.0208296732042993	87	0.0208296732042993	+1
GSE91061	GO:0023057	negative regulation of signaling	0.0209743641778966	229	0.0209743641778966	+1
GSE91061	GO:0010648	negative regulation of cell communication	0.0209743641778966	229	0.0209743641778966	+1
GSE91061	GO:0000956	nuclear-transcribed mRNA catabolic process	0.0216883818668439	35	0.0216883818668439	+1
GSE91061	GO:0140546	defense response to symbiont	0.0219024232927554	188	0.0219024232927554	+1
GSE91061	GO:0050776	regulation of immune response	0.0228824099655899	154	0.0228824099655899	+1
GSE91061	GO:0043067	regulation of programmed cell death	0.0234054902403954	244	0.0234054902403954	+1
