query	GO.ID	Description	p.Val	Genes	FDR	Phenotype
GSE91061	GO:0048519	negative regulation of biological process	8.72844639028047e-34	770	8.72844639028047e-34	+1
GSE91061	GO:0032103	positive regulation of response to external stimulus	3.31415850713685e-33	159	3.31415850713685e-33	+1
GSE91061	GO:0010556	regulation of macromolecule biosynthetic process	5.95347424499507e-33	745	5.95347424499507e-33	+1
GSE91061	GO:0051254	positive regulation of RNA metabolic process	2.51290067356775e-32	327	2.51290067356775e-32	+1
GSE91061	GO:0001817	regulation of cytokine production	5.77495076379397e-32	182	5.77495076379397e-32	+1
GSE91061	GO:0036211	protein modification process	7.48428170159863e-32	464	7.48428170159863e-32	+1
GSE91061	GO:0010468	regulation of gene expression	1.58099813387899e-31	727	1.58099813387899e-31	+1
GSE91061	GO:0001816	cytokine production	1.70149099825519e-31	182	1.70149099825519e-31	+1
GSE91061	GO:0043412	macromolecule modification	2.75659638682645e-31	488	2.75659638682645e-31	+1
GSE91061	GO:0019538	protein metabolic process	4.25113065829808e-31	663	4.25113065829808e-31	+1
GSE91061	GO:0045935	positive regulation of nucleobase-containing compound metabolic process	4.79137542877811e-31	348	4.79137542877811e-31	+1
GSE91061	GO:0009056	catabolic process	6.82818858282811e-31	407	6.82818858282811e-31	+1
GSE91061	GO:0051246	regulation of protein metabolic process	1.11694594237895e-30	353	1.11694594237895e-30	+1
GSE91061	GO:0045089	positive regulation of innate immune response	8.87615443726334e-30	109	8.87615443726334e-30	+1
GSE91061	GO:0048523	negative regulation of cellular process	1.72345769986777e-29	721	1.72345769986777e-29	+1
GSE91061	GO:0009894	regulation of catabolic process	1.99837606824147e-29	213	1.99837606824147e-29	+1
GSE91061	GO:0031349	positive regulation of defense response	1.20568397664802e-28	129	1.20568397664802e-28	+1
GSE91061	GO:0046649	lymphocyte activation	1.26652737321773e-28	177	1.26652737321773e-28	+1
GSE91061	GO:0030097	hemopoiesis	3.11342062676818e-28	202	3.11342062676818e-28	+1
GSE91061	GO:0002833	positive regulation of response to biotic stimulus	3.16878821178775e-28	111	3.16878821178775e-28	+1
GSE91061	GO:0061919	process utilizing autophagic mechanism	1.62958077443369e-27	144	1.62958077443369e-27	+1
GSE91061	GO:0006914	autophagy	1.62958077443369e-27	144	1.62958077443369e-27	+1
GSE91061	GO:0002218	activation of innate immune response	4.39801579157406e-27	93	4.39801579157406e-27	+1
GSE91061	GO:0051179	localization	1.21564061505197e-26	708	1.21564061505197e-26	+1
GSE91061	GO:0032774	RNA biosynthetic process	1.73996724211042e-26	509	1.73996724211042e-26	+1
GSE91061	GO:0051641	cellular localization	1.91651383461923e-26	511	1.91651383461923e-26	+1
GSE91061	GO:2001141	regulation of RNA biosynthetic process	2.03770623128829e-26	494	2.03770623128829e-26	+1
GSE91061	GO:0045893	positive regulation of DNA-templated transcription	4.78865746368951e-26	292	4.78865746368951e-26	+1
GSE91061	GO:1902680	positive regulation of RNA biosynthetic process	6.51304197901126e-26	292	6.51304197901126e-26	+1
GSE91061	GO:1901564	organonitrogen compound metabolic process	7.87257634710856e-26	751	7.87257634710856e-26	+1
GSE91061	GO:0006355	regulation of DNA-templated transcription	7.95036469949895e-26	490	7.95036469949895e-26	+1
GSE91061	GO:0006351	DNA-templated transcription	9.3283364166631e-26	503	9.3283364166631e-26	+1
GSE91061	GO:0012501	programmed cell death	9.36279595136777e-26	325	9.36279595136777e-26	+1
GSE91061	GO:0002758	innate immune response-activating signaling pathway	1.31649807271997e-25	87	1.31649807271997e-25	+1
GSE91061	GO:0008219	cell death	1.36282500780447e-25	325	1.36282500780447e-25	+1
GSE91061	GO:0009057	macromolecule catabolic process	1.75561495309751e-25	245	1.75561495309751e-25	+1
GSE91061	GO:0031329	regulation of cellular catabolic process	1.33843887619079e-24	155	1.33843887619079e-24	+1
GSE91061	GO:0002768	immune response-regulating cell surface receptor signaling pathway	1.66926414963619e-24	98	1.66926414963619e-24	+1
GSE91061	GO:0002221	pattern recognition receptor signaling pathway	2.57584336786379e-24	82	2.57584336786379e-24	+1
GSE91061	GO:0034654	nucleobase-containing compound biosynthetic process	3.14754205668669e-24	546	3.14754205668669e-24	+1
GSE91061	GO:0051649	establishment of localization in cell	3.38578325206211e-24	319	3.38578325206211e-24	+1
GSE91061	GO:0006810	transport	4.62700385324481e-24	579	4.62700385324481e-24	+1
GSE91061	GO:0001819	positive regulation of cytokine production	6.27101299888822e-24	124	6.27101299888822e-24	+1
GSE91061	GO:0002429	immune response-activating cell surface receptor signaling pathway	8.25396980481389e-24	92	8.25396980481389e-24	+1
GSE91061	GO:0042221	response to chemical	1.59468392259858e-23	536	1.59468392259858e-23	+1
GSE91061	GO:0051239	regulation of multicellular organismal process	2.22615128672543e-23	428	2.22615128672543e-23	+1
GSE91061	GO:0033554	cellular response to stress	3.54447900849704e-23	292	3.54447900849704e-23	+1
GSE91061	GO:0007166	cell surface receptor signaling pathway	3.7740384222143e-23	410	3.7740384222143e-23	+1
GSE91061	GO:0019221	cytokine-mediated signaling pathway	3.78933203098559e-23	124	3.78933203098559e-23	+1
GSE91061	GO:0018130	heterocycle biosynthetic process	3.87694701404967e-23	550	3.87694701404967e-23	+1
GSE91061	GO:0048585	negative regulation of response to stimulus	4.56096446698979e-23	277	4.56096446698979e-23	+1
GSE91061	GO:0051172	negative regulation of nitrogen compound metabolic process	5.87763967617858e-23	342	5.87763967617858e-23	+1
GSE91061	GO:0019438	aromatic compound biosynthetic process	7.66714252836431e-23	550	7.66714252836431e-23	+1
GSE91061	GO:0051240	positive regulation of multicellular organismal process	7.83064841239584e-23	275	7.83064841239584e-23	+1
GSE91061	GO:0033036	macromolecule localization	2.59219227297778e-22	452	2.59219227297778e-22	+1
GSE91061	GO:0046907	intracellular transport	5.53719562246571e-22	240	5.53719562246571e-22	+1
GSE91061	GO:0044248	cellular catabolic process	5.96708010493443e-22	268	5.96708010493443e-22	+1
GSE91061	GO:0051247	positive regulation of protein metabolic process	6.5805632639576e-22	225	6.5805632639576e-22	+1
GSE91061	GO:0009967	positive regulation of signal transduction	7.42387433880258e-22	263	7.42387433880258e-22	+1
GSE91061	GO:0016310	phosphorylation	8.61220592936165e-22	265	8.61220592936165e-22	+1
GSE91061	GO:1901362	organic cyclic compound biosynthetic process	9.66760722561664e-22	561	9.66760722561664e-22	+1
GSE91061	GO:0006468	protein phosphorylation	1.17731994743189e-21	236	1.17731994743189e-21	+1
GSE91061	GO:0006915	apoptotic process	1.55915559799096e-21	304	1.55915559799096e-21	+1
GSE91061	GO:0023056	positive regulation of signaling	1.67454809750034e-21	288	1.67454809750034e-21	+1
GSE91061	GO:0016236	macroautophagy	1.67683005311777e-21	93	1.67683005311777e-21	+1
GSE91061	GO:0032879	regulation of localization	3.85646298201628e-21	315	3.85646298201628e-21	+1
GSE91061	GO:0007249	canonical NF-kappaB signal transduction	1.05884381915507e-20	89	1.05884381915507e-20	+1
GSE91061	GO:0070727	cellular macromolecule localization	1.18299819159083e-20	395	1.18299819159083e-20	+1
GSE91061	GO:0010647	positive regulation of cell communication	1.49283499839451e-20	285	1.49283499839451e-20	+1
GSE91061	GO:0009892	negative regulation of metabolic process	4.01336861752178e-20	470	4.01336861752178e-20	+1
GSE91061	GO:0002521	leukocyte differentiation	4.88271570033694e-20	137	4.88271570033694e-20	+1
GSE91061	GO:0044271	cellular nitrogen compound biosynthetic process	5.6392916255147e-20	612	5.6392916255147e-20	+1
GSE91061	GO:0008104	protein localization	7.09872281075229e-20	391	7.09872281075229e-20	+1
GSE91061	GO:0006796	phosphate-containing compound metabolic process	8.92521795308576e-20	373	8.92521795308576e-20	+1
GSE91061	GO:0045944	positive regulation of transcription by RNA polymerase II	1.14409873670329e-19	219	1.14409873670329e-19	+1
GSE91061	GO:0030099	myeloid cell differentiation	1.18557827851524e-19	108	1.18557827851524e-19	+1
GSE91061	GO:0009615	response to virus	1.44081393737449e-19	103	1.44081393737449e-19	+1
GSE91061	GO:0051128	regulation of cellular component organization	1.47039868844881e-19	356	1.47039868844881e-19	+1
GSE91061	GO:0006897	endocytosis	3.54590561450902e-19	146	3.54590561450902e-19	+1
GSE91061	GO:0006793	phosphorus metabolic process	5.27386483354322e-19	373	5.27386483354322e-19	+1
GSE91061	GO:0042110	T cell activation	8.89187552992278e-19	124	8.89187552992278e-19	+1
GSE91061	GO:0071705	nitrogen compound transport	9.10043443631138e-19	295	9.10043443631138e-19	+1
GSE91061	GO:0065009	regulation of molecular function	9.13395526985948e-19	282	9.13395526985948e-19	+1
GSE91061	GO:0006366	transcription by RNA polymerase II	1.30257515268215e-18	382	1.30257515268215e-18	+1
GSE91061	GO:0015031	protein transport	1.31099499616202e-18	237	1.31099499616202e-18	+1
GSE91061	GO:0031399	regulation of protein modification process	1.41793698781924e-18	213	1.41793698781924e-18	+1
GSE91061	GO:0043067	regulation of programmed cell death	2.57598297239781e-18	246	2.57598297239781e-18	+1
GSE91061	GO:0006357	regulation of transcription by RNA polymerase II	3.11162774729209e-18	367	3.11162774729209e-18	+1
GSE91061	GO:0044093	positive regulation of molecular function	4.91385026036309e-18	195	4.91385026036309e-18	+1
GSE91061	GO:0010648	negative regulation of cell communication	5.58780269066539e-18	232	5.58780269066539e-18	+1
GSE91061	GO:0023057	negative regulation of signaling	5.58780269066539e-18	232	5.58780269066539e-18	+1
GSE91061	GO:0051234	establishment of localization	8.12532856845597e-18	607	8.12532856845597e-18	+1
GSE91061	GO:0009968	negative regulation of signal transduction	1.10134094633345e-17	218	1.10134094633345e-17	+1
GSE91061	GO:1901575	organic substance catabolic process	1.11565580968911e-17	310	1.11565580968911e-17	+1
GSE91061	GO:0009896	positive regulation of catabolic process	2.06070018369284e-17	118	2.06070018369284e-17	+1
GSE91061	GO:0010628	positive regulation of gene expression	3.92525834747329e-17	204	3.92525834747329e-17	+1
GSE91061	GO:1902533	positive regulation of intracellular signal transduction	5.92302644866615e-17	184	5.92302644866615e-17	+1
GSE91061	GO:0043122	regulation of canonical NF-kappaB signal transduction	6.43371735598075e-17	77	6.43371735598075e-17	+1
GSE91061	GO:0002274	myeloid leukocyte activation	2.15826754991053e-16	70	2.15826754991053e-16	+1
GSE91061	GO:0071702	organic substance transport	2.39323602192469e-16	337	2.39323602192469e-16	+1
GSE91061	GO:1901700	response to oxygen-containing compound	3.05585461198119e-16	258	3.05585461198119e-16	+1
GSE91061	GO:0050790	regulation of catalytic activity	3.32097272196653e-16	206	3.32097272196653e-16	+1
GSE91061	GO:0050865	regulation of cell activation	3.88508634152489e-16	127	3.88508634152489e-16	+1
GSE91061	GO:0002252	immune effector process	4.82939637317158e-16	138	4.82939637317158e-16	+1
GSE91061	GO:0030163	protein catabolic process	6.28181117284007e-16	173	6.28181117284007e-16	+1
GSE91061	GO:0042981	regulation of apoptotic process	9.2239259215038e-16	233	9.2239259215038e-16	+1
GSE91061	GO:1902532	negative regulation of intracellular signal transduction	1.00830881378215e-15	116	1.00830881378215e-15	+1
GSE91061	GO:0002366	leukocyte activation involved in immune response	1.51456429359085e-15	79	1.51456429359085e-15	+1
GSE91061	GO:0031324	negative regulation of cellular metabolic process	1.76020606540492e-15	427	1.76020606540492e-15	+1
GSE91061	GO:1901701	cellular response to oxygen-containing compound	1.77670366496212e-15	198	1.77670366496212e-15	+1
GSE91061	GO:0002263	cell activation involved in immune response	3.55412418806358e-15	79	3.55412418806358e-15	+1
GSE91061	GO:0050727	regulation of inflammatory response	4.03422678165494e-15	90	4.03422678165494e-15	+1
GSE91061	GO:0051249	regulation of lymphocyte activation	4.09309992988366e-15	108	4.09309992988366e-15	+1
GSE91061	GO:1903131	mononuclear cell differentiation	4.72561760035471e-15	106	4.72561760035471e-15	+1
GSE91061	GO:0051049	regulation of transport	4.89905685331832e-15	246	4.89905685331832e-15	+1
GSE91061	GO:0051607	defense response to virus	5.11336554525448e-15	80	5.11336554525448e-15	+1
GSE91061	GO:0040011	locomotion	6.52711911370666e-15	203	6.52711911370666e-15	+1
GSE91061	GO:0048468	cell development	8.40677134170984e-15	381	8.40677134170984e-15	+1
GSE91061	GO:0051248	negative regulation of protein metabolic process	8.51937114875163e-15	144	8.51937114875163e-15	+1
GSE91061	GO:0048872	homeostasis of number of cells	8.83237348329787e-15	81	8.83237348329787e-15	+1
GSE91061	GO:0002694	regulation of leukocyte activation	1.21607259125065e-14	116	1.21607259125065e-14	+1
GSE91061	GO:0007264	small GTPase-mediated signal transduction	1.62434345408464e-14	108	1.62434345408464e-14	+1
GSE91061	GO:1903706	regulation of hemopoiesis	2.2127298249531e-14	95	2.2127298249531e-14	+1
GSE91061	GO:0098657	import into cell	2.40193581111759e-14	163	2.40193581111759e-14	+1
GSE91061	GO:0006909	phagocytosis	2.66076883598884e-14	66	2.66076883598884e-14	+1
GSE91061	GO:0006996	organelle organization	2.86948390796589e-14	462	2.86948390796589e-14	+1
GSE91061	GO:0010605	negative regulation of macromolecule metabolic process	3.26379275983279e-14	423	3.26379275983279e-14	+1
GSE91061	GO:0002237	response to molecule of bacterial origin	3.53752817597721e-14	85	3.53752817597721e-14	+1
GSE91061	GO:0031401	positive regulation of protein modification process	4.05959415981799e-14	145	4.05959415981799e-14	+1
GSE91061	GO:0010506	regulation of autophagy	6.13291715105538e-14	85	6.13291715105538e-14	+1
GSE91061	GO:0031331	positive regulation of cellular catabolic process	7.56384835407804e-14	81	7.56384835407804e-14	+1
GSE91061	GO:0030098	lymphocyte differentiation	9.96775549683588e-14	96	9.96775549683588e-14	+1
GSE91061	GO:0002753	cytoplasmic pattern recognition receptor signaling pathway	1.59239609024568e-13	51	1.59239609024568e-13	+1
GSE91061	GO:0071216	cellular response to biotic stimulus	2.68092683098662e-13	67	2.68092683098662e-13	+1
GSE91061	GO:0042113	B cell activation	2.70244088257552e-13	72	2.70244088257552e-13	+1
GSE91061	GO:1903311	regulation of mRNA metabolic process	4.01056739189758e-13	75	4.01056739189758e-13	+1
GSE91061	GO:0006886	intracellular protein transport	5.09797837930584e-13	129	5.09797837930584e-13	+1
GSE91061	GO:0032496	response to lipopolysaccharide	5.35338558969155e-13	80	5.35338558969155e-13	+1
GSE91061	GO:0070647	protein modification by small protein conjugation or removal	5.6279440059943e-13	165	5.6279440059943e-13	+1
GSE91061	GO:0043687	post-translational protein modification	6.98088316560854e-13	171	6.98088316560854e-13	+1
GSE91061	GO:0016197	endosomal transport	7.4520322441469e-13	72	7.4520322441469e-13	+1
GSE91061	GO:0062207	regulation of pattern recognition receptor signaling pathway	9.03257828344219e-13	49	9.03257828344219e-13	+1
GSE91061	GO:0019220	regulation of phosphate metabolic process	9.97231254042064e-13	184	9.97231254042064e-13	+1
GSE91061	GO:0051174	regulation of phosphorus metabolic process	1.09001364880105e-12	184	1.09001364880105e-12	+1
GSE91061	GO:1901565	organonitrogen compound catabolic process	1.48220290683666e-12	215	1.48220290683666e-12	+1
GSE91061	GO:0016477	cell migration	1.7202047822076e-12	226	1.7202047822076e-12	+1
GSE91061	GO:0065008	regulation of biological quality	1.72524840554589e-12	374	1.72524840554589e-12	+1
GSE91061	GO:1902105	regulation of leukocyte differentiation	1.82254391710142e-12	77	1.82254391710142e-12	+1
GSE91061	GO:0042325	regulation of phosphorylation	1.8404849387831e-12	163	1.8404849387831e-12	+1
GSE91061	GO:0048871	multicellular organismal-level homeostasis	1.86122478061766e-12	143	1.86122478061766e-12	+1
GSE91061	GO:0016050	vesicle organization	2.17407904738645e-12	83	2.17407904738645e-12	+1
GSE91061	GO:0000165	MAPK cascade	2.22550746528199e-12	135	2.22550746528199e-12	+1
GSE91061	GO:0044087	regulation of cellular component biogenesis	2.96891315844854e-12	163	2.96891315844854e-12	+1
GSE91061	GO:0043085	positive regulation of catalytic activity	3.66142014646582e-12	138	3.66142014646582e-12	+1
GSE91061	GO:0050900	leukocyte migration	4.65428336343993e-12	87	4.65428336343993e-12	+1
GSE91061	GO:0034341	response to type II interferon	5.09879840610858e-12	47	5.09879840610858e-12	+1
GSE91061	GO:0097190	apoptotic signaling pathway	5.34335380460607e-12	116	5.34335380460607e-12	+1
GSE91061	GO:0050793	regulation of developmental process	6.20509813488793e-12	330	6.20509813488793e-12	+1
GSE91061	GO:0032502	developmental process	7.03207185024721e-12	730	7.03207185024721e-12	+1
GSE91061	GO:0002262	myeloid cell homeostasis	1.20105645479086e-11	52	1.20105645479086e-11	+1
GSE91061	GO:0007159	leukocyte cell-cell adhesion	1.38540621595988e-11	87	1.38540621595988e-11	+1
GSE91061	GO:0030522	intracellular receptor signaling pathway	1.49141569764642e-11	81	1.49141569764642e-11	+1
GSE91061	GO:0038061	non-canonical NF-kappaB signal transduction	1.52081422586471e-11	42	1.52081422586471e-11	+1
GSE91061	GO:0030154	cell differentiation	1.53162086161523e-11	525	1.53162086161523e-11	+1
GSE91061	GO:0048856	anatomical structure development	1.56167618707132e-11	675	1.56167618707132e-11	+1
GSE91061	GO:0048869	cellular developmental process	1.59998057409229e-11	525	1.59998057409229e-11	+1
GSE91061	GO:0001932	regulation of protein phosphorylation	2.06593197851849e-11	153	2.06593197851849e-11	+1
GSE91061	GO:0002697	regulation of immune effector process	2.14230702782272e-11	83	2.14230702782272e-11	+1
GSE91061	GO:0032635	interleukin-6 production	2.1681694731899e-11	47	2.1681694731899e-11	+1
GSE91061	GO:0032675	regulation of interleukin-6 production	2.1681694731899e-11	47	2.1681694731899e-11	+1
GSE91061	GO:0006935	chemotaxis	2.21657454483978e-11	95	2.21657454483978e-11	+1
GSE91061	GO:1903555	regulation of tumor necrosis factor superfamily cytokine production	2.2641766477285e-11	50	2.2641766477285e-11	+1
GSE91061	GO:0071706	tumor necrosis factor superfamily cytokine production	2.2641766477285e-11	50	2.2641766477285e-11	+1
GSE91061	GO:0060627	regulation of vesicle-mediated transport	2.41595319943296e-11	103	2.41595319943296e-11	+1
GSE91061	GO:0009617	response to bacterium	2.42876214398051e-11	129	2.42876214398051e-11	+1
GSE91061	GO:0042330	taxis	2.92944405092412e-11	95	2.92944405092412e-11	+1
GSE91061	GO:0051603	proteolysis involved in protein catabolic process	3.06473539531491e-11	130	3.06473539531491e-11	+1
GSE91061	GO:0002224	toll-like receptor signaling pathway	3.38157821359264e-11	31	3.38157821359264e-11	+1
GSE91061	GO:0060326	cell chemotaxis	3.66525595332473e-11	74	3.66525595332473e-11	+1
GSE91061	GO:0002443	leukocyte mediated immunity	3.98980472890302e-11	94	3.98980472890302e-11	+1
GSE91061	GO:0045184	establishment of protein localization	3.9948638387573e-11	269	3.9948638387573e-11	+1
GSE91061	GO:0051169	nuclear transport	4.02290756421412e-11	76	4.02290756421412e-11	+1
GSE91061	GO:0006913	nucleocytoplasmic transport	4.02290756421412e-11	76	4.02290756421412e-11	+1
