query	GO.ID	Description	p.Val	Genes	FDR	Phenotype
GSE91061	GO:0048468	cell development	1.99034774148451e-10	261	1.99034774148451e-10	+1
GSE91061	GO:0048869	cellular developmental process	1.99778249142255e-10	369	1.99778249142255e-10	+1
GSE91061	GO:0010646	regulation of cell communication	2.39357028496628e-10	305	2.39357028496628e-10	+1
GSE91061	GO:0048583	regulation of response to stimulus	4.94832436727643e-10	338	4.94832436727643e-10	+1
GSE91061	GO:0032501	multicellular organismal process	5.5768352165196e-10	581	5.5768352165196e-10	+1
GSE91061	GO:0035556	intracellular signal transduction	6.59830212843771e-10	248	6.59830212843771e-10	+1
GSE91061	GO:0051239	regulation of multicellular organismal process	9.36309081366484e-10	268	9.36309081366484e-10	+1
GSE91061	GO:0007165	signal transduction	9.89748915308376e-10	471	9.89748915308376e-10	+1
GSE91061	GO:0009966	regulation of signal transduction	1.54422743714873e-09	271	1.54422743714873e-09	+1
GSE91061	GO:0048523	negative regulation of cellular process	5.45835404934128e-09	440	5.45835404934128e-09	+1
GSE91061	GO:0048519	negative regulation of biological process	1.71614177646215e-08	459	1.71614177646215e-08	+1
GSE91061	GO:0010604	positive regulation of macromolecule metabolic process	4.93592718140598e-08	293	4.93592718140598e-08	+1
GSE91061	GO:0009893	positive regulation of metabolic process	4.97636171782177e-08	313	4.97636171782177e-08	+1
GSE91061	GO:0048513	animal organ development	1.02981552468557e-07	265	1.02981552468557e-07	+1
GSE91061	GO:0141124	intracellular signaling cassette	1.03871055087746e-07	180	1.03871055087746e-07	+1
GSE91061	GO:0080090	regulation of primary metabolic process	2.80755348780106e-07	434	2.80755348780106e-07	+1
GSE91061	GO:0010557	positive regulation of macromolecule biosynthetic process	3.18964560824025e-07	232	3.18964560824025e-07	+1
GSE91061	GO:0022008	neurogenesis	3.61395947212397e-07	169	3.61395947212397e-07	+1
GSE91061	GO:0031325	positive regulation of cellular metabolic process	5.13767666850293e-07	283	5.13767666850293e-07	+1
GSE91061	GO:0036211	protein modification process	5.6039124694673e-07	261	5.6039124694673e-07	+1
GSE91061	GO:0022603	regulation of anatomical structure morphogenesis	7.28659161829901e-07	97	7.28659161829901e-07	+1
GSE91061	GO:0048699	generation of neurons	1.06330301777743e-06	150	1.06330301777743e-06	+1
GSE91061	GO:0006950	response to stress	1.1143222874526e-06	316	1.1143222874526e-06	+1
GSE91061	GO:0120036	plasma membrane bounded cell projection organization	1.23575898214974e-06	154	1.23575898214974e-06	+1
GSE91061	GO:0031328	positive regulation of cellular biosynthetic process	1.31950129480915e-06	235	1.31950129480915e-06	+1
GSE91061	GO:0007166	cell surface receptor signaling pathway	1.3307152097852e-06	243	1.3307152097852e-06	+1
GSE91061	GO:0007399	nervous system development	1.38969370859748e-06	224	1.38969370859748e-06	+1
GSE91061	GO:0022402	cell cycle process	1.6619791844012e-06	131	1.6619791844012e-06	+1
GSE91061	GO:0009891	positive regulation of biosynthetic process	1.67127462419378e-06	236	1.67127462419378e-06	+1
GSE91061	GO:2000026	regulation of multicellular organismal development	2.15572773392889e-06	141	2.15572773392889e-06	+1
GSE91061	GO:0030030	cell projection organization	2.58712041517806e-06	156	2.58712041517806e-06	+1
GSE91061	GO:1901564	organonitrogen compound metabolic process	3.52315938346143e-06	453	3.52315938346143e-06	+1
GSE91061	GO:0051173	positive regulation of nitrogen compound metabolic process	3.59131948624072e-06	255	3.59131948624072e-06	+1
GSE91061	GO:0009719	response to endogenous stimulus	4.25830984269744e-06	160	4.25830984269744e-06	+1
GSE91061	GO:0001775	cell activation	4.74304130810237e-06	115	4.74304130810237e-06	+1
GSE91061	GO:0051171	regulation of nitrogen compound metabolic process	4.91985132424929e-06	417	4.91985132424929e-06	+1
GSE91061	GO:0016477	cell migration	5.24355714845565e-06	146	5.24355714845565e-06	+1
GSE91061	GO:0030182	neuron differentiation	5.49397255205423e-06	141	5.49397255205423e-06	+1
GSE91061	GO:0071495	cellular response to endogenous stimulus	5.75228143375731e-06	141	5.75228143375731e-06	+1
GSE91061	GO:0051179	localization	7.67861465755195e-06	421	7.67861465755195e-06	+1
GSE91061	GO:1902680	positive regulation of RNA biosynthetic process	7.85225015884074e-06	161	7.85225015884074e-06	+1
GSE91061	GO:0006996	organelle organization	8.34461346660854e-06	295	8.34461346660854e-06	+1
GSE91061	GO:0043412	macromolecule modification	8.78938761275468e-06	271	8.78938761275468e-06	+1
GSE91061	GO:0120035	regulation of plasma membrane bounded cell projection organization	1.01793339667015e-05	78	1.01793339667015e-05	+1
GSE91061	GO:0019222	regulation of metabolic process	1.10575868226231e-05	524	1.10575868226231e-05	+1
GSE91061	GO:0045893	positive regulation of DNA-templated transcription	1.21267746794787e-05	160	1.21267746794787e-05	+1
GSE91061	GO:0051254	positive regulation of RNA metabolic process	2.01552551766115e-05	170	2.01552551766115e-05	+1
GSE91061	GO:0051128	regulation of cellular component organization	2.08467510942248e-05	211	2.08467510942248e-05	+1
GSE91061	GO:0006793	phosphorus metabolic process	2.10367328592825e-05	223	2.10367328592825e-05	+1
GSE91061	GO:0007049	cell cycle	2.76222272027517e-05	167	2.76222272027517e-05	+1
GSE91061	GO:0031344	regulation of cell projection organization	2.80243172716115e-05	78	2.80243172716115e-05	+1
GSE91061	GO:0019538	protein metabolic process	2.96142894183248e-05	378	2.96142894183248e-05	+1
GSE91061	GO:0033554	cellular response to stress	5.87001584346739e-05	162	5.87001584346739e-05	+1
GSE91061	GO:0006796	phosphate-containing compound metabolic process	5.96623932941695e-05	219	5.96623932941695e-05	+1
GSE91061	GO:0031175	neuron projection development	6.1440093414667e-05	105	6.1440093414667e-05	+1
GSE91061	GO:0006810	transport	6.75014297625144e-05	339	6.75014297625144e-05	+1
GSE91061	GO:0030097	hemopoiesis	6.76206414921337e-05	101	6.76206414921337e-05	+1
GSE91061	GO:0048598	embryonic morphogenesis	0.000113980029270321	72	0.000113980029270321	+1
GSE91061	GO:0045935	positive regulation of nucleobase-containing compound metabolic process	0.000115174082379642	181	0.000115174082379642	+1
GSE91061	GO:0031323	regulation of cellular metabolic process	0.000150066157186654	486	0.000150066157186654	+1
GSE91061	GO:1903047	mitotic cell cycle process	0.000175906502856698	82	0.000175906502856698	+1
GSE91061	GO:0048666	neuron development	0.000192220929732616	115	0.000192220929732616	+1
GSE91061	GO:0048646	anatomical structure formation involved in morphogenesis	0.000218926746561873	116	0.000218926746561873	+1
GSE91061	GO:0065008	regulation of biological quality	0.000225615439891284	235	0.000225615439891284	+1
GSE91061	GO:1902531	regulation of intracellular signal transduction	0.000237450281326412	159	0.000237450281326412	+1
GSE91061	GO:0009887	animal organ morphogenesis	0.000327106386420777	104	0.000327106386420777	+1
GSE91061	GO:0000278	mitotic cell cycle	0.00034686661463516	93	0.00034686661463516	+1
GSE91061	GO:0048870	cell motility	0.000369610881671282	154	0.000369610881671282	+1
GSE91061	GO:0000902	cell morphogenesis	0.000372326025218935	100	0.000372326025218935	+1
GSE91061	GO:0035239	tube morphogenesis	0.000392238168371395	91	0.000392238168371395	+1
GSE91061	GO:0045595	regulation of cell differentiation	0.000437603601163028	144	0.000437603601163028	+1
GSE91061	GO:0010564	regulation of cell cycle process	0.000441931756347464	79	0.000441931756347464	+1
GSE91061	GO:0045944	positive regulation of transcription by RNA polymerase II	0.000462101133462035	120	0.000462101133462035	+1
GSE91061	GO:0051252	regulation of RNA metabolic process	0.000474761896474586	295	0.000474761896474586	+1
GSE91061	GO:0051240	positive regulation of multicellular organismal process	0.000548754725965714	148	0.000548754725965714	+1
GSE91061	GO:0019219	regulation of nucleobase-containing compound metabolic process	0.000650289318008161	314	0.000650289318008161	+1
GSE91061	GO:0051234	establishment of localization	0.000745953841873954	367	0.000745953841873954	+1
GSE91061	GO:0016310	phosphorylation	0.000818302912503656	143	0.000818302912503656	+1
GSE91061	GO:0048858	cell projection morphogenesis	0.000967454832663285	74	0.000967454832663285	+1
GSE91061	GO:0048584	positive regulation of response to stimulus	0.000994950465859506	192	0.000994950465859506	+1
GSE91061	GO:0010033	response to organic substance	0.00104484051628664	217	0.00104484051628664	+1
GSE91061	GO:0060070	canonical Wnt signaling pathway	0.00109120891126127	42	0.00109120891126127	+1
GSE91061	GO:0070887	cellular response to chemical stimulus	0.00111402385684324	220	0.00111402385684324	+1
GSE91061	GO:0048568	embryonic organ development	0.0011615738811306	56	0.0011615738811306	+1
GSE91061	GO:0048589	developmental growth	0.00117080480203758	73	0.00117080480203758	+1
GSE91061	GO:0048812	neuron projection morphogenesis	0.00119141501382202	72	0.00119141501382202	+1
GSE91061	GO:0016055	Wnt signaling pathway	0.00121245214463456	55	0.00121245214463456	+1
GSE91061	GO:0045321	leukocyte activation	0.0012142249581422	95	0.0012142249581422	+1
GSE91061	GO:0035295	tube development	0.00128284916921526	106	0.00128284916921526	+1
GSE91061	GO:0048585	negative regulation of response to stimulus	0.00134636773796899	147	0.00134636773796899	+1
GSE91061	GO:0007267	cell-cell signaling	0.00136635141680383	151	0.00136635141680383	+1
GSE91061	GO:0043009	chordate embryonic development	0.00139002328336332	73	0.00139002328336332	+1
GSE91061	GO:0198738	cell-cell signaling by wnt	0.00139737273797718	55	0.00139737273797718	+1
GSE91061	GO:0046649	lymphocyte activation	0.00143241417034927	82	0.00143241417034927	+1
GSE91061	GO:0120039	plasma membrane bounded cell projection morphogenesis	0.00147132599431725	73	0.00147132599431725	+1
GSE91061	GO:0001525	angiogenesis	0.00154368032340921	62	0.00154368032340921	+1
GSE91061	GO:0023056	positive regulation of signaling	0.00157817480639358	156	0.00157817480639358	+1
GSE91061	GO:0060255	regulation of macromolecule metabolic process	0.00158721048242606	476	0.00158721048242606	+1
GSE91061	GO:0010975	regulation of neuron projection development	0.00172504459967024	55	0.00172504459967024	+1
GSE91061	GO:0006355	regulation of DNA-templated transcription	0.00202458096239255	270	0.00202458096239255	+1
GSE91061	GO:0071310	cellular response to organic substance	0.00217451983175821	169	0.00217451983175821	+1
GSE91061	GO:2001141	regulation of RNA biosynthetic process	0.00217876837937702	271	0.00217876837937702	+1
GSE91061	GO:0009792	embryo development ending in birth or egg hatching	0.00224672128894831	74	0.00224672128894831	+1
GSE91061	GO:0030334	regulation of cell migration	0.00233940076983001	93	0.00233940076983001	+1
GSE91061	GO:0010647	positive regulation of cell communication	0.0024451379084371	155	0.0024451379084371	+1
GSE91061	GO:0051301	cell division	0.00255046579755967	71	0.00255046579755967	+1
GSE91061	GO:0030111	regulation of Wnt signaling pathway	0.00283047972121429	43	0.00283047972121429	+1
GSE91061	GO:0060485	mesenchyme development	0.00283866932739932	42	0.00283866932739932	+1
GSE91061	GO:0002376	immune system process	0.00286193069051146	224	0.00286193069051146	+1
GSE91061	GO:0009967	positive regulation of signal transduction	0.00313623816860281	139	0.00313623816860281	+1
GSE91061	GO:0051094	positive regulation of developmental process	0.00321036037711429	122	0.00321036037711429	+1
GSE91061	GO:0051649	establishment of localization in cell	0.00351067337972169	168	0.00351067337972169	+1
GSE91061	GO:0001944	vasculature development	0.00395328298653817	78	0.00395328298653817	+1
GSE91061	GO:0051726	regulation of cell cycle	0.00411599206957365	105	0.00411599206957365	+1
GSE91061	GO:0048872	homeostasis of number of cells	0.00429894954483966	42	0.00429894954483966	+1
GSE91061	GO:0019438	aromatic compound biosynthetic process	0.00442494543859039	312	0.00442494543859039	+1
GSE91061	GO:0009888	tissue development	0.00470361749654086	170	0.00470361749654086	+1
GSE91061	GO:0018130	heterocycle biosynthetic process	0.00486388694462198	311	0.00486388694462198	+1
GSE91061	GO:0071363	cellular response to growth factor stimulus	0.00506122220830799	72	0.00506122220830799	+1
GSE91061	GO:0045165	cell fate commitment	0.00510090185583376	39	0.00510090185583376	+1
GSE91061	GO:0040007	growth	0.00533353079899107	92	0.00533353079899107	+1
GSE91061	GO:0048762	mesenchymal cell differentiation	0.00562947957389114	35	0.00562947957389114	+1
GSE91061	GO:0010648	negative regulation of cell communication	0.00566425476988429	126	0.00566425476988429	+1
GSE91061	GO:0023057	negative regulation of signaling	0.00566425476988429	126	0.00566425476988429	+1
GSE91061	GO:0009968	negative regulation of signal transduction	0.00600507434815901	118	0.00600507434815901	+1
GSE91061	GO:0009889	regulation of biosynthetic process	0.00620364374855717	420	0.00620364374855717	+1
GSE91061	GO:0002262	myeloid cell homeostasis	0.00625560296929505	28	0.00625560296929505	+1
GSE91061	GO:0070848	response to growth factor	0.00650361036888119	74	0.00650361036888119	+1
GSE91061	GO:0060828	regulation of canonical Wnt signaling pathway	0.0067823339806327	35	0.0067823339806327	+1
GSE91061	GO:0048514	blood vessel morphogenesis	0.00719550702252598	67	0.00719550702252598	+1
GSE91061	GO:0002521	leukocyte differentiation	0.00802838645663777	67	0.00802838645663777	+1
GSE91061	GO:0006357	regulation of transcription by RNA polymerase II	0.0084729773535795	207	0.0084729773535795	+1
GSE91061	GO:1990138	neuron projection extension	0.00876388497060839	28	0.00876388497060839	+1
GSE91061	GO:0042110	T cell activation	0.00910227814614368	61	0.00910227814614368	+1
GSE91061	GO:0034654	nucleobase-containing compound biosynthetic process	0.00916617546527905	304	0.00916617546527905	+1
GSE91061	GO:0051641	cellular localization	0.0103308785676665	277	0.0103308785676665	+1
GSE91061	GO:0009790	embryo development	0.0104392845136606	105	0.0104392845136606	+1
GSE91061	GO:1901362	organic cyclic compound biosynthetic process	0.0105808291820435	319	0.0105808291820435	+1
GSE91061	GO:0030099	myeloid cell differentiation	0.0107530445961547	51	0.0107530445961547	+1
GSE91061	GO:0001568	blood vessel development	0.0107943848836678	74	0.0107943848836678	+1
GSE91061	GO:2000145	regulation of cell motility	0.0113175125381653	95	0.0113175125381653	+1
GSE91061	GO:0071407	cellular response to organic cyclic compound	0.0118374847148549	59	0.0118374847148549	+1
GSE91061	GO:0040012	regulation of locomotion	0.0122809485888723	98	0.0122809485888723	+1
GSE91061	GO:0007423	sensory organ development	0.0123771483468048	65	0.0123771483468048	+1
GSE91061	GO:0006351	DNA-templated transcription	0.01254285749972	273	0.01254285749972	+1
GSE91061	GO:0032774	RNA biosynthetic process	0.0130162804914548	275	0.0130162804914548	+1
GSE91061	GO:0042476	odontogenesis	0.0138692797718813	23	0.0138692797718813	+1
GSE91061	GO:0031326	regulation of cellular biosynthetic process	0.0149546374889078	415	0.0149546374889078	+1
GSE91061	GO:0060560	developmental growth involved in morphogenesis	0.0149955686901519	34	0.0149955686901519	+1
GSE91061	GO:0001755	neural crest cell migration	0.0164285808690429	14	0.0164285808690429	+1
GSE91061	GO:0002682	regulation of immune system process	0.0164552698162041	132	0.0164552698162041	+1
GSE91061	GO:0050865	regulation of cell activation	0.017078160300985	65	0.017078160300985	+1
GSE91061	GO:0072359	circulatory system development	0.0190707407610463	104	0.0190707407610463	+1
GSE91061	GO:0032989	cellular anatomical entity morphogenesis	0.0196716020292471	78	0.0196716020292471	+1
GSE91061	GO:0010556	regulation of macromolecule biosynthetic process	0.0197980081365034	406	0.0197980081365034	+1
GSE91061	GO:0016192	vesicle-mediated transport	0.0206717243474262	134	0.0206717243474262	+1
GSE91061	GO:0014070	response to organic cyclic compound	0.0214704361128809	87	0.0214704361128809	+1
GSE91061	GO:0060322	head development	0.0215712066584166	78	0.0215712066584166	+1
GSE91061	GO:0007420	brain development	0.0224081705990639	74	0.0224081705990639	+1
GSE91061	GO:0014856	skeletal muscle cell proliferation	0.0225625466938042	9	0.0225625466938042	+1
GSE91061	GO:0051241	negative regulation of multicellular organismal process	0.0250431301433721	102	0.0250431301433721	+1
GSE91061	GO:0090497	mesenchymal cell migration	0.0251106125597517	14	0.0251106125597517	+1
GSE91061	GO:0014033	neural crest cell differentiation	0.0277336844844208	18	0.0277336844844208	+1
GSE91061	GO:0045892	negative regulation of DNA-templated transcription	0.0282772674348741	118	0.0282772674348741	+1
GSE91061	GO:0009056	catabolic process	0.0290344457071718	203	0.0290344457071718	+1
GSE91061	GO:0030902	hindbrain development	0.0299479993079519	25	0.0299479993079519	+1
GSE91061	GO:0006366	transcription by RNA polymerase II	0.0302341639360678	212	0.0302341639360678	+1
GSE91061	GO:0051603	proteolysis involved in protein catabolic process	0.0310687278680323	73	0.0310687278680323	+1
GSE91061	GO:0009725	response to hormone	0.0311129285562488	84	0.0311129285562488	+1
GSE91061	GO:0030335	positive regulation of cell migration	0.0316877835510968	58	0.0316877835510968	+1
GSE91061	GO:0042475	odontogenesis of dentin-containing tooth	0.0323273648531409	18	0.0323273648531409	+1
GSE91061	GO:0043547	positive regulation of GTPase activity	0.0329425491430785	23	0.0329425491430785	+1
GSE91061	GO:0034101	erythrocyte homeostasis	0.0329425491430785	23	0.0329425491430785	+1
GSE91061	GO:0030218	erythrocyte differentiation	0.0359742991117326	22	0.0359742991117326	+1
GSE91061	GO:0030516	regulation of axon extension	0.0375908584866809	18	0.0375908584866809	+1
GSE91061	GO:0006260	DNA replication	0.0376022036942489	36	0.0376022036942489	+1
GSE91061	GO:1901987	regulation of cell cycle phase transition	0.0382297594004437	49	0.0382297594004437	+1
GSE91061	GO:0048675	axon extension	0.0387845119732447	21	0.0387845119732447	+1
GSE91061	GO:0033993	response to lipid	0.0401906175601896	87	0.0401906175601896	+1
GSE91061	GO:0048562	embryonic organ morphogenesis	0.0417259663286395	38	0.0417259663286395	+1
GSE91061	GO:0042592	homeostatic process	0.0426474546441968	144	0.0426474546441968	+1
GSE91061	GO:0006468	protein phosphorylation	0.0439512784951277	118	0.0439512784951277	+1
GSE91061	GO:0032870	cellular response to hormone stimulus	0.0440345989164034	63	0.0440345989164034	+1
GSE91061	GO:0042474	middle ear morphogenesis	0.0449172031950387	8	0.0449172031950387	+1
GSE91061	GO:1902679	negative regulation of RNA biosynthetic process	0.0454446572204162	118	0.0454446572204162	+1
GSE91061	GO:0030168	platelet activation	0.0458603901137854	22	0.0458603901137854	+1
GSE91061	GO:0060669	embryonic placenta morphogenesis	0.0464225981200855	9	0.0464225981200855	+1
GSE91061	GO:0005737	cytoplasm	8.26050730804831e-29	943	8.26050730804831e-29	+1
GSE91061	GO:0005829	cytosol	1.47154623514699e-19	483	1.47154623514699e-19	+1
GSE91061	GO:0016020	membrane	5.72331212078488e-09	711	5.72331212078488e-09	+1
GSE91061	GO:0012505	endomembrane system	2.75512772860482e-08	384	2.75512772860482e-08	+1
GSE91061	GO:0005856	cytoskeleton	3.7824507953397e-08	221	3.7824507953397e-08	+1
GSE91061	GO:0005654	nucleoplasm	5.44282772926496e-08	345	5.44282772926496e-08	+1
GSE91061	GO:0071944	cell periphery	4.33258307262841e-07	472	4.33258307262841e-07	+1
GSE91061	GO:0030054	cell junction	1.09686260453821e-06	200	1.09686260453821e-06	+1
GSE91061	GO:0005886	plasma membrane	1.90363289153145e-05	430	1.90363289153145e-05	+1
GSE91061	GO:0098588	bounding membrane of organelle	2.06826127586555e-05	192	2.06826127586555e-05	+1
GSE91061	GO:0097708	intracellular vesicle	5.52004066558881e-05	212	5.52004066558881e-05	+1
GSE91061	GO:0031090	organelle membrane	9.59037537252224e-05	296	9.59037537252224e-05	+1
GSE91061	GO:0015630	microtubule cytoskeleton	9.60502964806774e-05	131	9.60502964806774e-05	+1
GSE91061	GO:0031410	cytoplasmic vesicle	0.000111427317838744	210	0.000111427317838744	+1
GSE91061	GO:0005694	chromosome	0.000125915263427035	170	0.000125915263427035	+1
GSE91061	GO:0005773	vacuole	0.000339008845016412	87	0.000339008845016412	+1
GSE91061	GO:0170014	ankyrin-1 complex	0.000384879550647565	6	0.000384879550647565	+1
GSE91061	GO:0099503	secretory vesicle	0.00133458479243199	101	0.00133458479243199	+1
GSE91061	GO:0005766	primary lysosome	0.00175543204639696	25	0.00175543204639696	+1
GSE91061	GO:0042582	azurophil granule	0.00175543204639696	25	0.00175543204639696	+1
GSE91061	GO:0031982	vesicle	0.00244346211683331	302	0.00244346211683331	+1
GSE91061	GO:0045202	synapse	0.0025362079163674	129	0.0025362079163674	+1
GSE91061	GO:0005764	lysosome	0.00334563846123866	76	0.00334563846123866	+1
GSE91061	GO:0000323	lytic vacuole	0.00334563846123866	76	0.00334563846123866	+1
GSE91061	GO:0012506	vesicle membrane	0.00820229871259841	110	0.00820229871259841	+1
GSE91061	GO:0015629	actin cytoskeleton	0.00875182659693428	55	0.00875182659693428	+1
GSE91061	GO:0005813	centrosome	0.0123170339907001	71	0.0123170339907001	+1
GSE91061	GO:0030659	cytoplasmic vesicle membrane	0.0129828231594399	108	0.0129828231594399	+1
GSE91061	GO:0098794	postsynapse	0.0133484121249008	65	0.0133484121249008	+1
GSE91061	GO:0099080	supramolecular complex	0.0150808257954098	122	0.0150808257954098	+1
GSE91061	GO:0070161	anchoring junction	0.0163204712654457	84	0.0163204712654457	+1
GSE91061	GO:0099512	supramolecular fiber	0.0163403480566858	95	0.0163403480566858	+1
GSE91061	GO:0005667	transcription regulator complex	0.0198109889291272	54	0.0198109889291272	+1
GSE91061	GO:0005622	intracellular anatomical structure	0.0210929008168448	1126	0.0210929008168448	+1
GSE91061	GO:0099081	supramolecular polymer	0.0216562810910631	95	0.0216562810910631	+1
GSE91061	GO:0000785	chromatin	0.0219702474949514	117	0.0219702474949514	+1
GSE91061	GO:0005938	cell cortex	0.0240781339511574	37	0.0240781339511574	+1
GSE91061	GO:0042995	cell projection	0.0276383123772022	187	0.0276383123772022	+1
GSE91061	GO:0110165	cellular anatomical entity	0.0309708460115307	1316	0.0309708460115307	+1
GSE91061	GO:0032993	protein-DNA complex	0.0310200523159228	121	0.0310200523159228	+1
GSE91061	GO:0014069	postsynaptic density	0.0313558009130563	37	0.0313558009130563	+1
GSE91061	GO:0035578	azurophil granule lumen	0.0315751027300179	16	0.0315751027300179	+1
GSE91061	GO:0005911	cell-cell junction	0.0392826347164311	53	0.0392826347164311	+1
GSE91061	GO:0032279	asymmetric synapse	0.040716775066696	38	0.040716775066696	+1
GSE91061	GO:0031974	membrane-enclosed lumen	0.043139100747171	461	0.043139100747171	+1
GSE91061	GO:0070013	intracellular organelle lumen	0.043139100747171	461	0.043139100747171	+1
GSE91061	GO:0043233	organelle lumen	0.043139100747171	461	0.043139100747171	+1
GSE91061	GO:0098590	plasma membrane region	0.0463525083371119	108	0.0463525083371119	+1
GSE91061	GO:0005515	protein binding	5.29731461286317e-29	1130	5.29731461286317e-29	+1
GSE91061	GO:0097367	carbohydrate derivative binding	6.49665670814951e-06	215	6.49665670814951e-06	+1
GSE91061	GO:0140096	catalytic activity, acting on a protein	1.54433762030431e-05	217	1.54433762030431e-05	+1
GSE91061	GO:0032555	purine ribonucleotide binding	0.000354619136412252	177	0.000354619136412252	+1
GSE91061	GO:0005488	binding	0.000426732978414151	1235	0.000426732978414151	+1
GSE91061	GO:0032553	ribonucleotide binding	0.000627127329109823	177	0.000627127329109823	+1
GSE91061	GO:0035639	purine ribonucleoside triphosphate binding	0.00132183454522129	169	0.00132183454522129	+1
GSE91061	GO:0000166	nucleotide binding	0.00136066285689974	194	0.00136066285689974	+1
GSE91061	GO:1901265	nucleoside phosphate binding	0.00140227917553692	194	0.00140227917553692	+1
GSE91061	GO:0060090	molecular adaptor activity	0.00164468595715943	113	0.00164468595715943	+1
GSE91061	GO:0017076	purine nucleotide binding	0.00174047544907306	181	0.00174047544907306	+1
GSE91061	GO:0016773	phosphotransferase activity, alcohol group as acceptor	0.00321163203550959	76	0.00321163203550959	+1
GSE91061	GO:0016755	aminoacyltransferase activity	0.00365142108658117	59	0.00365142108658117	+1
GSE91061	GO:0016301	kinase activity	0.00430578854372366	83	0.00430578854372366	+1
GSE91061	GO:0019787	ubiquitin-like protein transferase activity	0.00522177501645222	57	0.00522177501645222	+1
GSE91061	GO:0043167	ion binding	0.00563592466330652	468	0.00563592466330652	+1
GSE91061	GO:0036094	small molecule binding	0.00602483223386513	482	0.00602483223386513	+1
GSE91061	GO:0003824	catalytic activity	0.00894408723633749	440	0.00894408723633749	+1
GSE91061	GO:0019899	enzyme binding	0.0128991118633927	182	0.0128991118633927	+1
GSE91061	GO:1901363	heterocyclic compound binding	0.0142924965402468	198	0.0142924965402468	+1
GSE91061	GO:0016746	acyltransferase activity	0.0187169873740201	76	0.0187169873740201	+1
GSE91061	GO:0016740	transferase activity	0.0270850084368349	198	0.0270850084368349	+1
GSE91061	GO:0004672	protein kinase activity	0.0308690783229077	63	0.0308690783229077	+1
GSE91061	GO:0019003	GDP binding	0.0336293335946666	15	0.0336293335946666	+1
GSE91061	GO:0016772	transferase activity, transferring phosphorus-containing groups	0.0336993506153537	93	0.0336993506153537	+1
GSE91061	GO:0032559	adenyl ribonucleotide binding	0.0355044811152165	139	0.0355044811152165	+1
GSE91061	HP:0005502	Increased red cell osmotic fragility	0.000185291087282455	9	0.000185291087282455	+1
GSE91061	HP:0004444	Spherocytosis	0.000384079313050762	7	0.000384079313050762	+1
GSE91061	HP:0020054	Abnormal erythrocyte physiology	0.00111265778179027	9	0.00111265778179027	+1
